sedan2door_-20_40_-20_0_20_240_20_400 gt:['-20', '40', '-20', '0', '20'] pred:[20.       46.746803 20.       14.743726 17.789633]
suv_0_40_-40_20_20_160_80_400 gt:['0', '40', '-40', '20', '20'] pred:[ 2.373135 45.87791  41.223778 15.940579 20.070164]
hybrid_-40_40_-40_20_0_0_60_450 gt:['-40', '40', '-40', '20', '0'] pred:[43.37878   43.390144  15.974041  20.         2.9868948]
hybrid_0_40_0_0_40_200_20_400 gt:['0', '40', '0', '0', '40'] pred:[ 0.       46.447952  0.       17.106415 38.71746 ]
sedan4door_0_40_0_40_20_80_80_400 gt:['0', '40', '0', '40', '20'] pred:[ 2.362402  44.58264    4.4835076 43.889263  20.       ]
hatchback_-40_40_0_0_20_200_20_450 gt:['-40', '40', '0', '0', '20'] pred:[40.        46.502644   0.         2.8370261 21.586653 ]
suv_0_20_-20_40_20_280_20_450 gt:['0', '20', '-20', '40', '20'] pred:[ 7.7730775 20.        18.412193  40.        21.9422   ]
sedan4door_0_40_0_0_40_0_60_450 gt:['0', '40', '0', '0', '40'] pred:[ 2.7682476 45.064743   3.9841344  0.        43.21638  ]
sedan2door_0_40_-20_40_20_0_20_400 gt:['0', '40', '-20', '40', '20'] pred:[ 2.0295675 40.        27.219759  40.        20.       ]
sedan2door_-20_0_-40_20_0_320_80_400 gt:['-20', '0', '-40', '20', '0'] pred:[16.786806   2.4257593 11.530146  32.672615   1.8417426]
hybrid_-20_20_-40_0_40_160_60_450 gt:['-20', '20', '-40', '0', '40'] pred:[17.13346  25.942434 40.       22.961761 42.50691 ]
sedan2door_0_20_-40_20_20_280_40_450 gt:['0', '20', '-40', '20', '20'] pred:[ 2.9010057 21.025242  17.387016  35.50046   23.271938 ]
sedan2door_0_40_-20_20_0_200_20_400 gt:['0', '40', '-20', '20', '0'] pred:[ 0.        44.641064  20.        14.746825   1.4202124]
suv_0_20_-40_20_0_280_20_400 gt:['0', '20', '-40', '20', '0'] pred:[12.188036 20.       40.34205  20.        1.593689]
sedan2door_-20_40_-20_20_40_160_60_400 gt:['-20', '40', '-20', '20', '40'] pred:[18.40352  43.591496 20.       19.362686 40.30649 ]
hatchback_-40_40_-20_20_0_280_60_450 gt:['-40', '40', '-20', '20', '0'] pred:[42.095703  41.18877   16.709982  17.445187   2.6044078]
suv_-20_20_-20_20_20_360_20_450 gt:['-20', '20', '-20', '20', '20'] pred:[14.12517  20.       20.599152 20.       20.      ]
suv_-20_0_0_20_20_120_80_400 gt:['-20', '0', '0', '20', '20'] pred:[19.665684   3.621846   3.5012197 15.192198  25.565317 ]
hatchback_0_20_-40_40_20_40_80_400 gt:['0', '20', '-40', '40', '20'] pred:[ 2.7748134 25.848064  43.72238   36.303658  19.22198  ]
suv_0_40_-20_40_20_360_40_400 gt:['0', '40', '-20', '40', '20'] pred:[ 2.9413161 40.        18.0803    40.        18.028124 ]
sedan4door_-20_20_0_20_20_360_60_450 gt:['-20', '20', '0', '20', '20'] pred:[20.600012  19.979986   3.6699948 20.        21.155413 ]
hatchback_-20_0_-20_0_20_360_60_400 gt:['-20', '0', '-20', '0', '20'] pred:[18.946142   2.2956903 20.371927   0.        19.768196 ]
hybrid_0_0_0_40_40_120_60_450 gt:['0', '0', '0', '40', '40'] pred:[ 2.0599728  4.8256345  0.        15.833647  39.75267  ]
sedan2door_-20_40_-20_0_20_120_40_450 gt:['-20', '40', '-20', '0', '20'] pred:[20.       45.133064 20.       20.572594 20.      ]
hatchback_-20_20_0_20_20_360_80_400 gt:['-20', '20', '0', '20', '20'] pred:[21.520626 22.572124  3.714129 19.054382 21.592573]
suv_0_20_-20_40_40_80_40_450 gt:['0', '20', '-20', '40', '40'] pred:[ 3.0868025 16.86976   15.888593  40.        40.       ]
sedan4door_-20_40_-20_20_20_40_80_400 gt:['-20', '40', '-20', '20', '20'] pred:[17.184635 41.390247 19.175863 21.589485 18.12279 ]
sedan4door_0_20_-40_40_0_360_60_400 gt:['0', '20', '-40', '40', '0'] pred:[ 3.459293  20.11831   42.727516  40.         1.4254996]
hatchback_-20_40_-20_0_20_320_80_400 gt:['-20', '40', '-20', '0', '20'] pred:[19.760366  45.26846   20.71585    2.5302427 21.107409 ]
hatchback_0_0_-40_20_40_320_40_400 gt:['0', '0', '-40', '20', '40'] pred:[ 5.3546543  0.        43.194206  20.        41.911472 ]
sedan2door_-40_20_0_0_40_120_40_450 gt:['-40', '20', '0', '0', '40'] pred:[40.       28.58719   0.       10.856934 40.      ]
suv_0_20_-20_40_0_40_60_400 gt:['0', '20', '-20', '40', '0'] pred:[ 2.31178  17.222403 15.059393 40.        4.273726]
suv_-20_0_0_20_40_40_80_400 gt:['-20', '0', '0', '20', '40'] pred:[16.424196   2.8556554  7.292958  14.6492195 41.36887  ]
hybrid_-20_40_-20_20_40_240_80_450 gt:['-20', '40', '-20', '20', '40'] pred:[16.407545 42.98371  19.615602 16.249588 39.114994]
suv_0_20_0_20_40_120_60_400 gt:['0', '20', '0', '20', '40'] pred:[ 2.7311676 24.563755   0.        20.63336   39.41471  ]
suv_-20_20_-40_20_0_80_40_450 gt:['-20', '20', '-40', '20', '0'] pred:[15.4174   20.389668 40.509422 20.        0.      ]
sedan2door_0_0_0_20_40_0_80_400 gt:['0', '0', '0', '20', '40'] pred:[ 2.1231384  2.858258  17.707485  15.133575  39.917377 ]
sedan2door_-40_40_0_0_20_240_20_400 gt:['-40', '40', '0', '0', '20'] pred:[40.       45.74285   0.       14.819605 20.818047]
sedan2door_0_40_0_20_40_360_80_400 gt:['0', '40', '0', '20', '40'] pred:[ 3.3649738 42.507145  20.09723   19.038609  39.919685 ]
suv_-40_0_-20_20_40_280_60_400 gt:['-40', '0', '-20', '20', '40'] pred:[43.65508    4.0847044 16.009361  19.541227  41.68129  ]
hatchback_-20_40_0_20_0_40_60_450 gt:['-20', '40', '0', '20', '0'] pred:[23.770618  44.351578   7.4125605 20.         1.8932757]
sedan4door_0_0_-40_0_0_120_20_450 gt:['0', '0', '-40', '0', '0'] pred:[ 0.         2.1302824 40.         4.9763412  0.       ]
sedan4door_0_0_-40_40_40_320_40_400 gt:['0', '0', '-40', '40', '40'] pred:[ 4.9545965  0.        37.270805  40.        38.299877 ]
sedan2door_-40_0_-40_20_20_240_80_450 gt:['-40', '0', '-40', '20', '20'] pred:[42.68966    3.0292134 24.885666  10.969749  20.585682 ]
sedan2door_0_20_0_20_0_120_60_450 gt:['0', '20', '0', '20', '0'] pred:[ 2.3214157 25.158705   0.        21.79594    1.9927242]
suv_-40_40_-20_40_40_160_20_400 gt:['-40', '40', '-20', '40', '40'] pred:[40.       45.911293 20.       36.71322  40.      ]
hatchback_-40_40_-20_0_0_120_40_450 gt:['-40', '40', '-20', '0', '0'] pred:[40.       45.98182  20.       10.515638  0.      ]
sedan2door_-40_20_0_20_0_160_20_400 gt:['-40', '20', '0', '20', '0'] pred:[40.       21.992777  0.       33.04857   0.      ]
hatchback_-20_0_-40_0_40_0_40_450 gt:['-20', '0', '-40', '0', '40'] pred:[17.76984   0.       42.96068   0.       41.624046]
hatchback_0_40_0_0_40_120_60_400 gt:['0', '40', '0', '0', '40'] pred:[ 1.7341261 44.878075   0.         4.849318  43.101234 ]
sedan4door_-20_20_0_40_20_240_40_400 gt:['-20', '20', '0', '40', '20'] pred:[20.       14.69806   0.       41.23662  17.898466]
sedan4door_0_20_0_20_0_160_40_450 gt:['0', '20', '0', '20', '0'] pred:[ 0.       19.303242  0.       19.165722  5.338205]
sedan2door_0_0_0_0_20_240_20_450 gt:['0', '0', '0', '0', '20'] pred:[ 0.         2.8149624  0.        28.807152  24.584322 ]
hatchback_0_40_-40_20_0_120_20_400 gt:['0', '40', '-40', '20', '0'] pred:[ 0.       44.564896 40.       18.606092  0.      ]
hybrid_-20_0_0_0_20_320_40_400 gt:['-20', '0', '0', '0', '20'] pred:[18.483828  0.       27.686201  0.       19.267017]
hybrid_-20_0_-40_40_40_80_60_400 gt:['-20', '0', '-40', '40', '40'] pred:[19.593111  3.733698 12.585658 26.574608 43.52855 ]
hybrid_0_0_-40_20_0_240_80_450 gt:['0', '0', '-40', '20', '0'] pred:[ 2.3592637  2.3385806 19.721947  36.320194   2.5494022]
hatchback_-20_40_0_0_40_280_80_400 gt:['-20', '40', '0', '0', '40'] pred:[19.81017  45.227016  5.307698  2.533886 41.093185]
sedan2door_0_40_0_40_0_40_80_450 gt:['0', '40', '0', '40', '0'] pred:[ 3.5854306 46.606403  22.35498   17.823233   2.0424778]
hatchback_-20_20_0_20_20_0_60_400 gt:['-20', '20', '0', '20', '20'] pred:[21.498343  20.895569   3.9477203 20.        21.959078 ]
hybrid_0_0_-40_20_0_120_40_400 gt:['0', '0', '-40', '20', '0'] pred:[ 0.         2.0408983 40.        41.50398    0.       ]
sedan2door_-40_20_0_20_0_40_80_450 gt:['-40', '20', '0', '20', '0'] pred:[41.180805  21.396849  12.380809  12.84084    2.0863957]
sedan2door_0_40_-20_40_40_360_40_450 gt:['0', '40', '-20', '40', '40'] pred:[ 1.895722 40.       20.159876 40.       41.851875]
sedan2door_-40_0_-40_20_0_360_80_400 gt:['-40', '0', '-40', '20', '0'] pred:[40.19347    3.1117415 21.937298  16.863672   2.0014992]
sedan2door_-40_40_-40_40_0_200_40_450 gt:['-40', '40', '-40', '40', '0'] pred:[40.       43.515038 40.       27.30738   2.788485]
hatchback_0_0_-20_20_40_200_20_450 gt:['0', '0', '-20', '20', '40'] pred:[ 0.         3.2805007 20.        23.309402  48.84332  ]
hybrid_-40_20_-40_0_0_200_60_400 gt:['-40', '20', '-40', '0', '0'] pred:[45.557922  21.888369  40.        25.190594   3.5081387]
sedan4door_-20_40_-40_0_20_280_60_400 gt:['-20', '40', '-40', '0', '20'] pred:[18.974373 43.196896 42.007885  3.579524 20.618101]
hatchback_-20_20_-20_0_40_160_80_450 gt:['-20', '20', '-20', '0', '40'] pred:[17.098633  23.381737  19.556234   4.1662574 41.910282 ]
hybrid_-20_40_0_0_0_80_20_400 gt:['-20', '40', '0', '0', '0'] pred:[17.28616  40.       31.287464  0.        0.      ]
hatchback_-40_0_-20_0_20_280_60_450 gt:['-40', '0', '-20', '0', '20'] pred:[42.835533  3.843931 16.312601  4.833573 15.686091]
hatchback_0_20_0_0_20_360_80_450 gt:['0', '20', '0', '0', '20'] pred:[ 2.051135  20.224916   4.6285377  5.8898916 22.488575 ]
sedan4door_0_40_-40_0_0_80_80_400 gt:['0', '40', '-40', '0', '0'] pred:[ 2.7456691 41.729195  42.137543   1.8769317  0.       ]
suv_-40_20_0_0_40_160_40_450 gt:['-40', '20', '0', '0', '40'] pred:[40.        19.145231   0.         2.3506365 42.67577  ]
sedan4door_-20_20_-20_40_40_320_60_400 gt:['-20', '20', '-20', '40', '40'] pred:[18.936735 23.49306  17.81718  42.004383 40.383305]
sedan4door_-40_40_-40_0_20_320_60_400 gt:['-40', '40', '-40', '0', '20'] pred:[38.38387   47.196712  46.192947   1.5489366 24.326061 ]
hybrid_-40_40_-20_20_40_280_20_400 gt:['-40', '40', '-20', '20', '40'] pred:[41.806496 40.       20.547743 20.       38.45194 ]
sedan4door_-40_40_-20_20_20_240_20_400 gt:['-40', '40', '-20', '20', '20'] pred:[40.       44.094887 20.       16.289719 22.481655]
sedan2door_-40_20_0_20_20_240_80_400 gt:['-40', '20', '0', '20', '20'] pred:[44.703686 21.059307 35.563793 20.129297 20.820824]
sedan4door_-40_40_-40_20_0_280_60_400 gt:['-40', '40', '-40', '20', '0'] pred:[40.79486   45.305016  42.831364  19.827248   2.1507232]
sedan4door_-40_0_-20_20_40_200_60_450 gt:['-40', '0', '-20', '20', '40'] pred:[42.210316   5.1629467 20.        19.656574  39.43771  ]
hatchback_-40_40_-40_20_40_280_80_450 gt:['-40', '40', '-40', '20', '40'] pred:[37.095192 40.076393 39.988083 20.202673 40.381638]
hatchback_-40_0_0_0_0_280_20_450 gt:['-40', '0', '0', '0', '0'] pred:[38.60652    0.         5.0707874  0.         1.6452695]
sedan4door_-40_20_0_0_0_160_80_450 gt:['-40', '20', '0', '0', '0'] pred:[42.182495  21.394587   3.5471385  3.8314176  3.5238411]
suv_-20_20_-40_20_0_320_20_400 gt:['-20', '20', '-40', '20', '0'] pred:[16.736076  20.        47.39981   20.         3.1389072]
hatchback_-40_0_-20_20_40_360_40_450 gt:['-40', '0', '-20', '20', '40'] pred:[40.181942  0.       21.551104 20.       40.72575 ]
hatchback_0_20_0_40_0_240_80_450 gt:['0', '20', '0', '40', '0'] pred:[ 1.8542091 21.459948   4.6936255 38.904114   2.9517212]
hatchback_0_20_0_0_20_80_20_450 gt:['0', '20', '0', '0', '20'] pred:[ 1.8474941 20.         4.102248   0.        20.       ]
suv_-20_20_0_20_40_200_80_400 gt:['-20', '20', '0', '20', '40'] pred:[20.901157  18.73391    5.4609447 19.234116  40.044247 ]
hatchback_0_20_0_40_40_280_40_400 gt:['0', '20', '0', '40', '40'] pred:[ 1.8129776 11.245573   3.145437  43.98632   36.70507  ]
suv_-40_20_-40_40_20_0_60_450 gt:['-40', '20', '-40', '40', '20'] pred:[41.86292  21.252306 43.07523  40.       20.828747]
suv_-20_40_0_0_20_80_80_450 gt:['-20', '40', '0', '0', '20'] pred:[18.455435 43.8397    6.243639  3.7007   20.      ]
suv_-20_0_-20_0_0_240_20_400 gt:['-20', '0', '-20', '0', '0'] pred:[20.         3.8082843 20.         4.6300273  2.055481 ]
hatchback_-40_0_0_40_40_360_80_450 gt:['-40', '0', '0', '40', '40'] pred:[41.973324   3.745      4.9765925 43.141068  37.81474  ]
hatchback_-40_20_-20_0_40_280_60_450 gt:['-40', '20', '-20', '0', '40'] pred:[42.948444  18.752954  17.473291   7.9400916 45.74363  ]
sedan4door_-40_0_0_40_20_240_80_450 gt:['-40', '0', '0', '40', '20'] pred:[44.02333   4.093476  3.970381 39.864414 22.018555]
hybrid_-40_20_-40_40_0_120_40_400 gt:['-40', '20', '-40', '40', '0'] pred:[40.       19.879406 40.       28.07763   0.      ]
sedan2door_0_0_-40_40_40_80_20_450 gt:['0', '0', '-40', '40', '40'] pred:[ 2.0093186  0.        23.098083  40.        40.       ]
suv_0_20_-20_40_0_0_40_400 gt:['0', '20', '-20', '40', '0'] pred:[ 1.9029016 20.        19.99256   40.         1.6787658]
sedan2door_-40_20_-20_0_0_40_20_400 gt:['-40', '20', '-20', '0', '0'] pred:[42.28941  20.       21.929445  0.        0.      ]
sedan4door_0_0_-20_0_0_320_80_400 gt:['0', '0', '-20', '0', '0'] pred:[ 1.8042403  1.3664861 13.661401   2.833766   1.8861754]
suv_-20_40_0_40_20_240_40_400 gt:['-20', '40', '0', '40', '20'] pred:[20.       42.3714    0.       40.637577 21.557251]
hatchback_-20_20_-40_40_20_40_20_400 gt:['-20', '20', '-40', '40', '20'] pred:[12.193913 20.       47.06701  40.       20.      ]
sedan2door_-20_20_-20_0_20_240_20_450 gt:['-20', '20', '-20', '0', '20'] pred:[20.       20.767597 20.       20.112736 20.0863  ]
hatchback_0_20_0_40_0_120_60_450 gt:['0', '20', '0', '40', '0'] pred:[ 2.182712 25.590675  0.       45.08759   2.922456]
hybrid_-40_0_-20_0_20_320_60_400 gt:['-40', '0', '-20', '0', '20'] pred:[43.43331    3.6036074 37.14789   24.743164  17.508915 ]
suv_-20_40_0_20_20_280_80_450 gt:['-20', '40', '0', '20', '20'] pred:[15.06482  46.62404   6.133484 20.743952 21.551615]
suv_0_40_0_0_0_320_60_450 gt:['0', '40', '0', '0', '0'] pred:[ 2.4143405 48.54137    3.415084   2.333347   1.4951845]
sedan2door_0_20_-20_0_40_200_60_400 gt:['0', '20', '-20', '0', '40'] pred:[ 5.173047 23.611113 20.       16.521847 39.086548]
sedan4door_-40_40_0_0_20_0_40_450 gt:['-40', '40', '0', '0', '20'] pred:[43.839527  40.         5.4141316  0.        23.33894  ]
hatchback_0_0_-20_20_20_280_80_400 gt:['0', '0', '-20', '20', '20'] pred:[ 3.0533345  3.2818348 20.512865  19.18978   18.53068  ]
hybrid_-20_20_-20_0_40_160_80_400 gt:['-20', '20', '-20', '0', '40'] pred:[16.168848 21.67765  16.695196 19.64618  41.3465  ]
sedan4door_0_40_0_40_20_40_40_400 gt:['0', '40', '0', '40', '20'] pred:[ 2.7527242 40.         3.1465158 40.        20.511505 ]
sedan4door_0_0_0_40_20_200_60_400 gt:['0', '0', '0', '40', '20'] pred:[ 2.3741393  2.819118   0.        39.70979   22.954134 ]
sedan4door_0_20_0_0_20_80_20_450 gt:['0', '20', '0', '0', '20'] pred:[ 2.0366008 20.         5.6273336  0.        20.       ]
hybrid_-40_40_-40_40_20_80_40_450 gt:['-40', '40', '-40', '40', '20'] pred:[42.079433 41.019337 26.911165 40.       20.      ]
hybrid_0_0_-20_20_40_280_40_450 gt:['0', '0', '-20', '20', '40'] pred:[ 2.9024835  3.3145576 18.761137  29.656864  45.04154  ]
sedan4door_-20_0_0_20_0_360_40_450 gt:['-20', '0', '0', '20', '0'] pred:[17.03012    0.         3.1631467 20.         2.4119723]
hatchback_0_0_-20_40_40_160_60_450 gt:['0', '0', '-20', '40', '40'] pred:[ 1.9493759  7.416336  20.        41.598087  42.74361  ]
sedan4door_-20_0_0_20_0_200_20_400 gt:['-20', '0', '0', '20', '0'] pred:[20.         2.5358126  0.        17.332424   2.946614 ]
sedan4door_-20_20_-40_20_20_0_80_400 gt:['-20', '20', '-40', '20', '20'] pred:[17.205263 24.250082 43.031315 17.394615 20.801182]
hatchback_-40_0_0_0_40_120_40_400 gt:['-40', '0', '0', '0', '40'] pred:[40.         3.1414073  0.         7.3096967 40.       ]
hatchback_0_0_-20_0_20_240_80_400 gt:['0', '0', '-20', '0', '20'] pred:[ 2.9274464  3.0871098 15.565741   4.045155  27.12243  ]
suv_-20_40_-40_40_0_120_80_400 gt:['-20', '40', '-40', '40', '0'] pred:[21.499401  42.498505  36.086033  41.95832    2.6790094]
hatchback_-20_20_-40_20_20_40_20_450 gt:['-20', '20', '-40', '20', '20'] pred:[15.635456 20.       42.621166 20.       20.      ]
suv_0_20_0_20_0_360_60_450 gt:['0', '20', '0', '20', '0'] pred:[ 2.4186823 21.710651   3.4843729 20.         1.1939775]
hatchback_0_0_-40_0_0_120_40_450 gt:['0', '0', '-40', '0', '0'] pred:[ 0.         1.9887464 40.         4.8019342  0.       ]
suv_-20_40_-20_0_20_120_40_400 gt:['-20', '40', '-20', '0', '20'] pred:[20.       41.51077  20.        5.008323 20.      ]
sedan4door_0_0_0_0_40_80_60_450 gt:['0', '0', '0', '0', '40'] pred:[ 2.1865578  1.2879032  5.031227   5.1181655 43.343285 ]
sedan4door_0_40_-40_20_0_80_60_450 gt:['0', '40', '-40', '20', '0'] pred:[ 3.6613083 43.386105  43.31894   14.131358   4.1812916]
hybrid_-40_20_0_40_0_360_60_400 gt:['-40', '20', '0', '40', '0'] pred:[41.511986  18.52867   19.74307   40.         1.9725869]
sedan4door_-40_0_-20_40_0_320_60_400 gt:['-40', '0', '-20', '40', '0'] pred:[45.359875   4.5061793 19.181768  36.88554    2.979103 ]
hybrid_-40_0_0_20_0_80_60_450 gt:['-40', '0', '0', '20', '0'] pred:[42.85413    4.403118  31.460888  10.979808   2.9369953]
sedan2door_0_20_0_20_20_320_40_400 gt:['0', '20', '0', '20', '20'] pred:[ 3.1362343 20.        29.181343  20.        16.539787 ]
suv_-40_20_-40_40_20_0_60_450 gt:['-40', '20', '-40', '40', '20'] pred:[41.86292  21.252306 43.07523  40.       20.828747]
hatchback_-20_20_-40_20_0_160_20_400 gt:['-20', '20', '-40', '20', '0'] pred:[20.       23.400501 40.       15.077661  0.      ]
hatchback_-40_0_-40_40_0_320_80_450 gt:['-40', '0', '-40', '40', '0'] pred:[42.21539    7.2036514 44.6208    38.283524   3.491799 ]
sedan4door_-40_0_0_0_20_240_20_450 gt:['-40', '0', '0', '0', '20'] pred:[40.         2.431748   0.         5.6866794 22.130268 ]
sedan2door_-20_20_0_40_40_40_20_400 gt:['-20', '20', '0', '40', '40'] pred:[17.674171 20.       19.319069 40.       40.      ]
hatchback_0_20_-20_0_0_320_40_400 gt:['0', '20', '-20', '0', '0'] pred:[ 3.4523215 20.        18.930166   0.         0.9228737]
suv_-40_40_0_0_0_200_80_450 gt:['-40', '40', '0', '0', '0'] pred:[39.261036  45.975124   4.3437014  6.31897    1.8258997]
sedan2door_-40_20_-40_0_40_360_80_450 gt:['-40', '20', '-40', '0', '40'] pred:[40.73003  21.385311 16.976973 21.197243 40.854904]
sedan2door_0_40_-20_20_40_240_40_400 gt:['0', '40', '-20', '20', '40'] pred:[ 0.       42.556355 20.       16.15051  38.684555]
suv_-20_20_-40_20_20_160_20_400 gt:['-20', '20', '-40', '20', '20'] pred:[20.       23.802187 40.       17.697603 20.      ]
hatchback_0_0_-20_40_20_40_80_400 gt:['0', '0', '-20', '40', '20'] pred:[ 2.2449565  5.335949  17.87997   42.794647  24.671284 ]
sedan2door_-20_20_-20_40_40_40_60_400 gt:['-20', '20', '-20', '40', '40'] pred:[20.497692 19.584597  9.183939 40.       40.809673]
hybrid_-20_0_0_40_40_200_80_400 gt:['-20', '0', '0', '40', '40'] pred:[19.354708   2.9615004 25.75935   14.200546  41.97616  ]
hatchback_-20_0_-20_20_0_80_40_400 gt:['-20', '0', '-20', '20', '0'] pred:[17.187107   1.4250964 16.629251  20.         0.       ]
sedan2door_-20_0_-40_20_40_240_40_400 gt:['-20', '0', '-40', '20', '40'] pred:[20.         2.4282653 40.        24.57331   41.11066  ]
hatchback_-20_40_0_20_40_40_60_450 gt:['-20', '40', '0', '20', '40'] pred:[20.61544  47.116383  9.985369 20.       40.718983]
hatchback_0_40_0_40_20_40_80_450 gt:['0', '40', '0', '40', '20'] pred:[ 3.143249 44.817486  5.45372  41.563442 25.231041]
hatchback_0_20_-20_0_20_320_40_450 gt:['0', '20', '-20', '0', '20'] pred:[ 3.0836933 20.        16.970537   0.        20.745762 ]
sedan2door_0_40_-40_0_0_280_80_400 gt:['0', '40', '-40', '0', '0'] pred:[ 2.8347213 43.786655  15.88566   16.113495   2.8109038]
hatchback_0_0_-20_40_40_360_40_400 gt:['0', '0', '-20', '40', '40'] pred:[ 2.0753543  0.        21.676443  40.        40.877033 ]
hatchback_0_0_-20_40_0_320_20_450 gt:['0', '0', '-20', '40', '0'] pred:[ 2.2294464  0.        12.036275  40.         1.3630568]
hatchback_0_40_-40_20_40_360_20_400 gt:['0', '40', '-40', '20', '40'] pred:[ 3.258209 40.       47.757774 20.       40.      ]
sedan2door_-40_20_0_0_0_0_40_400 gt:['-40', '20', '0', '0', '0'] pred:[42.196434  20.        16.81952    0.         2.3033113]
hatchback_-20_0_-20_20_40_240_80_450 gt:['-20', '0', '-20', '20', '40'] pred:[13.5253525  4.110747  17.989035  18.120113  44.049255 ]
sedan2door_-20_20_0_0_0_120_60_400 gt:['-20', '20', '0', '0', '0'] pred:[18.851236  23.227129   0.        12.76273    2.4913764]
hatchback_0_0_-20_0_40_80_60_400 gt:['0', '0', '-20', '0', '40'] pred:[ 2.116019   2.0631323 17.269312   5.0808315 42.84076  ]
hatchback_-20_40_0_20_20_40_80_400 gt:['-20', '40', '0', '20', '20'] pred:[19.268833 39.021973  6.89025  21.758896 21.977812]
hybrid_-20_40_-40_0_0_240_40_400 gt:['-20', '40', '-40', '0', '0'] pred:[20.        45.125175  40.        19.982395   1.4836102]
suv_-40_20_-40_0_0_0_40_450 gt:['-40', '20', '-40', '0', '0'] pred:[41.21529 20.      43.3622   0.       2.98413]
