Hatchback_-20_20_0_0_20_80_20_400 gt:['-20', '20', '0', '0', '20'] pred:[15.958702  20.        12.422634   0.         1.3404418]
Hatchback_0_20_-20_0_0_160_60_450 gt:['0', '20', '-20', '0', '0'] pred:[ 5.3973413  9.36268   20.        10.940271   7.014429 ]
Sedan2Door_0_20_-20_20_0_240_60_450 gt:['0', '20', '-20', '20', '0'] pred:[22.125504  10.413718   2.3572166  2.7948554  0.5335938]
Sedan2Door_-20_20_0_0_20_80_20_450 gt:['-20', '20', '0', '0', '20'] pred:[14.153854 20.       20.813034  0.       20.      ]
Hatchback_-20_20_-20_20_20_160_60_450 gt:['-20', '20', '-20', '20', '20'] pred:[27.810343  9.758128 24.923803 25.959843 29.635288]
Hybrid_0_0_0_20_20_240_20_450 gt:['0', '0', '0', '20', '20'] pred:[ 0.        11.64675    0.6891412 21.378382  19.612228 ]
Sedan2Door_-20_20_0_0_20_240_60_400 gt:['-20', '20', '0', '0', '20'] pred:[19.320501   1.3526574  1.3119695  0.         9.718176 ]
Sedan4Door_0_20_-20_0_0_160_20_400 gt:['0', '20', '-20', '0', '0'] pred:[ 7.269171  8.857278 20.       10.698348  0.      ]
Sedan2Door_0_0_-20_0_0_160_20_450 gt:['0', '0', '-20', '0', '0'] pred:[10.9991665  16.737606    0.65571934  0.         17.791914  ]
Sedan2Door_0_20_0_0_0_320_20_450 gt:['0', '20', '0', '0', '0'] pred:[ 9.656      20.          2.790876    0.          0.69130766]
Sedan4Door_-20_0_-20_0_20_240_60_450 gt:['-20', '0', '-20', '0', '20'] pred:[16.509466   10.467964    8.345121    3.0562263   0.35653007]
Hatchback_0_0_0_0_20_0_20_400 gt:['0', '0', '0', '0', '20'] pred:[7.0490403 0.        2.29063   0.        6.19409  ]
Hybrid_-20_0_0_20_20_320_20_400 gt:['-20', '0', '0', '20', '20'] pred:[ 9.137532  0.       11.786151 20.       10.873229]
Sedan2Door_-20_20_0_0_0_320_60_450 gt:['-20', '20', '0', '0', '0'] pred:[ 6.0908327 14.635912   0.         0.        30.72636  ]
Suv_0_0_-20_20_20_240_60_400 gt:['0', '0', '-20', '20', '20'] pred:[10.053563  11.657719  11.944615   2.1720462  0.730961 ]
Sedan2Door_-20_20_0_0_20_320_20_400 gt:['-20', '20', '0', '0', '20'] pred:[38.14432  20.       22.367912  0.        5.544842]
Sedan2Door_-20_0_0_0_20_80_20_400 gt:['-20', '0', '0', '0', '20'] pred:[17.668179  0.       25.539793  0.       20.      ]
Sedan4Door_0_0_0_20_0_160_20_450 gt:['0', '0', '0', '20', '0'] pred:[5.2083516 4.141911  1.4794134 2.2899566 0.       ]
Hybrid_-20_0_0_20_0_240_60_400 gt:['-20', '0', '0', '20', '0'] pred:[20.          3.6410263   2.8029995  20.          0.18395947]
Hatchback_0_0_-20_0_20_80_60_400 gt:['0', '0', '-20', '0', '20'] pred:[22.68242   19.891293  47.56304    1.6017329  6.797334 ]
Sedan4Door_0_0_0_20_0_160_60_450 gt:['0', '0', '0', '20', '0'] pred:[11.078395   9.774794   8.508862   3.8016353  7.879205 ]
Suv_-20_20_-20_0_20_80_20_450 gt:['-20', '20', '-20', '0', '20'] pred:[16.903692  20.        15.90984   12.27498    0.3527014]
Sedan2Door_0_0_0_20_0_240_60_400 gt:['0', '0', '0', '20', '0'] pred:[39.100163 13.978797  0.       20.        8.819486]
Sedan4Door_0_20_-20_20_20_160_60_450 gt:['0', '20', '-20', '20', '20'] pred:[16.275206 20.14478  11.340004 14.840424 28.56602 ]
Sedan4Door_-20_0_-20_20_0_320_60_400 gt:['-20', '0', '-20', '20', '0'] pred:[ 7.123431  33.070484   7.7089314 28.287859  29.837265 ]
Sedan4Door_-20_0_-20_20_20_80_20_400 gt:['-20', '0', '-20', '20', '20'] pred:[40.00428    0.         5.8426075 20.        12.351717 ]
Hybrid_0_20_0_20_0_240_20_400 gt:['0', '20', '0', '20', '0'] pred:[ 8.766778  12.136514   0.        20.         2.2723298]
Hatchback_0_20_0_20_0_80_20_400 gt:['0', '20', '0', '20', '0'] pred:[ 7.005308  20.         7.510561  20.         0.2640069]
Hatchback_0_0_-20_0_20_0_20_450 gt:['0', '0', '-20', '0', '20'] pred:[10.549924  0.        6.551472  0.        1.539376]
Hatchback_0_20_-20_20_20_320_20_400 gt:['0', '20', '-20', '20', '20'] pred:[ 2.4046543 20.         9.674978  20.        15.190741 ]
Sedan4Door_0_0_-20_20_20_80_20_400 gt:['0', '0', '-20', '20', '20'] pred:[16.633677  0.       10.404067 20.       20.      ]
Hatchback_-20_0_0_0_0_160_20_400 gt:['-20', '0', '0', '0', '0'] pred:[7.320904   9.778482   0.89782363 3.3188229  2.5083413 ]
Hybrid_-20_20_-20_0_0_0_20_450 gt:['-20', '20', '-20', '0', '0'] pred:[34.477165  20.        20.         0.         0.2484725]
Hybrid_-20_20_-20_20_20_80_60_450 gt:['-20', '20', '-20', '20', '20'] pred:[1.97888546e+01 8.30389118e+00 1.09179535e+01 1.50688381e+01
 4.00644774e-03]
Sedan4Door_-20_0_0_0_0_160_20_400 gt:['-20', '0', '0', '0', '0'] pred:[ 4.139104  16.662693   0.8204794  2.9675276  0.       ]
Sedan2Door_-20_20_-20_20_20_240_60_400 gt:['-20', '20', '-20', '20', '20'] pred:[25.95719   16.878704   6.841247  22.653742   1.6495738]
Hatchback_-20_20_-20_0_0_320_60_450 gt:['-20', '20', '-20', '0', '0'] pred:[22.699066 11.864337 19.555637  0.       10.784722]
Hatchback_0_0_-20_20_20_240_20_450 gt:['0', '0', '-20', '20', '20'] pred:[19.271069  20.57805    0.6613941  7.552087   3.197677 ]
Sedan4Door_0_20_-20_20_20_80_60_400 gt:['0', '20', '-20', '20', '20'] pred:[30.44946  12.990706 12.825557  7.247099 30.123049]
Suv_-20_20_-20_20_0_0_60_450 gt:['-20', '20', '-20', '20', '0'] pred:[18.2748     6.6802573  1.5167488 13.331437   0.3013961]
Suv_0_0_-20_0_0_160_20_400 gt:['0', '0', '-20', '0', '0'] pred:[4.6697817 2.1960917 2.2810512 9.257913  0.       ]
Sedan4Door_0_0_0_20_20_320_20_400 gt:['0', '0', '0', '20', '20'] pred:[ 4.161541   0.         1.0068443 20.         9.207372 ]
Suv_0_0_-20_20_20_240_20_450 gt:['0', '0', '-20', '20', '20'] pred:[11.852494   9.537134   0.4217051 14.058702  34.23638  ]
Suv_0_20_0_0_20_0_20_400 gt:['0', '20', '0', '0', '20'] pred:[ 2.6589034 20.        22.83052    0.        20.       ]
Hatchback_-20_0_-20_0_20_0_20_400 gt:['-20', '0', '-20', '0', '20'] pred:[29.669262    0.          0.11595932  0.         20.        ]
Hybrid_-20_0_0_0_20_0_20_400 gt:['-20', '0', '0', '0', '20'] pred:[30.71473  0.       0.       0.      20.     ]
Sedan2Door_-20_0_-20_0_0_160_60_450 gt:['-20', '0', '-20', '0', '0'] pred:[ 9.305852   7.7236075  9.029794   7.1636653 11.081935 ]
Suv_-20_20_0_0_20_80_60_400 gt:['-20', '20', '0', '0', '20'] pred:[12.671434    6.040022    9.868277    9.177021    0.19013281]
Hybrid_0_20_-20_0_0_320_20_450 gt:['0', '20', '-20', '0', '0'] pred:[27.805307  20.        20.         0.         0.5651268]
Hybrid_-20_0_0_20_20_160_20_450 gt:['-20', '0', '0', '20', '20'] pred:[11.108755 12.896283  2.67672  20.       39.238163]
Suv_-20_0_0_0_20_240_20_400 gt:['-20', '0', '0', '0', '20'] pred:[ 9.254605   9.362847   9.0647745 10.410626   2.2873588]
Suv_-20_0_-20_0_0_240_20_400 gt:['-20', '0', '-20', '0', '0'] pred:[20.       14.182094 20.        3.706528 22.001225]
Suv_0_20_-20_20_20_240_20_400 gt:['0', '20', '-20', '20', '20'] pred:[ 6.5427394 13.332632   9.446926  10.589469  11.967494 ]
Sedan4Door_-20_0_0_20_0_320_20_400 gt:['-20', '0', '0', '20', '0'] pred:[ 7.163068   0.         3.4186902 20.        10.441856 ]
Hybrid_0_20_-20_20_20_320_60_450 gt:['0', '20', '-20', '20', '20'] pred:[16.40328  19.397991 20.       20.        4.657632]
Hybrid_-20_20_0_0_20_0_60_450 gt:['-20', '20', '0', '0', '20'] pred:[15.609578   6.466798  34.602097  25.37551    0.7463829]
Suv_0_20_0_0_0_0_20_450 gt:['0', '20', '0', '0', '0'] pred:[12.50634  20.        4.018965  0.        3.326313]
Suv_-20_0_-20_20_0_80_60_450 gt:['-20', '0', '-20', '20', '0'] pred:[28.017101  9.995805 11.318151 16.41979   3.215087]
Hybrid_-20_0_0_20_0_320_20_450 gt:['-20', '0', '0', '20', '0'] pred:[19.32359    0.         0.        20.         1.0358411]
Sedan4Door_-20_20_0_20_0_0_20_450 gt:['-20', '20', '0', '20', '0'] pred:[27.683252 20.       13.98654  20.       23.28465 ]
Sedan4Door_-20_0_-20_0_0_0_20_400 gt:['-20', '0', '-20', '0', '0'] pred:[35.899185    0.          0.21796599  0.          0.        ]
Sedan2Door_-20_20_0_0_0_320_20_450 gt:['-20', '20', '0', '0', '0'] pred:[32.032005 20.        0.        0.       13.142871]
Sedan4Door_0_0_0_20_0_240_20_450 gt:['0', '0', '0', '20', '0'] pred:[14.645049   4.8884053  1.7296673  1.138153   7.2604375]
Sedan2Door_0_20_0_0_0_160_20_450 gt:['0', '20', '0', '0', '0'] pred:[ 0.        20.746065   4.985683   3.2426074 29.78061  ]
Sedan2Door_0_0_-20_0_0_320_60_400 gt:['0', '0', '-20', '0', '0'] pred:[5.1947656e+00 2.3974590e+01 2.4034207e+00 0.0000000e+00 6.4476527e-04]
Sedan4Door_0_0_-20_20_20_160_60_450 gt:['0', '0', '-20', '20', '20'] pred:[17.338871   3.7052088 15.078878   4.1046305  3.580717 ]
Sedan4Door_0_0_0_20_20_0_60_450 gt:['0', '0', '0', '20', '20'] pred:[28.978409  10.927401   1.4579276  5.716502   0.581718 ]
Hybrid_0_20_-20_20_20_320_20_450 gt:['0', '20', '-20', '20', '20'] pred:[ 9.864914  20.        20.        20.         1.6173719]
Hybrid_0_20_-20_0_20_320_60_400 gt:['0', '20', '-20', '0', '20'] pred:[ 1.860891   20.          8.1588125   0.          0.31095237]
Hybrid_-20_0_0_0_20_160_20_400 gt:['-20', '0', '0', '0', '20'] pred:[4.15043   5.5559335 0.        0.        5.337856 ]
Hatchback_-20_20_0_0_0_320_60_450 gt:['-20', '20', '0', '0', '0'] pred:[ 9.328336  20.428293   6.3713875  0.        22.343956 ]
Hybrid_-20_20_0_20_0_240_60_400 gt:['-20', '20', '0', '20', '0'] pred:[16.64602   10.60122   19.944136  15.6966     7.8357677]
Sedan4Door_-20_0_-20_0_0_160_20_450 gt:['-20', '0', '-20', '0', '0'] pred:[20.         7.5512347  3.5984423  4.5061502 16.400707 ]
Sedan4Door_0_0_-20_0_0_0_20_400 gt:['0', '0', '-20', '0', '0'] pred:[9.397108   0.         4.3228645  0.         0.08092704]
Sedan2Door_-20_0_0_20_20_320_60_450 gt:['-20', '0', '0', '20', '20'] pred:[ 9.692859  16.930746   2.9109702 20.        33.4175   ]
Hatchback_-20_20_-20_20_0_0_20_400 gt:['-20', '20', '-20', '20', '0'] pred:[21.600039  20.         1.9782559 20.         0.       ]
Hatchback_0_0_-20_20_20_80_60_400 gt:['0', '0', '-20', '20', '20'] pred:[12.951732    2.0107875  10.484758    5.7232423   0.19608647]
Suv_0_0_-20_20_0_160_20_400 gt:['0', '0', '-20', '20', '0'] pred:[ 1.2182467  8.502759  16.165302  39.911423  42.144043 ]
Hybrid_0_20_0_0_0_160_20_400 gt:['0', '20', '0', '0', '0'] pred:[ 0.         12.50847     0.50869185  0.          0.        ]
Hatchback_-20_20_-20_0_0_240_60_400 gt:['-20', '20', '-20', '0', '0'] pred:[21.956804 12.331173  9.458507  4.796978 23.362917]
Sedan4Door_0_0_0_20_0_240_20_400 gt:['0', '0', '0', '20', '0'] pred:[33.48757    6.378837   2.0659182  5.360417   4.323591 ]
Hatchback_-20_20_0_20_20_320_20_450 gt:['-20', '20', '0', '20', '20'] pred:[31.451382 13.107681 16.826183 20.       23.423237]
Hybrid_0_0_0_20_0_80_60_400 gt:['0', '0', '0', '20', '0'] pred:[17.582674    4.366327    7.619463   20.          0.04965541]
Sedan2Door_0_20_0_0_0_80_60_400 gt:['0', '20', '0', '0', '0'] pred:[29.86009    10.283726   16.108416    0.          0.03492876]
Sedan4Door_0_20_0_0_0_80_20_450 gt:['0', '20', '0', '0', '0'] pred:[17.195368 20.        9.928109  0.        0.      ]
Sedan2Door_0_20_-20_20_20_240_60_400 gt:['0', '20', '-20', '20', '20'] pred:[8.834962  7.394993  6.6430383 8.726658  0.1708859]
Sedan2Door_0_20_-20_20_20_240_20_400 gt:['0', '20', '-20', '20', '20'] pred:[17.270618 30.746223 20.       20.534018 41.041027]
Hatchback_-20_0_-20_20_20_240_60_400 gt:['-20', '0', '-20', '20', '20'] pred:[15.819924   7.9196434  8.240891   1.8149673 29.509516 ]
Sedan4Door_0_20_0_0_20_160_60_450 gt:['0', '20', '0', '0', '20'] pred:[ 9.153868   4.8523355 12.165296   8.697224   8.741905 ]
Sedan2Door_-20_0_-20_20_0_0_60_450 gt:['-20', '0', '-20', '20', '0'] pred:[ 1.339675    4.861903    4.4285927  20.          0.88789785]
Sedan4Door_0_20_0_0_20_240_20_400 gt:['0', '20', '0', '0', '20'] pred:[0.        5.566767  2.2214653 7.8607125 2.5721333]
Hatchback_0_0_0_0_20_240_60_400 gt:['0', '0', '0', '0', '20'] pred:[ 5.1728344  6.1389894 20.25231    5.1605787 14.707457 ]
Suv_-20_20_-20_0_0_160_60_450 gt:['-20', '20', '-20', '0', '0'] pred:[30.954433   4.8005843 20.         7.6690283  6.7094264]
Hybrid_-20_0_0_0_20_320_20_400 gt:['-20', '0', '0', '0', '20'] pred:[ 4.519655  0.       16.582321  0.       13.471837]
Sedan4Door_0_20_-20_20_20_0_20_450 gt:['0', '20', '-20', '20', '20'] pred:[20.776608  20.         0.9358048 20.         1.6215106]
Sedan2Door_0_0_0_20_0_240_60_450 gt:['0', '0', '0', '20', '0'] pred:[24.357363  8.960718 10.829587 20.       12.607585]
Hatchback_-20_0_-20_0_20_320_20_450 gt:['-20', '0', '-20', '0', '20'] pred:[31.34993    0.         3.6530309  0.        28.353254 ]
Sedan4Door_-20_0_0_0_20_240_20_400 gt:['-20', '0', '0', '0', '20'] pred:[ 9.8647     3.703922   8.103809   4.9236097 18.287676 ]
Hatchback_0_20_0_0_20_240_20_400 gt:['0', '20', '0', '0', '20'] pred:[24.742846  10.905869   1.6562564  5.424341  13.349087 ]
Sedan4Door_0_20_-20_0_20_0_20_400 gt:['0', '20', '-20', '0', '20'] pred:[12.305636  20.        29.57412    0.         3.2030156]
Sedan4Door_0_20_0_20_0_80_20_450 gt:['0', '20', '0', '20', '0'] pred:[17.386002 20.       44.564854 20.        0.      ]
Sedan2Door_-20_0_-20_0_20_240_20_400 gt:['-20', '0', '-20', '0', '20'] pred:[20.         8.345958   6.8339844  3.2127922 19.179176 ]
Hybrid_0_0_0_0_0_80_60_400 gt:['0', '0', '0', '0', '0'] pred:[2.4411770e+01 3.0875931e+00 1.2860106e+00 1.9764706e+01 1.5658529e-02]
Sedan2Door_0_0_-20_20_20_0_60_400 gt:['0', '0', '-20', '20', '20'] pred:[13.270991   5.7558184 13.391302  20.         3.6931725]
Hatchback_-20_20_0_20_0_0_20_400 gt:['-20', '20', '0', '20', '0'] pred:[20.553865  20.         1.0121373 20.         8.791517 ]
Hatchback_-20_0_0_20_20_80_60_450 gt:['-20', '0', '0', '20', '20'] pred:[17.31996    9.092703  12.3869505  3.349001   1.0439531]
Hatchback_0_20_0_0_20_0_20_400 gt:['0', '20', '0', '0', '20'] pred:[10.69783   20.         3.2852056  0.         1.2322484]
Sedan2Door_0_20_0_0_20_240_20_400 gt:['0', '20', '0', '0', '20'] pred:[ 0.       19.480574  0.        0.       23.068102]
Hybrid_-20_0_0_0_0_160_20_450 gt:['-20', '0', '0', '0', '0'] pred:[20.        11.027884   1.7234042  0.         5.5697637]
Suv_-20_0_-20_20_0_0_20_400 gt:['-20', '0', '-20', '20', '0'] pred:[17.720085   0.         5.046313  20.         3.5748463]
Sedan4Door_-20_0_0_20_0_320_20_450 gt:['-20', '0', '0', '20', '0'] pred:[38.052166   0.        24.93808   20.         6.9143124]
Sedan4Door_0_0_0_20_0_80_60_400 gt:['0', '0', '0', '20', '0'] pred:[ 6.9405975 10.247401   9.6463    15.034269   0.7496774]
Hatchback_-20_0_0_0_20_320_20_450 gt:['-20', '0', '0', '0', '20'] pred:[37.338257   0.         4.7341795  0.        41.036747 ]
Suv_-20_0_-20_20_0_320_20_450 gt:['-20', '0', '-20', '20', '0'] pred:[20.809168   0.        18.38978   20.         2.9813516]
Sedan4Door_-20_0_0_20_0_320_60_400 gt:['-20', '0', '0', '20', '0'] pred:[ 4.328893   0.         6.0032988 19.646135  45.008564 ]
Suv_-20_20_-20_20_20_160_20_400 gt:['-20', '20', '-20', '20', '20'] pred:[20.         8.621898   2.7958224 11.212093  50.221596 ]
Suv_-20_20_0_0_0_240_60_400 gt:['-20', '20', '0', '0', '0'] pred:[13.158275   8.593203   1.0517317  1.6816089  4.9306364]
Sedan4Door_-20_20_0_0_20_160_20_400 gt:['-20', '20', '0', '0', '20'] pred:[20.        14.533175   1.7517031  3.9132316 46.70648  ]
Sedan4Door_-20_0_0_0_0_240_20_450 gt:['-20', '0', '0', '0', '0'] pred:[22.574757   1.9767221  2.1520367  2.2120724 14.396842 ]
Hybrid_-20_0_-20_0_20_160_20_400 gt:['-20', '0', '-20', '0', '20'] pred:[ 5.4304852  3.849     20.         0.         1.2537735]
Hatchback_0_0_-20_20_20_80_20_400 gt:['0', '0', '-20', '20', '20'] pred:[10.54288   0.       21.306822 20.       20.      ]
Sedan2Door_-20_0_-20_0_0_320_60_450 gt:['-20', '0', '-20', '0', '0'] pred:[18.34892     6.886362    7.8760138  14.886013    0.38257152]
Hybrid_-20_20_-20_0_0_80_60_400 gt:['-20', '20', '-20', '0', '0'] pred:[1.3100085e+01 8.3585606e+00 2.9386728e+00 1.3944319e+01 3.9315407e-04]
Suv_0_20_-20_0_20_240_20_450 gt:['0', '20', '-20', '0', '20'] pred:[21.272408  15.351643   1.5176852 19.848804  48.28433  ]
Hybrid_0_20_-20_20_0_80_60_400 gt:['0', '20', '-20', '20', '0'] pred:[ 7.5290794 14.445745  19.531448  20.         6.9264817]
Hybrid_-20_0_0_20_20_320_60_400 gt:['-20', '0', '0', '20', '20'] pred:[ 5.6031966  0.        22.985329  20.         1.7206514]
Hybrid_0_20_-20_0_20_0_60_400 gt:['0', '20', '-20', '0', '20'] pred:[ 6.9995074  9.686311  16.299519   0.         2.424967 ]
Hatchback_0_0_-20_20_20_320_20_400 gt:['0', '0', '-20', '20', '20'] pred:[ 8.012193  0.        5.697025 20.       23.64272 ]
Hatchback_0_0_-20_0_0_80_20_450 gt:['0', '0', '-20', '0', '0'] pred:[13.465246  0.       17.048103  0.        0.      ]
Sedan2Door_-20_0_0_0_20_320_20_450 gt:['-20', '0', '0', '0', '20'] pred:[23.505322  0.       10.215113  0.       15.915844]
Suv_0_0_-20_0_20_80_20_400 gt:['0', '0', '-20', '0', '20'] pred:[27.511005  0.        7.825049  0.       36.461044]
Hatchback_-20_20_-20_0_0_0_20_450 gt:['-20', '20', '-20', '0', '0'] pred:[27.307226  20.         7.6555333  0.         0.       ]
Hybrid_0_20_-20_20_20_0_20_450 gt:['0', '20', '-20', '20', '20'] pred:[ 9.01547   20.         5.2937326 20.         0.5990948]
Hatchback_0_20_-20_0_20_80_20_400 gt:['0', '20', '-20', '0', '20'] pred:[14.14028  20.       20.047482  0.       20.      ]
Hatchback_0_0_-20_0_0_160_20_400 gt:['0', '0', '-20', '0', '0'] pred:[17.178123   8.411871   1.065087   4.1399384  6.5790834]
Suv_-20_0_-20_20_20_240_20_450 gt:['-20', '0', '-20', '20', '20'] pred:[ 5.804321  32.15909   20.        29.449154   1.4122167]
Suv_-20_20_0_0_0_240_20_400 gt:['-20', '20', '0', '0', '0'] pred:[20.        33.792046   0.         6.5192065  1.4070642]
Hatchback_0_0_0_0_20_80_20_450 gt:['0', '0', '0', '0', '20'] pred:[14.794319  0.       25.186714  0.       20.      ]
Hybrid_-20_20_0_0_0_320_60_400 gt:['-20', '20', '0', '0', '0'] pred:[ 6.259928   26.405993    0.          0.          0.85597605]
Sedan2Door_0_0_0_20_0_0_20_400 gt:['0', '0', '0', '20', '0'] pred:[13.366851  0.        0.       20.        0.      ]
Sedan2Door_-20_20_0_20_0_0_20_400 gt:['-20', '20', '0', '20', '0'] pred:[26.463692 20.        0.       20.        0.      ]
Hatchback_0_20_-20_20_20_320_20_450 gt:['0', '20', '-20', '20', '20'] pred:[ 9.158083 20.       16.905645 20.       12.516674]
Sedan4Door_-20_20_0_20_20_0_60_400 gt:['-20', '20', '0', '20', '20'] pred:[27.744883  10.976391  17.352064  20.         2.2225523]
Sedan4Door_0_0_-20_0_20_240_60_450 gt:['0', '0', '-20', '0', '20'] pred:[25.763643   7.78277    6.502165   2.2456286  4.4532075]
Hatchback_0_20_0_20_20_0_20_450 gt:['0', '20', '0', '20', '20'] pred:[10.844028 20.        9.291254 20.       20.      ]
Hybrid_0_20_0_0_20_240_60_450 gt:['0', '20', '0', '0', '20'] pred:[15.68      6.786377  3.068479  0.        8.772592]
Sedan4Door_0_20_0_20_0_160_60_450 gt:['0', '20', '0', '20', '0'] pred:[14.158319   3.0158684 28.682655  15.810436   0.2118839]
Sedan4Door_-20_20_-20_0_0_320_60_400 gt:['-20', '20', '-20', '0', '0'] pred:[20.357895 37.413956  7.582613  0.       14.423975]
Sedan2Door_-20_20_0_20_20_240_60_400 gt:['-20', '20', '0', '20', '20'] pred:[ 9.732875   8.536931   3.2681706  6.554119  29.342873 ]
Sedan2Door_0_0_-20_0_0_0_20_450 gt:['0', '0', '-20', '0', '0'] pred:[ 9.8546    0.       20.        0.       12.880931]
Sedan4Door_-20_20_-20_0_0_160_20_400 gt:['-20', '20', '-20', '0', '0'] pred:[ 6.6418242  5.8533607  3.5233572 14.727458  47.82654  ]
Hatchback_0_0_0_0_20_240_20_450 gt:['0', '0', '0', '0', '20'] pred:[18.315605    8.711707    0.64480793  8.854324   15.953971  ]
Sedan4Door_0_0_0_0_0_80_20_400 gt:['0', '0', '0', '0', '0'] pred:[12.737228  0.       25.743017  0.        0.      ]
Hatchback_0_0_0_20_20_80_20_450 gt:['0', '0', '0', '20', '20'] pred:[19.604322  0.       23.891146 20.       20.      ]
Sedan4Door_-20_20_-20_0_20_0_20_450 gt:['-20', '20', '-20', '0', '20'] pred:[11.745663  20.         3.830121   0.         7.5988092]
Suv_0_20_0_0_0_320_20_450 gt:['0', '20', '0', '0', '0'] pred:[11.138054   20.         14.158151    0.          0.03251566]
Suv_-20_20_0_20_0_160_20_450 gt:['-20', '20', '0', '20', '0'] pred:[ 3.0724902  8.26152   30.071615  11.860264  18.865501 ]
Sedan4Door_-20_0_-20_20_0_160_20_400 gt:['-20', '0', '-20', '20', '0'] pred:[22.315823   4.0478506  1.2579417  2.9844205  0.       ]
Hatchback_0_20_-20_0_0_160_20_400 gt:['0', '20', '-20', '0', '0'] pred:[0.        7.6367683 2.2681575 9.438512  1.5577923]
Suv_0_20_0_20_20_320_60_400 gt:['0', '20', '0', '20', '20'] pred:[ 0.48395175 20.         33.034115   20.          0.12519087]
Hybrid_-20_0_0_0_0_0_60_400 gt:['-20', '0', '0', '0', '0'] pred:[ 7.428372   0.        28.709854   0.         0.0468788]
Suv_0_20_-20_20_20_80_20_450 gt:['0', '20', '-20', '20', '20'] pred:[3.3823921e+01 2.0000000e+01 3.4384048e+01 2.0000000e+01 2.8731339e-02]
Hatchback_0_20_0_0_0_0_20_400 gt:['0', '20', '0', '0', '0'] pred:[16.288366   20.         11.928603    0.          0.74135315]
Sedan4Door_0_0_0_0_20_80_20_400 gt:['0', '0', '0', '0', '20'] pred:[30.56222  0.       0.       0.      20.     ]
Suv_0_20_0_20_0_160_60_450 gt:['0', '20', '0', '20', '0'] pred:[17.272589    4.9228253  12.9076605  10.844641    0.05017341]
Hybrid_0_0_0_20_0_160_20_400 gt:['0', '0', '0', '20', '0'] pred:[ 0.      26.40833  0.      20.      23.32502]
Hybrid_0_20_0_0_20_0_60_450 gt:['0', '20', '0', '0', '20'] pred:[9.868777  4.9804907 3.6632748 0.        5.8698206]
Hatchback_0_0_-20_0_0_240_20_400 gt:['0', '0', '-20', '0', '0'] pred:[ 0.        12.45459   20.        26.766754   3.1031528]
Hatchback_0_20_0_0_0_240_20_400 gt:['0', '20', '0', '0', '0'] pred:[15.053852   9.871781   1.6178046  5.8517294 13.667271 ]
