hybrid_-17_23_-36_35_15_50_70_420 gt:['-17', '23', '-36', '35', '15'] pred:[18.111662 20.86531  15.695008 15.619887 23.892725]
hatchback_-50_45_-22_48_46_140_30_420 gt:['-50', '45', '-22', '48', '46'] pred:[50.       29.84836  22.       24.764427 46.      ]
hybrid_-30_15_-22_48_46_140_70_420 gt:['-30', '15', '-22', '48', '46'] pred:[13.483525 18.37372  22.       11.363045 27.066942]
hybrid_-17_23_-36_35_46_230_70_420 gt:['-17', '23', '-36', '35', '46'] pred:[26.358448  8.161982 11.709907 14.468656 28.183622]
hybrid_-50_23_-4_10_46_50_30_420 gt:['-50', '23', '-4', '10', '46'] pred:[16.585274  23.        47.033356  10.         0.5216851]
hatchback_-50_15_-36_10_28_230_70_420 gt:['-50', '15', '-36', '10', '28'] pred:[36.28226   8.418473 16.832901  8.97623   7.381928]
sedan4door_-50_23_-22_35_15_50_30_420 gt:['-50', '23', '-22', '35', '15'] pred:[39.758106 27.964762 38.76086  35.       15.      ]
sedan4door_-17_15_-4_48_15_20_70_420 gt:['-17', '15', '-4', '48', '15'] pred:[27.11124     8.920759   13.01548    48.          0.95516133]
hatchback_-30_23_-4_10_46_50_70_420 gt:['-30', '23', '-4', '10', '46'] pred:[17.387197 14.258473  8.928131 15.215551 23.265598]
suv_-17_45_-4_35_15_140_70_420 gt:['-17', '45', '-4', '35', '15'] pred:[13.093124 28.674831  8.985249 29.90982  14.583108]
hatchback_-30_23_-36_10_28_140_30_420 gt:['-30', '23', '-36', '10', '28'] pred:[30.       22.597355 36.       16.184391 28.      ]
sedan4door_-17_23_-4_48_15_20_70_420 gt:['-17', '23', '-4', '48', '15'] pred:[24.501291  13.017552  10.735425  48.         1.1475565]
hybrid_-30_45_-22_35_15_20_30_420 gt:['-30', '45', '-22', '35', '15'] pred:[36.86984   45.        11.62657   35.         4.8689733]
hybrid_-50_23_-22_48_15_50_70_420 gt:['-50', '23', '-22', '48', '15'] pred:[31.516071 27.895592 13.453951 12.970833 25.21808 ]
hybrid_-30_45_-22_35_15_230_70_420 gt:['-30', '45', '-22', '35', '15'] pred:[34.283825  13.894292   9.19666   17.35112    7.2423353]
hybrid_-17_23_-22_10_28_50_30_420 gt:['-17', '23', '-22', '10', '28'] pred:[11.139286  23.        17.727144  10.         0.3142953]
suv_-30_23_-22_35_46_50_70_420 gt:['-30', '23', '-22', '35', '46'] pred:[10.085047  32.54133   18.17567    5.4794755 16.790272 ]
hybrid_-50_45_-22_10_15_50_70_420 gt:['-50', '45', '-22', '10', '15'] pred:[36.334953 36.419846 14.345353 10.628535 28.772495]
sedan2door_-17_15_-22_48_28_20_70_420 gt:['-17', '15', '-22', '48', '28'] pred:[20.757439 13.408384  8.796694 16.968605  7.204204]
hatchback_-30_23_-36_10_15_140_30_420 gt:['-30', '23', '-36', '10', '15'] pred:[30.       23.999977 36.       21.08691  15.      ]
suv_-50_45_-36_10_46_50_30_420 gt:['-50', '45', '-36', '10', '46'] pred:[33.293888 45.       35.341915 10.       46.      ]
suv_-17_45_-36_48_46_50_30_420 gt:['-17', '45', '-36', '48', '46'] pred:[18.786062 45.       39.691006 48.       46.      ]
hybrid_-30_23_-36_35_15_20_70_420 gt:['-30', '23', '-36', '35', '15'] pred:[36.928818 21.4451   16.489517 35.       10.585427]
hybrid_-50_15_-4_48_28_20_30_420 gt:['-50', '15', '-4', '48', '28'] pred:[44.749634 15.       17.530376 48.        8.269665]
hatchback_-17_45_-36_48_15_20_30_420 gt:['-17', '45', '-36', '48', '15'] pred:[40.52249   45.        32.215164  48.         1.7028991]
hybrid_-50_15_-4_10_28_50_30_420 gt:['-50', '15', '-4', '10', '28'] pred:[19.75087   15.        41.52839   10.         0.5877232]
hybrid_-30_23_-36_35_28_50_30_420 gt:['-30', '23', '-36', '35', '28'] pred:[17.547598   23.         24.657316   35.          0.15542616]
sedan2door_-30_23_-22_35_46_230_30_420 gt:['-30', '23', '-22', '35', '46'] pred:[30.       21.380486 22.       21.762104 22.912828]
hybrid_-30_15_-22_48_46_20_30_420 gt:['-30', '15', '-22', '48', '46'] pred:[36.459446  15.        12.82644   48.         3.9359508]
sedan2door_-30_45_-36_48_28_140_70_420 gt:['-30', '45', '-36', '48', '28'] pred:[21.127377  27.50219    7.7783327 23.928337  19.552176 ]
sedan4door_-17_15_-36_10_28_50_30_420 gt:['-17', '15', '-36', '10', '28'] pred:[30.210281 29.40325  24.844452 10.       28.      ]
suv_-50_15_-36_48_28_140_70_420 gt:['-50', '15', '-36', '48', '28'] pred:[22.70684   18.197561   7.2046695 19.988111  13.213574 ]
sedan4door_-50_23_-36_10_28_140_30_420 gt:['-50', '23', '-36', '10', '28'] pred:[50.       14.446734 36.       10.210135 28.      ]
suv_-50_45_-36_35_15_50_70_420 gt:['-50', '45', '-36', '35', '15'] pred:[27.25927  34.71804  16.250237 14.313774  8.015474]
sedan2door_-17_15_-4_10_28_20_70_420 gt:['-17', '15', '-4', '10', '28'] pred:[21.045637 13.0941    8.900876 16.502668  7.592987]
suv_-17_15_-22_35_28_20_70_420 gt:['-17', '15', '-22', '35', '28'] pred:[24.658012  16.729584  17.609848   6.3335347 14.607799 ]
sedan4door_-30_15_-4_48_15_20_70_420 gt:['-30', '15', '-4', '48', '15'] pred:[30.074047  11.818222   7.8797007 48.         1.3458697]
hatchback_-17_15_-22_35_28_230_30_420 gt:['-17', '15', '-22', '35', '28'] pred:[17.       17.278389 22.        8.599792 25.369566]
hybrid_-30_23_-22_48_15_230_30_420 gt:['-30', '23', '-22', '48', '15'] pred:[30.        15.870618  22.         3.1521292 12.675876 ]
suv_-50_23_-4_48_46_20_70_420 gt:['-50', '23', '-4', '48', '46'] pred:[31.779917  19.209812   5.331732   4.8852763 23.251371 ]
hybrid_-17_15_-22_10_28_50_70_420 gt:['-17', '15', '-22', '10', '28'] pred:[14.850502 14.580839 15.388631 19.157673 31.925734]
hybrid_-50_15_-22_48_28_50_70_420 gt:['-50', '15', '-22', '48', '28'] pred:[26.832123 22.36516  12.101291 14.297211 31.527332]
hatchback_-30_23_-22_10_46_20_70_420 gt:['-30', '23', '-22', '10', '46'] pred:[29.67892  13.110663 32.258522 10.       19.228836]
suv_-30_45_-22_48_28_50_70_420 gt:['-30', '45', '-22', '48', '28'] pred:[ 9.78289  35.868057 15.40332   6.668575 10.990548]
sedan4door_-50_23_-4_35_28_140_30_420 gt:['-50', '23', '-4', '35', '28'] pred:[50.       11.137619  4.       28.868279 28.      ]
hatchback_-17_23_-36_35_15_20_30_420 gt:['-17', '23', '-36', '35', '15'] pred:[43.26767   23.        32.467514  35.         1.8196772]
suv_-17_15_-4_35_46_140_70_420 gt:['-17', '15', '-4', '35', '46'] pred:[ 3.2871096  9.73257    4.        12.932303  23.309559 ]
sedan2door_-30_23_-36_48_15_230_30_420 gt:['-30', '23', '-36', '48', '15'] pred:[30.       17.9143   36.       15.616307  7.255954]
hatchback_-50_15_-22_10_15_140_30_420 gt:['-50', '15', '-22', '10', '15'] pred:[50.       20.273188 22.        7.671257 15.      ]
suv_-50_45_-4_48_15_20_30_420 gt:['-50', '45', '-4', '48', '15'] pred:[46.69869   45.        14.342636  48.         3.3437982]
suv_-30_45_-22_48_46_50_70_420 gt:['-30', '45', '-22', '48', '46'] pred:[ 9.229381  36.291695  16.011374   5.7952437 15.295086 ]
sedan2door_-30_23_-36_35_15_50_30_420 gt:['-30', '23', '-36', '35', '15'] pred:[23.724735 23.       13.257951 35.       15.      ]
hatchback_-17_23_-4_48_46_140_70_420 gt:['-17', '23', '-4', '48', '46'] pred:[ 7.707653 11.180287  4.       16.71389  16.677513]
suv_-30_15_-36_35_15_50_30_420 gt:['-30', '15', '-36', '35', '15'] pred:[16.21674 15.      42.39935 35.      15.     ]
hybrid_-50_23_-4_35_46_230_70_420 gt:['-50', '23', '-4', '35', '46'] pred:[45.24884  10.021676  8.946864 18.298813 21.977562]
hybrid_-30_45_-4_10_15_50_70_420 gt:['-30', '45', '-4', '10', '15'] pred:[26.143948 35.7109   13.025902 12.198624 30.209606]
hatchback_-17_45_-36_10_46_230_70_420 gt:['-17', '45', '-36', '10', '46'] pred:[15.546466   9.433043   7.3432913  6.3943768 33.772305 ]
suv_-50_15_-36_10_28_50_30_420 gt:['-50', '15', '-36', '10', '28'] pred:[28.669119 15.       37.139755 10.       28.      ]
sedan2door_-17_23_-4_48_15_230_70_420 gt:['-17', '23', '-4', '48', '15'] pred:[20.543705   7.579565  24.543327  12.628278   4.5734844]
sedan2door_-17_23_-36_35_46_140_70_420 gt:['-17', '23', '-36', '35', '46'] pred:[ 9.344405  8.717245  9.05055  21.704788 31.028889]
hatchback_-50_23_-4_35_15_50_30_420 gt:['-50', '23', '-4', '35', '15'] pred:[32.719475 27.396795 19.679337 35.       15.      ]
hatchback_-30_45_-22_48_28_230_70_420 gt:['-30', '45', '-22', '48', '28'] pred:[33.892296 15.227108  7.001921 12.060989 13.5071  ]
hatchback_-17_15_-36_48_28_20_30_420 gt:['-17', '15', '-36', '48', '28'] pred:[39.4077   15.       31.244774 48.        2.00805 ]
sedan4door_-17_15_-36_48_28_230_70_420 gt:['-17', '15', '-36', '48', '28'] pred:[33.983624  5.103299 24.628109 23.627201  5.876226]
sedan4door_-50_45_-36_10_46_50_70_420 gt:['-50', '45', '-36', '10', '46'] pred:[33.153584 33.61678  19.752277  8.905352 16.6164  ]
hatchback_-50_15_-4_48_46_140_30_420 gt:['-50', '15', '-4', '48', '46'] pred:[50.        26.597443   4.        17.968197   2.3228767]
hybrid_-17_23_-36_48_46_50_30_420 gt:['-17', '23', '-36', '48', '46'] pred:[10.098339   23.         21.093628   48.          0.08055011]
sedan4door_-17_45_-36_35_46_230_70_420 gt:['-17', '45', '-36', '35', '46'] pred:[28.78763  13.50008  17.923544 14.013387 16.18996 ]
sedan4door_-50_15_-4_35_46_20_70_420 gt:['-50', '15', '-4', '35', '46'] pred:[39.425087  9.714146  6.377943 35.        6.503771]
sedan2door_-50_23_-22_48_46_50_30_420 gt:['-50', '23', '-22', '48', '46'] pred:[34.600525 23.       21.660568 48.       46.      ]
hybrid_-17_15_-4_35_28_230_70_420 gt:['-17', '15', '-4', '35', '28'] pred:[22.094717  8.336108 13.446102  9.870461 13.987659]
suv_-17_45_-36_35_46_230_30_420 gt:['-17', '45', '-36', '35', '46'] pred:[17.       42.854904 36.       31.77481  30.25578 ]
suv_-17_45_-4_10_46_230_30_420 gt:['-17', '45', '-4', '10', '46'] pred:[17.       46.12953   4.       21.182459 28.306143]
hybrid_-30_45_-4_48_15_140_30_420 gt:['-30', '45', '-4', '48', '15'] pred:[30.       25.17989   4.       11.563826  8.676929]
hatchback_-17_15_-36_10_15_50_70_420 gt:['-17', '15', '-36', '10', '15'] pred:[22.233316   5.5779533 26.2592    19.735937  22.651451 ]
sedan2door_-30_23_-36_35_28_140_30_420 gt:['-30', '23', '-36', '35', '28'] pred:[30.       31.246387 36.       13.586087 28.      ]
hybrid_-50_45_-22_10_15_20_70_420 gt:['-50', '45', '-22', '10', '15'] pred:[36.27025  36.870464 11.096931 10.       22.618664]
sedan2door_-30_45_-36_35_46_140_30_420 gt:['-30', '45', '-36', '35', '46'] pred:[30.       31.10144  36.       12.180889 46.      ]
sedan4door_-17_45_-4_10_46_230_30_420 gt:['-17', '45', '-4', '10', '46'] pred:[17.       38.291786  4.        7.337572 34.037144]
hatchback_-50_15_-36_10_15_50_30_420 gt:['-50', '15', '-36', '10', '15'] pred:[36.49894  15.       33.526478 10.       15.      ]
hatchback_-17_23_-36_35_15_140_30_420 gt:['-17', '23', '-36', '35', '15'] pred:[17.       19.278416 36.       30.467688 15.      ]
suv_-50_45_-4_10_28_230_30_420 gt:['-50', '45', '-4', '10', '28'] pred:[50.        52.19864    4.        11.19911    4.7227755]
sedan2door_-17_45_-36_48_28_50_30_420 gt:['-17', '45', '-36', '48', '28'] pred:[20.214514 45.       10.937333 48.       28.      ]
sedan2door_-30_45_-4_35_28_140_30_420 gt:['-30', '45', '-4', '35', '28'] pred:[30.       28.050161  4.       13.413542 28.      ]
hatchback_-50_15_-22_35_46_140_70_420 gt:['-50', '15', '-22', '35', '46'] pred:[20.92917  13.165526 22.       16.703856 16.412786]
sedan4door_-30_23_-36_10_28_20_30_420 gt:['-30', '23', '-36', '10', '28'] pred:[40.93489  23.       23.591587 10.        9.086509]
sedan4door_-17_23_-36_48_46_20_30_420 gt:['-17', '23', '-36', '48', '46'] pred:[40.57545  23.       23.085434 48.        7.83331 ]
sedan4door_-30_23_-36_35_46_230_70_420 gt:['-30', '23', '-36', '35', '46'] pred:[39.22305   9.754975 26.394909 19.672667 20.199076]
hatchback_-30_45_-36_48_46_140_30_420 gt:['-30', '45', '-36', '48', '46'] pred:[30.       29.221106 36.       31.270397 46.      ]
hybrid_-30_15_-36_10_28_140_30_420 gt:['-30', '15', '-36', '10', '28'] pred:[30.        9.561796 36.        9.842057 28.      ]
hatchback_-30_45_-4_35_15_140_70_420 gt:['-30', '45', '-4', '35', '15'] pred:[15.543439 25.703253  4.       25.322691  5.671834]
sedan4door_-30_45_-22_35_15_20_30_420 gt:['-30', '45', '-22', '35', '15'] pred:[42.795177  45.        19.145792  35.         7.6174154]
sedan4door_-50_15_-4_35_15_50_70_420 gt:['-50', '15', '-4', '35', '15'] pred:[29.01488  12.326271  8.671026 20.091934  4.024888]
sedan4door_-17_45_-36_10_46_140_70_420 gt:['-17', '45', '-36', '10', '46'] pred:[15.351969 15.940525 36.        9.312116 22.3431  ]
suv_-50_15_-22_48_15_50_30_420 gt:['-50', '15', '-22', '48', '15'] pred:[38.30374  15.       25.917309 48.       15.      ]
suv_-17_23_-36_10_28_140_70_420 gt:['-17', '23', '-36', '10', '28'] pred:[ 5.279022  12.681779   4.8999734 10.575041  17.537096 ]
hatchback_-50_23_-4_35_28_20_70_420 gt:['-50', '23', '-4', '35', '28'] pred:[37.462444  18.900967   9.412534  35.        13.6012535]
hatchback_-17_23_-22_35_46_230_30_420 gt:['-17', '23', '-22', '35', '46'] pred:[17.       14.659409 22.       10.359985 35.78917 ]
suv_-30_23_-4_35_46_140_70_420 gt:['-30', '23', '-4', '35', '46'] pred:[13.521398 14.994362  4.       13.725164 23.923664]
sedan4door_-50_23_-36_10_46_140_30_420 gt:['-50', '23', '-36', '10', '46'] pred:[50.       16.849922 36.       12.578036 46.      ]
sedan2door_-17_15_-4_10_46_140_70_420 gt:['-17', '15', '-4', '10', '46'] pred:[ 4.2072334  4.844193  11.021291  25.680311  25.58785  ]
sedan2door_-17_23_-4_10_46_140_30_420 gt:['-17', '23', '-4', '10', '46'] pred:[17.       30.46631   4.       14.801825 46.      ]
hybrid_-17_45_-36_10_46_230_30_420 gt:['-17', '45', '-36', '10', '46'] pred:[17.        51.2697    36.         7.2777853 32.34437  ]
hybrid_-50_45_-4_10_46_50_70_420 gt:['-50', '45', '-4', '10', '46'] pred:[33.91913  36.289642 11.786877 14.179912 33.18751 ]
hybrid_-30_23_-4_35_15_230_70_420 gt:['-30', '23', '-4', '35', '15'] pred:[37.763664   7.8575697 12.769749  18.665659   7.3742824]
hybrid_-50_15_-36_35_15_230_30_420 gt:['-50', '15', '-36', '35', '15'] pred:[50.       12.790556 36.        2.455542 13.425602]
sedan2door_-50_23_-22_35_15_20_70_420 gt:['-50', '23', '-22', '35', '15'] pred:[38.528     18.21188    5.7575893 16.386581  10.478506 ]
sedan2door_-17_23_-36_35_15_140_30_420 gt:['-17', '23', '-36', '35', '15'] pred:[17.       24.429638 36.       15.274037 15.      ]
sedan2door_-30_45_-22_35_46_20_70_420 gt:['-30', '45', '-22', '35', '46'] pred:[39.167465  34.20723    7.0764956  8.719236  15.431299 ]
hatchback_-17_23_-36_35_46_20_70_420 gt:['-17', '23', '-36', '35', '46'] pred:[31.567204 14.130511 29.107191 35.       19.444109]
hatchback_-50_45_-36_10_15_230_70_420 gt:['-50', '45', '-36', '10', '15'] pred:[37.577675  19.49282   10.521317   9.947066   2.9144888]
sedan4door_-17_23_-4_35_15_50_70_420 gt:['-17', '23', '-4', '35', '15'] pred:[11.01831   11.330186   8.923587  16.953846   2.1281307]
hatchback_-50_15_-4_10_15_140_30_420 gt:['-50', '15', '-4', '10', '15'] pred:[50.       21.54394   4.        7.376894 15.      ]
sedan2door_-17_23_-22_35_46_140_30_420 gt:['-17', '23', '-22', '35', '46'] pred:[17.       29.866549 22.       15.86398  46.      ]
hybrid_-50_45_-22_10_28_50_70_420 gt:['-50', '45', '-22', '10', '28'] pred:[34.755974 36.246994 13.137378 10.582164 33.477844]
hybrid_-50_23_-36_10_15_230_70_420 gt:['-50', '23', '-36', '10', '15'] pred:[44.227264   7.988921   9.504558  18.947956   3.3354108]
sedan4door_-17_23_-22_48_28_230_30_420 gt:['-17', '23', '-22', '48', '28'] pred:[17.       13.878745 22.       18.332808 28.276485]
sedan4door_-17_23_-22_48_46_230_30_420 gt:['-17', '23', '-22', '48', '46'] pred:[17.       13.748562 22.       23.963772 36.510532]
hybrid_-50_45_-4_35_28_50_30_420 gt:['-50', '45', '-4', '35', '28'] pred:[19.17545   45.        37.12634   35.         2.4635653]
hybrid_-50_23_-22_10_15_50_70_420 gt:['-50', '23', '-22', '10', '15'] pred:[31.912668 27.683992 13.576541 12.761554 24.903336]
sedan4door_-50_15_-36_10_15_230_70_420 gt:['-50', '15', '-36', '10', '15'] pred:[42.91631    9.405197  21.633997  12.023805   1.4210353]
hybrid_-17_15_-36_35_15_230_70_420 gt:['-17', '15', '-36', '35', '15'] pred:[23.170233  8.191023 14.424297 12.203343  6.347127]
suv_-30_15_-22_48_28_230_70_420 gt:['-30', '15', '-22', '48', '28'] pred:[20.41309  13.879556 22.82954  12.637589 13.83461 ]
sedan2door_-30_45_-36_35_15_140_70_420 gt:['-30', '45', '-36', '35', '15'] pred:[18.228842 26.477087  8.346959 27.2973   11.375934]
hatchback_-50_45_-22_10_15_50_30_420 gt:['-50', '45', '-22', '10', '15'] pred:[40.64781  25.290516 28.208431 10.       15.      ]
suv_-50_15_-4_10_15_50_30_420 gt:['-50', '15', '-4', '10', '15'] pred:[31.062057 15.       23.35132  10.       15.      ]
hybrid_-17_23_-22_48_15_20_30_420 gt:['-17', '23', '-22', '48', '15'] pred:[41.132935  23.        30.109365  48.         1.5199288]
suv_-30_15_-4_48_46_20_70_420 gt:['-30', '15', '-4', '48', '46'] pred:[29.45815   18.126234   6.3054986  7.1864805 19.432306 ]
sedan2door_-17_45_-22_10_15_230_70_420 gt:['-17', '45', '-22', '10', '15'] pred:[19.020605  13.266266  18.774858  13.779647   5.6431265]
hybrid_-30_15_-4_10_46_230_30_420 gt:['-30', '15', '-4', '10', '46'] pred:[30.       22.41034   4.        7.551048 27.640274]
hatchback_-17_45_-4_10_15_140_70_420 gt:['-17', '45', '-4', '10', '15'] pred:[ 8.635991 20.146055  4.        9.387645  9.869999]
hybrid_-30_23_-4_10_46_50_70_420 gt:['-30', '23', '-4', '10', '46'] pred:[20.229656 23.422487 13.169168 18.079372 33.72251 ]
hybrid_-30_15_-36_48_46_20_30_420 gt:['-30', '15', '-36', '48', '46'] pred:[36.317993  15.        13.152964  48.         4.4396334]
sedan2door_-50_23_-4_10_28_20_30_420 gt:['-50', '23', '-4', '10', '28'] pred:[41.02393  23.       11.720065 10.       12.266571]
sedan2door_-50_23_-36_10_15_50_70_420 gt:['-50', '23', '-36', '10', '15'] pred:[34.726387 21.032877  8.924954 20.273287 15.476585]
hybrid_-17_23_-36_48_28_230_70_420 gt:['-17', '23', '-36', '48', '28'] pred:[23.673014   7.752748  12.756218  10.87661   15.0952635]
sedan2door_-17_15_-22_35_15_50_70_420 gt:['-17', '15', '-22', '35', '15'] pred:[12.886871 17.402306 17.054773 22.576748 17.281881]
hatchback_-50_23_-36_35_28_230_70_420 gt:['-50', '23', '-36', '35', '28'] pred:[39.620773 12.106793 15.059017 12.160824  9.166431]
sedan4door_-50_15_-36_35_28_20_70_420 gt:['-50', '15', '-36', '35', '28'] pred:[38.137413   8.410968  27.88103   35.         4.0198283]
sedan2door_-30_15_-4_10_28_230_70_420 gt:['-30', '15', '-4', '10', '28'] pred:[33.928345   3.8432183 18.10265   12.08549   10.535006 ]
sedan2door_-17_23_-36_48_28_50_30_420 gt:['-17', '23', '-36', '48', '28'] pred:[20.652763 23.       12.360983 48.       28.      ]
hatchback_-50_23_-22_10_28_20_30_420 gt:['-50', '23', '-22', '10', '28'] pred:[42.400944 23.       22.851063 10.        9.108981]
sedan2door_-50_15_-36_48_46_50_70_420 gt:['-50', '15', '-36', '48', '46'] pred:[32.731846 14.657     8.000609 21.56527  28.894888]
hatchback_-50_15_-22_48_46_230_70_420 gt:['-50', '15', '-22', '48', '46'] pred:[40.193817   6.9750643 11.96477   12.46671   31.111544 ]
hatchback_-50_15_-36_10_28_20_70_420 gt:['-50', '15', '-36', '10', '28'] pred:[37.601353 13.666359 29.830334 10.       18.704308]
sedan4door_-30_45_-4_48_28_140_30_420 gt:['-30', '45', '-4', '48', '28'] pred:[30.       18.680868  4.       28.019722 28.      ]
suv_-50_45_-22_10_46_140_70_420 gt:['-50', '45', '-22', '10', '46'] pred:[25.000858  33.8074     3.1827853  5.0138392 20.417103 ]
hybrid_-30_45_-36_10_28_140_70_420 gt:['-30', '45', '-36', '10', '28'] pred:[17.673735 32.286728 36.       11.309661 11.531221]
hybrid_-30_45_-22_10_28_140_70_420 gt:['-30', '45', '-22', '10', '28'] pred:[18.77848  31.764225 22.       11.042234 11.937364]
sedan4door_-30_23_-4_10_15_50_30_420 gt:['-30', '23', '-4', '10', '15'] pred:[29.249098 22.369553 19.73314  10.       15.      ]
hatchback_-50_15_-4_10_28_230_70_420 gt:['-50', '15', '-4', '10', '28'] pred:[39.808147  10.420311   3.0309758  6.7353363 10.113436 ]
suv_-30_15_-22_10_15_140_70_420 gt:['-30', '15', '-22', '10', '15'] pred:[ 8.633513  11.040635   3.3831515 15.350945  10.434132 ]
hatchback_-30_45_-36_48_46_230_30_420 gt:['-30', '45', '-36', '48', '46'] pred:[30.       29.15185  36.       18.4235   40.199436]
hybrid_-50_45_-22_10_15_230_30_420 gt:['-50', '45', '-22', '10', '15'] pred:[50.        42.79789   22.         3.2559388 18.499819 ]
hybrid_-17_45_-4_10_46_230_70_420 gt:['-17', '45', '-4', '10', '46'] pred:[21.410805 17.270956  7.89172  13.403299 26.633663]
hybrid_-17_15_-36_48_15_230_70_420 gt:['-17', '15', '-36', '48', '15'] pred:[22.932943   8.391156  14.719284  12.409623   5.8998213]
