hybrid_0_20_-40_0_40_320_20_400:gt ['0', '20', '-40', '0', '40']:pred [ 0.22642326 20.         40.          0.         42.36026   ]
hybrid_-40_0_0_20_0_160_80_400:gt ['-40', '0', '0', '20', '0']:pred [34.06979    2.625655   0.        20.         0.4986493]
sedan2door_-40_0_0_0_0_320_20_400:gt ['-40', '0', '0', '0', '0']:pred [44.09246    0.         0.         0.         0.8458495]
suv_-20_20_0_0_0_320_20_450:gt ['-20', '20', '0', '0', '0']:pred [17.319868  20.         1.3932323  0.         0.8244341]
hybrid_0_20_0_40_20_80_80_400:gt ['0', '20', '0', '40', '20']:pred [ 1.3984615 22.935034   0.        40.        20.       ]
hatchback_-20_0_0_20_40_0_40_400:gt ['-20', '0', '0', '20', '40']:pred [18.861208   0.         2.3679364 20.        42.4777   ]
hatchback_-20_40_-20_20_40_160_80_450:gt ['-20', '40', '-20', '20', '40']:pred [18.616508 40.488586 30.03524  28.21814  37.408493]
suv_-20_20_-20_20_40_160_60_450:gt ['-20', '20', '-20', '20', '40']:pred [ 8.717752 20.178629 20.       29.050446 36.706005]
suv_0_0_0_0_20_0_20_400:gt ['0', '0', '0', '0', '20']:pred [ 0.31989318  0.          2.7204359   0.         20.        ]
sedan2door_0_0_-40_0_0_320_60_400:gt ['0', '0', '-40', '0', '0']:pred [ 0.48863208  2.2918267  40.          0.          0.1705424 ]
hybrid_-20_0_0_20_20_160_60_450:gt ['-20', '0', '0', '20', '20']:pred [20.72289    2.0610561  0.        20.         7.476532 ]
hybrid_0_20_-20_20_20_0_80_450:gt ['0', '20', '-20', '20', '20']:pred [ 1.2060096 19.726215  20.        20.        10.719706 ]
suv_-20_40_0_40_0_320_20_400:gt ['-20', '40', '0', '40', '0']:pred [21.89316    40.         11.599064   40.          0.98724896]
hatchback_-40_0_-40_0_40_240_40_450:gt ['-40', '0', '-40', '0', '40']:pred [40.         3.0539742 40.         3.577942  35.81002  ]
hatchback_0_20_0_20_20_320_20_450:gt ['0', '20', '0', '20', '20']:pred [ 0.25655594 20.          2.2836394  20.         15.38514   ]
sedan4door_-40_40_-40_0_0_240_60_450:gt ['-40', '40', '-40', '0', '0']:pred [46.040432  39.68924   42.609474   2.333822   7.1755524]
sedan4door_0_20_-40_40_20_0_80_450:gt ['0', '20', '-40', '40', '20']:pred [ 0.7203193 16.507074  38.846107  47.112514   2.833634 ]
sedan4door_-40_0_-40_40_0_240_80_450:gt ['-40', '0', '-40', '40', '0']:pred [43.878143  2.317443 43.800438 39.573067  5.228564]
hybrid_-20_0_-40_0_20_160_20_400:gt ['-20', '0', '-40', '0', '20']:pred [20.         1.2225817 40.         0.        20.       ]
sedan4door_0_40_-20_0_20_320_40_450:gt ['0', '40', '-20', '0', '20']:pred [ 2.0492198 40.        12.48168    0.        21.225138 ]
hatchback_-40_40_-40_20_20_80_80_400:gt ['-40', '40', '-40', '20', '20']:pred [41.434242 41.962143 40.92337  27.582394 20.      ]
hybrid_0_0_0_40_40_0_60_450:gt ['0', '0', '0', '40', '40']:pred [ 0.12296466  0.          0.         40.         35.447357  ]
sedan2door_0_0_-40_40_20_160_60_400:gt ['0', '0', '-40', '40', '20']:pred [ 6.06178    2.1855118 40.        40.        26.276182 ]
sedan2door_0_0_0_40_0_0_60_450:gt ['0', '0', '0', '40', '0']:pred [ 1.0455395  5.155181   0.        40.         4.235545 ]
sedan2door_-20_40_-20_40_20_0_80_450:gt ['-20', '40', '-20', '40', '20']:pred [17.193588 40.080475 20.       40.       25.082335]
sedan2door_-20_0_-40_20_40_160_80_450:gt ['-20', '0', '-40', '20', '40']:pred [28.190123   2.0034888 40.        20.        31.525318 ]
hatchback_0_20_-40_20_40_0_80_450:gt ['0', '20', '-40', '20', '40']:pred [ 2.8377254 19.620152  39.58602   15.90992   41.565872 ]
sedan2door_-40_0_0_20_0_240_80_450:gt ['-40', '0', '0', '20', '0']:pred [32.424404    6.085317    0.         20.          0.46439922]
hybrid_0_40_-40_20_40_80_40_400:gt ['0', '40', '-40', '20', '40']:pred [ 1.875808 34.302532 40.       20.       40.      ]
suv_-40_20_0_40_40_0_40_450:gt ['-40', '20', '0', '40', '40']:pred [37.49774  20.       12.970362 40.       42.072906]
sedan2door_0_20_-20_40_0_160_60_450:gt ['0', '20', '-20', '40', '0']:pred [ 2.1095083 21.134645  20.        40.         7.2795167]
hatchback_0_40_-20_0_0_160_80_400:gt ['0', '40', '-20', '0', '0']:pred [ 1.905279  38.365368  20.807343   5.691272   1.9225321]
sedan4door_-20_40_-40_40_40_80_80_450:gt ['-20', '40', '-40', '40', '40']:pred [20.703442 44.371353 38.573574 35.016994 40.      ]
suv_-20_40_0_40_0_320_80_450:gt ['-20', '40', '0', '40', '0']:pred [22.745079  48.495335   1.7823288 42.765137   2.1545568]
suv_0_40_-40_20_40_80_80_450:gt ['0', '40', '-40', '20', '40']:pred [ 2.3377287 43.254494  38.048958  16.773985  40.       ]
suv_-20_20_0_40_20_160_60_450:gt ['-20', '20', '0', '40', '20']:pred [ 7.770145 22.946693  0.       42.376423 20.69647 ]
hybrid_-40_0_0_40_40_0_80_400:gt ['-40', '0', '0', '40', '40']:pred [41.59483   5.332664  0.       40.       37.25139 ]
hatchback_-20_40_-20_0_20_320_40_400:gt ['-20', '40', '-20', '0', '20']:pred [18.047806 40.       18.764421  0.       21.45679 ]
hybrid_-40_40_-20_40_20_80_60_450:gt ['-40', '40', '-20', '40', '20']:pred [38.6885   40.481606 20.       40.       37.24755 ]
sedan2door_0_0_0_20_40_0_20_450:gt ['0', '0', '0', '20', '40']:pred [ 0.417136  0.        0.       20.       40.      ]
hatchback_-20_40_0_40_0_320_20_400:gt ['-20', '40', '0', '40', '0']:pred [20.235876  40.         1.2999872 40.         1.1392784]
suv_0_20_0_0_0_320_80_450:gt ['0', '20', '0', '0', '0']:pred [ 0.5052147 23.003487   1.5991204  1.6545315  0.7883287]
hybrid_-40_20_-20_40_0_320_40_450:gt ['-40', '20', '-20', '40', '0']:pred [38.40029   20.        20.        40.         1.9988726]
suv_-40_0_-40_40_20_80_40_450:gt ['-40', '0', '-40', '40', '20']:pred [44.536694   5.4448357 39.638477  40.        20.       ]
suv_-20_40_-40_40_40_240_40_450:gt ['-20', '40', '-40', '40', '40']:pred [20.       43.444748 40.       43.82543  41.455544]
hatchback_0_20_-20_20_40_80_40_450:gt ['0', '20', '-20', '20', '40']:pred [ 5.7357554 35.57414   27.23133   20.        40.       ]
hatchback_-40_40_-40_0_20_160_20_400:gt ['-40', '40', '-40', '0', '20']:pred [40.        36.236073  40.         1.3889967 20.       ]
sedan4door_-20_20_0_0_0_240_40_450:gt ['-20', '20', '0', '0', '0']:pred [20.        19.896435   0.         1.6563319  2.8974266]
suv_-40_40_-40_0_40_240_60_450:gt ['-40', '40', '-40', '0', '40']:pred [39.745766  42.180756  39.129284   3.8853729 33.428085 ]
hatchback_-40_0_-40_20_40_160_20_450:gt ['-40', '0', '-40', '20', '40']:pred [40.        3.613208 40.       17.130293 40.      ]
hatchback_0_40_-40_20_40_160_20_400:gt ['0', '40', '-40', '20', '40']:pred [ 0.       34.739418 40.       13.319172 40.      ]
hybrid_0_0_-40_20_20_160_80_450:gt ['0', '0', '-40', '20', '20']:pred [ 5.0778627  1.7490932 40.        20.        15.689508 ]
suv_-20_20_0_0_40_240_20_400:gt ['-20', '20', '0', '0', '40']:pred [20.        16.845459   0.         1.9399499 47.500782 ]
hatchback_0_0_-20_40_0_320_80_400:gt ['0', '0', '-20', '40', '0']:pred [ 2.2991452  1.9448724 13.995017  40.576065   2.1557887]
hybrid_0_40_0_20_0_160_40_450:gt ['0', '40', '0', '20', '0']:pred [ 0.        43.480476   0.        20.         3.1792867]
hybrid_-20_40_-20_40_40_160_60_450:gt ['-20', '40', '-20', '40', '40']:pred [17.308428 37.182903 20.       40.       32.947025]
sedan2door_-20_40_-20_0_0_80_80_400:gt ['-20', '40', '-20', '0', '0']:pred [13.909571 39.024937 20.        0.        0.      ]
hatchback_0_0_0_0_40_320_80_450:gt ['0', '0', '0', '0', '40']:pred [ 1.365549   3.8380082  5.3310738  8.27194   39.375732 ]
hatchback_-40_40_-20_20_40_240_80_400:gt ['-40', '40', '-20', '20', '40']:pred [40.005936 36.91739  21.361593 16.193714 37.90172 ]
hatchback_0_0_-40_0_0_0_80_400:gt ['0', '0', '-40', '0', '0']:pred [ 1.0234681  1.1053406 39.397682   0.         2.9879546]
suv_-20_20_-20_40_0_320_80_450:gt ['-20', '20', '-20', '40', '0']:pred [17.77553  25.375195 27.395773 43.75776   5.455658]
hatchback_-20_0_0_40_20_160_60_400:gt ['-20', '0', '0', '40', '20']:pred [14.644748  2.29751   0.       44.9784   20.1047  ]
hatchback_-20_20_0_0_20_160_80_400:gt ['-20', '20', '0', '0', '20']:pred [20.171715  21.235065   0.         4.3123546 16.149632 ]
sedan2door_0_0_-40_20_40_240_80_450:gt ['0', '0', '-40', '20', '40']:pred [ 3.840955   3.0057967 40.        20.        35.058258 ]
sedan2door_-40_0_-20_40_40_0_20_450:gt ['-40', '0', '-20', '40', '40']:pred [36.25058  0.      20.      40.      40.     ]
sedan2door_-20_40_-20_0_0_0_40_450:gt ['-20', '40', '-20', '0', '0']:pred [20.571663  40.        20.         0.         0.8939602]
hatchback_-40_40_0_40_20_240_40_450:gt ['-40', '40', '0', '40', '20']:pred [40.       41.920883  0.       38.478367 28.692276]
sedan4door_-40_0_-40_20_0_80_20_450:gt ['-40', '0', '-40', '20', '0']:pred [39.757587  0.       51.32978  20.        0.      ]
suv_-40_0_-20_20_0_0_20_400:gt ['-40', '0', '-20', '20', '0']:pred [36.597523  0.       26.803772 20.        0.      ]
hybrid_0_0_0_40_20_240_40_450:gt ['0', '0', '0', '40', '20']:pred [ 0.         1.9157562  0.        40.         6.5356517]
hatchback_-40_0_-40_0_40_80_20_400:gt ['-40', '0', '-40', '0', '40']:pred [44.00792   0.       44.147156  0.       40.      ]
sedan2door_-40_0_-20_40_40_0_20_450:gt ['-40', '0', '-20', '40', '40']:pred [36.25058  0.      20.      40.      40.     ]
hatchback_-40_20_-20_0_20_0_60_400:gt ['-40', '20', '-20', '0', '20']:pred [40.437386 15.678799 20.795242  0.       16.004772]
hybrid_-40_20_0_40_20_320_40_400:gt ['-40', '20', '0', '40', '20']:pred [40.942223 20.        0.       40.       20.1315  ]
suv_0_0_-20_0_0_80_80_450:gt ['0', '0', '-20', '0', '0']:pred [ 1.5776412  0.7160812 12.1301155  4.430358   0.       ]
suv_0_0_-40_20_20_80_60_400:gt ['0', '0', '-40', '20', '20']:pred [ 3.6107185  2.6111982 39.11601   10.9601965  5.7222123]
hatchback_0_40_-20_0_20_80_80_400:gt ['0', '40', '-20', '0', '20']:pred [ 1.4116266 41.68026   16.966883   1.5763123 20.       ]
hatchback_-20_0_-40_20_0_80_20_400:gt ['-20', '0', '-40', '20', '0']:pred [11.739709  0.       43.86081  20.        0.      ]
suv_0_20_-20_0_20_160_20_450:gt ['0', '20', '-20', '0', '20']:pred [ 0.        17.049295  20.         1.1655996 20.       ]
hatchback_-20_0_0_40_20_160_80_400:gt ['-20', '0', '0', '40', '20']:pred [20.750221  7.066277  0.       35.168686  8.225634]
suv_0_40_-40_40_20_320_20_450:gt ['0', '40', '-40', '40', '20']:pred [ 4.796224 40.       41.842247 40.       26.741646]
sedan4door_-20_40_-40_40_0_80_60_400:gt ['-20', '40', '-40', '40', '0']:pred [14.35379   43.0711    33.479317  40.560535   6.1448073]
suv_0_40_0_20_20_80_40_400:gt ['0', '40', '0', '20', '20']:pred [ 3.5700111 40.234398   1.4299613 20.        20.       ]
hatchback_-20_0_-20_40_40_160_60_450:gt ['-20', '0', '-20', '40', '40']:pred [26.565014   3.8835428 20.        34.829063  36.496483 ]
hatchback_-40_40_-20_20_0_160_60_400:gt ['-40', '40', '-20', '20', '0']:pred [38.342846  40.491974  20.        14.059059   2.1098616]
sedan4door_-40_40_-40_20_20_320_20_400:gt ['-40', '40', '-40', '20', '20']:pred [32.66848  40.       42.685574 20.       23.83187 ]
sedan2door_-40_20_0_20_40_80_40_450:gt ['-40', '20', '0', '20', '40']:pred [14.130792 16.310976  0.       20.       40.      ]
hatchback_-40_20_-20_20_40_320_60_450:gt ['-40', '20', '-20', '20', '40']:pred [38.754444 17.471123 26.710009 25.548443 31.583752]
sedan4door_-40_20_-20_20_0_320_80_450:gt ['-40', '20', '-20', '20', '0']:pred [40.21254  17.217113 21.323292 12.204107 11.01099 ]
sedan2door_0_20_-40_0_0_80_60_450:gt ['0', '20', '-40', '0', '0']:pred [ 3.881556  22.774677  40.         0.         0.9179014]
sedan4door_0_40_-40_20_20_0_20_400:gt ['0', '40', '-40', '20', '20']:pred [ 0.7917817 40.        35.945366  20.        20.       ]
sedan2door_-40_40_-20_0_0_80_60_450:gt ['-40', '40', '-20', '0', '0']:pred [37.337673 41.319164 20.        0.       11.299298]
hatchback_-40_0_0_20_20_80_60_400:gt ['-40', '0', '0', '20', '20']:pred [37.321186    1.4457959   0.99296385  2.3237352   1.9401314 ]
hatchback_0_20_0_40_20_240_40_450:gt ['0', '20', '0', '40', '20']:pred [ 0.       19.035353  0.       40.508762 29.70627 ]
sedan4door_-40_40_-40_0_20_320_40_400:gt ['-40', '40', '-40', '0', '20']:pred [42.696003 40.       36.99333   0.       15.613554]
hybrid_-20_20_0_20_40_80_20_400:gt ['-20', '20', '0', '20', '40']:pred [16.30523 20.       0.      20.      40.     ]
suv_-40_0_-20_40_40_320_80_400:gt ['-40', '0', '-20', '40', '40']:pred [36.25066    4.6917734 33.633736  33.308075  43.734154 ]
suv_0_0_-20_0_0_0_60_400:gt ['0', '0', '-20', '0', '0']:pred [ 1.1765066  0.        20.393217   0.         1.2949747]
hybrid_0_40_-20_40_0_320_80_400:gt ['0', '40', '-20', '40', '0']:pred [ 1.012609  43.331936  20.        40.         0.5613346]
sedan2door_0_20_-40_0_0_160_20_400:gt ['0', '20', '-40', '0', '0']:pred [ 0.       12.307784 40.        0.        0.      ]
sedan2door_-20_0_0_20_40_0_40_450:gt ['-20', '0', '0', '20', '40']:pred [20.310158  0.        0.       20.       39.33761 ]
sedan2door_-20_20_-20_0_40_80_20_450:gt ['-20', '20', '-20', '0', '40']:pred [16.301636 20.       20.        0.       40.      ]
sedan2door_-40_0_0_40_40_160_40_450:gt ['-40', '0', '0', '40', '40']:pred [40.        0.863461  0.       40.       26.38447 ]
sedan2door_-40_40_-20_0_20_160_60_400:gt ['-40', '40', '-20', '0', '20']:pred [38.423397 42.32707  20.        0.       17.279875]
suv_0_20_-20_20_40_320_40_400:gt ['0', '20', '-20', '20', '40']:pred [ 0.83993196 20.         18.908455   20.         40.117622  ]
hatchback_0_40_-40_20_0_240_60_450:gt ['0', '40', '-40', '20', '0']:pred [ 5.1711693 36.840187  41.45717    8.101558   4.344742 ]
sedan4door_0_20_-20_20_40_0_60_450:gt ['0', '20', '-20', '20', '40']:pred [ 0.6748932 21.91996   16.53816   20.        38.20145  ]
sedan2door_0_40_0_20_40_0_20_450:gt ['0', '40', '0', '20', '40']:pred [ 0.4279824 40.         0.        20.        40.       ]
hatchback_-40_0_0_40_0_160_20_400:gt ['-40', '0', '0', '40', '0']:pred [40.         3.7993834  0.        42.64682    0.       ]
suv_0_20_0_20_0_80_60_450:gt ['0', '20', '0', '20', '0']:pred [ 0.5948992 21.493824   1.5597923 18.73506    2.2178512]
hatchback_-40_0_0_0_20_160_80_450:gt ['-40', '0', '0', '0', '20']:pred [43.186592    2.3996897   4.3560534   0.85494995 13.229486  ]
hatchback_0_40_0_0_0_160_80_450:gt ['0', '40', '0', '0', '0']:pred [ 1.0497061 37.442417   5.053422   3.4053633  2.9300065]
sedan2door_-20_20_0_20_40_240_80_450:gt ['-20', '20', '0', '20', '40']:pred [17.76275  21.061207  0.       20.       41.093197]
sedan4door_-20_40_0_0_0_320_80_450:gt ['-20', '40', '0', '0', '0']:pred [11.38226   42.985657   4.545933   3.0846221  3.425383 ]
sedan2door_-20_40_-20_20_0_240_20_450:gt ['-20', '40', '-20', '20', '0']:pred [20.        40.269573  20.        20.         1.0267702]
sedan2door_0_0_-20_40_0_320_20_450:gt ['0', '0', '-20', '40', '0']:pred [ 0.5649325  0.        20.        40.         1.7392408]
sedan2door_-40_0_0_0_40_320_40_400:gt ['-40', '0', '0', '0', '40']:pred [35.513233  0.        0.        0.       34.64149 ]
hatchback_0_40_0_20_0_0_80_400:gt ['0', '40', '0', '20', '0']:pred [ 1.6385639 43.85404    4.192758  17.947845   2.345665 ]
sedan4door_-20_0_-20_40_0_320_40_450:gt ['-20', '0', '-20', '40', '0']:pred [17.88302    0.        15.322372  40.         0.9225552]
sedan4door_-40_20_-20_40_0_160_80_400:gt ['-40', '20', '-20', '40', '0']:pred [39.43138   18.58471   23.46828   40.309566   2.3059354]
sedan4door_-20_40_0_20_0_0_40_450:gt ['-20', '40', '0', '20', '0']:pred [16.074337  40.         1.0449626 20.         7.9903955]
sedan4door_-40_40_-40_0_0_160_40_450:gt ['-40', '40', '-40', '0', '0']:pred [40.        41.450607  40.         2.5891316  1.2945527]
sedan4door_-20_20_-40_40_0_320_20_400:gt ['-20', '20', '-40', '40', '0']:pred [14.275837 20.       41.552727 40.        2.052868]
sedan2door_-40_0_-20_0_0_0_60_450:gt ['-40', '0', '-20', '0', '0']:pred [36.97201    1.0246983 20.         0.         2.1067538]
sedan2door_0_0_0_40_0_0_80_400:gt ['0', '0', '0', '40', '0']:pred [ 2.7102458  1.019217   0.        40.         2.0853474]
suv_-20_0_-40_20_20_240_40_400:gt ['-20', '0', '-40', '20', '20']:pred [20.         3.1936374 40.        15.869663  15.948004 ]
hatchback_0_40_-20_0_20_0_20_400:gt ['0', '40', '-20', '0', '20']:pred [ 0.44096452 40.          9.381301    0.         20.        ]
hybrid_-20_0_-20_20_40_0_80_400:gt ['-20', '0', '-20', '20', '40']:pred [21.518684   6.0434127 20.        20.        47.54051  ]
sedan4door_0_40_0_20_20_80_80_450:gt ['0', '40', '0', '20', '20']:pred [ 2.233715  38.580563   2.5019283 34.003845  20.       ]
hybrid_-20_20_-20_20_20_80_60_400:gt ['-20', '20', '-20', '20', '20']:pred [16.487638 21.6588   20.       20.       11.859691]
hatchback_0_20_-20_40_20_80_60_400:gt ['0', '20', '-20', '40', '20']:pred [ 2.8865056  5.307468  10.637524  38.14555    4.1053863]
hatchback_-40_20_0_20_40_320_20_400:gt ['-40', '20', '0', '20', '40']:pred [45.204468 20.        6.489016 20.       37.652855]
sedan2door_0_40_-40_40_20_0_80_400:gt ['0', '40', '-40', '40', '20']:pred [ 1.9707804 45.020428  40.        40.        22.421965 ]
hatchback_0_0_-20_20_0_240_40_450:gt ['0', '0', '-20', '20', '0']:pred [ 0.          2.2378461  20.          9.303798    0.35951692]
sedan4door_0_20_-40_40_40_320_60_450:gt ['0', '20', '-40', '40', '40']:pred [ 1.7548923 11.793371  37.151344  43.130466  43.31482  ]
suv_-20_40_0_0_40_240_20_400:gt ['-20', '40', '0', '0', '40']:pred [20.        41.59497    0.         1.5012321 39.46263  ]
hybrid_0_0_0_40_40_0_60_450:gt ['0', '0', '0', '40', '40']:pred [ 0.12296466  0.          0.         40.         35.447357  ]
hybrid_-40_20_-40_20_20_320_40_400:gt ['-40', '20', '-40', '20', '20']:pred [39.67144 20.      40.      20.      26.27824]
suv_-20_40_-40_40_0_320_20_400:gt ['-20', '40', '-40', '40', '0']:pred [18.374626  40.        41.68284   40.         1.1040007]
sedan2door_-40_20_0_40_0_0_60_400:gt ['-40', '20', '0', '40', '0']:pred [41.887363   18.35616     0.         40.          0.80074805]
hatchback_0_20_-40_0_20_240_80_450:gt ['0', '20', '-40', '0', '20']:pred [ 1.8314435 20.332483  42.936283   2.331713  29.475386 ]
sedan4door_-20_20_-40_40_20_240_40_400:gt ['-20', '20', '-40', '40', '20']:pred [20.       20.680178 40.       32.73268  22.841742]
sedan2door_-20_0_-20_20_0_240_20_400:gt ['-20', '0', '-20', '20', '0']:pred [20.         1.482134  20.        20.         0.5355413]
suv_0_0_0_40_40_80_40_450:gt ['0', '0', '0', '40', '40']:pred [ 1.9963403  3.535965   6.4256825 40.        40.       ]
suv_-20_40_-40_40_20_80_20_450:gt ['-20', '40', '-40', '40', '20']:pred [10.256603 40.       34.577324 40.       20.      ]
suv_0_40_-20_40_40_320_40_450:gt ['0', '40', '-20', '40', '40']:pred [ 2.485457 40.       24.27371  40.       45.234474]
hatchback_0_0_-20_0_40_160_20_400:gt ['0', '0', '-20', '0', '40']:pred [ 0.          2.4310825  20.          0.69325006 40.        ]
sedan2door_0_20_0_0_40_0_40_450:gt ['0', '20', '0', '0', '40']:pred [ 1.2375638 20.         0.         0.        38.5151   ]
sedan4door_-40_0_-40_20_20_320_80_400:gt ['-40', '0', '-40', '20', '20']:pred [38.854324  1.986561 40.43876  18.628489 24.630445]
hybrid_0_0_-20_20_20_240_40_400:gt ['0', '0', '-20', '20', '20']:pred [ 0.          0.69154394 20.         20.         12.484029  ]
sedan4door_-40_20_0_20_20_160_60_400:gt ['-40', '20', '0', '20', '20']:pred [41.737362 18.384655  0.       16.271898 23.77663 ]
hatchback_0_40_-20_40_40_0_40_400:gt ['0', '40', '-20', '40', '40']:pred [ 1.0349653 40.        21.149933  40.        41.76643  ]
sedan4door_0_40_-40_40_20_80_20_400:gt ['0', '40', '-40', '40', '20']:pred [ 1.3229253 40.        49.668396  40.        20.       ]
sedan4door_-20_20_-20_0_40_320_60_450:gt ['-20', '20', '-20', '0', '40']:pred [22.993164 22.623737 22.4511    0.       40.097767]
hybrid_0_0_0_0_20_0_20_400:gt ['0', '0', '0', '0', '20']:pred [ 0.34768912  0.          0.          0.         20.        ]
hybrid_-20_20_0_40_40_80_80_450:gt ['-20', '20', '0', '40', '40']:pred [20.831923 23.044641  0.       40.       40.      ]
hatchback_-40_0_0_20_0_240_80_400:gt ['-40', '0', '0', '20', '0']:pred [43.443188   2.8316586  2.388184  19.155733   4.294772 ]
hybrid_-40_0_-20_0_0_80_60_400:gt ['-40', '0', '-20', '0', '0']:pred [38.399246   1.9167602 20.         0.         3.474298 ]
