hybrid_-40_40_-40_40_20_360_80_400 gt:['-40', '40', '-40', '40', '20'] pred:[41.40255  41.323326 40.       40.       18.985538]
suv_0_0_-20_0_20_240_80_450 gt:['0', '0', '-20', '0', '20'] pred:[ 2.0280552  1.6764916 15.0444975  1.577494  23.438103 ]
sedan2door_0_0_-40_0_20_40_60_400 gt:['0', '0', '-40', '0', '20'] pred:[ 2.163375   3.0128613 40.         0.        19.04432  ]
hybrid_0_0_-40_0_0_360_40_400 gt:['0', '0', '-40', '0', '0'] pred:[ 2.284397   0.        40.         0.         1.3033961]
hybrid_0_0_0_40_20_320_80_450 gt:['0', '0', '0', '40', '20'] pred:[ 2.368258  2.266315  0.       40.       18.388592]
suv_-40_20_-20_0_20_40_60_450 gt:['-40', '20', '-20', '0', '20'] pred:[38.156807 21.071846 24.300516  0.       20.861012]
suv_0_20_-20_20_40_280_20_400 gt:['0', '20', '-20', '20', '40'] pred:[22.7672   20.       18.447145 20.       40.429222]
hatchback_-40_40_-20_40_0_120_80_400 gt:['-40', '40', '-20', '40', '0'] pred:[41.239502 39.975723 17.356464 42.16098   1.812737]
sedan2door_-40_20_-40_0_20_0_60_400 gt:['-40', '20', '-40', '0', '20'] pred:[43.063858 20.235266 40.        0.       18.42785 ]
hybrid_0_40_0_40_0_120_60_400 gt:['0', '40', '0', '40', '0'] pred:[ 1.7782794 43.447987   0.        40.         3.1930058]
suv_-40_0_0_20_40_280_20_450 gt:['-40', '0', '0', '20', '40'] pred:[43.95915   0.        5.284191 20.       39.779827]
sedan4door_-40_0_-40_0_20_0_40_400 gt:['-40', '0', '-40', '0', '20'] pred:[41.531265  0.       45.34573   0.       21.479225]
hatchback_-40_40_-20_40_0_40_20_450 gt:['-40', '40', '-20', '40', '0'] pred:[40.66851  40.       21.960361 40.        0.      ]
sedan4door_0_20_-40_0_40_40_60_400 gt:['0', '20', '-40', '0', '40'] pred:[ 4.1384444 19.744703  47.42297    0.        41.62503  ]
hatchback_0_0_0_40_0_320_20_400 gt:['0', '0', '0', '40', '0'] pred:[ 2.3637252  0.         1.5248619 40.         1.1719458]
hybrid_-40_40_0_20_40_240_80_450 gt:['-40', '40', '0', '20', '40'] pred:[38.662064 43.437542  0.       20.       38.55711 ]
sedan2door_-40_40_-20_40_0_200_40_450 gt:['-40', '40', '-20', '40', '0'] pred:[40.        44.019222  20.        40.         1.8849405]
sedan4door_-20_40_-40_20_0_360_40_400 gt:['-20', '40', '-40', '20', '0'] pred:[21.679611  40.        43.84245   20.         1.9134853]
sedan4door_-40_0_0_0_20_120_40_450 gt:['-40', '0', '0', '0', '20'] pred:[40.         2.1571016  0.         1.7184974 20.       ]
sedan2door_-40_40_-20_20_0_80_20_450 gt:['-40', '40', '-20', '20', '0'] pred:[46.11096 40.      20.      20.       0.     ]
hybrid_-20_0_-40_40_20_120_40_450 gt:['-20', '0', '-40', '40', '20'] pred:[20.         3.3755388 40.        40.        20.       ]
sedan2door_0_20_-20_20_40_200_40_400 gt:['0', '20', '-20', '20', '40'] pred:[ 0.       22.932743 20.       20.       40.665413]
suv_-20_20_-20_20_40_160_60_400 gt:['-20', '20', '-20', '20', '40'] pred:[21.700773 24.68947  20.       15.296881 35.582943]
hatchback_-20_20_-40_40_20_0_40_400 gt:['-20', '20', '-40', '40', '20'] pred:[16.844864 20.       42.654625 40.       24.574516]
sedan2door_-20_0_-20_20_40_240_80_400 gt:['-20', '0', '-20', '20', '40'] pred:[15.136839   2.2344968 20.        20.        39.193684 ]
sedan4door_-20_20_-40_20_20_280_40_450 gt:['-20', '20', '-40', '20', '20'] pred:[21.877203 21.695152 40.545628 17.942356 16.021942]
hybrid_0_0_-40_40_0_240_60_400 gt:['0', '0', '-40', '40', '0'] pred:[ 0.          4.509552   40.         40.          0.46140966]
hybrid_-20_40_0_20_40_80_80_450 gt:['-20', '40', '0', '20', '40'] pred:[13.280562 44.92934   0.       20.       40.      ]
hybrid_0_40_-40_40_0_80_40_400 gt:['0', '40', '-40', '40', '0'] pred:[ 2.6851578 45.644276  40.        40.         0.       ]
hybrid_-40_40_-40_40_40_40_20_400 gt:['-40', '40', '-40', '40', '40'] pred:[46.874905 40.       40.       40.       40.      ]
sedan2door_0_0_0_20_40_320_80_450 gt:['0', '0', '0', '20', '40'] pred:[ 2.26831    2.6216998  0.        20.        40.285973 ]
hybrid_-20_40_-40_0_0_200_20_400 gt:['-20', '40', '-40', '0', '0'] pred:[20.        42.130245  40.         0.         1.8506839]
suv_0_40_-20_20_0_160_80_450 gt:['0', '40', '-20', '20', '0'] pred:[ 2.058589  47.499386  17.306913  12.064937   1.2100207]
sedan2door_-20_20_0_40_0_120_60_450 gt:['-20', '20', '0', '40', '0'] pred:[17.777409  24.12673    0.        40.         1.3206421]
hatchback_0_0_0_20_40_280_20_450 gt:['0', '0', '0', '20', '40'] pred:[ 6.0885315  0.         2.5275042 20.        43.534943 ]
sedan2door_-20_40_0_40_40_320_20_400 gt:['-20', '40', '0', '40', '40'] pred:[20.833893 40.        0.       40.       42.809612]
sedan4door_-40_0_0_20_20_240_60_450 gt:['-40', '0', '0', '20', '20'] pred:[42.283096   3.2135584  0.        11.769007  17.131124 ]
sedan2door_0_40_-20_40_0_0_40_450 gt:['0', '40', '-20', '40', '0'] pred:[ 2.4489088 40.        20.        40.         1.861259 ]
hatchback_-20_20_-20_40_20_160_80_400 gt:['-20', '20', '-20', '40', '20'] pred:[19.874617 20.544336 20.741371 43.99227  18.286457]
suv_0_0_-40_20_0_0_80_400 gt:['0', '0', '-40', '20', '0'] pred:[ 3.1714113  2.5579994 44.368332  14.359731   1.09208  ]
suv_0_40_0_20_20_120_60_400 gt:['0', '40', '0', '20', '20'] pred:[ 2.715436 42.531364  0.       18.458729 18.410528]
sedan4door_-40_0_-20_20_0_200_60_400 gt:['-40', '0', '-20', '20', '0'] pred:[41.714783   3.1767037 20.        17.355091   1.0219316]
hybrid_0_40_-40_40_0_360_80_450 gt:['0', '40', '-40', '40', '0'] pred:[ 3.1442454 44.53418   40.        40.         1.4099016]
suv_0_20_0_20_20_120_80_450 gt:['0', '20', '0', '20', '20'] pred:[ 2.5835283 22.985397   2.4024494 21.53167   19.80968  ]
sedan2door_-40_40_-20_20_0_360_60_450 gt:['-40', '40', '-20', '20', '0'] pred:[41.835262  41.80611   20.        20.         1.6712091]
hatchback_0_40_0_20_20_80_60_400 gt:['0', '40', '0', '20', '20'] pred:[ 2.9473994 45.099678   2.258882  21.520966  17.996737 ]
suv_0_20_-20_0_20_80_60_400 gt:['0', '20', '-20', '0', '20'] pred:[ 2.9860592 22.927227  17.22965    7.67703   20.55445  ]
hybrid_-20_40_-20_20_40_40_20_450 gt:['-20', '40', '-20', '20', '40'] pred:[20.006649 40.       20.       20.       40.      ]
suv_-20_0_0_20_0_360_60_400 gt:['-20', '0', '0', '20', '0'] pred:[21.167643   0.         2.892922  20.         1.3176912]
sedan4door_-40_40_-20_0_0_200_60_400 gt:['-40', '40', '-20', '0', '0'] pred:[44.011898  45.110317  20.         3.650171   1.2563471]
sedan2door_-40_20_0_20_40_200_60_400 gt:['-40', '20', '0', '20', '40'] pred:[42.524616 19.079145  0.       20.       37.862694]
sedan2door_-40_20_-40_40_40_360_80_400 gt:['-40', '20', '-40', '40', '40'] pred:[42.07163  20.637627 40.       40.       39.444942]
sedan4door_0_40_-20_40_0_360_20_400 gt:['0', '40', '-20', '40', '0'] pred:[ 2.9555154 40.        13.915319  40.         0.       ]
sedan2door_-40_20_-40_0_40_40_80_450 gt:['-40', '20', '-40', '0', '40'] pred:[42.47671  20.573124 40.        0.       37.61519 ]
hatchback_-20_40_-40_20_40_120_40_400 gt:['-20', '40', '-40', '20', '40'] pred:[20.       44.18992  40.       21.138117 40.      ]
sedan4door_-40_20_-20_20_40_320_80_400 gt:['-40', '20', '-20', '20', '40'] pred:[42.77528  17.761024 17.841026 16.596722 39.588207]
sedan4door_-20_20_-40_0_0_200_20_400 gt:['-20', '20', '-40', '0', '0'] pred:[20.        23.951626  40.         1.9349934  1.8110826]
sedan2door_-20_40_-20_0_40_40_20_400 gt:['-20', '40', '-20', '0', '40'] pred:[22.95586 40.      20.       0.      40.     ]
hatchback_-20_0_-40_20_20_40_40_450 gt:['-20', '0', '-40', '20', '20'] pred:[18.327229  0.       45.950333 20.       16.28695 ]
hybrid_0_40_0_0_40_240_40_400 gt:['0', '40', '0', '0', '40'] pred:[ 0.      43.60855  0.       0.      44.21282]
hybrid_-20_40_-40_20_20_0_60_450 gt:['-20', '40', '-40', '20', '20'] pred:[19.942028 41.607166 40.       20.       20.827082]
suv_-20_20_-20_0_40_280_20_450 gt:['-20', '20', '-20', '0', '40'] pred:[17.880463 20.       18.005798  0.       41.3001  ]
sedan4door_-40_0_-20_40_0_240_80_400 gt:['-40', '0', '-20', '40', '0'] pred:[41.254223   4.572029  19.030396  39.20455    1.2126706]
sedan2door_0_0_-20_40_40_120_20_450 gt:['0', '0', '-20', '40', '40'] pred:[ 0.         2.4174573 20.        40.        40.       ]
sedan4door_0_0_-40_20_0_120_60_400 gt:['0', '0', '-40', '20', '0'] pred:[ 1.7763089  1.7688652 40.        17.462126   2.665689 ]
hybrid_-40_40_-40_0_20_240_60_450 gt:['-40', '40', '-40', '0', '20'] pred:[42.95006  40.421135 40.        0.       24.321981]
hatchback_-20_0_-20_0_20_120_80_400 gt:['-20', '0', '-20', '0', '20'] pred:[18.843126   2.4900103 20.91778    1.7055851 20.187357 ]
suv_-40_20_0_20_0_320_20_450 gt:['-40', '20', '0', '20', '0'] pred:[42.470726   20.          2.8247824  20.          0.94459224]
hatchback_-20_40_-20_20_20_40_40_450 gt:['-20', '40', '-20', '20', '20'] pred:[19.906385 40.       21.03392  20.       16.758345]
sedan4door_-40_20_-40_20_0_200_20_400 gt:['-40', '20', '-40', '20', '0'] pred:[40.        25.584686  40.        14.992815   1.5272753]
suv_0_20_-40_20_40_200_80_450 gt:['0', '20', '-40', '20', '40'] pred:[ 4.070846 21.353369 38.956734 20.32585  43.731136]
sedan4door_0_40_-40_0_20_360_40_450 gt:['0', '40', '-40', '0', '20'] pred:[ 3.132546 40.       46.055664  0.       22.941446]
hybrid_0_20_-40_20_0_120_80_400 gt:['0', '20', '-40', '20', '0'] pred:[ 2.8146467 23.683203  40.        20.         1.4726304]
sedan2door_-40_20_-40_20_40_280_20_450 gt:['-40', '20', '-40', '20', '40'] pred:[43.324352 20.       40.       20.       40.299232]
hybrid_-20_20_-40_0_40_280_80_450 gt:['-20', '20', '-40', '0', '40'] pred:[18.107445 22.1606   40.        0.       40.9341  ]
hatchback_-20_40_-20_0_20_40_20_400 gt:['-20', '40', '-20', '0', '20'] pred:[20.384157 40.       24.81501   0.       20.      ]
sedan2door_-20_0_-20_40_20_360_80_450 gt:['-20', '0', '-20', '40', '20'] pred:[19.110472   2.3265977 20.        40.        18.603949 ]
sedan2door_-20_20_-40_20_20_240_20_400 gt:['-20', '20', '-40', '20', '20'] pred:[20.       21.579842 40.       20.       21.921043]
suv_-40_0_-40_20_40_360_60_450 gt:['-40', '0', '-40', '20', '40'] pred:[40.294685  0.       36.037    20.       38.182034]
sedan2door_-20_40_0_40_40_0_20_400 gt:['-20', '40', '0', '40', '40'] pred:[25.813463 40.        0.       40.       40.      ]
sedan4door_-20_0_0_0_40_120_40_400 gt:['-20', '0', '0', '0', '40'] pred:[20.         1.9704307  0.         3.2547905 40.       ]
hybrid_-20_40_-20_0_40_80_20_400 gt:['-20', '40', '-20', '0', '40'] pred:[19.649496 40.       20.        0.       40.      ]
sedan2door_0_0_0_20_20_0_40_400 gt:['0', '0', '0', '20', '20'] pred:[ 2.7213347  0.         0.        20.        20.890064 ]
suv_0_40_0_0_40_80_20_450 gt:['0', '40', '0', '0', '40'] pred:[ 1.920607 40.        0.        0.       40.      ]
hatchback_0_0_-20_0_20_280_80_400 gt:['0', '0', '-20', '0', '20'] pred:[ 2.5322456  1.9811136 21.727655   1.2953063 19.231638 ]
sedan4door_-20_20_0_0_0_320_40_400 gt:['-20', '20', '0', '0', '0'] pred:[20.10758   20.         1.6940829  0.         0.9842942]
hatchback_-40_40_0_40_0_40_20_400 gt:['-40', '40', '0', '40', '0'] pred:[43.414055 40.        9.582382 40.        0.      ]
suv_-20_20_-20_20_0_160_40_450 gt:['-20', '20', '-20', '20', '0'] pred:[20.       20.390512 20.       16.002594  1.469664]
hatchback_-20_20_-40_40_20_200_80_400 gt:['-20', '20', '-40', '40', '20'] pred:[18.42388  16.356667 44.902496 37.377857 21.81242 ]
sedan4door_-40_40_-20_40_20_280_60_400 gt:['-40', '40', '-20', '40', '20'] pred:[43.373123 42.22947  16.692717 43.42644  23.385052]
suv_0_0_0_40_0_320_80_400 gt:['0', '0', '0', '40', '0'] pred:[ 2.6655629   2.6504545   3.5406547  45.78181     0.69873637]
sedan4door_-40_20_-20_20_0_80_60_400 gt:['-40', '20', '-20', '20', '0'] pred:[40.9206    19.752491  22.17785   16.760798   3.0220475]
sedan4door_-20_0_0_40_20_40_80_400 gt:['-20', '0', '0', '40', '20'] pred:[24.109148   4.2826576  3.1041324 41.999496  18.208681 ]
suv_-20_40_-40_40_0_0_20_450 gt:['-20', '40', '-40', '40', '0'] pred:[20.732111 40.       44.100636 40.        0.      ]
hybrid_0_0_-20_20_20_360_80_450 gt:['0', '0', '-20', '20', '20'] pred:[ 1.3693373  2.1211143 20.        20.        17.89569  ]
suv_-20_20_0_20_0_0_20_450 gt:['-20', '20', '0', '20', '0'] pred:[23.122343  20.         2.4022698 20.         0.       ]
sedan4door_-20_40_0_20_40_160_60_400 gt:['-20', '40', '0', '20', '40'] pred:[23.586014 42.225773  0.       17.033276 38.356323]
hatchback_-40_20_0_20_20_80_80_450 gt:['-40', '20', '0', '20', '20'] pred:[36.971626  19.613348   7.6319246 13.134444  20.       ]
sedan4door_-20_0_-40_40_0_0_20_400 gt:['-20', '0', '-40', '40', '0'] pred:[21.91402   0.       45.322357 40.        0.      ]
sedan4door_-20_0_-20_40_20_360_20_450 gt:['-20', '0', '-20', '40', '20'] pred:[19.703768  0.       24.907871 40.       20.      ]
hybrid_-20_20_-20_0_40_200_20_400 gt:['-20', '20', '-20', '0', '40'] pred:[20.       21.180786 20.        0.       43.781857]
hybrid_-20_20_-40_40_20_240_20_400 gt:['-20', '20', '-40', '40', '20'] pred:[20.       24.454288 40.       40.       17.041422]
sedan4door_-20_20_0_0_40_40_40_400 gt:['-20', '20', '0', '0', '40'] pred:[18.57886   20.         4.6901727  0.        43.509323 ]
hatchback_-40_0_0_40_40_200_40_400 gt:['-40', '0', '0', '40', '40'] pred:[40.        3.515909  0.       37.58584  37.789536]
sedan4door_-40_40_0_40_20_120_20_450 gt:['-40', '40', '0', '40', '20'] pred:[40.       45.363476  0.       39.689903 20.      ]
sedan2door_-40_0_-40_0_0_160_40_450 gt:['-40', '0', '-40', '0', '0'] pred:[40.         3.083537  40.         0.         1.4018672]
hatchback_0_0_-40_40_0_40_60_450 gt:['0', '0', '-40', '40', '0'] pred:[ 4.9066763  5.2684517 43.173912  40.         1.7561995]
sedan2door_0_40_0_20_20_160_20_450 gt:['0', '40', '0', '20', '20'] pred:[ 0.      47.16758  0.      20.      20.     ]
sedan4door_0_20_0_40_0_160_60_400 gt:['0', '20', '0', '40', '0'] pred:[ 2.3561857 19.526745   0.        45.721424   1.2956573]
hybrid_0_40_-40_0_20_320_80_450 gt:['0', '40', '-40', '0', '20'] pred:[ 4.2410793 42.993324  40.         0.        21.106754 ]
hatchback_-20_40_-40_0_20_360_20_400 gt:['-20', '40', '-40', '0', '20'] pred:[20.410742 40.       47.736115  0.       20.      ]
suv_-20_40_0_40_40_320_60_400 gt:['-20', '40', '0', '40', '40'] pred:[19.223917  41.832275   3.3383365 38.575714  40.208084 ]
sedan4door_0_40_-40_40_20_360_80_400 gt:['0', '40', '-40', '40', '20'] pred:[ 4.0005116 43.306835  41.860107  42.235302  20.39965  ]
hatchback_-20_0_-40_40_40_80_20_400 gt:['-20', '0', '-40', '40', '40'] pred:[15.762754  0.       43.714355 40.       40.      ]
hatchback_-20_20_0_0_0_200_20_450 gt:['-20', '20', '0', '0', '0'] pred:[20.        24.540928   0.         1.7616514  3.3455534]
hatchback_-20_40_0_20_40_360_40_450 gt:['-20', '40', '0', '20', '40'] pred:[17.90104   40.         3.4191298 20.        43.904835 ]
suv_0_0_-20_20_0_160_20_450 gt:['0', '0', '-20', '20', '0'] pred:[ 0.         2.3331702 20.        18.35468    0.       ]
sedan2door_0_0_-40_0_20_360_40_400 gt:['0', '0', '-40', '0', '20'] pred:[ 3.2017899  0.        40.         0.        20.61976  ]
hatchback_-20_40_-40_0_20_320_80_400 gt:['-20', '40', '-40', '0', '20'] pred:[19.571934 41.27877  39.299423  2.224446 19.010477]
suv_-40_40_-20_0_0_360_60_400 gt:['-40', '40', '-20', '0', '0'] pred:[43.47249   43.92871   15.508737   0.         1.8335948]
sedan4door_0_20_-20_0_0_280_20_400 gt:['0', '20', '-20', '0', '0'] pred:[ 4.4563847 20.        18.118193   0.         1.257286 ]
sedan4door_0_0_-20_0_40_320_60_400 gt:['0', '0', '-20', '0', '40'] pred:[ 1.562334   1.8193322 19.205704   0.        41.12453  ]
suv_-40_40_-40_40_20_160_20_400 gt:['-40', '40', '-40', '40', '20'] pred:[40.       46.625412 40.       44.155273 20.      ]
hatchback_0_0_0_0_0_160_40_450 gt:['0', '0', '0', '0', '0'] pred:[0.         2.2699194  0.         2.7211554  0.54963154]
hatchback_-40_40_-20_20_0_280_40_400 gt:['-40', '40', '-20', '20', '0'] pred:[38.552605  39.74504   18.085022  21.15791    3.7618544]
sedan2door_-20_20_0_40_0_240_40_400 gt:['-20', '20', '0', '40', '0'] pred:[20.        22.796911   0.        40.         2.0058172]
hybrid_-20_0_-20_20_40_200_20_450 gt:['-20', '0', '-20', '20', '40'] pred:[20.         2.3430994 20.        20.        45.60296  ]
sedan2door_-20_0_-20_40_0_160_40_450 gt:['-20', '0', '-20', '40', '0'] pred:[20.         3.0502503 20.        40.         1.1389235]
sedan4door_-20_40_0_40_20_80_80_450 gt:['-20', '40', '0', '40', '20'] pred:[17.80395   46.337097   2.5484223 42.512417  20.       ]
sedan2door_-20_20_-40_20_40_80_40_400 gt:['-20', '20', '-40', '20', '40'] pred:[17.234207 19.591831 40.       20.       40.      ]
sedan4door_-20_20_-20_20_20_120_80_450 gt:['-20', '20', '-20', '20', '20'] pred:[22.999056 20.577919 18.830442 20.71812  16.85942 ]
suv_-40_40_-40_40_20_80_60_450 gt:['-40', '40', '-40', '40', '20'] pred:[42.899338 41.357    38.60041  43.63405  21.430193]
suv_-40_0_-20_20_40_240_40_400 gt:['-40', '0', '-20', '20', '40'] pred:[40.         5.0217285 20.        19.984053  39.904358 ]
suv_-40_40_-20_40_20_40_80_400 gt:['-40', '40', '-20', '40', '20'] pred:[42.935158 38.415848 20.556648 41.452503 20.149904]
suv_-20_40_-20_40_20_240_60_400 gt:['-20', '40', '-20', '40', '20'] pred:[12.994243 40.878975 22.22528  38.55572  18.039124]
hybrid_-40_20_0_20_20_0_40_450 gt:['-40', '20', '0', '20', '20'] pred:[44.11283  20.        0.       20.       19.924234]
suv_-40_20_-40_20_20_0_60_400 gt:['-40', '20', '-40', '20', '20'] pred:[42.030914 19.367481 43.182354 20.       19.653214]
suv_-20_20_0_0_20_160_40_400 gt:['-20', '20', '0', '0', '20'] pred:[20.        24.338808   0.         1.6665471 27.513964 ]
sedan2door_-40_40_-40_0_20_360_40_450 gt:['-40', '40', '-40', '0', '20'] pred:[41.949936 40.       40.        0.       21.57239 ]
sedan2door_-40_0_-40_20_40_120_60_400 gt:['-40', '0', '-40', '20', '40'] pred:[45.250206   4.2003927 40.        20.        41.1622   ]
sedan2door_-40_0_-20_0_20_200_60_450 gt:['-40', '0', '-20', '0', '20'] pred:[46.24871  2.75428 20.       0.      17.84941]
suv_-20_40_0_40_0_160_20_400 gt:['-20', '40', '0', '40', '0'] pred:[20.      46.69645  0.      46.02165  0.     ]
sedan2door_0_40_-20_40_0_40_20_450 gt:['0', '40', '-20', '40', '0'] pred:[ 2.527201 40.       20.       40.        0.      ]
suv_-20_20_-20_40_0_360_80_450 gt:['-20', '20', '-20', '40', '0'] pred:[22.800465  20.644842  15.384432  42.332733   1.0677177]
sedan4door_-40_0_-40_40_20_240_60_450 gt:['-40', '0', '-40', '40', '20'] pred:[45.35983   4.755925 45.53231  42.419662 18.363777]
hybrid_-40_20_-20_40_0_80_60_450 gt:['-40', '20', '-20', '40', '0'] pred:[42.67453    22.221058   20.         40.          0.97250664]
suv_0_40_-40_20_40_280_20_450 gt:['0', '40', '-40', '20', '40'] pred:[12.701595 40.       41.836708 20.       40.81516 ]
suv_-40_20_-40_40_20_320_80_400 gt:['-40', '20', '-40', '40', '20'] pred:[42.34636  19.64418  40.053894 41.40837  19.691532]
sedan4door_-20_40_0_40_0_120_80_450 gt:['-20', '40', '0', '40', '0'] pred:[24.840595  41.880856   6.08633   45.461452   4.8618784]
hybrid_0_0_-40_40_0_120_40_400 gt:['0', '0', '-40', '40', '0'] pred:[ 0.         1.8238494 40.        40.         0.       ]
sedan2door_-40_0_-40_0_0_120_80_400 gt:['-40', '0', '-40', '0', '0'] pred:[46.949585   3.041484  40.         0.         1.3424412]
sedan2door_0_20_-40_40_20_40_80_450 gt:['0', '20', '-40', '40', '20'] pred:[ 1.9484468 21.019777  40.        40.        16.396086 ]
hybrid_-40_40_-20_0_40_320_60_400 gt:['-40', '40', '-20', '0', '40'] pred:[40.89175  43.801613 20.        0.       40.12472 ]
sedan2door_-20_0_-40_20_40_280_80_400 gt:['-20', '0', '-40', '20', '40'] pred:[18.401623   2.2877116 40.        20.        37.561626 ]
hatchback_-40_20_0_20_20_40_20_400 gt:['-40', '20', '0', '20', '20'] pred:[44.356323  20.         5.8491025 20.        20.       ]
suv_-20_40_-40_0_0_360_80_400 gt:['-20', '40', '-40', '0', '0'] pred:[20.523901  43.69252   42.120995   0.         1.1271231]
sedan4door_-40_20_-20_40_0_40_40_450 gt:['-40', '20', '-20', '40', '0'] pred:[41.946938  20.        15.888151  40.         2.1137764]
sedan2door_-20_40_-40_0_40_160_20_450 gt:['-20', '40', '-40', '0', '40'] pred:[20.      44.45793 40.       0.      40.     ]
sedan2door_0_40_-20_40_40_0_20_450 gt:['0', '40', '-20', '40', '40'] pred:[ 2.2510383 40.        20.        40.        40.       ]
sedan2door_-20_0_0_40_0_80_60_450 gt:['-20', '0', '0', '40', '0'] pred:[17.160673   2.6309235  0.        40.         1.228096 ]
suv_-40_40_-40_0_40_160_40_400 gt:['-40', '40', '-40', '0', '40'] pred:[40.       41.99933  40.        3.489842 41.505783]
