hatchback_-30_23_-36_48_15_50_70_420:gt ['-30', '23', '-36', '48', '15']:pred [22.140604 32.98356  23.272306 27.071785 17.089697]
hybrid_-17_23_-36_35_15_20_70_420:gt ['-17', '23', '-36', '35', '15']:pred [19.560005 28.249153 36.       35.       20.10513 ]
sedan2door_-17_23_-36_10_46_140_70_420:gt ['-17', '23', '-36', '10', '46']:pred [22.107777   8.71156    8.5408325  5.862547  23.01556  ]
hybrid_-50_15_-36_48_15_230_70_420:gt ['-50', '15', '-36', '48', '15']:pred [36.85278  14.225888 36.       48.       12.576407]
suv_-17_23_-36_10_46_230_30_420:gt ['-17', '23', '-36', '10', '46']:pred [17.       14.278848 36.       18.738361 34.515263]
hybrid_-30_15_-4_10_46_50_30_420:gt ['-30', '15', '-4', '10', '46']:pred [25.774307 15.        4.       10.       16.992521]
hybrid_-17_15_-22_35_28_140_30_420:gt ['-17', '15', '-22', '35', '28']:pred [ 8.644497   7.8210783 22.        35.         5.4230113]
sedan2door_-50_23_-4_10_28_50_30_420:gt ['-50', '23', '-4', '10', '28']:pred [30.744532 23.        4.       10.       28.      ]
sedan4door_-17_23_-22_48_28_140_30_420:gt ['-17', '23', '-22', '48', '28']:pred [ 7.644496 11.418898 22.       24.479193  8.237069]
hatchback_-17_23_-4_35_15_230_30_420:gt ['-17', '23', '-4', '35', '15']:pred [17.       13.11303   4.       24.569399 21.486252]
hybrid_-50_23_-22_48_28_230_70_420:gt ['-50', '23', '-22', '48', '28']:pred [34.38195  21.00791  22.       48.       18.711197]
sedan4door_-50_23_-22_48_15_140_30_420:gt ['-50', '23', '-22', '48', '15']:pred [11.148418 13.098255 22.       28.1044    9.469846]
sedan2door_-17_45_-36_35_15_230_30_420:gt ['-17', '45', '-36', '35', '15']:pred [17.       32.281082 36.       35.       13.132721]
sedan2door_-17_45_-22_35_46_20_70_420:gt ['-17', '45', '-22', '35', '46']:pred [26.893116 26.778875 22.       35.       37.33959 ]
sedan4door_-17_45_-4_10_15_50_70_420:gt ['-17', '45', '-4', '10', '15']:pred [29.842829 27.601072 20.581694 10.        9.614492]
hybrid_-50_15_-36_10_28_50_30_420:gt ['-50', '15', '-36', '10', '28']:pred [19.792803 17.177917 36.       10.       13.757221]
sedan4door_-30_15_-4_10_28_140_30_420:gt ['-30', '15', '-4', '10', '28']:pred [ 8.825447 10.262022  4.       14.294274 13.872965]
hybrid_-30_15_-22_10_46_230_70_420:gt ['-30', '15', '-22', '10', '46']:pred [36.0044   11.46563  22.       10.       32.483925]
sedan2door_-30_45_-36_10_46_20_30_420:gt ['-30', '45', '-36', '10', '46']:pred [33.53234  45.       36.       10.       39.507076]
suv_-30_23_-36_35_46_230_30_420:gt ['-30', '23', '-36', '35', '46']:pred [30.       20.789663 36.       28.859108 33.654858]
hatchback_-17_23_-4_10_46_50_70_420:gt ['-17', '23', '-4', '10', '46']:pred [20.38742  20.323618 14.226634 10.       25.852089]
hybrid_-30_15_-22_35_46_140_70_420:gt ['-30', '15', '-22', '35', '46']:pred [27.578417   7.6249094  9.387544  10.034246  39.815533 ]
sedan4door_-17_45_-36_48_15_140_30_420:gt ['-17', '45', '-36', '48', '15']:pred [10.619573 27.766119 36.       31.455652  7.418776]
hybrid_-50_15_-4_48_15_20_70_420:gt ['-50', '15', '-4', '48', '15']:pred [33.59478   17.866632   4.        48.        12.4400015]
suv_-17_23_-4_35_28_230_30_420:gt ['-17', '23', '-4', '35', '28']:pred [17.       14.25805   4.       18.968733 22.861464]
suv_-17_45_-4_10_15_20_30_420:gt ['-17', '45', '-4', '10', '15']:pred [10.913899  45.         6.2899604 10.        20.088972 ]
sedan4door_-17_15_-36_10_46_230_70_420:gt ['-17', '15', '-36', '10', '46']:pred [22.60984   8.122232 19.361946  7.027341 37.32184 ]
sedan4door_-17_15_-4_35_15_50_70_420:gt ['-17', '15', '-4', '35', '15']:pred [27.523884 23.540916 15.256995 35.        8.211944]
suv_-50_23_-4_48_15_50_30_420:gt ['-50', '23', '-4', '48', '15']:pred [13.4292145 23.        20.293245  48.         6.643692 ]
hybrid_-30_23_-4_35_15_20_70_420:gt ['-30', '23', '-4', '35', '15']:pred [25.694609 32.746014  4.       35.       18.222385]
hybrid_-17_45_-36_10_28_20_30_420:gt ['-17', '45', '-36', '10', '28']:pred [11.317842 45.       36.       10.       34.873615]
hatchback_-50_23_-22_48_28_140_30_420:gt ['-50', '23', '-22', '48', '28']:pred [10.124367 13.163647 22.       35.46707  17.769993]
suv_-17_23_-36_35_28_50_70_420:gt ['-17', '23', '-36', '35', '28']:pred [25.414095 27.463648 13.16137  13.832525 12.912045]
suv_-17_45_-22_48_15_50_30_420:gt ['-17', '45', '-22', '48', '15']:pred [18.96534  45.       17.540741 48.        6.480542]
hybrid_-30_23_-22_35_15_50_70_420:gt ['-30', '23', '-22', '35', '15']:pred [22.051823 26.92158  22.       35.       12.53321 ]
hatchback_-50_23_-36_35_46_230_70_420:gt ['-50', '23', '-36', '35', '46']:pred [37.139866 29.129883 29.934647 31.322067 32.136745]
sedan4door_-30_15_-4_35_28_230_70_420:gt ['-30', '15', '-4', '35', '28']:pred [33.306553  13.05537    6.6960473 23.765064  21.675344 ]
hatchback_-30_45_-4_48_15_50_70_420:gt ['-30', '45', '-4', '48', '15']:pred [34.183537 31.559193 17.055162 22.97914  17.507923]
hybrid_-30_15_-4_48_46_50_70_420:gt ['-30', '15', '-4', '48', '46']:pred [11.706257  23.455032   7.7488313 48.        22.006376 ]
sedan2door_-30_23_-36_10_15_230_30_420:gt ['-30', '23', '-36', '10', '15']:pred [30.        12.885754  36.        10.         7.2520533]
hatchback_-30_23_-4_10_28_140_30_420:gt ['-30', '23', '-4', '10', '28']:pred [ 8.763911 14.05465   4.       29.440985 15.872211]
hatchback_-50_23_-4_10_28_50_30_420:gt ['-50', '23', '-4', '10', '28']:pred [21.047539 23.       10.473364 10.       28.      ]
hybrid_-30_45_-4_48_46_50_70_420:gt ['-30', '45', '-4', '48', '46']:pred [23.690735 30.799423  9.782413 48.       27.469286]
hybrid_-30_15_-22_48_15_230_30_420:gt ['-30', '15', '-22', '48', '15']:pred [30.        4.724789 22.       48.       16.968271]
sedan4door_-50_15_-22_48_28_20_70_420:gt ['-50', '15', '-22', '48', '28']:pred [32.06204   22.996483  11.0731325 48.        17.772993 ]
sedan4door_-30_45_-22_10_46_230_70_420:gt ['-30', '45', '-22', '10', '46']:pred [41.052555 30.195278 18.28656  12.14518  34.22085 ]
hatchback_-17_45_-22_48_46_140_70_420:gt ['-17', '45', '-22', '48', '46']:pred [18.835415 14.218433 19.998833 31.82637  43.601448]
hybrid_-50_45_-22_10_15_50_70_420:gt ['-50', '45', '-22', '10', '15']:pred [21.505152 25.647259 22.       10.       16.83726 ]
hybrid_-30_15_-36_48_46_230_70_420:gt ['-30', '15', '-36', '48', '46']:pred [35.819424 11.48052  36.       48.       32.559845]
suv_-17_23_-4_35_46_140_30_420:gt ['-17', '23', '-4', '35', '46']:pred [ 5.782466   7.884874   4.        38.121998   6.5816507]
suv_-50_45_-4_48_46_140_70_420:gt ['-50', '45', '-4', '48', '46']:pred [17.173674 18.490108 12.207692 34.00313  41.65767 ]
sedan4door_-50_15_-22_35_15_230_30_420:gt ['-50', '15', '-22', '35', '15']:pred [50.       15.208776 22.       22.470562 16.742596]
hybrid_-50_23_-4_48_15_230_30_420:gt ['-50', '23', '-4', '48', '15']:pred [50.        6.294984  4.       48.       13.819297]
sedan2door_-17_15_-22_10_28_50_70_420:gt ['-17', '15', '-22', '10', '28']:pred [28.907667 17.989555 22.       10.       19.583239]
hatchback_-30_15_-22_10_15_50_30_420:gt ['-30', '15', '-22', '10', '15']:pred [23.55189  15.       10.576804 10.       21.278002]
suv_-30_23_-22_35_28_20_70_420:gt ['-30', '23', '-22', '35', '28']:pred [27.437782 47.276077 12.186474 27.526833 33.796715]
sedan2door_-30_15_-22_48_46_50_70_420:gt ['-30', '15', '-22', '48', '46']:pred [16.329168  23.225098   6.1034737 48.        23.403164 ]
sedan4door_-17_23_-22_10_46_50_70_420:gt ['-17', '23', '-22', '10', '46']:pred [26.57064  23.099321 15.238828 10.       13.406074]
hatchback_-30_23_-22_48_46_20_70_420:gt ['-30', '23', '-22', '48', '46']:pred [21.172186 29.511173 17.841526 22.23951  36.701416]
hybrid_-50_23_-36_35_46_20_30_420:gt ['-50', '23', '-36', '35', '46']:pred [21.490065 23.       15.643996 35.       35.3062  ]
suv_-17_23_-4_48_46_140_70_420:gt ['-17', '23', '-4', '48', '46']:pred [22.908302  7.873755 26.987188 26.41683  39.710648]
sedan4door_-30_45_-22_10_15_50_30_420:gt ['-30', '45', '-22', '10', '15']:pred [31.060083 45.        9.013184 10.       15.      ]
sedan2door_-50_45_-36_10_46_230_30_420:gt ['-50', '45', '-36', '10', '46']:pred [50.      37.04469 36.      10.      35.29454]
suv_-50_45_-22_10_28_140_30_420:gt ['-50', '45', '-22', '10', '28']:pred [14.391567 21.224766 22.       18.285387  6.231372]
sedan2door_-17_45_-36_48_15_230_30_420:gt ['-17', '45', '-36', '48', '15']:pred [17.       32.186493 36.       48.       12.763298]
hatchback_-30_23_-22_10_46_140_70_420:gt ['-30', '23', '-22', '10', '46']:pred [26.474497  7.250908 18.87133  14.036286 42.436176]
hybrid_-50_45_-4_48_28_230_70_420:gt ['-50', '45', '-4', '48', '28']:pred [35.586    35.745155  4.       48.       19.199623]
hybrid_-30_15_-22_48_15_230_70_420:gt ['-30', '15', '-22', '48', '15']:pred [38.900944  9.692484 22.       48.       13.577192]
sedan4door_-30_23_-4_35_46_230_70_420:gt ['-30', '23', '-4', '35', '46']:pred [30.805595 17.005089  6.804043 20.994602 32.1602  ]
hybrid_-30_23_-22_48_28_230_70_420:gt ['-30', '23', '-22', '48', '28']:pred [35.562817 15.557969 22.       48.       21.365656]
suv_-17_15_-36_10_46_230_70_420:gt ['-17', '15', '-36', '10', '46']:pred [21.503815   7.7051516 41.764275  17.92946   30.084404 ]
hatchback_-30_45_-4_10_46_140_30_420:gt ['-30', '45', '-4', '10', '46']:pred [14.424522 24.958088  4.       40.86992  20.031103]
sedan2door_-17_23_-4_35_15_230_30_420:gt ['-17', '23', '-4', '35', '15']:pred [17.        12.9194565  4.        35.         7.964632 ]
sedan2door_-17_23_-22_48_15_50_30_420:gt ['-17', '23', '-22', '48', '15']:pred [26.015673   6.0450473 22.        48.        15.       ]
suv_-50_23_-22_10_46_50_30_420:gt ['-50', '23', '-22', '10', '46']:pred [13.973706 23.       20.89005  10.        6.078647]
hatchback_-30_15_-22_35_28_50_30_420:gt ['-30', '15', '-22', '35', '28']:pred [23.99866  15.       11.223981 35.       19.369707]
sedan2door_-17_23_-22_48_28_50_70_420:gt ['-17', '23', '-22', '48', '28']:pred [32.63974  21.130404 22.       48.       18.52381 ]
hatchback_-30_45_-4_35_28_20_70_420:gt ['-30', '45', '-4', '35', '28']:pred [31.63539   33.468487   9.570479  14.2312975 38.800602 ]
hatchback_-30_23_-22_35_15_140_70_420:gt ['-30', '23', '-22', '35', '15']:pred [31.790636  7.030387 19.433918 16.274488 17.435455]
suv_-50_45_-22_35_28_140_30_420:gt ['-50', '45', '-22', '35', '28']:pred [ 8.6642   22.535845 22.       25.66758   7.183417]
sedan4door_-30_15_-22_35_28_230_70_420:gt ['-30', '15', '-22', '35', '28']:pred [36.594788 14.079228 19.318695 24.6249   24.07835 ]
hatchback_-30_45_-36_48_46_140_30_420:gt ['-30', '45', '-36', '48', '46']:pred [10.08569  18.5528   36.       44.881752 15.343505]
suv_-30_15_-36_48_46_20_30_420:gt ['-30', '15', '-36', '48', '46']:pred [25.707378 15.       25.528765 48.       28.358868]
hybrid_-50_45_-22_35_15_50_70_420:gt ['-50', '45', '-22', '35', '15']:pred [21.595078 25.51089  22.       35.       16.990726]
sedan4door_-30_23_-36_10_15_20_70_420:gt ['-30', '23', '-36', '10', '15']:pred [25.615618 28.818129 15.999318 22.777288 23.470526]
suv_-50_15_-22_10_28_230_30_420:gt ['-50', '15', '-22', '10', '28']:pred [50.         8.75437   22.         5.4712486 23.329105 ]
suv_-30_15_-22_35_15_230_30_420:gt ['-30', '15', '-22', '35', '15']:pred [30.       10.595965 22.       17.801167 11.288934]
sedan2door_-30_45_-36_48_28_20_70_420:gt ['-30', '45', '-36', '48', '28']:pred [32.987175  30.994041   5.3753443 20.226454  17.063932 ]
hybrid_-30_15_-36_10_15_140_30_420:gt ['-30', '15', '-36', '10', '15']:pred [10.814378  10.529522  36.        10.         3.7727344]
hatchback_-17_45_-36_10_15_20_30_420:gt ['-17', '45', '-36', '10', '15']:pred [21.634705  45.        14.4145355 10.        11.299679 ]
sedan2door_-30_23_-36_10_28_140_30_420:gt ['-30', '23', '-36', '10', '28']:pred [ 6.9803433 10.145858  36.        10.         5.9323606]
hybrid_-17_45_-36_35_28_140_30_420:gt ['-17', '45', '-36', '35', '28']:pred [ 7.970861  26.39835   36.        35.         3.8932126]
sedan2door_-30_23_-4_35_15_50_30_420:gt ['-30', '23', '-4', '35', '15']:pred [26.860329 23.        4.       35.       15.      ]
suv_-50_45_-4_48_28_20_30_420:gt ['-50', '45', '-4', '48', '28']:pred [25.0168   45.       17.649155 48.       25.287678]
sedan2door_-17_23_-4_10_28_20_30_420:gt ['-17', '23', '-4', '10', '28']:pred [27.2405   23.        4.       10.       34.866867]
hatchback_-50_15_-36_35_15_50_30_420:gt ['-50', '15', '-36', '35', '15']:pred [26.426796 15.       13.783722 35.       15.      ]
suv_-30_45_-4_35_46_50_70_420:gt ['-30', '45', '-4', '35', '46']:pred [21.4803   29.394087 21.707434 13.252187 20.867287]
suv_-50_45_-22_10_28_20_70_420:gt ['-50', '45', '-22', '10', '28']:pred [39.403255 26.704544  6.950814 12.768914 27.891415]
suv_-30_23_-4_48_46_230_30_420:gt ['-30', '23', '-4', '48', '46']:pred [30.       28.172201  4.       35.941467 35.382877]
sedan4door_-30_45_-22_35_46_230_70_420:gt ['-30', '45', '-22', '35', '46']:pred [40.014786 33.23306  21.08311  23.61862  29.598345]
sedan4door_-30_15_-36_10_28_230_30_420:gt ['-30', '15', '-36', '10', '28']:pred [30.        7.388589 36.        8.32024  27.31113 ]
suv_-50_15_-36_35_15_230_30_420:gt ['-50', '15', '-36', '35', '15']:pred [50.        10.2275305 36.        17.410885  10.525502 ]
hatchback_-30_15_-22_10_46_140_70_420:gt ['-30', '15', '-22', '10', '46']:pred [22.853106   4.5828505 18.463575  13.449308  43.51102  ]
suv_-17_15_-36_10_46_230_30_420:gt ['-17', '15', '-36', '10', '46']:pred [17.       14.847418 36.       11.084803 36.210007]
hybrid_-17_45_-4_10_28_20_70_420:gt ['-17', '45', '-4', '10', '28']:pred [23.556332 22.232082  4.059706 10.       40.60267 ]
suv_-17_23_-4_10_46_50_30_420:gt ['-17', '23', '-4', '10', '46']:pred [12.90112  23.       22.298454 10.        8.748453]
hybrid_-30_15_-22_48_46_230_70_420:gt ['-30', '15', '-22', '48', '46']:pred [36.260345 11.594313 22.       48.       32.248398]
hatchback_-50_15_-36_35_28_20_30_420:gt ['-50', '15', '-36', '35', '28']:pred [21.726233 15.       20.300016 35.       16.674631]
sedan4door_-30_23_-36_35_15_20_30_420:gt ['-30', '23', '-36', '35', '15']:pred [30.377977 23.       21.08161  35.       15.774454]
suv_-17_45_-22_35_46_230_70_420:gt ['-17', '45', '-22', '35', '46']:pred [16.725355 38.45475  36.75949  27.699503 27.640856]
sedan4door_-50_15_-22_35_46_230_30_420:gt ['-50', '15', '-22', '35', '46']:pred [50.       22.1728   22.       26.409206 40.128014]
sedan2door_-17_23_-4_10_15_230_70_420:gt ['-17', '23', '-4', '10', '15']:pred [11.317884 14.606798  4.       10.        6.145303]
suv_-50_23_-22_35_28_50_70_420:gt ['-50', '23', '-22', '35', '28']:pred [17.728241 43.107063 11.41664  32.552486 12.145136]
suv_-50_15_-4_48_15_230_30_420:gt ['-50', '15', '-4', '48', '15']:pred [50.       14.67827   4.       32.461292  7.989226]
sedan2door_-50_23_-36_10_46_50_30_420:gt ['-50', '23', '-36', '10', '46']:pred [31.669697 23.       36.       10.       46.      ]
hatchback_-30_15_-36_48_15_20_30_420:gt ['-30', '15', '-36', '48', '15']:pred [17.380888 15.       17.939453 48.       14.085572]
hybrid_-30_45_-36_48_28_140_30_420:gt ['-30', '45', '-36', '48', '28']:pred [10.43569   28.232569  36.        48.         6.3068542]
sedan4door_-50_15_-22_48_15_50_30_420:gt ['-50', '15', '-22', '48', '15']:pred [23.613665 15.        9.574817 48.       15.      ]
hatchback_-17_23_-36_35_28_20_70_420:gt ['-17', '23', '-36', '35', '28']:pred [12.628643 26.069563 16.030561 35.       34.151394]
hatchback_-17_45_-22_35_46_50_70_420:gt ['-17', '45', '-22', '35', '46']:pred [26.895363 35.23957  17.314026 35.       25.72613 ]
sedan4door_-30_45_-4_10_15_230_70_420:gt ['-30', '45', '-4', '10', '15']:pred [37.90851   33.366512   7.7141504 11.748292  12.096399 ]
hatchback_-17_23_-36_35_28_230_70_420:gt ['-17', '23', '-36', '35', '28']:pred [18.346815 27.96271  25.867176 31.31508  14.241808]
suv_-30_45_-22_48_46_140_70_420:gt ['-30', '45', '-22', '48', '46']:pred [27.479721 15.421874 18.68732  30.037912 39.580963]
hatchback_-30_15_-36_10_46_50_30_420:gt ['-30', '15', '-36', '10', '46']:pred [29.173134 15.       12.35955  10.       18.004213]
suv_-17_23_-36_48_46_140_70_420:gt ['-17', '23', '-36', '48', '46']:pred [25.965853  7.363954 33.947598 25.635122 37.170742]
sedan2door_-50_23_-4_48_28_50_30_420:gt ['-50', '23', '-4', '48', '28']:pred [30.721546 23.        4.       48.       28.      ]
hybrid_-17_45_-22_35_28_50_70_420:gt ['-17', '45', '-22', '35', '28']:pred [21.183035 22.393934 22.       35.       25.409372]
sedan2door_-30_23_-22_48_15_50_30_420:gt ['-30', '23', '-22', '48', '15']:pred [27.727404 23.       22.       48.       15.      ]
hatchback_-17_23_-36_48_46_20_70_420:gt ['-17', '23', '-36', '48', '46']:pred [10.734345 26.882662 23.251965 26.006256 34.173824]
hatchback_-30_45_-22_48_15_50_30_420:gt ['-30', '45', '-22', '48', '15']:pred [25.520979  9.289769  7.892929 48.       20.297321]
hatchback_-30_23_-22_48_28_230_30_420:gt ['-30', '23', '-22', '48', '28']:pred [30.       11.012362 22.       21.101274 33.31296 ]
suv_-50_23_-4_35_28_230_30_420:gt ['-50', '23', '-4', '35', '28']:pred [50.       14.171194  4.       19.800146 22.130371]
hybrid_-17_45_-4_48_28_230_70_420:gt ['-17', '45', '-4', '48', '28']:pred [15.2653675 26.79656    4.        48.        21.941904 ]
sedan4door_-17_23_-4_48_28_50_70_420:gt ['-17', '23', '-4', '48', '28']:pred [30.664232  23.438814  16.298508  48.         7.9003296]
hybrid_-17_45_-4_10_46_50_30_420:gt ['-17', '45', '-4', '10', '46']:pred [22.132662 10.045789  4.       10.       25.549284]
hatchback_-50_15_-4_10_46_50_30_420:gt ['-50', '15', '-4', '10', '46']:pred [25.608538 15.       14.85131  10.       46.      ]
sedan2door_-30_15_-4_10_15_50_30_420:gt ['-30', '15', '-4', '10', '15']:pred [24.202566 15.        4.       10.       15.      ]
sedan2door_-17_45_-22_35_46_50_70_420:gt ['-17', '45', '-22', '35', '46']:pred [32.12948  23.03742  22.       35.       23.549175]
sedan2door_-30_45_-22_35_46_20_30_420:gt ['-30', '45', '-22', '35', '46']:pred [33.257206 45.       22.       35.       39.381443]
hatchback_-17_15_-36_35_46_230_30_420:gt ['-17', '15', '-36', '35', '46']:pred [17.        9.555769 36.       15.986107 43.297546]
hatchback_-30_23_-4_10_28_230_70_420:gt ['-30', '23', '-4', '10', '28']:pred [36.036266 23.158922  6.601637 14.416978 19.33606 ]
sedan4door_-50_23_-4_35_15_20_30_420:gt ['-50', '23', '-4', '35', '15']:pred [31.43892  23.       15.411728 35.       16.11929 ]
sedan4door_-50_23_-4_10_28_230_70_420:gt ['-50', '23', '-4', '10', '28']:pred [32.04695   15.879673   5.2535815  5.9847593 24.409254 ]
hatchback_-50_45_-22_48_15_50_70_420:gt ['-50', '45', '-22', '48', '15']:pred [37.785957 40.822258 11.381625 34.912045 11.862886]
sedan4door_-50_15_-22_48_15_140_70_420:gt ['-50', '15', '-22', '48', '15']:pred [31.478315  6.002373 15.105609 36.092922 16.54838 ]
sedan2door_-30_15_-22_10_46_20_30_420:gt ['-30', '15', '-22', '10', '46']:pred [31.457878 15.       22.       10.       34.30355 ]
suv_-30_23_-4_35_46_230_70_420:gt ['-30', '23', '-4', '35', '46']:pred [37.827778 22.69077  31.281301 21.947212 27.494835]
sedan4door_-50_23_-36_35_15_50_70_420:gt ['-50', '23', '-36', '35', '15']:pred [27.96087  32.388298 19.673027 29.02202   9.919684]
hatchback_-30_45_-4_35_15_50_70_420:gt ['-30', '45', '-4', '35', '15']:pred [32.56742  34.379128 18.258371 22.842283 16.584192]
suv_-17_23_-36_10_15_50_70_420:gt ['-17', '23', '-36', '10', '15']:pred [31.01402  28.026178  9.183559 21.85176   9.449038]
hybrid_-30_23_-36_35_28_230_70_420:gt ['-30', '23', '-36', '35', '28']:pred [35.76493  15.414797 36.       35.       21.6251  ]
suv_-50_45_-36_35_28_20_30_420:gt ['-50', '45', '-36', '35', '28']:pred [30.007042 45.       25.928991 35.       23.010845]
suv_-50_15_-4_48_28_230_70_420:gt ['-50', '15', '-4', '48', '28']:pred [26.593496 14.123847 20.467186 32.70059  18.49974 ]
hybrid_-30_15_-4_35_46_140_70_420:gt ['-30', '15', '-4', '35', '46']:pred [27.524612  7.505764  9.205487  9.923377 39.812073]
