hatchback_-17_23_-22_35_46_50_30_420 gt:['-17', '23', '-22', '35', '46'] pred:[16.039074  23.        53.794945  38.30845    1.0227133]
hatchback_-50_45_-4_48_28_140_30_420 gt:['-50', '45', '-4', '48', '28'] pred:[50.       21.643307 44.507874 43.409126 28.      ]
suv_-50_15_-22_10_15_140_70_420 gt:['-50', '15', '-22', '10', '15'] pred:[34.257233 18.233913 32.810047 10.623574  7.421882]
sedan2door_-30_15_-4_35_15_140_70_420 gt:['-30', '15', '-4', '35', '15'] pred:[23.00653  21.287857  4.       12.002584 18.361885]
hybrid_-50_15_-36_48_46_140_70_420 gt:['-50', '15', '-36', '48', '46'] pred:[30.25614  29.667316 35.709183 10.388537 31.601875]
sedan2door_-50_15_-4_10_46_230_30_420 gt:['-50', '15', '-4', '10', '46'] pred:[50.       16.363953  4.        9.733273 37.550175]
sedan2door_-50_45_-4_10_28_50_30_420 gt:['-50', '45', '-4', '10', '28'] pred:[32.012276  45.        47.286407  24.087175   1.1176747]
suv_-17_15_-22_10_28_20_70_420 gt:['-17', '15', '-22', '10', '28'] pred:[14.654926  7.934851 29.609896 18.76122  11.565751]
hatchback_-17_15_-36_35_15_140_30_420 gt:['-17', '15', '-36', '35', '15'] pred:[17.      15.08246 36.      36.8109  15.     ]
sedan4door_-30_23_-36_10_15_20_70_420 gt:['-30', '23', '-36', '10', '15'] pred:[31.127214 12.239299 27.974781 10.        7.949609]
sedan2door_-50_15_-36_35_28_20_30_420 gt:['-50', '15', '-36', '35', '28'] pred:[33.65392  15.       41.893745 35.       19.77026 ]
suv_-17_23_-22_48_15_140_70_420 gt:['-17', '23', '-22', '48', '15'] pred:[13.228093  19.850777  46.78671   26.409143   5.8807464]
sedan4door_-50_15_-4_48_15_230_30_420 gt:['-50', '15', '-4', '48', '15'] pred:[50.       20.626719  4.       37.12374  33.867134]
sedan2door_-17_23_-4_48_46_20_70_420 gt:['-17', '23', '-4', '48', '46'] pred:[25.003805  9.648394 20.675522 21.965906 36.374172]
suv_-17_15_-36_48_28_50_70_420 gt:['-17', '15', '-36', '48', '28'] pred:[ 6.0875363 10.458927  36.802155   8.641191  21.421574 ]
sedan4door_-30_15_-36_35_28_230_70_420 gt:['-30', '15', '-36', '35', '28'] pred:[12.840505  14.353139  45.05124   14.6276455 12.337434 ]
hatchback_-30_23_-22_35_15_140_30_420 gt:['-30', '23', '-22', '35', '15'] pred:[30.       14.115056 22.       38.88562  15.      ]
suv_-17_23_-22_48_15_20_30_420 gt:['-17', '23', '-22', '48', '15'] pred:[11.781327 23.       53.512184 50.651604  6.532439]
hatchback_-17_15_-4_35_28_50_70_420 gt:['-17', '15', '-4', '35', '28'] pred:[15.900834  4.759705 16.466398 12.627461 19.872086]
hatchback_-17_45_-4_10_28_50_30_420 gt:['-17', '45', '-4', '10', '28'] pred:[19.20357   45.        50.97596   10.         1.3581938]
hybrid_-50_15_-36_48_15_230_30_420 gt:['-50', '15', '-36', '48', '15'] pred:[50.        9.927005 36.        6.64977  20.757994]
suv_-17_23_-4_35_46_20_70_420 gt:['-17', '23', '-4', '35', '46'] pred:[16.649267 17.220644 23.503428 14.870808 19.094479]
hybrid_-17_45_-4_48_28_50_30_420 gt:['-17', '45', '-4', '48', '28'] pred:[12.416489 45.       29.140434 50.572163 26.444046]
suv_-17_23_-4_48_15_20_70_420 gt:['-17', '23', '-4', '48', '15'] pred:[20.19478   14.718761  11.667421  14.233075   7.1691265]
suv_-30_45_-36_35_15_140_30_420 gt:['-30', '45', '-36', '35', '15'] pred:[30.       30.44825  36.       45.253574 15.      ]
sedan4door_-30_15_-4_35_46_230_30_420 gt:['-30', '15', '-4', '35', '46'] pred:[30.       17.99094   4.       25.527565 44.07543 ]
hatchback_-17_15_-22_48_15_230_70_420 gt:['-17', '15', '-22', '48', '15'] pred:[ 6.0169163  4.811766  43.28588    7.573431  10.6654   ]
hatchback_-17_15_-22_35_15_140_30_420 gt:['-17', '15', '-22', '35', '15'] pred:[17.       14.836968 22.       36.87286  15.      ]
sedan4door_-30_15_-4_48_28_230_70_420 gt:['-30', '15', '-4', '48', '28'] pred:[ 8.6173725 13.196607  33.53626   11.944682  14.649446 ]
sedan2door_-30_23_-22_10_15_230_70_420 gt:['-30', '23', '-22', '10', '15'] pred:[16.355171 18.84565  25.300064 10.00241  13.617928]
hatchback_-30_23_-36_10_46_20_30_420 gt:['-30', '23', '-36', '10', '46'] pred:[24.178614 23.       54.65356  10.        9.302435]
sedan4door_-30_23_-4_48_46_140_30_420 gt:['-30', '23', '-4', '48', '46'] pred:[30.       14.359444  4.       46.282562 46.      ]
sedan4door_-30_23_-36_10_46_50_70_420 gt:['-30', '23', '-36', '10', '46'] pred:[24.284637 17.87688  20.941895 10.344461 20.527842]
sedan4door_-50_15_-36_35_28_50_70_420 gt:['-50', '15', '-36', '35', '28'] pred:[31.704573 22.351171 20.492321 12.493982 12.57258 ]
hybrid_-50_23_-36_35_15_230_70_420 gt:['-50', '23', '-36', '35', '15'] pred:[14.424437   8.682594  23.426638  13.772437   6.4191265]
sedan4door_-50_45_-22_35_46_140_30_420 gt:['-50', '45', '-22', '35', '46'] pred:[10.786036 25.326588 32.10377  39.230682 46.      ]
hybrid_-17_45_-22_10_28_140_30_420 gt:['-17', '45', '-22', '10', '28'] pred:[ 6.018784 28.793848 38.58477  13.999047 28.      ]
sedan2door_-50_23_-36_35_46_140_70_420 gt:['-50', '23', '-36', '35', '46'] pred:[25.33593   22.609     29.559563   6.8825755 31.61774  ]
sedan4door_-50_23_-4_48_28_20_30_420 gt:['-50', '23', '-4', '48', '28'] pred:[19.099588 23.       43.55442  48.        8.889641]
hybrid_-50_45_-4_10_46_50_70_420 gt:['-50', '45', '-4', '10', '46'] pred:[27.542376 24.571367 41.996098 22.774496 35.301693]
sedan2door_-50_45_-36_35_46_230_70_420 gt:['-50', '45', '-36', '35', '46'] pred:[10.733973 21.894943 18.199593 13.952519 35.968063]
hatchback_-17_23_-4_35_28_20_70_420 gt:['-17', '23', '-4', '35', '28'] pred:[19.588877  8.608669 17.863274 26.470114 17.738234]
hybrid_-30_23_-22_10_15_50_70_420 gt:['-30', '23', '-22', '10', '15'] pred:[28.918995 17.050884 24.069221 21.683292 20.07387 ]
suv_-17_45_-22_10_46_230_70_420 gt:['-17', '45', '-22', '10', '46'] pred:[ 3.9244816 19.449041  47.190727   4.422557   9.288785 ]
sedan2door_-30_23_-22_10_46_140_70_420 gt:['-30', '23', '-22', '10', '46'] pred:[20.194002  19.997953  37.818325   7.1098123 35.760696 ]
sedan2door_-50_23_-4_35_15_140_70_420 gt:['-50', '23', '-4', '35', '15'] pred:[30.140436 27.451925 34.393223  8.030586 14.786293]
hybrid_-30_45_-22_35_28_140_30_420 gt:['-30', '45', '-22', '35', '28'] pred:[30.       32.062107 35.825165 15.300898 28.      ]
sedan4door_-50_15_-22_48_28_50_70_420 gt:['-50', '15', '-22', '48', '28'] pred:[34.51471  24.834236 12.179785 12.282644  9.287965]
sedan4door_-50_15_-36_10_46_50_70_420 gt:['-50', '15', '-36', '10', '46'] pred:[35.43642  16.3353   22.885765 10.361834 18.702871]
sedan4door_-50_23_-4_35_28_230_70_420 gt:['-50', '23', '-4', '35', '28'] pred:[15.792725  18.545584  16.405262  11.260462   7.9111094]
hatchback_-50_45_-22_48_46_140_70_420 gt:['-50', '45', '-22', '48', '46'] pred:[29.136452 25.806778 30.3979   25.826923 24.61992 ]
suv_-50_45_-22_48_28_230_30_420 gt:['-50', '45', '-22', '48', '28'] pred:[50.       30.899195 22.       50.078983 17.316784]
hatchback_-30_15_-36_10_46_230_70_420 gt:['-30', '15', '-36', '10', '46'] pred:[14.519466 12.433641 43.6353    9.294492 33.3035  ]
sedan2door_-30_15_-36_48_28_140_30_420 gt:['-30', '15', '-36', '48', '28'] pred:[30.       19.379143 36.       31.250504 28.      ]
sedan4door_-50_23_-22_35_28_50_30_420 gt:['-50', '23', '-22', '35', '28'] pred:[26.909771  23.        52.587906  48.658615   0.6138595]
sedan2door_-30_45_-36_48_46_20_30_420 gt:['-30', '45', '-36', '48', '46'] pred:[22.672249 45.       32.527    48.       14.594334]
sedan4door_-30_23_-36_48_28_140_30_420 gt:['-30', '23', '-36', '48', '28'] pred:[ 3.5116806 16.743534  36.        44.275158  28.       ]
sedan4door_-50_45_-22_10_28_50_70_420 gt:['-50', '45', '-22', '10', '28'] pred:[37.93789   25.27628   11.669804   4.6484656 16.702503 ]
hybrid_-30_23_-22_48_15_230_30_420 gt:['-30', '23', '-22', '48', '15'] pred:[30.        10.208684  22.         6.2878995 25.213518 ]
hatchback_-30_15_-22_35_15_230_70_420 gt:['-30', '15', '-22', '35', '15'] pred:[14.83765   8.806261 34.498066 13.924452 13.931735]
suv_-50_15_-36_48_46_20_30_420 gt:['-50', '15', '-36', '48', '46'] pred:[26.912233  15.        53.74022   51.371124   3.0316203]
sedan4door_-50_45_-36_35_28_140_70_420 gt:['-50', '45', '-36', '35', '28'] pred:[29.843544  30.660942  39.431854  18.449356   4.1936316]
sedan2door_-50_45_-36_35_46_20_30_420 gt:['-50', '45', '-36', '35', '46'] pred:[27.182146 45.       31.589188 35.       22.35529 ]
sedan4door_-50_15_-36_35_46_140_70_420 gt:['-50', '15', '-36', '35', '46'] pred:[26.04873   13.5111265 37.116592  14.434937  16.60598  ]
hatchback_-30_23_-36_48_46_50_30_420 gt:['-30', '23', '-36', '48', '46'] pred:[18.75433    23.         54.96632    48.          0.81612617]
suv_-30_45_-22_48_46_230_70_420 gt:['-30', '45', '-22', '48', '46'] pred:[11.990352  20.126442  43.05976   19.795572   6.4734373]
sedan2door_-17_15_-22_10_15_20_30_420 gt:['-17', '15', '-22', '10', '15'] pred:[21.96891  15.       36.837852 10.       16.268553]
hatchback_-17_23_-36_10_28_50_30_420 gt:['-17', '23', '-36', '10', '28'] pred:[16.807854   23.         57.865536   10.          0.50745565]
hatchback_-50_15_-4_35_28_50_70_420 gt:['-50', '15', '-4', '35', '28'] pred:[34.010666 12.771522 18.396248  9.277377 26.049507]
hybrid_-50_15_-22_10_46_230_30_420 gt:['-50', '15', '-22', '10', '46'] pred:[50.       16.041735 22.       16.788372 44.05145 ]
hatchback_-17_15_-22_48_46_20_30_420 gt:['-17', '15', '-22', '48', '46'] pred:[11.3048115 15.        53.110687  48.854687   7.705106 ]
sedan2door_-17_23_-36_10_46_50_30_420 gt:['-17', '23', '-36', '10', '46'] pred:[21.674236 23.       28.853893 31.228827  5.631257]
sedan4door_-17_15_-22_10_15_50_70_420 gt:['-17', '15', '-22', '10', '15'] pred:[28.55312    9.7931385 10.317854   5.8427935 10.054686 ]
hybrid_-50_23_-4_10_15_140_70_420 gt:['-50', '23', '-4', '10', '15'] pred:[29.016996  33.50716   26.064003   5.0230227  9.152154 ]
hatchback_-17_23_-22_10_28_140_30_420 gt:['-17', '23', '-22', '10', '28'] pred:[17.       15.64644  22.       36.346203 28.      ]
sedan4door_-30_45_-4_48_15_20_70_420 gt:['-30', '45', '-4', '48', '15'] pred:[31.005266  23.83862    9.242514  48.         4.7950573]
sedan2door_-17_23_-22_48_28_140_30_420 gt:['-17', '23', '-22', '48', '28'] pred:[17.       21.516367 22.       38.583744 28.      ]
hybrid_-50_23_-4_10_46_20_70_420 gt:['-50', '23', '-4', '10', '46'] pred:[31.848238   6.1772685 33.09971   10.        13.635857 ]
hatchback_-50_23_-22_48_46_140_70_420 gt:['-50', '23', '-22', '48', '46'] pred:[36.953484 17.015455 30.35847  20.476774 23.67769 ]
sedan2door_-30_45_-36_10_46_20_70_420 gt:['-30', '45', '-36', '10', '46'] pred:[30.388891  33.52376   13.8231535 14.452413  33.00197  ]
hatchback_-30_45_-22_35_46_20_30_420 gt:['-30', '45', '-22', '35', '46'] pred:[20.342957 45.       54.308575 35.        5.714636]
hatchback_-50_15_-22_35_46_50_30_420 gt:['-50', '15', '-22', '35', '46'] pred:[25.451588 15.       55.699276 35.        1.130541]
suv_-50_15_-36_10_15_140_70_420 gt:['-50', '15', '-36', '10', '15'] pred:[33.618725 17.089258 31.055782 11.050434  6.864048]
sedan4door_-17_15_-4_48_46_230_30_420 gt:['-17', '15', '-4', '48', '46'] pred:[17.       13.527873  4.       40.899044 41.94274 ]
suv_-30_45_-22_35_28_140_30_420 gt:['-30', '45', '-22', '35', '28'] pred:[30.      24.88664 22.      47.79069 28.     ]
hybrid_-30_45_-22_48_28_20_70_420 gt:['-30', '45', '-22', '48', '28'] pred:[25.173542 21.07705  19.066538 29.016533 10.454387]
suv_-50_15_-36_48_28_140_30_420 gt:['-50', '15', '-36', '48', '28'] pred:[50.       14.887972 43.990868 44.55898  28.      ]
hatchback_-50_15_-36_48_28_20_70_420 gt:['-50', '15', '-36', '48', '28'] pred:[21.085693  8.902483 22.133884 34.86969  14.205912]
hybrid_-30_45_-36_48_46_140_30_420 gt:['-30', '45', '-36', '48', '46'] pred:[ 6.1156144 32.770454  39.60839   15.896072  46.       ]
sedan4door_-30_45_-4_10_46_140_30_420 gt:['-30', '45', '-4', '10', '46'] pred:[11.149774 23.869722 28.450361 27.835106 46.      ]
sedan2door_-30_23_-36_35_15_50_70_420 gt:['-30', '23', '-36', '35', '15'] pred:[23.368294 16.246286 16.050297 20.345045 35.762478]
hybrid_-50_23_-22_48_46_20_70_420 gt:['-50', '23', '-22', '48', '46'] pred:[31.789272   6.3549943 33.327587  48.        13.339623 ]
sedan2door_-17_45_-36_10_28_230_30_420 gt:['-17', '45', '-36', '10', '28'] pred:[17.       33.31385  36.       19.221752 31.280794]
sedan4door_-50_45_-36_48_15_230_70_420 gt:['-50', '45', '-36', '48', '15'] pred:[19.474016  29.204266  40.591152  17.374275   4.1795006]
suv_-30_23_-36_10_28_140_70_420 gt:['-30', '23', '-36', '10', '28'] pred:[15.108152  24.203657  39.89113    6.1796904 22.38444  ]
suv_-30_23_-4_48_46_20_30_420 gt:['-30', '23', '-4', '48', '46'] pred:[21.243576 23.       53.199535 45.051197  4.991126]
sedan4door_-50_23_-22_35_46_20_70_420 gt:['-50', '23', '-22', '35', '46'] pred:[27.99458  10.534425 33.747505 13.429072 15.922605]
sedan4door_-30_23_-36_35_46_20_70_420 gt:['-30', '23', '-36', '35', '46'] pred:[30.575598  8.922029 33.219414 35.       14.033547]
sedan4door_-50_15_-36_48_15_230_30_420 gt:['-50', '15', '-36', '48', '15'] pred:[50.      23.75719 36.      31.9939  33.81664]
hatchback_-17_15_-36_35_15_230_30_420 gt:['-17', '15', '-36', '35', '15'] pred:[17.       13.003914 36.       23.570917 20.620085]
suv_-50_23_-4_48_46_230_70_420 gt:['-50', '23', '-4', '48', '46'] pred:[ 7.928044 20.236343 31.414454 18.380392  6.961232]
suv_-50_45_-22_10_28_140_30_420 gt:['-50', '45', '-22', '10', '28'] pred:[50.       26.765808 46.839993 31.903595 28.      ]
suv_-30_15_-36_48_46_50_70_420 gt:['-30', '15', '-36', '48', '46'] pred:[ 7.8237524 15.779496  38.312668  10.444552  24.271757 ]
hatchback_-17_15_-4_35_15_20_30_420 gt:['-17', '15', '-4', '35', '15'] pred:[15.970561  15.        50.675125  37.9863     2.2182734]
sedan2door_-17_15_-22_48_28_50_70_420 gt:['-17', '15', '-22', '48', '28'] pred:[19.44117  13.096723 16.56158  18.79186  35.40436 ]
sedan2door_-30_15_-22_35_28_50_70_420 gt:['-30', '15', '-22', '35', '28'] pred:[23.99849   8.956158 15.022945 24.928967 39.8996  ]
hatchback_-17_45_-4_35_15_20_70_420 gt:['-17', '45', '-4', '35', '15'] pred:[16.57757  23.185871 18.567486 16.761911 16.494394]
sedan4door_-30_15_-36_35_15_230_30_420 gt:['-30', '15', '-36', '35', '15'] pred:[30.       24.658886 36.       21.277868 34.470833]
hatchback_-17_45_-22_10_46_140_30_420 gt:['-17', '45', '-22', '10', '46'] pred:[17.       24.567621 22.       37.58756  46.      ]
sedan4door_-30_45_-4_48_15_50_30_420 gt:['-30', '45', '-4', '48', '15'] pred:[18.784367   11.650534   34.40573    43.675587    0.32858005]
sedan2door_-30_23_-36_35_15_140_70_420 gt:['-30', '23', '-36', '35', '15'] pred:[24.529099  23.898167  42.161297   7.8064504 18.673685 ]
hybrid_-50_15_-22_48_28_140_70_420 gt:['-50', '15', '-22', '48', '28'] pred:[31.08401   27.27934   32.885273   9.355594   6.4487123]
hybrid_-30_45_-36_35_46_50_70_420 gt:['-30', '45', '-36', '35', '46'] pred:[27.233353 23.186016 31.570375 17.240175 34.31633 ]
sedan4door_-17_45_-4_10_15_230_30_420 gt:['-17', '45', '-4', '10', '15'] pred:[17.       37.269413  4.       27.324827 29.211683]
sedan4door_-50_45_-4_35_28_140_30_420 gt:['-50', '45', '-4', '35', '28'] pred:[ 7.519749 29.829245 36.402767 36.000153 28.      ]
hybrid_-30_15_-36_10_46_140_30_420 gt:['-30', '15', '-36', '10', '46'] pred:[30.       17.028524 36.       17.03575  46.      ]
suv_-17_15_-36_10_46_50_70_420 gt:['-17', '15', '-36', '10', '46'] pred:[ 9.636679 10.1229   24.999323  5.618335 26.190746]
hybrid_-30_15_-36_48_46_140_70_420 gt:['-30', '15', '-36', '48', '46'] pred:[21.788086 28.834654 36.959126 14.308428 28.789705]
hatchback_-17_45_-36_35_15_230_70_420 gt:['-17', '45', '-36', '35', '15'] pred:[ 6.505383 13.828762 41.83558  15.225616 11.737449]
sedan4door_-50_45_-4_35_28_140_70_420 gt:['-50', '45', '-4', '35', '28'] pred:[36.167595 31.149408 27.247627 11.92325   5.669394]
hybrid_-50_45_-4_10_46_230_30_420 gt:['-50', '45', '-4', '10', '46'] pred:[50.       32.088306  4.       36.926685 41.283207]
hatchback_-30_45_-22_10_28_230_30_420 gt:['-30', '45', '-22', '10', '28'] pred:[30.       27.297037 22.       38.94196  21.06766 ]
hatchback_-50_23_-36_48_28_50_70_420 gt:['-50', '23', '-36', '48', '28'] pred:[31.532625 26.226683 40.451473 13.244544 22.543013]
hatchback_-17_45_-36_35_15_140_70_420 gt:['-17', '45', '-36', '35', '15'] pred:[21.08662   22.063961  36.142014  18.948252   6.6796165]
hybrid_-30_15_-4_10_28_140_70_420 gt:['-30', '15', '-4', '10', '28'] pred:[22.513641 25.96237  35.96075  13.229551  4.793133]
sedan2door_-50_15_-36_35_46_230_30_420 gt:['-50', '15', '-36', '35', '46'] pred:[50.       16.549635 36.        9.010139 37.62457 ]
hybrid_-30_45_-22_35_28_20_70_420 gt:['-30', '45', '-22', '35', '28'] pred:[24.701801 20.989733 19.467113 28.398294 10.08392 ]
sedan2door_-17_15_-36_10_28_140_70_420 gt:['-17', '15', '-36', '10', '28'] pred:[11.348142 15.057732 36.       16.404968 22.604698]
hatchback_-50_15_-22_35_28_140_70_420 gt:['-50', '15', '-22', '35', '28'] pred:[30.801916 12.911213 17.82624  22.663864  8.171854]
sedan4door_-17_45_-22_35_46_140_30_420 gt:['-17', '45', '-22', '35', '46'] pred:[11.552132 28.17994  31.690365 41.984238 46.      ]
suv_-50_15_-22_48_46_50_70_420 gt:['-50', '15', '-22', '48', '46'] pred:[21.65021  19.932173 27.500586  8.799887 20.274168]
suv_-50_45_-22_35_46_20_30_420 gt:['-50', '45', '-22', '35', '46'] pred:[23.866634  45.        54.233433  45.87791    2.1266117]
sedan4door_-30_45_-22_10_15_140_70_420 gt:['-30', '45', '-22', '10', '15'] pred:[32.00999   30.007647  34.525856  13.009926   5.4729986]
hybrid_-50_15_-36_48_15_50_70_420 gt:['-50', '15', '-36', '48', '15'] pred:[33.511597 13.890871 39.47522  23.084461 23.79211 ]
sedan2door_-17_15_-36_48_15_50_30_420 gt:['-17', '15', '-36', '48', '15'] pred:[23.23101  15.       26.986088 35.97591  11.013663]
suv_-30_15_-4_48_46_20_70_420 gt:['-30', '15', '-4', '48', '46'] pred:[30.42831  15.933879 22.75376  12.232126 18.600695]
sedan2door_-50_45_-22_35_46_140_30_420 gt:['-50', '45', '-22', '35', '46'] pred:[ 9.103567 23.91047  22.       32.124832 46.      ]
sedan4door_-30_23_-22_10_28_140_70_420 gt:['-30', '23', '-22', '10', '28'] pred:[26.291197 22.246922 31.528828  9.667651 15.103733]
sedan4door_-17_23_-36_35_15_50_30_420 gt:['-17', '23', '-36', '35', '15'] pred:[24.356256 23.       55.902184 50.1717   15.      ]
suv_-50_23_-36_10_28_50_30_420 gt:['-50', '23', '-36', '10', '28'] pred:[23.836002  23.        49.49923   10.         1.2463472]
hatchback_-17_15_-22_48_46_230_70_420 gt:['-17', '15', '-22', '48', '46'] pred:[ 8.751196  5.749726 45.605267  8.912937 36.438946]
suv_-17_15_-4_48_46_50_70_420 gt:['-17', '15', '-4', '48', '46'] pred:[ 7.0123377 15.271897  18.667456   5.5801272 23.207869 ]
suv_-30_23_-36_10_28_230_70_420 gt:['-30', '23', '-36', '10', '28'] pred:[16.179989   9.290218  50.35198   15.016746   8.7347555]
sedan2door_-30_15_-4_35_46_140_30_420 gt:['-30', '15', '-4', '35', '46'] pred:[30.       20.892714  4.       34.35642  46.      ]
sedan2door_-50_15_-22_48_15_230_70_420 gt:['-50', '15', '-22', '48', '15'] pred:[10.834654 16.133791 32.011036  9.44164   8.930759]
hybrid_-50_15_-36_48_46_230_70_420 gt:['-50', '15', '-36', '48', '46'] pred:[13.160457  9.704395 31.146881 15.673109 20.362514]
hybrid_-17_23_-36_10_28_140_30_420 gt:['-17', '23', '-36', '10', '28'] pred:[17.       15.269743 36.       17.818615 28.      ]
sedan2door_-50_45_-22_35_28_20_70_420 gt:['-50', '45', '-22', '35', '28'] pred:[26.987558 36.33475  21.447481 23.303843 21.178865]
sedan2door_-30_23_-36_35_28_20_30_420 gt:['-30', '23', '-36', '35', '28'] pred:[29.324846 23.       38.769848 35.       15.14919 ]
hybrid_-17_45_-4_10_46_140_30_420 gt:['-17', '45', '-4', '10', '46'] pred:[ 7.2929044 30.279049  43.204784  15.365459  46.       ]
hatchback_-30_45_-22_35_28_50_30_420 gt:['-30', '45', '-22', '35', '28'] pred:[22.042236  45.        51.885986  35.         1.3634465]
suv_-17_45_-4_48_15_20_70_420 gt:['-17', '45', '-4', '48', '15'] pred:[17.306494  34.866447  11.410711   7.6755953  5.431157 ]
sedan4door_-50_23_-22_35_46_230_70_420 gt:['-50', '23', '-22', '35', '46'] pred:[20.482561 17.811344 32.0234   11.388358 23.528673]
hatchback_-17_15_-36_35_46_50_70_420 gt:['-17', '15', '-36', '35', '46'] pred:[17.114471  8.157382 41.47815  14.938491 14.858332]
sedan4door_-30_15_-36_35_28_20_30_420 gt:['-30', '15', '-36', '35', '28'] pred:[19.37283   15.        53.871346  35.         7.5515456]
sedan4door_-30_45_-22_10_28_50_30_420 gt:['-30', '45', '-22', '10', '28'] pred:[16.845102   10.356198   41.417023   47.722404    0.48995578]
suv_-30_45_-22_35_46_20_70_420 gt:['-30', '45', '-22', '35', '46'] pred:[16.931097 31.343407 36.10722   9.578199 10.256498]
