sedan2door_-40_40_0_0_20_280_40_450 gt:['-40', '40', '0', '0', '20'] pred:[39.060196  42.63761    7.7773824 15.438688  16.695766 ]
hybrid_0_20_-20_40_0_0_20_400 gt:['0', '20', '-20', '40', '0'] pred:[ 1.168844 20.        6.508343 40.        0.      ]
suv_-20_0_-20_20_20_320_60_400 gt:['-20', '0', '-20', '20', '20'] pred:[17.55266  12.147905 14.096648 10.978756 18.638887]
sedan4door_-20_40_0_20_20_160_20_450 gt:['-20', '40', '0', '20', '20'] pred:[20.      44.11282  0.      18.50031 20.     ]
hybrid_-20_20_0_20_20_240_80_450 gt:['-20', '20', '0', '20', '20'] pred:[20.816608 14.925432 17.175905 13.829246 16.194334]
hatchback_-40_0_0_40_20_120_40_400 gt:['-40', '0', '0', '40', '20'] pred:[40.         2.0037625  0.        45.80948   20.       ]
hybrid_0_20_-40_40_40_320_20_400 gt:['0', '20', '-40', '40', '40'] pred:[ 1.8735871 20.         3.6660109 40.        43.02881  ]
suv_-20_40_-20_0_20_120_40_450 gt:['-20', '40', '-20', '0', '20'] pred:[20.        41.408947  20.         3.7936745 20.       ]
sedan2door_0_0_-20_40_0_40_20_450 gt:['0', '0', '-20', '40', '0'] pred:[ 2.0488317  0.         7.8251605 40.         0.       ]
hatchback_-20_0_-20_0_0_240_80_400 gt:['-20', '0', '-20', '0', '0'] pred:[14.179368   2.1005619 14.104452   2.0692859  0.6603128]
suv_-20_0_-20_40_20_0_20_450 gt:['-20', '0', '-20', '40', '20'] pred:[16.947851  0.       16.365376 40.       20.      ]
suv_-40_40_0_20_0_200_20_450 gt:['-40', '40', '0', '20', '0'] pred:[40.        43.23748    0.        14.174023   1.6304183]
hatchback_-40_40_-20_40_40_80_20_450 gt:['-40', '40', '-20', '40', '40'] pred:[41.37221 40.      15.37443 40.      40.     ]
suv_-20_0_-40_20_0_160_80_450 gt:['-20', '0', '-40', '20', '0'] pred:[19.981731   2.5078578 44.996754  16.064018   1.4072856]
sedan4door_-20_0_0_20_20_320_80_450 gt:['-20', '0', '0', '20', '20'] pred:[20.044426   2.437874   3.2213163 23.124294  16.746675 ]
hybrid_-40_40_0_0_20_320_40_450 gt:['-40', '40', '0', '0', '20'] pred:[42.283955 40.       17.842058  0.       21.06355 ]
suv_0_40_0_40_0_80_60_450 gt:['0', '40', '0', '40', '0'] pred:[ 2.1368372 41.007153   2.2907212 49.85944    1.3093753]
hybrid_-40_40_-40_0_0_40_80_400 gt:['-40', '40', '-40', '0', '0'] pred:[40.901062  45.00875   10.633572  13.746204   1.0319481]
sedan2door_0_0_-40_40_0_360_40_400 gt:['0', '0', '-40', '40', '0'] pred:[ 2.0710766  0.         5.6675735 40.         1.0711973]
hatchback_-20_0_-40_40_0_320_60_450 gt:['-20', '0', '-40', '40', '0'] pred:[18.16624   6.458407 36.943333 36.598236  1.535998]
suv_-40_20_-40_0_40_320_20_450 gt:['-40', '20', '-40', '0', '40'] pred:[40.024693 20.       44.33626   0.       38.35951 ]
suv_-40_0_-40_20_0_80_60_450 gt:['-40', '0', '-40', '20', '0'] pred:[43.911194   3.191075  43.49415   15.395005   1.1844819]
hybrid_0_20_-40_40_20_0_60_450 gt:['0', '20', '-40', '40', '20'] pred:[ 2.4047246 17.207716   6.926056  40.        18.62222  ]
sedan2door_-20_0_0_0_40_80_40_400 gt:['-20', '0', '0', '0', '40'] pred:[17.646053   1.5431737 19.733356   0.        40.       ]
hatchback_-40_0_0_40_20_160_20_400 gt:['-40', '0', '0', '40', '20'] pred:[40.         2.0657167  0.        43.739784  20.       ]
suv_-20_40_-40_20_20_120_20_450 gt:['-20', '40', '-40', '20', '20'] pred:[20.       43.600674 40.        9.023818 20.      ]
sedan2door_0_40_-20_20_20_240_80_400 gt:['0', '40', '-20', '20', '20'] pred:[ 1.7424104 44.066303   4.6856785 12.992195  18.432903 ]
sedan4door_0_20_-20_20_40_120_60_400 gt:['0', '20', '-20', '20', '40'] pred:[ 2.0673976 19.183403  20.        16.114187  43.84249  ]
suv_-20_0_-20_0_20_360_60_450 gt:['-20', '0', '-20', '0', '20'] pred:[21.317053  8.519892 18.583225  0.       21.207731]
sedan4door_-40_40_-40_20_20_120_80_400 gt:['-40', '40', '-40', '20', '20'] pred:[34.049282 36.2913   37.21166  20.436808 20.364403]
hybrid_-40_40_0_0_20_240_80_400 gt:['-40', '40', '0', '0', '20'] pred:[42.265457 41.59959  19.366793 13.59495  18.989952]
suv_-40_20_-40_20_20_40_40_450 gt:['-40', '20', '-40', '20', '20'] pred:[37.588318 20.       35.06881  20.       18.609142]
suv_-40_40_0_20_40_40_60_400 gt:['-40', '40', '0', '20', '40'] pred:[43.54132   45.465263   2.8784726 20.        40.92442  ]
sedan4door_-20_20_-40_20_0_40_60_400 gt:['-20', '20', '-40', '20', '0'] pred:[22.346155  10.795391  52.20298   20.         2.9167395]
sedan4door_0_40_-40_20_40_160_40_450 gt:['0', '40', '-40', '20', '40'] pred:[ 0.       42.88684  40.       14.276483 41.14137 ]
sedan2door_-40_0_-20_0_20_360_60_450 gt:['-40', '0', '-20', '0', '20'] pred:[42.633465   2.069367   9.4156475  0.        20.016174 ]
suv_-40_20_-20_0_40_160_20_450 gt:['-40', '20', '-20', '0', '40'] pred:[40.        18.675951  20.         1.8865225 40.       ]
suv_-20_0_-20_20_20_360_60_450 gt:['-20', '0', '-20', '20', '20'] pred:[20.39301   6.687515 18.308186 20.       18.211094]
hybrid_0_20_-40_0_40_160_40_400 gt:['0', '20', '-40', '0', '40'] pred:[ 0.       17.79471  40.        7.291365 43.028057]
hybrid_0_0_-40_40_0_200_20_400 gt:['0', '0', '-40', '40', '0'] pred:[ 0.         1.4727101 40.         7.9580874  1.0972131]
hatchback_-20_0_0_0_20_280_60_450 gt:['-20', '0', '0', '0', '20'] pred:[14.497375   1.8189445  1.5189182  2.976     17.283041 ]
suv_-20_40_-40_20_40_240_80_400 gt:['-20', '40', '-40', '20', '40'] pred:[16.846203 38.31439  41.49805  13.104079 38.549274]
hybrid_-20_0_0_20_20_160_60_400 gt:['-20', '0', '0', '20', '20'] pred:[21.342943   2.2538114  0.         5.702532  21.000782 ]
hybrid_0_0_-20_40_20_40_80_450 gt:['0', '0', '-20', '40', '20'] pred:[ 1.9397467  1.261786   4.30134    6.162481  15.401443 ]
sedan4door_0_0_-40_0_40_200_40_450 gt:['0', '0', '-40', '0', '40'] pred:[ 0.         1.3530165 40.         3.225842  40.218723 ]
hatchback_0_20_0_40_40_120_80_400 gt:['0', '20', '0', '40', '40'] pred:[ 1.8243182 22.146673   3.2102218 43.057476  40.360256 ]
suv_-20_20_-40_20_0_80_80_450 gt:['-20', '20', '-40', '20', '0'] pred:[15.526678 18.303675 37.75267  16.491617  0.      ]
sedan4door_0_0_0_40_0_240_40_450 gt:['0', '0', '0', '40', '0'] pred:[ 0.         3.1817837  0.        46.736923   1.5669948]
hybrid_-40_20_-40_40_20_120_60_400 gt:['-40', '20', '-40', '40', '20'] pred:[42.04334   20.009527  40.         6.5473895 20.363081 ]
hatchback_-40_0_0_0_0_160_80_450 gt:['-40', '0', '0', '0', '0'] pred:[44.59357    2.255146   5.074844   2.2836194  2.0472193]
sedan2door_-40_20_0_0_0_240_80_400 gt:['-40', '20', '0', '0', '0'] pred:[44.24399    19.212679   15.024337   12.155154    0.94211596]
sedan2door_0_40_0_20_20_160_80_450 gt:['0', '40', '0', '20', '20'] pred:[ 2.6201768 43.757854   8.7623415 12.459276  18.071579 ]
sedan2door_0_0_0_0_0_360_20_400 gt:['0', '0', '0', '0', '0'] pred:[0.93238026 0.         5.5299096  0.         0.        ]
sedan2door_-20_40_0_20_20_200_40_400 gt:['-20', '40', '0', '20', '20'] pred:[20.       42.123158  0.       22.66299  21.552523]
sedan4door_-20_0_-40_40_0_40_20_450 gt:['-20', '0', '-40', '40', '0'] pred:[18.001205  0.       45.85277  40.        0.      ]
suv_-40_40_-40_20_40_160_60_400 gt:['-40', '40', '-40', '20', '40'] pred:[40.9198   40.088013 40.       22.104765 39.112713]
suv_0_20_-20_20_0_160_60_400 gt:['0', '20', '-20', '20', '0'] pred:[ 4.728119  16.104525  20.        10.940145   1.7289106]
sedan2door_-40_20_0_40_20_40_80_400 gt:['-40', '20', '0', '40', '20'] pred:[43.289207 20.817558 12.527577 16.718702 17.738995]
suv_-20_20_0_0_0_120_60_400 gt:['-20', '20', '0', '0', '0'] pred:[20.189636   15.425769    0.          2.1821342   0.92694676]
hatchback_-40_40_0_40_20_80_20_450 gt:['-40', '40', '0', '40', '20'] pred:[42.26894  40.        2.940933 40.       20.      ]
hatchback_-20_0_-40_0_40_120_40_400 gt:['-20', '0', '-40', '0', '40'] pred:[20.        3.28192  40.        4.081987 40.      ]
hybrid_-20_0_-40_0_20_0_60_400 gt:['-20', '0', '-40', '0', '20'] pred:[20.937572  9.130846 15.831875  0.       16.65998 ]
sedan2door_-40_0_-20_40_0_320_20_400 gt:['-40', '0', '-20', '40', '0'] pred:[45.455776   0.         5.399705  40.         1.8777872]
hatchback_-40_20_0_40_0_80_40_400 gt:['-40', '20', '0', '40', '0'] pred:[41.300285  16.045773   3.1171107 40.         0.       ]
hatchback_-40_0_0_40_40_360_80_450 gt:['-40', '0', '0', '40', '40'] pred:[42.231277   3.920987   2.9702942 44.11277   40.21618  ]
suv_-40_20_-20_40_40_120_20_400 gt:['-40', '20', '-20', '40', '40'] pred:[40.       15.784759 20.       40.541157 40.      ]
hatchback_0_40_-40_20_40_320_80_450 gt:['0', '40', '-40', '20', '40'] pred:[ 5.199519 44.43033  43.30146  20.590668 39.630833]
hybrid_0_0_0_40_0_240_80_400 gt:['0', '0', '0', '40', '0'] pred:[1.3794855 1.7765162 5.014544  2.6347017 0.7594281]
hybrid_-20_20_-20_0_40_320_80_450 gt:['-20', '20', '-20', '0', '40'] pred:[18.574823 16.762524 16.292902 18.039679 39.396065]
sedan2door_-20_20_0_20_20_160_80_400 gt:['-20', '20', '0', '20', '20'] pred:[16.849028 19.092165 13.913763 14.976362 18.097548]
hybrid_-40_20_0_20_20_0_40_450 gt:['-40', '20', '0', '20', '20'] pred:[41.517864 20.       15.261685 20.       21.51651 ]
hatchback_-20_20_-20_40_20_160_20_400 gt:['-20', '20', '-20', '40', '20'] pred:[20.       15.483425 20.       43.118553 20.      ]
suv_-20_20_-20_20_0_240_80_450 gt:['-20', '20', '-20', '20', '0'] pred:[21.389996  19.142912  17.011711  14.799554   1.0337907]
hybrid_0_20_-40_20_40_160_20_400 gt:['0', '20', '-40', '20', '40'] pred:[ 0.       19.973858 40.       11.154318 40.      ]
hybrid_0_20_0_0_20_360_20_450 gt:['0', '20', '0', '0', '20'] pred:[ 0.7646663 20.         7.439613   0.        20.       ]
sedan2door_-40_0_-40_40_0_40_80_450 gt:['-40', '0', '-40', '40', '0'] pred:[46.708866   1.7536834 14.997244   7.624301   2.062393 ]
hatchback_-40_0_-20_40_20_120_40_450 gt:['-40', '0', '-20', '40', '20'] pred:[40.        3.218299 20.       42.39666  20.      ]
hatchback_-40_40_-40_20_20_240_20_400 gt:['-40', '40', '-40', '20', '20'] pred:[40.       45.14478  40.       15.842403 17.395882]
hybrid_-20_20_-20_40_0_320_60_400 gt:['-20', '20', '-20', '40', '0'] pred:[18.13732   20.902771  12.130053  15.865284   1.4103632]
sedan2door_-40_20_0_20_40_240_60_400 gt:['-40', '20', '0', '20', '40'] pred:[39.906815 19.671251 20.301054 10.699107 40.44242 ]
hybrid_-20_20_-20_40_20_320_20_450 gt:['-20', '20', '-20', '40', '20'] pred:[19.377722 20.       11.851004 40.       21.33184 ]
sedan4door_-20_40_-40_0_40_80_40_400 gt:['-20', '40', '-40', '0', '40'] pred:[15.3579035 43.792347  39.224377   0.        40.       ]
hatchback_-20_0_-40_0_0_80_40_400 gt:['-20', '0', '-40', '0', '0'] pred:[18.679125  1.1592   48.040333  0.        0.      ]
suv_-20_40_-40_20_20_360_80_400 gt:['-20', '40', '-40', '20', '20'] pred:[20.125685 45.261963 38.854412 14.983945 18.175974]
suv_-20_40_-40_0_0_240_60_400 gt:['-20', '40', '-40', '0', '0'] pred:[14.610144   44.042397   36.090195    1.5559676   0.85917246]
sedan4door_0_20_-40_40_0_0_40_400 gt:['0', '20', '-40', '40', '0'] pred:[ 1.5744836 20.        42.188545  40.         1.4009047]
hatchback_0_40_-20_20_40_0_60_450 gt:['0', '40', '-20', '20', '40'] pred:[ 2.576069 44.059082 16.803131 20.       40.522717]
sedan2door_0_0_-40_0_40_360_40_450 gt:['0', '0', '-40', '0', '40'] pred:[ 1.744626   0.         4.3742657  0.        42.65083  ]
hatchback_0_40_-20_20_0_320_20_450 gt:['0', '40', '-20', '20', '0'] pred:[ 2.87369   40.        21.048443  20.         1.3771482]
suv_0_40_-20_40_40_360_20_450 gt:['0', '40', '-20', '40', '40'] pred:[ 1.8580394 40.        20.090168  40.        40.       ]
hatchback_-20_0_0_20_20_80_60_450 gt:['-20', '0', '0', '20', '20'] pred:[13.928124   2.6797478  2.8108373 18.367012  18.942734 ]
hatchback_0_20_0_40_0_240_80_450 gt:['0', '20', '0', '40', '0'] pred:[ 1.8955268 17.741718   2.4159102 42.462646   0.7872018]
sedan2door_0_40_-20_20_0_80_80_450 gt:['0', '40', '-20', '20', '0'] pred:[ 1.6380634 48.324463   5.1643395  7.123769   0.       ]
sedan4door_-40_0_0_0_40_320_60_400 gt:['-40', '0', '0', '0', '40'] pred:[47.13504    2.059314   2.5304582  7.5483127 40.35762  ]
hybrid_-20_0_-20_0_40_360_60_450 gt:['-20', '0', '-20', '0', '40'] pred:[21.698965  7.389017 14.004684  0.       42.48422 ]
sedan4door_-20_0_-40_20_0_320_40_400 gt:['-20', '0', '-40', '20', '0'] pred:[20.335104   0.        44.40663   20.         1.4232957]
sedan4door_-20_0_-20_40_20_200_20_400 gt:['-20', '0', '-20', '40', '20'] pred:[20.         2.7484903 20.        41.122753  17.976397 ]
sedan4door_0_0_0_20_20_120_60_400 gt:['0', '0', '0', '20', '20'] pred:[ 1.8931608  1.8460757  0.        11.648665  19.966145 ]
sedan4door_-20_40_-40_0_20_160_40_450 gt:['-20', '40', '-40', '0', '20'] pred:[20.        40.547775  40.         2.1283405 18.06248  ]
hatchback_-40_40_-40_40_40_120_60_450 gt:['-40', '40', '-40', '40', '40'] pred:[40.79676  42.939587 40.       40.805042 37.74768 ]
hatchback_0_20_-40_40_20_280_60_400 gt:['0', '20', '-40', '40', '20'] pred:[ 2.3162875 15.614286  40.34287   46.639877  18.02739  ]
hybrid_0_40_-20_40_0_80_40_400 gt:['0', '40', '-20', '40', '0'] pred:[ 2.5868807 46.179287   4.3856583 40.         0.       ]
suv_0_0_-20_0_40_280_80_450 gt:['0', '0', '-20', '0', '40'] pred:[ 2.3591092   0.88890034 19.98688     2.4327059  47.24966   ]
hybrid_-20_20_-40_20_40_320_80_450 gt:['-20', '20', '-40', '20', '40'] pred:[18.224335 16.700176 16.325325 18.049492 39.400974]
sedan2door_0_0_0_40_40_40_80_400 gt:['0', '0', '0', '40', '40'] pred:[ 1.8821684  2.1536155  6.843335   8.356512  42.38236  ]
hybrid_-20_20_-40_20_40_360_80_400 gt:['-20', '20', '-40', '20', '40'] pred:[20.75876  22.09166  11.983383 14.572674 42.728165]
sedan4door_-20_20_0_0_0_120_60_450 gt:['-20', '20', '0', '0', '0'] pred:[17.376184  18.810194   0.         2.029709   1.7848858]
hatchback_-40_0_-20_20_40_80_20_400 gt:['-40', '0', '-20', '20', '40'] pred:[42.16513   0.       14.223891 20.       40.      ]
sedan4door_-20_40_-20_40_0_240_40_450 gt:['-20', '40', '-20', '40', '0'] pred:[20.        41.69847   20.        40.140366   2.0674279]
sedan2door_-20_0_-20_20_20_120_60_400 gt:['-20', '0', '-20', '20', '20'] pred:[16.469862  2.94554  20.        4.264612 20.02272 ]
suv_-20_20_-20_20_40_240_40_400 gt:['-20', '20', '-20', '20', '40'] pred:[20.        18.421452  20.        14.5674515 44.211594 ]
suv_-20_40_-40_0_20_160_80_450 gt:['-20', '40', '-40', '0', '20'] pred:[13.445481  44.73067   39.742687   3.0863388 18.708529 ]
hybrid_-20_20_0_20_40_360_40_450 gt:['-20', '20', '0', '20', '40'] pred:[17.195179 20.       19.724031 20.       43.798172]
hatchback_-40_20_0_40_20_120_40_400 gt:['-40', '20', '0', '40', '20'] pred:[40.      21.25072  0.      39.99663 20.     ]
sedan2door_0_40_0_0_0_280_40_450 gt:['0', '40', '0', '0', '0'] pred:[ 2.7580528  45.17983     3.973221   21.253479    0.90493256]
hybrid_-20_40_0_20_0_280_80_400 gt:['-20', '40', '0', '20', '0'] pred:[17.809357  43.43768   12.368422  23.376497   1.5556258]
sedan2door_0_40_-40_0_0_360_20_450 gt:['0', '40', '-40', '0', '0'] pred:[ 1.0099536 40.         9.256116   0.         0.       ]
hybrid_-20_20_-20_20_40_240_60_400 gt:['-20', '20', '-20', '20', '40'] pred:[18.442228 17.356949 16.939535 14.518149 40.740166]
suv_-20_20_0_0_20_360_20_400 gt:['-20', '20', '0', '0', '20'] pred:[14.7170105 20.         0.7120084  0.        20.       ]
sedan4door_-40_0_-40_20_20_0_20_450 gt:['-40', '0', '-40', '20', '20'] pred:[44.41616  0.      42.65508 20.      20.     ]
sedan4door_-20_40_0_0_0_360_20_450 gt:['-20', '40', '0', '0', '0'] pred:[20.838953  40.         1.1524508  0.         0.       ]
suv_-20_0_-20_20_40_0_20_450 gt:['-20', '0', '-20', '20', '40'] pred:[18.70553  0.      21.97783 20.      40.     ]
suv_0_40_-20_20_0_200_80_450 gt:['0', '40', '-20', '20', '0'] pred:[ 2.5385516 43.715054  20.441465  17.939873   1.8534611]
sedan4door_0_20_0_40_40_360_60_400 gt:['0', '20', '0', '40', '40'] pred:[ 1.5082614 21.022495   2.0683668 40.        38.393635 ]
hybrid_0_0_-20_40_0_280_60_400 gt:['0', '0', '-20', '40', '0'] pred:[2.5219655  3.0101798  5.630146   2.8085823  0.49266386]
hatchback_0_20_0_0_20_120_20_400 gt:['0', '20', '0', '0', '20'] pred:[ 0.       17.449545  0.        8.932779 20.      ]
suv_-40_0_-20_40_20_80_60_400 gt:['-40', '0', '-20', '40', '20'] pred:[44.67099    3.3423736 15.122865  40.93251   12.3627   ]
hybrid_-40_0_-20_40_20_160_20_450 gt:['-40', '0', '-20', '40', '20'] pred:[40.         2.512702  20.         2.9840884 20.       ]
hybrid_-40_20_0_0_40_80_40_450 gt:['-40', '20', '0', '0', '40'] pred:[37.346256 20.92125  12.309829  0.       40.      ]
hatchback_0_0_-20_0_20_120_20_400 gt:['0', '0', '-20', '0', '20'] pred:[ 0.         1.2954756 20.         1.7378489 20.       ]
sedan2door_-40_0_-20_20_0_200_20_400 gt:['-40', '0', '-20', '20', '0'] pred:[40.          1.5276673  20.          6.105591    0.64631385]
sedan4door_-40_0_-40_0_20_80_40_450 gt:['-40', '0', '-40', '0', '20'] pred:[44.30365   2.005011 46.5201    0.       20.      ]
suv_-40_40_0_20_20_40_20_400 gt:['-40', '40', '0', '20', '20'] pred:[41.936394 40.        9.691303 20.       20.      ]
sedan4door_-20_40_0_20_40_120_80_450 gt:['-20', '40', '0', '20', '40'] pred:[19.230782  43.920094   3.2980587 19.536308  40.793945 ]
sedan2door_-20_0_-40_20_20_280_60_450 gt:['-20', '0', '-40', '20', '20'] pred:[19.738201  2.889512 13.973374  8.107223 17.701475]
suv_-40_20_-40_40_40_40_60_400 gt:['-40', '20', '-40', '40', '40'] pred:[41.609886 12.871625 39.357853 40.       37.5741  ]
suv_-20_0_-20_40_40_360_40_400 gt:['-20', '0', '-20', '40', '40'] pred:[20.510298  0.       18.563278 40.       41.517654]
suv_0_0_-40_40_40_40_20_400 gt:['0', '0', '-40', '40', '40'] pred:[ 3.0453408  0.        49.21599   40.        40.       ]
suv_0_20_0_40_0_40_40_450 gt:['0', '20', '0', '40', '0'] pred:[ 1.3506125 20.         2.5800586 40.         2.1706371]
hatchback_0_0_0_20_0_240_80_450 gt:['0', '0', '0', '20', '0'] pred:[ 1.3744382  2.3983986  2.4176066 13.205479   0.6065499]
sedan4door_-20_0_-20_40_40_120_40_450 gt:['-20', '0', '-20', '40', '40'] pred:[20.         1.9456192 20.        43.12717   40.       ]
sedan2door_-20_40_-20_40_40_80_20_400 gt:['-20', '40', '-20', '40', '40'] pred:[14.196802 40.       20.025873 40.       40.      ]
sedan4door_0_0_0_0_20_120_20_400 gt:['0', '0', '0', '0', '20'] pred:[ 0.         1.3085985  0.         1.4238044 20.       ]
hatchback_-20_20_-40_0_0_120_80_400 gt:['-20', '20', '-40', '0', '0'] pred:[22.331825  17.860186  42.520576   1.9563131  1.1440978]
suv_0_20_-40_0_0_40_40_400 gt:['0', '20', '-40', '0', '0'] pred:[ 1.4739423 20.        44.445812   0.         3.248824 ]
sedan4door_-20_20_-20_20_20_160_40_400 gt:['-20', '20', '-20', '20', '20'] pred:[20.       16.246658 20.       18.00749  17.057627]
sedan2door_0_0_0_40_40_0_40_400 gt:['0', '0', '0', '40', '40'] pred:[ 1.8223419  0.         6.5932627 40.        43.040504 ]
sedan4door_-20_40_-40_20_0_0_40_450 gt:['-20', '40', '-40', '20', '0'] pred:[19.074366  40.        44.602783  20.         1.9097753]
hatchback_0_0_-20_0_0_320_20_400 gt:['0', '0', '-20', '0', '0'] pred:[2.3220751  0.         9.2728195  0.         0.70249665]
hybrid_0_20_-20_0_0_280_80_450 gt:['0', '20', '-20', '0', '0'] pred:[ 2.8629677 23.002193   7.6688185  9.89508    1.1024487]
sedan2door_-40_0_0_0_20_40_80_450 gt:['-40', '0', '0', '0', '20'] pred:[44.958412   2.2180614 13.385182   9.187793  20.97717  ]
suv_-40_20_0_40_0_0_40_400 gt:['-40', '20', '0', '40', '0'] pred:[40.450584  20.         1.7846609 40.         1.4373659]
suv_-20_0_-20_20_20_280_60_450 gt:['-20', '0', '-20', '20', '20'] pred:[19.160706   3.4396906 17.804567  20.105963  17.822254 ]
sedan2door_-40_0_-40_40_20_320_20_400 gt:['-40', '0', '-40', '40', '20'] pred:[43.63756   0.        5.251884 40.       19.835905]
hatchback_-40_40_0_0_20_200_20_450 gt:['-40', '40', '0', '0', '20'] pred:[40.        43.475452   0.         2.0495458 13.726416 ]
suv_-40_20_-40_20_20_200_80_450 gt:['-40', '20', '-40', '20', '20'] pred:[42.34538  17.143904 42.226948 21.574043 21.406376]
sedan2door_-20_20_-40_20_40_0_60_450 gt:['-20', '20', '-40', '20', '40'] pred:[18.536158 18.05413  17.822956 20.       40.984436]
hybrid_-20_40_-40_40_40_240_20_400 gt:['-20', '40', '-40', '40', '40'] pred:[20.       41.085865 40.       15.622837 43.845314]
hatchback_0_40_0_20_40_160_40_450 gt:['0', '40', '0', '20', '40'] pred:[ 0.       40.24354   0.       23.723484 42.16289 ]
sedan4door_-40_0_-20_20_40_360_80_450 gt:['-40', '0', '-20', '20', '40'] pred:[43.981888   2.2730162 17.791693  16.345236  39.417427 ]
sedan2door_0_20_-40_20_40_40_20_450 gt:['0', '20', '-40', '20', '40'] pred:[ 2.1771958 20.         4.6629214 20.        40.       ]
hybrid_0_0_-20_40_20_40_60_400 gt:['0', '0', '-20', '40', '20'] pred:[ 2.2709994  4.785184   6.005454  40.        19.081852 ]
hatchback_-40_20_-20_40_40_320_20_400 gt:['-40', '20', '-20', '40', '40'] pred:[42.703285 20.       13.801131 40.       37.582695]
