hatchback_-30_23_-4_35_15_140_70_420:gt ['-30', '23', '-4', '35', '15']:pred [15.760828  14.163528   4.        22.537062   5.9635487]
sedan2door_-50_15_-4_35_15_20_70_420:gt ['-50', '15', '-4', '35', '15']:pred [27.60903  10.045029  4.       35.       11.136138]
hybrid_-50_23_-36_35_28_230_30_420:gt ['-50', '23', '-36', '35', '28']:pred [50.       14.735293 36.       35.       22.723316]
sedan2door_-50_15_-4_48_15_140_70_420:gt ['-50', '15', '-4', '48', '15']:pred [35.166195 15.027337  4.       48.       12.742013]
suv_-30_23_-36_48_46_230_70_420:gt ['-30', '23', '-36', '48', '46']:pred [14.055737 30.998766 43.457333 42.563164 29.704973]
suv_-17_23_-36_35_46_140_70_420:gt ['-17', '23', '-36', '35', '46']:pred [16.228165 15.661808 36.       19.692554 29.847988]
suv_-50_15_-36_48_15_140_30_420:gt ['-50', '15', '-36', '48', '15']:pred [50.       17.729479 36.       25.00687  15.      ]
sedan4door_-30_23_-22_35_28_230_70_420:gt ['-30', '23', '-22', '35', '28']:pred [11.918792 34.71256  38.10743  41.706608 11.618329]
suv_-30_23_-36_35_46_20_70_420:gt ['-30', '23', '-36', '35', '46']:pred [25.531258 28.161652 46.79918  35.       38.61978 ]
hatchback_-30_23_-4_10_28_140_70_420:gt ['-30', '23', '-4', '10', '28']:pred [24.056067 15.09405   4.       11.818808 21.222511]
hybrid_-30_45_-4_10_46_230_70_420:gt ['-30', '45', '-4', '10', '46']:pred [26.148148 35.102684  4.       10.       29.676386]
hybrid_-30_23_-22_10_28_50_70_420:gt ['-30', '23', '-22', '10', '28']:pred [21.49876  27.105593 22.       10.       21.026257]
hybrid_-30_23_-36_10_28_50_70_420:gt ['-30', '23', '-36', '10', '28']:pred [22.310362 28.167374 36.       10.       21.250446]
sedan2door_-17_15_-36_10_15_20_30_420:gt ['-17', '15', '-36', '10', '15']:pred [13.431236 15.       36.       10.       19.552973]
suv_-30_15_-22_10_28_140_70_420:gt ['-30', '15', '-22', '10', '28']:pred [22.92437  10.572172 22.        8.277218 17.94453 ]
sedan2door_-17_15_-36_10_46_20_70_420:gt ['-17', '15', '-36', '10', '46']:pred [ 7.6559787 12.5178795 36.        10.        31.891987 ]
suv_-17_23_-22_48_15_140_70_420:gt ['-17', '23', '-22', '48', '15']:pred [15.160625 17.14371  28.507282 27.447441  3.600586]
sedan2door_-50_45_-22_48_15_140_70_420:gt ['-50', '45', '-22', '48', '15']:pred [36.124977 38.90453  22.       48.       12.72628 ]
hybrid_-17_23_-22_48_28_50_30_420:gt ['-17', '23', '-22', '48', '28']:pred [ 9.288089 23.       22.       48.       19.468155]
sedan2door_-17_15_-22_48_28_50_30_420:gt ['-17', '15', '-22', '48', '28']:pred [23.564428 15.       22.       48.       13.608578]
hybrid_-17_45_-4_10_28_230_30_420:gt ['-17', '45', '-4', '10', '28']:pred [17.       35.95322   4.       10.       26.071117]
sedan4door_-30_23_-4_48_15_50_30_420:gt ['-30', '23', '-4', '48', '15']:pred [34.362976 23.        9.007834 48.       15.      ]
hatchback_-30_23_-22_35_28_20_70_420:gt ['-30', '23', '-22', '35', '28']:pred [17.40429  27.119373 35.858322 32.939613 25.254349]
suv_-50_45_-36_35_46_230_70_420:gt ['-50', '45', '-36', '35', '46']:pred [21.911394 40.88638  42.78006  40.302067 23.051258]
sedan2door_-50_45_-4_48_28_50_30_420:gt ['-50', '45', '-4', '48', '28']:pred [44.932793 45.       43.1669   48.       21.669498]
suv_-30_45_-36_48_15_50_70_420:gt ['-30', '45', '-36', '48', '15']:pred [21.895592  38.630672  33.075462  22.250406   6.9573894]
sedan2door_-17_23_-36_10_46_20_70_420:gt ['-17', '23', '-36', '10', '46']:pred [ 7.9292793 18.426615  36.        10.        32.077477 ]
hybrid_-50_15_-36_48_28_140_70_420:gt ['-50', '15', '-36', '48', '28']:pred [44.936066 15.929312 36.       48.       22.607744]
sedan2door_-17_15_-22_10_28_230_30_420:gt ['-17', '15', '-22', '10', '28']:pred [17.         7.4219093 22.        10.        25.894218 ]
sedan4door_-30_45_-4_10_28_20_70_420:gt ['-30', '45', '-4', '10', '28']:pred [28.283644 43.093513 14.565569 33.98415   8.670039]
sedan4door_-50_45_-4_35_28_20_70_420:gt ['-50', '45', '-4', '35', '28']:pred [39.400936 39.639435 21.57642  35.        5.026465]
sedan4door_-30_45_-22_35_46_140_30_420:gt ['-30', '45', '-22', '35', '46']:pred [30.       28.040913 22.       20.10209  46.      ]
hybrid_-17_23_-36_35_46_140_70_420:gt ['-17', '23', '-36', '35', '46']:pred [24.522507 15.393534 36.       35.       39.683605]
suv_-17_23_-22_10_15_230_70_420:gt ['-17', '23', '-22', '10', '15']:pred [ 1.6827897 31.181656  29.473114  19.7329     4.5532107]
hatchback_-17_15_-36_10_28_140_70_420:gt ['-17', '15', '-36', '10', '28']:pred [ 9.507198  8.176911 36.        5.032143 34.085106]
sedan2door_-17_23_-36_35_15_230_30_420:gt ['-17', '23', '-36', '35', '15']:pred [17.       14.980085 36.       35.       17.52129 ]
sedan2door_-30_23_-36_35_15_230_30_420:gt ['-30', '23', '-36', '35', '15']:pred [30.       15.655859 36.       35.       17.030535]
hatchback_-30_23_-36_35_46_50_30_420:gt ['-30', '23', '-36', '35', '46']:pred [33.355606 23.       47.894306 35.       46.      ]
hatchback_-50_23_-22_35_15_140_70_420:gt ['-50', '23', '-22', '35', '15']:pred [27.336315 17.064768 22.       24.374071  6.463501]
hatchback_-50_23_-4_35_28_50_30_420:gt ['-50', '23', '-4', '35', '28']:pred [43.481373 23.       13.611238 35.       28.      ]
suv_-30_45_-4_48_15_230_70_420:gt ['-30', '45', '-4', '48', '15']:pred [ 9.694422  39.408485  26.042019  38.287323   4.0678477]
sedan4door_-17_23_-36_48_15_20_70_420:gt ['-17', '23', '-36', '48', '15']:pred [13.540461 23.19295  40.770065 26.418034  6.921755]
sedan4door_-30_15_-22_48_28_20_30_420:gt ['-30', '15', '-22', '48', '28']:pred [27.621258 15.       23.845966 48.       24.48224 ]
hatchback_-17_23_-22_10_15_230_70_420:gt ['-17', '23', '-22', '10', '15']:pred [ 7.903725 36.954136 32.65863  20.01034  10.065878]
sedan4door_-30_23_-4_35_28_230_70_420:gt ['-30', '23', '-4', '35', '28']:pred [13.718858 31.856543 31.335625 42.680367 12.690845]
hybrid_-30_23_-36_10_46_140_30_420:gt ['-30', '23', '-36', '10', '46']:pred [30.      20.33957 36.      10.      46.     ]
hatchback_-17_15_-22_35_15_50_70_420:gt ['-17', '15', '-22', '35', '15']:pred [10.497676 23.989235 27.110989 35.       11.919395]
hybrid_-30_23_-4_48_15_20_30_420:gt ['-30', '23', '-4', '48', '15']:pred [26.082947  23.         4.        48.         7.0161343]
suv_-17_15_-4_35_15_140_70_420:gt ['-17', '15', '-4', '35', '15']:pred [20.191755   9.125877   4.        22.503635   3.9759512]
hatchback_-30_23_-22_10_46_140_30_420:gt ['-30', '23', '-22', '10', '46']:pred [30.        24.725487  22.         4.4876227 46.       ]
hybrid_-30_15_-4_35_46_50_70_420:gt ['-30', '15', '-4', '35', '46']:pred [22.01472  19.518599  4.       35.       32.64743 ]
suv_-17_15_-36_35_15_230_70_420:gt ['-17', '15', '-36', '35', '15']:pred [ 3.5323017 21.745241  35.146503  36.165024   5.7032323]
sedan4door_-30_15_-4_48_15_50_70_420:gt ['-30', '15', '-4', '48', '15']:pred [11.373822 26.672821 12.290494 48.       10.799869]
sedan2door_-17_23_-36_35_15_140_30_420:gt ['-17', '23', '-36', '35', '15']:pred [17.       26.583347 36.       35.       15.      ]
sedan4door_-17_23_-36_48_28_230_30_420:gt ['-17', '23', '-36', '48', '28']:pred [17.        9.035306 36.       35.03593  45.782516]
hybrid_-17_45_-4_48_46_50_30_420:gt ['-17', '45', '-4', '48', '46']:pred [ 9.600066 45.        4.       48.       32.958908]
hatchback_-50_23_-4_35_15_50_30_420:gt ['-50', '23', '-4', '35', '15']:pred [45.19736  23.       12.580078 35.       15.      ]
hybrid_-50_45_-22_35_15_230_30_420:gt ['-50', '45', '-22', '35', '15']:pred [50.       35.155758 22.       35.       22.111994]
sedan2door_-30_15_-36_10_28_230_70_420:gt ['-30', '15', '-36', '10', '28']:pred [ 6.417185 14.798959 36.       10.       16.266724]
sedan2door_-30_45_-36_48_28_140_70_420:gt ['-30', '45', '-36', '48', '28']:pred [33.28088  32.93559  36.       48.       20.691761]
suv_-50_45_-36_48_28_230_70_420:gt ['-50', '45', '-36', '48', '28']:pred [17.202093 42.91693  40.264038 39.760063 10.941671]
suv_-17_45_-22_35_46_140_70_420:gt ['-17', '45', '-22', '35', '46']:pred [17.664886 23.043407 19.522621 24.384964 28.767008]
sedan4door_-30_23_-22_48_28_20_30_420:gt ['-30', '23', '-22', '48', '28']:pred [28.434664 23.       25.30281  48.       29.143015]
hatchback_-17_45_-36_48_15_230_70_420:gt ['-17', '45', '-36', '48', '15']:pred [11.280634 43.782433 40.614933 37.168907 10.987403]
sedan4door_-30_45_-36_35_46_140_70_420:gt ['-30', '45', '-36', '35', '46']:pred [29.24473  24.574718 36.       41.467243 25.07568 ]
hybrid_-17_23_-4_35_46_50_30_420:gt ['-17', '23', '-4', '35', '46']:pred [10.282674 23.        4.       35.       27.061657]
suv_-17_23_-22_35_15_230_30_420:gt ['-17', '23', '-22', '35', '15']:pred [17.       12.317848 22.       40.910416 23.11958 ]
hatchback_-50_45_-4_35_28_140_70_420:gt ['-50', '45', '-4', '35', '28']:pred [30.713646 35.588043 14.62003  31.250875 18.985992]
suv_-30_23_-22_10_15_20_30_420:gt ['-30', '23', '-22', '10', '15']:pred [36.329987 23.       39.827328 10.       19.401   ]
sedan2door_-50_45_-22_48_15_50_70_420:gt ['-50', '45', '-22', '48', '15']:pred [33.691807 41.3849   22.       48.       13.349836]
sedan2door_-50_15_-22_10_15_20_30_420:gt ['-50', '15', '-22', '10', '15']:pred [36.09057  15.       22.       10.       25.191267]
suv_-50_15_-4_35_15_20_70_420:gt ['-50', '15', '-4', '35', '15']:pred [29.62757  18.847713 31.708982 35.        9.903901]
sedan4door_-17_15_-4_10_15_20_30_420:gt ['-17', '15', '-4', '10', '15']:pred [ 6.8832884 15.         4.999529  10.        27.464306 ]
hybrid_-17_15_-36_10_28_140_70_420:gt ['-17', '15', '-36', '10', '28']:pred [21.712574 10.671128 36.       10.       24.658844]
sedan2door_-50_15_-36_10_46_140_70_420:gt ['-50', '15', '-36', '10', '46']:pred [33.394962 13.955271 36.       10.       15.52672 ]
hybrid_-17_23_-4_48_15_230_70_420:gt ['-17', '23', '-4', '48', '15']:pred [ 9.793964 24.369553  4.       48.        9.345563]
sedan2door_-30_15_-36_48_15_230_70_420:gt ['-30', '15', '-36', '48', '15']:pred [ 8.303112 17.459114 36.       48.        8.092419]
sedan2door_-50_15_-36_10_15_140_70_420:gt ['-50', '15', '-36', '10', '15']:pred [36.723    14.640343 36.       10.       12.615842]
hatchback_-17_45_-22_10_15_20_70_420:gt ['-17', '45', '-22', '10', '15']:pred [ 6.677988 27.526201 30.377157 10.       13.077062]
suv_-17_23_-22_10_46_50_70_420:gt ['-17', '23', '-22', '10', '46']:pred [ 9.967619 27.437328 26.521194 10.       29.910343]
sedan4door_-50_23_-36_35_15_20_70_420:gt ['-50', '23', '-36', '35', '15']:pred [37.42174  19.919538 39.779335 35.        8.167605]
hybrid_-30_23_-36_10_46_20_30_420:gt ['-30', '23', '-36', '10', '46']:pred [23.96809 23.      36.      10.      31.65858]
suv_-30_23_-22_48_15_230_30_420:gt ['-30', '23', '-22', '48', '15']:pred [30.       12.908577 22.       43.045116 26.805584]
suv_-30_45_-36_35_15_230_30_420:gt ['-30', '45', '-36', '35', '15']:pred [30.       39.27326  36.       35.517666 24.200836]
suv_-30_23_-4_10_28_140_70_420:gt ['-30', '23', '-4', '10', '28']:pred [27.900608 16.658005  4.        8.781017 13.754128]
suv_-17_23_-4_35_28_50_70_420:gt ['-17', '23', '-4', '35', '28']:pred [13.858926 29.93648   4.955829 35.       13.101094]
sedan4door_-50_23_-4_48_28_20_70_420:gt ['-50', '23', '-4', '48', '28']:pred [37.669487 26.030201 23.091656 48.        4.129291]
suv_-50_23_-22_48_15_230_30_420:gt ['-50', '23', '-22', '48', '15']:pred [50.        13.8147135 22.        45.301857  24.296986 ]
suv_-17_45_-22_10_28_230_30_420:gt ['-17', '45', '-22', '10', '28']:pred [17.        37.319893  22.         7.9535275 36.400253 ]
suv_-17_15_-4_48_28_230_70_420:gt ['-17', '15', '-4', '48', '28']:pred [ 2.5369341 25.751938  29.617792  41.18695   15.63394  ]
sedan4door_-30_45_-4_35_46_20_70_420:gt ['-30', '45', '-4', '35', '46']:pred [25.971914 43.204544 15.493446 35.       15.059931]
hatchback_-50_45_-4_10_15_50_30_420:gt ['-50', '45', '-4', '10', '15']:pred [45.01452  45.       13.637831 10.       15.      ]
hatchback_-17_45_-4_35_28_230_30_420:gt ['-17', '45', '-4', '35', '28']:pred [17.      37.32932  4.      43.39408 42.52987]
suv_-50_45_-4_48_15_50_30_420:gt ['-50', '45', '-4', '48', '15']:pred [30.041142 45.       12.754875 48.       13.878664]
sedan4door_-50_45_-36_10_15_20_70_420:gt ['-50', '45', '-36', '10', '15']:pred [34.84897   30.924908  41.123356  10.         6.4346647]
suv_-17_15_-36_10_15_230_70_420:gt ['-17', '15', '-36', '10', '15']:pred [ 2.2099817 23.559292  32.070587  21.410759   4.8835783]
sedan2door_-50_45_-36_48_46_140_30_420:gt ['-50', '45', '-36', '48', '46']:pred [50.       37.683773 36.       48.       46.      ]
suv_-50_23_-22_10_28_50_30_420:gt ['-50', '23', '-22', '10', '28']:pred [34.884636 23.       41.242203 10.       28.      ]
hatchback_-30_23_-4_35_15_230_70_420:gt ['-30', '23', '-4', '35', '15']:pred [26.880884 31.489563 30.922827 36.239586  8.476614]
hatchback_-50_45_-22_10_28_20_30_420:gt ['-50', '45', '-22', '10', '28']:pred [34.147545 45.       31.191423 10.       30.00025 ]
suv_-30_15_-36_35_46_50_70_420:gt ['-30', '15', '-36', '35', '46']:pred [18.772903 19.597612 33.212772 24.487339 36.109642]
hatchback_-30_45_-22_35_15_140_70_420:gt ['-30', '45', '-22', '35', '15']:pred [14.701604  31.46463   22.        33.711815   7.7490826]
sedan4door_-50_15_-4_10_46_20_70_420:gt ['-50', '15', '-4', '10', '46']:pred [32.870743  9.849337 20.473648 10.        5.809043]
sedan2door_-50_15_-22_10_46_50_70_420:gt ['-50', '15', '-22', '10', '46']:pred [29.283371 15.485269 32.28759  10.       19.848118]
hatchback_-30_45_-22_10_46_230_70_420:gt ['-30', '45', '-22', '10', '46']:pred [21.479725 39.425056 39.981483 25.594524 28.856144]
sedan4door_-50_23_-36_48_15_20_30_420:gt ['-50', '23', '-36', '48', '15']:pred [29.615807 23.       47.703518 48.       29.738514]
hybrid_-50_45_-36_48_46_140_70_420:gt ['-50', '45', '-36', '48', '46']:pred [43.718845 33.918587 36.       48.       27.419815]
suv_-30_15_-36_35_28_140_70_420:gt ['-30', '15', '-36', '35', '28']:pred [24.587086 11.65822  36.       21.740921 18.920042]
hybrid_-30_23_-4_10_15_20_70_420:gt ['-30', '23', '-4', '10', '15']:pred [17.53164  21.252062  4.       10.        9.012737]
sedan2door_-30_23_-22_35_28_230_30_420:gt ['-30', '23', '-22', '35', '28']:pred [30.       14.006795 22.       35.       28.682205]
sedan2door_-17_15_-36_10_46_20_30_420:gt ['-17', '15', '-36', '10', '46']:pred [15.20913  15.       36.       10.       40.408997]
sedan2door_-50_23_-36_10_28_20_30_420:gt ['-50', '23', '-36', '10', '28']:pred [37.01616 23.      36.      10.      35.30632]
suv_-30_45_-4_48_46_230_30_420:gt ['-30', '45', '-4', '48', '46']:pred [30.       31.69344   4.       40.356434 49.671783]
sedan2door_-17_23_-22_48_46_20_70_420:gt ['-17', '23', '-22', '48', '46']:pred [ 7.05228  18.124126 22.       48.       33.624657]
sedan4door_-50_23_-36_10_15_230_70_420:gt ['-50', '23', '-36', '10', '15']:pred [21.799364 35.03174  42.531387 26.235138  4.10834 ]
hatchback_-50_45_-22_48_46_50_70_420:gt ['-50', '45', '-22', '48', '46']:pred [24.638802 43.617344 27.938974 38.116142 25.716087]
suv_-30_23_-4_10_15_140_30_420:gt ['-30', '23', '-4', '10', '15']:pred [30.        27.503056   4.         4.6295295 15.       ]
suv_-50_23_-36_10_15_20_70_420:gt ['-50', '23', '-36', '10', '15']:pred [32.25292  24.278994 47.001198 10.       11.204143]
sedan4door_-17_15_-22_48_15_140_30_420:gt ['-17', '15', '-22', '48', '15']:pred [17.        13.3819275 22.        23.338522  15.       ]
hybrid_-50_15_-36_10_46_140_30_420:gt ['-50', '15', '-36', '10', '46']:pred [50.     14.1772 36.     10.     46.    ]
sedan2door_-17_15_-22_10_46_20_30_420:gt ['-17', '15', '-22', '10', '46']:pred [16.10746  15.       22.       10.       42.503124]
sedan2door_-17_23_-36_48_28_50_30_420:gt ['-17', '23', '-36', '48', '28']:pred [24.40373  23.       36.       48.       12.276327]
hatchback_-50_23_-36_35_46_230_70_420:gt ['-50', '23', '-36', '35', '46']:pred [35.57659  35.209934 41.948788 38.917725 30.409595]
hatchback_-30_23_-22_35_46_20_30_420:gt ['-30', '23', '-22', '35', '46']:pred [17.994274 23.       20.875847 35.       37.892593]
suv_-17_15_-36_10_28_230_30_420:gt ['-17', '15', '-36', '10', '28']:pred [17.       12.015644 36.        6.307455 30.989956]
suv_-30_23_-36_48_15_140_70_420:gt ['-30', '23', '-36', '48', '15']:pred [24.100561 20.089373 32.80851  29.402924  5.37651 ]
suv_-17_45_-4_35_46_50_70_420:gt ['-17', '45', '-4', '35', '46']:pred [15.597124 41.22319   6.318807 35.       32.816826]
hatchback_-17_23_-4_48_46_230_30_420:gt ['-17', '23', '-4', '48', '46']:pred [17.       11.438047  4.       37.21718  52.25238 ]
sedan2door_-30_15_-4_10_28_50_30_420:gt ['-30', '15', '-4', '10', '28']:pred [39.204865 15.        4.       10.       28.      ]
hatchback_-17_15_-4_10_15_140_70_420:gt ['-17', '15', '-4', '10', '15']:pred [8.421006  8.792924  4.        4.658303  5.5476313]
suv_-30_45_-22_48_46_50_30_420:gt ['-30', '45', '-22', '48', '46']:pred [31.569496 45.       47.58856  48.       34.894844]
hatchback_-30_15_-4_35_28_20_30_420:gt ['-30', '15', '-4', '35', '28']:pred [21.903826 15.        4.619987 35.       21.643423]
sedan4door_-30_23_-22_35_15_140_70_420:gt ['-30', '23', '-22', '35', '15']:pred [30.247      7.7462893 22.        31.976112   9.407509 ]
hybrid_-30_23_-22_10_15_230_30_420:gt ['-30', '23', '-22', '10', '15']:pred [30.        12.9203005 22.        10.        15.161194 ]
suv_-30_15_-22_35_28_140_30_420:gt ['-30', '15', '-22', '35', '28']:pred [30.       15.043073 22.       22.311565 28.      ]
sedan2door_-50_15_-4_35_46_50_30_420:gt ['-50', '15', '-4', '35', '46']:pred [44.891834 15.       43.051025 35.       25.869581]
hybrid_-17_15_-4_48_28_50_70_420:gt ['-17', '15', '-4', '48', '28']:pred [16.777876 19.024754  4.       48.       13.676772]
sedan4door_-17_45_-22_10_46_50_70_420:gt ['-17', '45', '-22', '10', '46']:pred [11.271638 45.115154 27.573952 10.       22.30488 ]
sedan4door_-30_23_-22_35_46_230_70_420:gt ['-30', '23', '-22', '35', '46']:pred [10.624829 35.349846 39.549385 39.495026 17.763657]
suv_-17_15_-22_10_46_20_30_420:gt ['-17', '15', '-22', '10', '46']:pred [11.908801 15.       38.688107 10.       41.280434]
hybrid_-17_45_-22_10_15_230_70_420:gt ['-17', '45', '-22', '10', '15']:pred [ 9.6121   33.904083 22.       10.        7.712292]
sedan4door_-50_15_-22_35_15_50_30_420:gt ['-50', '15', '-22', '35', '15']:pred [38.001556 15.       42.18736  35.       15.      ]
sedan2door_-30_45_-36_10_46_20_30_420:gt ['-30', '45', '-36', '10', '46']:pred [32.475174 45.       36.       10.       35.65216 ]
sedan2door_-17_23_-22_35_46_230_30_420:gt ['-17', '23', '-22', '35', '46']:pred [17.       17.013433 22.       35.       32.07262 ]
sedan4door_-50_45_-36_48_28_230_30_420:gt ['-50', '45', '-36', '48', '28']:pred [50.       30.928528 36.       35.545887 34.271973]
hatchback_-17_23_-36_48_28_20_30_420:gt ['-17', '23', '-36', '48', '28']:pred [13.713812 23.       36.3376   48.       27.191593]
hybrid_-17_23_-4_48_28_50_30_420:gt ['-17', '23', '-4', '48', '28']:pred [ 9.779728 23.        4.       48.       20.131989]
sedan2door_-50_15_-4_48_46_230_70_420:gt ['-50', '15', '-4', '48', '46']:pred [15.194727 15.002816  4.       48.       22.533308]
hatchback_-50_45_-36_10_46_50_30_420:gt ['-50', '45', '-36', '10', '46']:pred [36.94601  45.       45.950405 10.       46.      ]
hybrid_-30_23_-4_10_15_50_70_420:gt ['-30', '23', '-4', '10', '15']:pred [19.459082 31.77271   4.       10.       11.644576]
hatchback_-17_45_-36_10_46_50_70_420:gt ['-17', '45', '-36', '10', '46']:pred [ 9.367212 41.275944 39.00091  10.       28.169493]
sedan2door_-50_23_-22_10_28_140_30_420:gt ['-50', '23', '-22', '10', '28']:pred [50.       25.177727 22.       10.       28.      ]
hybrid_-30_23_-22_10_15_20_70_420:gt ['-30', '23', '-22', '10', '15']:pred [16.714315 20.83839  22.       10.        9.136492]
