7ccdf7bc2af0b068e43ab89cb5563740_20_40_20_40_20_80_80_400:gt ['20', '40', '20', '40', '20']:pred [ 9.269759   4.1059837  1.1479808 16.215416  44.8137   ]
1790131f5f74b1ed973aff268eb6b00c_40_40_40_20_20_80_40_400:gt ['40', '40', '40', '20', '20']:pred [ 2.7864888 14.550817   1.4851246 20.        20.       ]
ac3585c59a80b822b4d8eb72d337b2e3_20_40_20_40_40_240_40_400:gt ['20', '40', '20', '40', '40']:pred [12.948364 12.22576  20.       15.965742 59.459496]
cde88b5900e8dfba725a7749daae1afa_20_40_20_40_40_160_40_400:gt ['20', '40', '20', '40', '40']:pred [11.512773  8.006383 20.       10.845806 56.954723]
7dac31838b627748eb631ba05bd8dfe_20_40_40_20_20_240_40_400:gt ['20', '40', '40', '20', '20']:pred [20.         3.2681    40.        14.522654   2.6695886]
ac3585c59a80b822b4d8eb72d337b2e3_20_40_20_20_20_240_40_400:gt ['20', '40', '20', '20', '20']:pred [20.       17.161194 20.       15.125393 58.445625]
5e87b04efd58cc8922412d2a728de1d5_20_20_20_20_40_240_80_400:gt ['20', '20', '20', '20', '40']:pred [ 7.184455  23.289858   9.65303    1.9687524 15.86473  ]
c61ec8875746ab78227375499b768057_20_40_20_20_20_240_80_400:gt ['20', '40', '20', '20', '20']:pred [20.535711 20.691206 20.       20.       13.661535]
4458ed2a746e61a3b11647ffa4306609_20_20_40_40_20_240_40_400:gt ['20', '20', '40', '40', '20']:pred [ 7.8285546  4.637368   6.0169783 11.599855   4.969822 ]
ba0ac1d1e25d3fad63f2c3a55558a78f_40_40_40_20_20_240_40_400:gt ['40', '40', '40', '20', '20']:pred [13.492678   4.012189   5.2841496 12.699479  27.448484 ]
4458ed2a746e61a3b11647ffa4306609_40_40_20_40_20_240_40_400:gt ['40', '40', '20', '40', '20']:pred [10.73098    7.2477446  5.4086046 12.6294565  9.582092 ]
a387407d49e209fdeea60824a43a0b_40_20_40_40_40_240_80_400:gt ['40', '20', '40', '40', '40']:pred [18.795744 51.606907 11.533076 17.768064 31.665524]
825fb860d71c78a477c771b4b7eed82c_40_20_40_40_20_80_80_400:gt ['40', '20', '40', '40', '20']:pred [ 4.7732654 16.915646   0.7416818 18.17086   33.010433 ]
a88d69e53a01aab9ff1370452e3a0154_20_40_20_20_40_240_40_400:gt ['20', '40', '20', '20', '40']:pred [20.         5.515385  20.        10.500861   2.4810362]
c61ec8875746ab78227375499b768057_40_40_40_40_40_240_80_400:gt ['40', '40', '40', '40', '40']:pred [22.894623 35.214577 40.       40.       17.471075]
b9786e1b059a1712ca92a4cdad802b45_20_40_40_20_20_240_80_400:gt ['20', '40', '40', '20', '20']:pred [ 7.8343973 10.0967865 40.        20.         4.078424 ]
1a64bf1e658652ddb11647ffa4306609_40_40_40_40_40_240_80_400:gt ['40', '40', '40', '40', '40']:pred [ 8.004809  18.548111   4.8585463 29.460806  20.215277 ]
fa1b3bcdbda309a439cc19d48e3f4f5_20_40_40_40_40_240_40_400:gt ['20', '40', '40', '40', '40']:pred [20.         5.3333626 40.        40.         2.6332335]
9d2b7938d426633b28044fe9244db50a_40_40_40_20_40_240_40_400:gt ['40', '40', '40', '20', '40']:pred [40.         0.1035075 40.        20.         3.1509047]
9c827e532de4967285089a13cc567dbd_20_20_40_20_20_240_80_400:gt ['20', '20', '40', '20', '20']:pred [ 3.546347 36.91218   6.311349  3.633944 45.156796]
ba0ac1d1e25d3fad63f2c3a55558a78f_40_40_40_40_20_160_40_400:gt ['40', '40', '40', '40', '20']:pred [40.        15.08355    7.3525805 16.022049  56.445667 ]
923007b377bb1cab473f10e6caaeca56_40_40_20_40_40_240_40_400:gt ['40', '40', '20', '40', '40']:pred [40.       13.62573  20.       26.114956 11.370646]
923007b377bb1cab473f10e6caaeca56_40_20_20_40_40_160_80_400:gt ['40', '20', '20', '40', '40']:pred [ 5.957056   6.1325855 20.        12.879556  32.88798  ]
3d693af6fbae47f9cfb661f69a0dfbbd_20_40_20_40_40_160_80_400:gt ['20', '40', '20', '40', '40']:pred [ 9.390276 19.308317 20.       16.263868 24.106081]
b9786e1b059a1712ca92a4cdad802b45_40_40_40_20_20_240_40_400:gt ['40', '40', '40', '20', '20']:pred [40.         8.704489  40.        20.         3.4019248]
aa9f41bc3925ffc4be9358e8c18dc481_20_20_40_40_40_80_40_400:gt ['20', '20', '40', '40', '40']:pred [ 1.092609  20.        40.        40.         3.0270638]
d72ffa185738bccd10b75223b5be6dbb_20_20_40_40_20_80_80_400:gt ['20', '20', '40', '40', '20']:pred [ 2.4956322  6.967182   2.5524778 40.        14.834002 ]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_40_40_40_20_160_80_400:gt ['20', '40', '40', '40', '20']:pred [11.294594 50.83187  10.131991 35.57176  33.223373]
72ba2195087f80d8b7e8c57d131d2ca7_20_40_40_40_40_160_80_400:gt ['20', '40', '40', '40', '40']:pred [21.994652 34.582825 14.951772  5.151606 51.564526]
1a64bf1e658652ddb11647ffa4306609_40_20_40_40_40_240_80_400:gt ['40', '20', '40', '40', '40']:pred [ 5.1052885 13.728468   4.3833437 28.734001  19.206543 ]
d72ffa185738bccd10b75223b5be6dbb_20_20_20_20_40_160_80_400:gt ['20', '20', '20', '20', '40']:pred [ 2.1898563  5.6761    20.        20.        30.660786 ]
70e27da90dec2de49604bf8c981ad1eb_20_40_40_40_20_80_80_400:gt ['20', '40', '40', '40', '20']:pred [ 9.368536   1.5579617  4.2172103  2.2991698 13.030293 ]
a88d69e53a01aab9ff1370452e3a0154_20_20_20_40_40_80_80_400:gt ['20', '20', '20', '40', '40']:pred [ 9.774057   1.8933926  6.0172815 22.341608   7.764385 ]
923007b377bb1cab473f10e6caaeca56_20_20_20_20_40_160_40_400:gt ['20', '20', '20', '20', '40']:pred [ 5.6969013 36.235096  33.68966   17.998186  11.39069  ]
dfa6c32dec07727ee9d8921ebe6d5b8e_20_20_40_40_20_240_80_400:gt ['20', '20', '40', '40', '20']:pred [14.058367 36.525105 20.336908  2.973969 37.359703]
6265f0745d3f40546bcd32c43682e841_20_20_40_20_20_240_40_400:gt ['20', '20', '40', '20', '20']:pred [20.       18.353876 40.        8.230758 20.062286]
86c8a3137a716d70e742b0b5e87bec54_20_40_20_20_40_160_40_400:gt ['20', '40', '20', '20', '40']:pred [18.197851 15.881113 20.       12.853825 58.335674]
d0cf2f187acda5736be7348aa770e4ca_20_40_20_40_40_160_40_400:gt ['20', '40', '20', '40', '40']:pred [ 5.953919  31.423878   5.0637417  4.8409266 56.536385 ]
4458ed2a746e61a3b11647ffa4306609_20_40_40_40_40_240_40_400:gt ['20', '40', '40', '40', '40']:pred [10.141185   5.828273   5.8161182 10.862114   5.9838805]
7dac31838b627748eb631ba05bd8dfe_40_40_40_40_40_240_40_400:gt ['40', '40', '40', '40', '40']:pred [40.         9.634893  40.        19.726637   2.7211902]
9c827e532de4967285089a13cc567dbd_20_40_20_20_40_240_80_400:gt ['20', '40', '20', '20', '40']:pred [ 8.584106  46.792465   7.2037024  2.5435607 47.260933 ]
9c827e532de4967285089a13cc567dbd_40_40_20_40_40_80_80_400:gt ['40', '40', '20', '40', '40']:pred [24.34781  46.616684 10.657295 17.357477 38.94004 ]
6265f0745d3f40546bcd32c43682e841_40_40_20_20_20_240_80_400:gt ['40', '40', '20', '20', '20']:pred [11.420032   3.3324552 20.        20.        21.079697 ]
72ba2195087f80d8b7e8c57d131d2ca7_20_20_40_40_40_80_80_400:gt ['20', '20', '40', '40', '40']:pred [30.350601 16.196308 10.615552 13.695671 40.      ]
ac3585c59a80b822b4d8eb72d337b2e3_20_40_40_20_20_160_80_400:gt ['20', '40', '40', '20', '20']:pred [ 6.6128     7.8504376 40.         6.0499725 58.06346  ]
a387407d49e209fdeea60824a43a0b_40_20_20_40_20_80_40_400:gt ['40', '20', '20', '40', '20']:pred [14.899454 22.512178 16.238455 40.       20.      ]
12f2905dc029f59a2479fbc7da5ed22b_40_20_20_40_20_160_40_400:gt ['40', '20', '20', '40', '20']:pred [40.       14.490686 20.       40.       51.851715]
923007b377bb1cab473f10e6caaeca56_40_40_40_40_20_240_80_400:gt ['40', '40', '40', '40', '20']:pred [ 8.563501  15.793673   4.9616995 25.41795   22.546673 ]
5ec3322293a39816ad7e7cea4034d226_20_40_20_20_20_240_40_400:gt ['20', '40', '20', '20', '20']:pred [20.        5.47345  20.       20.       10.589806]
7ccdf7bc2af0b068e43ab89cb5563740_20_40_40_40_20_160_80_400:gt ['20', '40', '40', '40', '20']:pred [ 3.562188 21.093288  6.43723  14.219647 52.176872]
7ccdf7bc2af0b068e43ab89cb5563740_40_20_40_40_40_160_80_400:gt ['40', '20', '40', '40', '40']:pred [ 4.3407636  9.82784    6.0237045  8.848026  53.819866 ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_40_20_20_20_240_40_400:gt ['40', '40', '20', '20', '20']:pred [40.       25.772047 20.       18.522419 45.091187]
7ccdf7bc2af0b068e43ab89cb5563740_20_40_40_40_40_80_40_400:gt ['20', '40', '40', '40', '40']:pred [17.403095  14.732882   6.2638574 40.        39.65732  ]
cde88b5900e8dfba725a7749daae1afa_40_20_20_40_20_240_40_400:gt ['40', '20', '20', '40', '20']:pred [40.        12.402727  20.        21.360033   7.3402367]
dfa6c32dec07727ee9d8921ebe6d5b8e_40_40_40_40_40_80_80_400:gt ['40', '40', '40', '40', '40']:pred [ 3.506027  4.22623  40.       40.       45.461323]
1790131f5f74b1ed973aff268eb6b00c_40_20_20_40_40_160_40_400:gt ['40', '20', '20', '40', '40']:pred [14.994687  26.494934   4.5825047 19.671291  25.28575  ]
72ba2195087f80d8b7e8c57d131d2ca7_20_20_20_20_20_160_80_400:gt ['20', '20', '20', '20', '20']:pred [ 4.372691  35.02121   16.127834   1.2156869 10.519287 ]
9c827e532de4967285089a13cc567dbd_40_20_40_40_40_160_80_400:gt ['40', '20', '40', '40', '40']:pred [ 5.374623 52.057915 14.584404  6.535895 51.38338 ]
aa9f41bc3925ffc4be9358e8c18dc481_40_20_20_20_20_160_40_400:gt ['40', '20', '20', '20', '20']:pred [ 5.2527595 14.524162   3.2110467 12.228938  22.012434 ]
c61ec8875746ab78227375499b768057_20_20_40_20_40_160_80_400:gt ['20', '20', '40', '20', '40']:pred [40.295372 37.097977 23.211342  8.254057 41.99302 ]
425ba801e904cb50f3aaed7e86215c7b_40_40_20_40_40_160_40_400:gt ['40', '40', '20', '40', '40']:pred [40.       10.549775  9.347246  5.946199 29.481676]
b9786e1b059a1712ca92a4cdad802b45_20_40_20_20_20_240_80_400:gt ['20', '40', '20', '20', '20']:pred [ 7.5908966  9.784007  20.        20.         4.2480245]
ba0ac1d1e25d3fad63f2c3a55558a78f_40_40_40_20_20_160_80_400:gt ['40', '40', '40', '20', '20']:pred [16.198328   3.6810188  6.9194307 12.549855  56.252518 ]
b9786e1b059a1712ca92a4cdad802b45_20_40_40_40_40_240_80_400:gt ['20', '40', '40', '40', '40']:pred [ 6.566314 10.117658 40.       40.        4.706144]
a387407d49e209fdeea60824a43a0b_40_20_20_40_20_80_80_400:gt ['40', '20', '20', '40', '20']:pred [21.409004 21.820816  5.443853 33.86751  16.599487]
72ba2195087f80d8b7e8c57d131d2ca7_20_40_20_20_40_80_80_400:gt ['20', '40', '20', '20', '40']:pred [21.208824  15.127403   5.4578476 14.178348  40.       ]
5ec3322293a39816ad7e7cea4034d226_40_40_20_20_40_160_80_400:gt ['40', '40', '20', '20', '40']:pred [16.020977   6.1637874 20.        20.         9.218482 ]
6265f0745d3f40546bcd32c43682e841_40_20_40_20_20_80_80_400:gt ['40', '20', '40', '20', '20']:pred [ 4.3998475  3.2045844  8.303562  20.        13.03063  ]
9d2b7938d426633b28044fe9244db50a_20_20_20_40_20_80_40_400:gt ['20', '20', '20', '40', '20']:pred [ 1.9947991   0.11551449 20.         40.          3.2010384 ]
a51b3b0cbd9c24f3a7fd25564c2e888e_40_20_20_40_40_80_40_400:gt ['40', '20', '20', '40', '40']:pred [10.120076  30.153666   6.3094234 40.        32.41873  ]
6265f0745d3f40546bcd32c43682e841_20_40_40_20_20_80_40_400:gt ['20', '40', '40', '20', '20']:pred [17.422125 28.07586  40.       20.       20.      ]
d2592adba4e8e62648368c1a2f71c5f3_20_40_40_40_40_80_40_400:gt ['20', '40', '40', '40', '40']:pred [31.314215 32.26496   4.662554 40.       53.041344]
9d2b7938d426633b28044fe9244db50a_20_40_40_40_40_80_80_400:gt ['20', '40', '40', '40', '40']:pred [ 2.2960958   0.17058562 40.         40.          5.7991695 ]
d0cf2f187acda5736be7348aa770e4ca_40_40_40_40_40_240_40_400:gt ['40', '40', '40', '40', '40']:pred [ 6.2349806 21.785652   5.119653   6.1227612 24.249228 ]
a387407d49e209fdeea60824a43a0b_20_20_20_40_20_160_80_400:gt ['20', '20', '20', '40', '20']:pred [ 8.643721  16.726097  25.069668   1.0280502  8.862357 ]
70e27da90dec2de49604bf8c981ad1eb_20_20_40_40_20_160_40_400:gt ['20', '20', '40', '40', '20']:pred [20.       13.535526 40.       40.       39.840076]
dfa6c32dec07727ee9d8921ebe6d5b8e_20_40_40_20_20_80_80_400:gt ['20', '40', '40', '20', '20']:pred [ 2.795548   7.913306   4.653687   1.5622663 46.32063  ]
825fb860d71c78a477c771b4b7eed82c_40_40_20_20_20_160_80_400:gt ['40', '40', '20', '20', '20']:pred [ 4.870802 21.949345 20.       20.       20.365837]
72ba2195087f80d8b7e8c57d131d2ca7_20_20_20_20_20_80_40_400:gt ['20', '20', '20', '20', '20']:pred [10.504625 56.396053 10.773203 20.       15.423595]
ac3585c59a80b822b4d8eb72d337b2e3_40_40_40_40_20_240_40_400:gt ['40', '40', '40', '40', '20']:pred [40.      16.76027 40.      23.25892 58.80913]
cde88b5900e8dfba725a7749daae1afa_20_40_20_20_40_160_80_400:gt ['20', '40', '20', '20', '40']:pred [15.091528 21.412739 20.       20.       49.446693]
a88d69e53a01aab9ff1370452e3a0154_40_20_40_20_20_160_80_400:gt ['40', '20', '40', '20', '20']:pred [ 5.6673923  6.475818  11.127655  13.158912  12.833372 ]
c61ec8875746ab78227375499b768057_40_40_40_40_40_240_40_400:gt ['40', '40', '40', '40', '40']:pred [40.       46.82734  40.       14.943306 12.916878]
ffe0a5b165461eb66a2345809e2bb169_40_40_40_20_40_240_80_400:gt ['40', '40', '40', '20', '40']:pred [ 2.8224523  10.284245    0.45433748  3.748535   23.837038  ]
3d693af6fbae47f9cfb661f69a0dfbbd_40_40_20_40_40_80_80_400:gt ['40', '40', '20', '40', '40']:pred [21.651752  15.42935    2.8242068 40.        17.91043  ]
dfa6c32dec07727ee9d8921ebe6d5b8e_40_40_20_40_40_80_40_400:gt ['40', '40', '20', '40', '40']:pred [ 1.0914669  6.6101136  1.716607  40.        26.505863 ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_20_40_20_40_20_240_80_400:gt ['20', '40', '20', '40', '20']:pred [ 6.806166  44.406357   6.626798   3.8161924 43.32572  ]
aa9f41bc3925ffc4be9358e8c18dc481_20_40_20_40_40_160_80_400:gt ['20', '40', '20', '40', '40']:pred [ 3.0520482  3.4720159 20.        40.        18.749693 ]
4458ed2a746e61a3b11647ffa4306609_20_20_20_40_20_240_40_400:gt ['20', '20', '20', '40', '20']:pred [ 7.743849   4.790153   5.95382   11.498621   4.8655305]
4f17af1ca7ae689d409b2c4484d833cc_40_20_40_20_20_240_40_400:gt ['40', '20', '40', '20', '20']:pred [ 9.278565   7.0241804 40.        20.498653  29.83918  ]
7dac31838b627748eb631ba05bd8dfe_20_40_40_40_20_160_40_400:gt ['20', '40', '40', '40', '20']:pred [20.         7.7783194 40.        40.        10.565602 ]
1790131f5f74b1ed973aff268eb6b00c_40_40_40_40_40_80_80_400:gt ['40', '40', '40', '40', '40']:pred [ 5.7984014 14.720599   1.6981314 19.382402  25.769567 ]
cde88b5900e8dfba725a7749daae1afa_20_40_40_20_40_160_80_400:gt ['20', '40', '40', '20', '40']:pred [15.272339 21.21855  40.       20.       49.59045 ]
86c8a3137a716d70e742b0b5e87bec54_20_20_40_20_40_160_80_400:gt ['20', '20', '40', '20', '40']:pred [13.028507  53.580555  12.173167   1.2343612 49.0712   ]
1a64bf1e658652ddb11647ffa4306609_40_20_20_40_20_160_40_400:gt ['40', '20', '20', '40', '20']:pred [13.202418  12.918541   7.8935337 27.438288  58.365795 ]
d0cf2f187acda5736be7348aa770e4ca_40_40_20_20_40_160_80_400:gt ['40', '40', '20', '20', '40']:pred [ 3.4016876 22.626278   8.119093   8.543237  54.33999  ]
70e27da90dec2de49604bf8c981ad1eb_40_40_20_40_20_240_80_400:gt ['40', '40', '20', '40', '20']:pred [ 5.2637854  3.0732543  4.6060443  2.090264  17.989014 ]
d72ffa185738bccd10b75223b5be6dbb_40_40_20_20_20_240_40_400:gt ['40', '40', '20', '20', '20']:pred [40.        5.738655 20.       20.        5.716312]
ba0ac1d1e25d3fad63f2c3a55558a78f_20_20_40_40_20_240_40_400:gt ['20', '20', '40', '40', '20']:pred [ 8.672088   2.351678   3.1221628 11.703075  16.86675  ]
ba0ac1d1e25d3fad63f2c3a55558a78f_40_20_40_40_40_240_40_400:gt ['40', '20', '40', '40', '40']:pred [40.         4.1277394  4.3682423 14.407454  29.16333  ]
c61ec8875746ab78227375499b768057_40_20_20_20_20_80_40_400:gt ['40', '20', '20', '20', '20']:pred [ 9.244193 15.814893 20.       20.       20.      ]
70e27da90dec2de49604bf8c981ad1eb_20_20_20_20_40_240_40_400:gt ['20', '20', '20', '20', '40']:pred [20.        17.60157   20.         2.4450028 19.883993 ]
3d693af6fbae47f9cfb661f69a0dfbbd_20_20_20_40_40_240_80_400:gt ['20', '20', '20', '40', '40']:pred [12.527639  18.77024    6.582199   2.7516048 43.64958  ]
dfa6c32dec07727ee9d8921ebe6d5b8e_20_20_20_40_20_160_80_400:gt ['20', '20', '20', '40', '20']:pred [ 5.165657  28.358587  34.24873    0.7953783 40.426594 ]
70e27da90dec2de49604bf8c981ad1eb_40_40_40_40_20_160_40_400:gt ['40', '40', '40', '40', '20']:pred [ 5.9504337 13.643485   9.284777  40.        45.93644  ]
1790131f5f74b1ed973aff268eb6b00c_20_40_20_20_20_160_40_400:gt ['20', '40', '20', '20', '20']:pred [14.335245  20.46355    4.8604817  9.638422  27.83859  ]
c4941d6a2266813c3a2b1a2e5e169910_40_40_20_20_40_240_40_400:gt ['40', '40', '20', '20', '40']:pred [ 5.5324497 10.986851   2.905419   7.787431  11.4075985]
fa1b3bcdbda309a439cc19d48e3f4f5_20_20_20_40_40_160_80_400:gt ['20', '20', '20', '40', '40']:pred [ 5.99278    5.074018  20.        40.         3.4459631]
a115d534edec6f89afe1d4530f4c6e24_40_40_40_20_20_240_80_400:gt ['40', '40', '40', '20', '20']:pred [ 1.7947875 24.377266  40.        20.        14.126495 ]
ba0ac1d1e25d3fad63f2c3a55558a78f_20_40_20_20_20_240_40_400:gt ['20', '40', '20', '20', '20']:pred [11.0076275  2.3661027  3.5178618 11.879394  16.807465 ]
923007b377bb1cab473f10e6caaeca56_40_40_20_40_40_160_40_400:gt ['40', '40', '20', '40', '40']:pred [40.       11.683025 20.       23.993784 23.425436]
923007b377bb1cab473f10e6caaeca56_40_40_40_20_20_80_40_400:gt ['40', '40', '40', '20', '20']:pred [25.643505   3.4264708 40.        20.        20.       ]
825fb860d71c78a477c771b4b7eed82c_20_20_40_40_20_240_40_400:gt ['20', '20', '40', '40', '20']:pred [ 3.2196696  1.5569425 40.        40.        13.9777355]
d72ffa185738bccd10b75223b5be6dbb_20_20_40_20_40_160_80_400:gt ['20', '20', '40', '20', '40']:pred [ 2.8136518  3.847072  40.        20.        25.41185  ]
ba0ac1d1e25d3fad63f2c3a55558a78f_20_20_20_20_40_240_40_400:gt ['20', '20', '20', '20', '40']:pred [20.       12.287747 20.       12.898899 11.132617]
c4941d6a2266813c3a2b1a2e5e169910_20_40_20_20_40_240_40_400:gt ['20', '40', '20', '20', '40']:pred [ 5.222836   6.89004    2.6921957  9.086237  11.450896 ]
923007b377bb1cab473f10e6caaeca56_20_20_20_20_20_240_80_400:gt ['20', '20', '20', '20', '20']:pred [ 7.0729713 46.744144  12.42866    2.6906378 22.706936 ]
9d2b7938d426633b28044fe9244db50a_40_40_20_40_40_80_80_400:gt ['40', '40', '20', '40', '40']:pred [ 2.3564548   0.16310874 20.         40.          5.764165  ]
4ac021653126a29e98618a1ba17f086b_40_20_20_20_20_80_40_400:gt ['40', '20', '20', '20', '20']:pred [ 8.229081  7.079151  0.907556 20.       44.695065]
b9786e1b059a1712ca92a4cdad802b45_20_20_40_20_40_160_40_400:gt ['20', '20', '40', '20', '40']:pred [24.808928 25.348118 40.       20.       37.439026]
c4941d6a2266813c3a2b1a2e5e169910_40_40_40_20_40_160_80_400:gt ['40', '40', '40', '20', '40']:pred [ 2.6939228  8.385632   4.0372524 12.964205  34.723747 ]
4458ed2a746e61a3b11647ffa4306609_20_40_20_20_20_160_80_400:gt ['20', '40', '20', '20', '20']:pred [13.3578005 12.167421   5.6299934 16.587269  34.599487 ]
216d910f71942f205df3c6413d40ccb2_40_20_40_20_20_160_40_400:gt ['40', '20', '40', '20', '20']:pred [ 7.408117  11.062418   2.0280704 27.254246  43.558723 ]
c61ec8875746ab78227375499b768057_40_20_20_40_20_80_80_400:gt ['40', '20', '20', '40', '20']:pred [ 5.801921  11.769869   3.7258124 10.157356  13.520649 ]
72ba2195087f80d8b7e8c57d131d2ca7_20_20_40_40_40_160_40_400:gt ['20', '20', '40', '40', '40']:pred [20.       25.057829 40.       11.656011 59.38231 ]
2f7cf2c2d170e3c936f37029483b3e41_20_20_40_40_20_240_40_400:gt ['20', '20', '40', '40', '20']:pred [ 8.441108   6.424823   5.190075  14.9963045 42.36514  ]
1a64bf1e658652ddb11647ffa4306609_20_20_40_20_40_160_40_400:gt ['20', '20', '40', '20', '40']:pred [13.813844   9.592215   7.9639845 22.89827   57.138664 ]
7c46bfff2f90f11044592db9be5db5c8_20_40_40_20_40_240_80_400:gt ['20', '40', '40', '20', '40']:pred [ 2.8331347  8.3037     1.3394185 12.846788  45.105186 ]
4ac021653126a29e98618a1ba17f086b_40_40_40_40_40_240_80_400:gt ['40', '40', '40', '40', '40']:pred [10.390442    6.228817    0.59906566  8.720388   55.367775  ]
4f17af1ca7ae689d409b2c4484d833cc_20_20_20_20_20_80_40_400:gt ['20', '20', '20', '20', '20']:pred [13.601239 26.895386  8.536273 20.       17.001862]
9d2b7938d426633b28044fe9244db50a_40_40_20_40_40_240_80_400:gt ['40', '40', '20', '40', '40']:pred [ 1.2868825   0.15928975 20.         40.          5.052257  ]
5e87b04efd58cc8922412d2a728de1d5_40_20_40_40_20_240_40_400:gt ['40', '20', '40', '40', '20']:pred [40.        9.377357 40.       18.497398 17.530203]
923007b377bb1cab473f10e6caaeca56_20_20_40_40_20_80_40_400:gt ['20', '20', '40', '40', '20']:pred [ 6.273986 16.071863 29.90852  40.       45.96831 ]
a115d534edec6f89afe1d4530f4c6e24_20_20_40_40_20_240_80_400:gt ['20', '20', '40', '40', '20']:pred [ 1.5711863  8.29423   40.        40.        12.199991 ]
2f7cf2c2d170e3c936f37029483b3e41_40_40_40_20_40_160_80_400:gt ['40', '40', '40', '20', '40']:pred [ 6.1797843  8.514303   8.740355  12.512629  59.29775  ]
b9786e1b059a1712ca92a4cdad802b45_20_20_20_40_20_80_80_400:gt ['20', '20', '20', '40', '20']:pred [31.587353 44.123043  4.601137 40.        8.74277 ]
2f7cf2c2d170e3c936f37029483b3e41_20_20_40_40_20_160_40_400:gt ['20', '20', '40', '40', '20']:pred [20.       33.9299   27.593523 22.25942  57.87033 ]
