suv_-30_15_-4_10_15_140_30_420:gt ['-30', '15', '-4', '10', '15']:pred [30.        10.4353075  4.         8.330314  15.       ]
hatchback_-17_15_-4_48_28_140_70_420:gt ['-17', '15', '-4', '48', '28']:pred [25.69941  14.284125  4.       28.275711 29.696245]
sedan2door_-50_23_-36_10_46_50_30_420:gt ['-50', '23', '-36', '10', '46']:pred [28.79319 23.      36.      10.      46.     ]
hatchback_-50_23_-4_10_28_20_30_420:gt ['-50', '23', '-4', '10', '28']:pred [38.895603 23.       18.081419 10.       21.896725]
sedan2door_-17_15_-36_48_15_140_30_420:gt ['-17', '15', '-36', '48', '15']:pred [17.         5.7145386 36.        48.        15.       ]
hatchback_-30_15_-22_10_28_230_30_420:gt ['-30', '15', '-22', '10', '28']:pred [30.        8.576821 22.       12.384572 23.03203 ]
sedan2door_-17_23_-4_35_28_50_70_420:gt ['-17', '23', '-4', '35', '28']:pred [31.255138 15.472688  4.       35.       25.867218]
sedan2door_-17_23_-4_35_46_50_30_420:gt ['-17', '23', '-4', '35', '46']:pred [28.089392 23.        4.       35.       46.      ]
sedan2door_-17_23_-22_10_46_140_30_420:gt ['-17', '23', '-22', '10', '46']:pred [17.       17.109505 22.       10.       46.      ]
hatchback_-30_23_-36_48_46_230_70_420:gt ['-30', '23', '-36', '48', '46']:pred [35.78921  21.075602 42.922173 35.89574  37.895996]
hatchback_-50_45_-22_35_46_230_70_420:gt ['-50', '45', '-22', '35', '46']:pred [39.075394 37.4017   21.36545  27.25166  36.80835 ]
sedan4door_-50_23_-36_48_46_140_70_420:gt ['-50', '23', '-36', '48', '46']:pred [33.953957 21.267641 36.       36.87816  36.287354]
sedan2door_-30_23_-36_48_46_230_30_420:gt ['-30', '23', '-36', '48', '46']:pred [30.       25.324053 36.       48.       32.453846]
sedan4door_-17_23_-4_35_28_140_70_420:gt ['-17', '23', '-4', '35', '28']:pred [29.016773 20.95852   4.       19.394825 25.596542]
hybrid_-30_23_-36_10_15_20_30_420:gt ['-30', '23', '-36', '10', '15']:pred [27.59609  23.       36.       10.       24.004025]
sedan4door_-30_45_-22_10_28_20_70_420:gt ['-30', '45', '-22', '10', '28']:pred [33.39031  24.666414 25.883951 10.       23.099764]
hybrid_-17_23_-4_10_46_140_30_420:gt ['-17', '23', '-4', '10', '46']:pred [17.      17.82288  4.      10.      46.     ]
hybrid_-50_15_-36_10_28_20_70_420:gt ['-50', '15', '-36', '10', '28']:pred [33.849064 17.567038 36.       10.       25.381739]
sedan4door_-30_45_-22_35_46_20_70_420:gt ['-30', '45', '-22', '35', '46']:pred [28.563969 17.745678 28.22233  35.       36.852474]
hybrid_-50_23_-36_35_46_20_30_420:gt ['-50', '23', '-36', '35', '46']:pred [39.547333 23.       36.       35.       29.608253]
sedan4door_-30_15_-22_35_46_50_70_420:gt ['-30', '15', '-22', '35', '46']:pred [31.271557 27.993063 32.388283 35.       10.495913]
suv_-30_15_-36_10_28_230_30_420:gt ['-30', '15', '-36', '10', '28']:pred [30.         7.1542306 36.        17.232561  30.120985 ]
sedan4door_-30_45_-36_10_46_230_70_420:gt ['-30', '45', '-36', '10', '46']:pred [40.4047   37.511345 36.273506 12.7076   36.57619 ]
suv_-17_45_-22_10_28_50_70_420:gt ['-17', '45', '-22', '10', '28']:pred [27.270739 22.197088 20.972857 10.       19.72734 ]
suv_-50_15_-4_35_46_50_30_420:gt ['-50', '15', '-4', '35', '46']:pred [31.567701 15.       21.556166 35.       46.      ]
sedan4door_-50_23_-22_10_15_50_70_420:gt ['-50', '23', '-22', '10', '15']:pred [34.047363   26.990656   39.43259    10.          0.60515237]
sedan4door_-30_45_-4_10_28_50_70_420:gt ['-30', '45', '-4', '10', '28']:pred [33.080204 34.611492 26.322197 10.        4.828259]
sedan4door_-30_23_-22_10_15_140_30_420:gt ['-30', '23', '-22', '10', '15']:pred [30.       20.491383 22.       12.942639 15.      ]
hybrid_-30_23_-22_48_15_140_70_420:gt ['-30', '23', '-22', '48', '15']:pred [27.575672 26.415264 22.       48.       23.001741]
hatchback_-17_23_-4_35_46_50_30_420:gt ['-17', '23', '-4', '35', '46']:pred [22.411188 23.       20.704203 35.       46.      ]
hatchback_-17_45_-36_48_28_230_70_420:gt ['-17', '45', '-36', '48', '28']:pred [25.387308 34.9983   33.99146  37.59504  24.752785]
suv_-50_23_-4_35_46_50_30_420:gt ['-50', '23', '-4', '35', '46']:pred [31.060041 23.       19.273754 35.       46.      ]
sedan4door_-30_45_-4_35_28_230_70_420:gt ['-30', '45', '-4', '35', '28']:pred [40.893917 31.873549 11.061237 27.883774 33.57754 ]
hybrid_-30_15_-36_10_15_230_30_420:gt ['-30', '15', '-36', '10', '15']:pred [30.        8.40989  36.       10.       17.951427]
hatchback_-50_15_-22_48_28_50_70_420:gt ['-50', '15', '-22', '48', '28']:pred [33.56324  22.014854 38.913876 48.       14.797117]
suv_-50_23_-36_35_46_20_70_420:gt ['-50', '23', '-36', '35', '46']:pred [35.76601  30.706877 35.31142  35.       41.44534 ]
sedan4door_-17_15_-4_35_28_230_70_420:gt ['-17', '15', '-4', '35', '28']:pred [28.246107 14.168813 11.521846 28.553879 32.968147]
hybrid_-30_15_-22_10_28_230_30_420:gt ['-30', '15', '-22', '10', '28']:pred [30.        8.702207 22.       10.       32.13269 ]
sedan2door_-50_45_-22_10_28_230_70_420:gt ['-50', '45', '-22', '10', '28']:pred [39.579773 39.78867  22.       10.       27.486774]
sedan2door_-17_23_-22_48_46_140_30_420:gt ['-17', '23', '-22', '48', '46']:pred [17.       16.482018 22.       48.       46.      ]
sedan2door_-50_23_-4_48_15_230_70_420:gt ['-50', '23', '-4', '48', '15']:pred [35.957783  23.143984   4.        48.         3.7271137]
sedan4door_-50_15_-36_10_28_140_30_420:gt ['-50', '15', '-36', '10', '28']:pred [50.       15.23717  36.       11.325194 28.      ]
sedan4door_-50_15_-36_48_15_50_30_420:gt ['-50', '15', '-36', '48', '15']:pred [24.711136 15.       40.256596 48.       15.      ]
sedan4door_-50_45_-36_48_46_140_70_420:gt ['-50', '45', '-36', '48', '46']:pred [35.09282  29.559105 36.       43.64091  35.952526]
hatchback_-30_45_-4_48_46_50_70_420:gt ['-30', '45', '-4', '48', '46']:pred [31.233706 22.797451 22.893261 48.       24.806532]
sedan2door_-17_45_-36_35_28_230_70_420:gt ['-17', '45', '-36', '35', '28']:pred [29.248302 39.869377 36.       35.       28.988266]
hatchback_-17_15_-22_10_46_20_30_420:gt ['-17', '15', '-22', '10', '46']:pred [23.515448 15.       11.242935 10.       25.2874  ]
hybrid_-30_23_-22_48_46_50_70_420:gt ['-30', '23', '-22', '48', '46']:pred [31.31249  22.485823 22.       48.       26.374798]
suv_-50_45_-36_10_46_230_70_420:gt ['-50', '45', '-36', '10', '46']:pred [41.813454 37.228836 37.78956  20.405157 35.818005]
hybrid_-50_45_-22_10_46_230_70_420:gt ['-50', '45', '-22', '10', '46']:pred [38.239    38.572304 22.       10.       32.65814 ]
hatchback_-30_23_-22_48_28_20_70_420:gt ['-30', '23', '-22', '48', '28']:pred [25.917526 24.834158 31.585567 48.       29.921598]
sedan4door_-50_15_-22_48_28_50_70_420:gt ['-50', '15', '-22', '48', '28']:pred [35.642075  25.173086  36.486794  48.         1.5920296]
sedan4door_-30_45_-22_10_28_50_30_420:gt ['-30', '45', '-22', '10', '28']:pred [24.776268 45.       26.308529 10.       28.      ]
sedan2door_-17_15_-22_35_15_230_70_420:gt ['-17', '15', '-22', '35', '15']:pred [23.389923 21.982338 22.       35.        4.822533]
hatchback_-17_15_-22_10_28_50_30_420:gt ['-17', '15', '-22', '10', '28']:pred [18.053564 15.       21.771421 10.       28.      ]
suv_-17_15_-22_35_28_230_30_420:gt ['-17', '15', '-22', '35', '28']:pred [17.        8.924243 22.       28.562403 30.293745]
sedan4door_-30_45_-22_48_15_140_70_420:gt ['-30', '45', '-22', '48', '15']:pred [33.640896 34.17228  22.       40.07599  17.726873]
sedan4door_-30_23_-22_35_46_20_70_420:gt ['-30', '23', '-22', '35', '46']:pred [26.928026 15.445479 30.34013  35.       36.50339 ]
suv_-30_15_-4_48_15_50_30_420:gt ['-30', '15', '-4', '48', '15']:pred [27.428673 15.       16.76171  48.       15.      ]
hybrid_-50_15_-36_35_28_20_30_420:gt ['-50', '15', '-36', '35', '28']:pred [38.75934  15.       36.       35.       28.159117]
hatchback_-17_15_-4_35_28_20_30_420:gt ['-17', '15', '-4', '35', '28']:pred [26.819584 15.        9.763555 35.       22.731913]
sedan4door_-50_15_-36_48_28_140_30_420:gt ['-50', '15', '-36', '48', '28']:pred [50.       24.760101 36.       35.90823  28.      ]
sedan2door_-17_23_-4_10_46_140_70_420:gt ['-17', '23', '-4', '10', '46']:pred [27.886726 21.080603  4.       10.       32.08119 ]
suv_-30_15_-22_48_46_20_30_420:gt ['-30', '15', '-22', '48', '46']:pred [31.778795 15.       31.3805   48.       24.194427]
suv_-30_45_-4_48_46_230_70_420:gt ['-30', '45', '-4', '48', '46']:pred [38.890987 34.835766 22.248531 38.09331  38.956493]
sedan4door_-17_23_-36_48_46_50_70_420:gt ['-17', '23', '-36', '48', '46']:pred [31.235373 28.292719 30.839521 48.        9.687808]
suv_-17_23_-4_35_28_50_30_420:gt ['-17', '23', '-4', '35', '28']:pred [22.838972 23.       16.735144 35.       28.      ]
sedan2door_-50_15_-4_48_46_140_30_420:gt ['-50', '15', '-4', '48', '46']:pred [50.       17.047209  4.       48.       46.      ]
hybrid_-17_15_-22_35_46_140_70_420:gt ['-17', '15', '-22', '35', '46']:pred [22.346748 20.725004 22.       35.       36.161026]
sedan2door_-50_23_-36_35_15_20_30_420:gt ['-50', '23', '-36', '35', '15']:pred [33.14203  23.       36.       35.       16.920374]
suv_-17_23_-4_10_28_140_70_420:gt ['-17', '23', '-4', '10', '28']:pred [28.216122 17.869362  4.       11.854045 29.054676]
hatchback_-50_45_-36_48_15_20_30_420:gt ['-50', '45', '-36', '48', '15']:pred [30.880873  45.        39.50924   48.         6.5448475]
sedan2door_-50_45_-36_48_28_50_30_420:gt ['-50', '45', '-36', '48', '28']:pred [27.131943 45.       36.       48.       28.      ]
sedan2door_-30_15_-22_35_15_50_30_420:gt ['-30', '15', '-22', '35', '15']:pred [22.99429 15.      22.      35.      15.     ]
sedan2door_-50_15_-4_10_15_20_70_420:gt ['-50', '15', '-4', '10', '15']:pred [34.18031  15.678667  4.       10.       20.918129]
suv_-17_23_-4_35_28_140_30_420:gt ['-17', '23', '-4', '35', '28']:pred [17.       18.776922  4.       24.48255  28.      ]
hatchback_-17_23_-4_35_15_140_70_420:gt ['-17', '23', '-4', '35', '15']:pred [25.507383 20.891457  4.       21.36082  15.004901]
hybrid_-17_45_-36_35_15_20_30_420:gt ['-17', '45', '-36', '35', '15']:pred [14.905453 45.       36.       35.       27.095284]
hybrid_-30_15_-36_48_28_50_30_420:gt ['-30', '15', '-36', '48', '28']:pred [29.480577 15.       36.       48.       28.      ]
suv_-50_45_-4_48_46_50_30_420:gt ['-50', '45', '-4', '48', '46']:pred [30.249088 45.       20.493616 48.       46.      ]
hybrid_-17_15_-36_48_28_140_30_420:gt ['-17', '15', '-36', '48', '28']:pred [17.         6.6276445 36.        48.        28.       ]
suv_-17_23_-36_48_28_20_70_420:gt ['-17', '23', '-36', '48', '28']:pred [24.919867 27.421028 35.746662 48.       30.763052]
hybrid_-30_23_-4_10_28_230_70_420:gt ['-30', '23', '-4', '10', '28']:pred [35.93223  18.04457   4.       10.       25.377708]
sedan2door_-30_45_-4_35_15_140_30_420:gt ['-30', '45', '-4', '35', '15']:pred [30.       33.180897  4.       35.       15.      ]
hatchback_-17_15_-4_48_28_20_70_420:gt ['-17', '15', '-4', '48', '28']:pred [13.615056 20.893047  7.994037 48.       30.810875]
suv_-30_45_-4_10_46_50_30_420:gt ['-30', '45', '-4', '10', '46']:pred [25.3804   45.       26.628405 10.       46.      ]
hybrid_-30_15_-4_10_46_230_30_420:gt ['-30', '15', '-4', '10', '46']:pred [30.        6.020884  4.       10.       39.9334  ]
hatchback_-50_23_-4_10_28_50_30_420:gt ['-50', '23', '-4', '10', '28']:pred [20.507607 23.       22.016129 10.       28.      ]
sedan2door_-50_15_-36_35_15_230_70_420:gt ['-50', '15', '-36', '35', '15']:pred [35.37946   19.992535  36.        35.         4.6289806]
suv_-17_15_-4_35_46_50_30_420:gt ['-17', '15', '-4', '35', '46']:pred [26.157856 15.       20.581814 35.       46.      ]
hybrid_-30_45_-4_48_15_50_70_420:gt ['-30', '45', '-4', '48', '15']:pred [35.753124 28.445457  4.       48.       17.697943]
suv_-30_23_-4_10_28_20_30_420:gt ['-30', '23', '-4', '10', '28']:pred [37.055855 23.       15.877567 10.       25.871437]
sedan4door_-30_15_-22_48_46_230_70_420:gt ['-30', '15', '-22', '48', '46']:pred [41.150608 14.698364 25.799263 38.31151  38.08441 ]
sedan2door_-17_45_-4_10_15_140_70_420:gt ['-17', '45', '-4', '10', '15']:pred [33.501167 31.680887  4.       10.       23.89595 ]
sedan4door_-17_45_-4_48_15_50_70_420:gt ['-17', '45', '-4', '48', '15']:pred [32.757603  29.25299   17.223743  48.         3.0537498]
sedan2door_-50_15_-22_48_28_20_30_420:gt ['-50', '15', '-22', '48', '28']:pred [32.75011  15.       22.       48.       14.038788]
hybrid_-17_45_-4_48_46_20_70_420:gt ['-17', '45', '-4', '48', '46']:pred [24.849674 18.248325  4.       48.       30.260769]
hatchback_-50_23_-22_35_15_140_70_420:gt ['-50', '23', '-22', '35', '15']:pred [29.675476 23.709698 22.       27.89003  19.925478]
hatchback_-17_23_-36_10_28_140_30_420:gt ['-17', '23', '-36', '10', '28']:pred [17.       11.087714 36.        9.948456 28.      ]
sedan4door_-50_15_-36_48_46_230_70_420:gt ['-50', '15', '-36', '48', '46']:pred [42.324154 14.517391 33.38076  38.753613 34.139538]
hybrid_-50_15_-36_10_46_20_70_420:gt ['-50', '15', '-36', '10', '46']:pred [33.236534 14.126843 36.       10.       34.919254]
hatchback_-30_23_-4_48_46_140_70_420:gt ['-30', '23', '-4', '48', '46']:pred [31.250309 26.68971   4.       34.091793 40.23807 ]
suv_-30_23_-22_10_28_50_30_420:gt ['-30', '23', '-22', '10', '28']:pred [23.321806 23.       30.996748 10.       28.      ]
hatchback_-17_45_-22_10_15_50_30_420:gt ['-17', '45', '-22', '10', '15']:pred [17.830832 45.       21.596724 10.       15.      ]
sedan4door_-30_23_-36_48_28_230_30_420:gt ['-30', '23', '-36', '48', '28']:pred [30.       21.906008 36.       33.683277 31.04449 ]
hatchback_-17_23_-36_35_28_230_30_420:gt ['-17', '23', '-36', '35', '28']:pred [17.       11.810396 36.       18.175737 27.772192]
hybrid_-50_23_-22_48_28_20_70_420:gt ['-50', '23', '-22', '48', '28']:pred [32.877678 25.179495 22.       48.       27.180984]
sedan2door_-17_45_-36_35_15_230_70_420:gt ['-17', '45', '-36', '35', '15']:pred [26.66032   38.95749   36.        35.         4.1412344]
sedan4door_-30_23_-36_10_15_230_70_420:gt ['-30', '23', '-36', '10', '15']:pred [37.255814  27.189724  34.533314  13.716225   3.8958523]
sedan2door_-30_23_-36_35_15_50_30_420:gt ['-30', '23', '-36', '35', '15']:pred [23.860378 23.       36.       35.       15.      ]
suv_-30_15_-4_35_15_50_30_420:gt ['-30', '15', '-4', '35', '15']:pred [28.116247 15.       16.724691 35.       15.      ]
hybrid_-30_23_-22_48_28_230_30_420:gt ['-30', '23', '-22', '48', '28']:pred [30.       16.874302 22.       48.       35.62322 ]
suv_-17_23_-36_35_15_140_30_420:gt ['-17', '23', '-36', '35', '15']:pred [17.       19.886473 36.       20.679056 15.      ]
hybrid_-30_15_-4_10_15_140_30_420:gt ['-30', '15', '-4', '10', '15']:pred [30.        9.457576  4.       10.       15.      ]
suv_-30_15_-22_48_15_20_30_420:gt ['-30', '15', '-22', '48', '15']:pred [31.092213 15.       29.114893 48.       19.560175]
suv_-50_23_-22_35_15_20_70_420:gt ['-50', '23', '-22', '35', '15']:pred [35.075577 31.804218 31.544453 35.       17.508518]
sedan4door_-30_15_-4_10_15_50_70_420:gt ['-30', '15', '-4', '10', '15']:pred [29.932632  23.308945  26.342567  10.         1.9001113]
sedan4door_-17_15_-36_48_15_140_30_420:gt ['-17', '15', '-36', '48', '15']:pred [17.       18.185799 36.       28.920477 15.      ]
suv_-17_45_-22_48_46_230_30_420:gt ['-17', '45', '-22', '48', '46']:pred [17.       22.204868 22.       42.80462  31.34599 ]
sedan2door_-17_23_-22_48_28_50_30_420:gt ['-17', '23', '-22', '48', '28']:pred [28.76999 23.      22.      48.      28.     ]
sedan4door_-50_15_-4_35_28_20_70_420:gt ['-50', '15', '-4', '35', '28']:pred [34.646267 24.300516 11.000615 35.       21.993994]
hybrid_-17_15_-4_10_28_20_30_420:gt ['-17', '15', '-4', '10', '28']:pred [22.020372 15.        4.       10.       23.04577 ]
hatchback_-50_45_-36_10_46_50_30_420:gt ['-50', '45', '-36', '10', '46']:pred [27.865026 45.       31.841427 10.       46.      ]
suv_-50_45_-4_48_46_50_70_420:gt ['-50', '45', '-4', '48', '46']:pred [33.18918  37.066364 31.427406 48.       19.689938]
hybrid_-30_15_-22_10_28_20_30_420:gt ['-30', '15', '-22', '10', '28']:pred [33.66543  15.       22.       10.       26.778688]
suv_-17_45_-36_48_28_140_30_420:gt ['-17', '45', '-36', '48', '28']:pred [17.       32.1716   36.       32.663467 28.      ]
hatchback_-50_23_-36_35_15_20_70_420:gt ['-50', '23', '-36', '35', '15']:pred [33.49412  22.204315 40.18054  35.       29.680767]
suv_-50_23_-4_48_28_230_70_420:gt ['-50', '23', '-4', '48', '28']:pred [38.193714 22.204357 19.872765 36.60694  30.384035]
sedan2door_-17_23_-36_35_15_230_30_420:gt ['-17', '23', '-36', '35', '15']:pred [17.      20.46294 36.      35.      25.74835]
sedan2door_-30_15_-4_35_15_20_30_420:gt ['-30', '15', '-4', '35', '15']:pred [33.25622  15.        4.       35.       22.585878]
hybrid_-50_15_-4_10_46_50_70_420:gt ['-50', '15', '-4', '10', '46']:pred [31.209305 21.259445  4.       10.       27.670656]
sedan4door_-30_15_-4_10_28_140_30_420:gt ['-30', '15', '-4', '10', '28']:pred [30.       22.434164  4.        9.852476 28.      ]
suv_-17_45_-36_10_15_140_70_420:gt ['-17', '45', '-36', '10', '15']:pred [31.607365 30.400948 36.       20.758856 22.586824]
sedan2door_-30_15_-36_48_46_50_70_420:gt ['-30', '15', '-36', '48', '46']:pred [31.898886 24.176767 36.       48.       32.034348]
sedan4door_-30_23_-4_48_46_140_70_420:gt ['-30', '23', '-4', '48', '46']:pred [34.691143 22.035784  4.       32.293526 35.686783]
sedan4door_-17_23_-36_35_46_140_70_420:gt ['-17', '23', '-36', '35', '46']:pred [28.209923 19.668772 36.       24.569704 38.033722]
sedan2door_-17_23_-22_35_46_50_30_420:gt ['-17', '23', '-22', '35', '46']:pred [29.31491 23.      22.      35.      46.     ]
sedan2door_-30_15_-22_48_46_230_70_420:gt ['-30', '15', '-22', '48', '46']:pred [35.938126 21.403051 22.       48.       38.638165]
sedan2door_-17_15_-36_10_46_140_70_420:gt ['-17', '15', '-36', '10', '46']:pred [23.815107 16.24168  36.       10.       28.985104]
suv_-50_15_-36_35_46_50_70_420:gt ['-50', '15', '-36', '35', '46']:pred [28.668201 25.240404 37.52336  35.       19.80599 ]
hatchback_-30_45_-22_35_28_230_30_420:gt ['-30', '45', '-22', '35', '28']:pred [30.       37.808605 22.       29.834562 25.272264]
sedan2door_-30_23_-22_48_46_230_30_420:gt ['-30', '23', '-22', '48', '46']:pred [30.       25.662758 22.       48.       32.13194 ]
sedan4door_-50_23_-36_35_15_50_30_420:gt ['-50', '23', '-36', '35', '15']:pred [21.608934 23.       40.47698  35.       15.      ]
hatchback_-50_45_-4_10_46_50_30_420:gt ['-50', '45', '-4', '10', '46']:pred [25.645948 45.       25.613022 10.       46.      ]
hatchback_-17_23_-36_10_15_230_70_420:gt ['-17', '23', '-36', '10', '15']:pred [23.56988  19.917984 35.158207 18.358448  8.26508 ]
sedan4door_-30_15_-36_10_46_230_70_420:gt ['-30', '15', '-36', '10', '46']:pred [37.879005 21.218782 35.42484  11.670881 38.633686]
sedan2door_-17_23_-36_35_46_230_70_420:gt ['-17', '23', '-36', '35', '46']:pred [27.790117 25.809074 36.       35.       37.413715]
sedan4door_-17_23_-4_48_46_140_70_420:gt ['-17', '23', '-4', '48', '46']:pred [30.412813 22.103415  4.       30.013336 33.678642]
sedan2door_-50_15_-4_35_28_50_70_420:gt ['-50', '15', '-4', '35', '28']:pred [34.044495 23.284746  4.       35.       21.31955 ]
hatchback_-30_15_-4_10_46_230_30_420:gt ['-30', '15', '-4', '10', '46']:pred [30.        5.876261  4.       16.559216 33.354443]
hybrid_-30_45_-4_48_28_230_30_420:gt ['-30', '45', '-4', '48', '28']:pred [30.       41.55165   4.       48.       30.327297]
hatchback_-50_45_-4_48_28_230_70_420:gt ['-50', '45', '-4', '48', '28']:pred [37.641495 38.87612   7.44269  29.581104 26.45303 ]
