Sedan4Door_-20_0_-20_0_20_80_60_400:gt ['-20', '0', '-20', '0', '20']:pred [16.840204   2.1327503 23.62803    7.3245435 11.5215435]
Suv_-20_20_0_0_0_160_60_400:gt ['-20', '20', '0', '0', '0']:pred [20.264997  20.370966   0.         8.62563    3.9210873]
Sedan2Door_0_0_-20_20_20_80_60_400:gt ['0', '0', '-20', '20', '20']:pred [ 2.2294984  3.1075475 20.        20.        26.248089 ]
Hatchback_-20_0_-20_0_0_0_20_400:gt ['-20', '0', '-20', '0', '0']:pred [22.109087  0.       21.719067  0.        0.      ]
Hatchback_0_20_-20_0_20_160_20_450:gt ['0', '20', '-20', '0', '20']:pred [ 0.       13.552247 20.        8.781733 20.      ]
Sedan2Door_-20_20_-20_0_0_80_20_400:gt ['-20', '20', '-20', '0', '0']:pred [21.674387 20.       20.        0.        0.      ]
Hatchback_-20_20_-20_0_0_0_20_400:gt ['-20', '20', '-20', '0', '0']:pred [24.217165 20.       20.716078  0.        0.      ]
Sedan4Door_-20_20_0_20_20_80_20_400:gt ['-20', '20', '0', '20', '20']:pred [23.406202  20.         7.4915943 20.        20.       ]
Sedan4Door_0_0_-20_20_20_320_20_400:gt ['0', '0', '-20', '20', '20']:pred [ 2.9751127  0.        17.328978  20.        17.671219 ]
Sedan2Door_0_0_-20_0_20_0_60_450:gt ['0', '0', '-20', '0', '20']:pred [ 3.0372171  4.6021686 20.         0.        18.969967 ]
Sedan4Door_-20_20_-20_20_0_320_20_450:gt ['-20', '20', '-20', '20', '0']:pred [18.915531 20.       24.95438  20.        6.968764]
Hatchback_-20_0_-20_0_20_80_20_400:gt ['-20', '0', '-20', '0', '20']:pred [18.10993   0.       24.035583  0.       20.      ]
Hatchback_0_0_0_20_20_320_60_400:gt ['0', '0', '0', '20', '20']:pred [ 2.8849766  5.4967303  5.8245335 31.07548   19.70228  ]
Sedan4Door_0_0_0_0_0_80_60_450:gt ['0', '0', '0', '0', '0']:pred [ 3.4929628  3.0495067  5.1102657  8.007617  12.8657675]
Hatchback_-20_0_0_20_20_320_60_400:gt ['-20', '0', '0', '20', '20']:pred [21.629633   6.3233223  5.4872246 29.770681  20.488787 ]
Hybrid_0_0_0_0_0_240_20_450:gt ['0', '0', '0', '0', '0']:pred [0.        4.886445  0.        0.        5.4678907]
Hatchback_-20_0_0_0_0_80_60_450:gt ['-20', '0', '0', '0', '0']:pred [20.350504   3.7098715  7.4939513  9.801008   5.804357 ]
Suv_-20_20_0_0_0_320_20_450:gt ['-20', '20', '0', '0', '0']:pred [18.015457  20.         3.0567257  0.         7.395542 ]
Sedan2Door_-20_20_0_20_0_240_60_450:gt ['-20', '20', '0', '20', '0']:pred [18.953655 15.36951   0.       20.        4.694133]
Sedan4Door_-20_0_0_0_0_320_60_450:gt ['-20', '0', '0', '0', '0']:pred [20.571539   4.6571     4.8287325  0.         4.500327 ]
Hybrid_0_20_0_20_20_320_60_450:gt ['0', '20', '0', '20', '20']:pred [ 4.157077 16.827549  0.       20.       21.734406]
Suv_0_20_0_20_20_80_60_450:gt ['0', '20', '0', '20', '20']:pred [ 3.2731886 17.168549   4.473078  24.945198  10.365555 ]
Suv_0_0_0_20_20_0_20_400:gt ['0', '0', '0', '20', '20']:pred [ 2.4011958  0.         5.6560497 20.        20.       ]
Suv_-20_20_-20_0_20_0_60_400:gt ['-20', '20', '-20', '0', '20']:pred [18.239798 20.600145 15.187563  0.       24.280203]
Hatchback_0_0_0_0_20_80_60_450:gt ['0', '0', '0', '0', '20']:pred [ 3.0472152  4.752786   6.1635685  9.178029  21.087793 ]
Sedan4Door_0_0_-20_0_0_320_20_450:gt ['0', '0', '-20', '0', '0']:pred [ 3.983106   0.        22.948118   0.         7.7888956]
Hybrid_-20_0_0_0_20_240_60_450:gt ['-20', '0', '0', '0', '20']:pred [18.150524   3.1373677  0.         0.        20.268398 ]
Hybrid_0_0_-20_20_20_160_60_400:gt ['0', '0', '-20', '20', '20']:pred [ 8.505499  4.283893 20.       20.       19.02935 ]
Hybrid_-20_20_-20_20_0_320_60_400:gt ['-20', '20', '-20', '20', '0']:pred [19.868715  15.093464  20.        20.         3.0893626]
Sedan4Door_0_20_-20_0_0_0_60_450:gt ['0', '20', '-20', '0', '0']:pred [ 4.1327257 12.629109  26.925661   0.         4.938646 ]
Hybrid_0_0_0_20_0_320_60_400:gt ['0', '0', '0', '20', '0']:pred [ 4.5481377  6.427556   0.        20.         2.9376032]
Sedan4Door_0_0_0_0_20_0_20_400:gt ['0', '0', '0', '0', '20']:pred [ 2.2467     0.         6.4691606  0.        20.       ]
Sedan2Door_-20_20_-20_0_20_160_20_400:gt ['-20', '20', '-20', '0', '20']:pred [20.       18.096426 20.        0.       20.      ]
Hybrid_-20_0_-20_20_20_0_60_450:gt ['-20', '0', '-20', '20', '20']:pred [20.74456  10.221056 20.       20.       20.283562]
Hybrid_-20_0_0_20_20_320_20_400:gt ['-20', '0', '0', '20', '20']:pred [20.217747  0.        0.       20.       22.356592]
Sedan2Door_0_0_-20_0_20_240_60_450:gt ['0', '0', '-20', '0', '20']:pred [ 5.250501   3.4761581 20.         0.        20.744457 ]
Sedan2Door_0_0_0_0_20_0_20_400:gt ['0', '0', '0', '0', '20']:pred [ 4.239628  0.        0.        0.       20.      ]
Suv_0_20_0_0_0_0_60_400:gt ['0', '20', '0', '0', '0']:pred [ 1.9881836 18.030958   2.9333134  0.         3.125801 ]
Sedan4Door_-20_20_0_20_20_80_60_450:gt ['-20', '20', '0', '20', '20']:pred [25.577515  16.013504   7.796116  14.8302355 13.208148 ]
Hybrid_0_0_0_0_20_320_20_400:gt ['0', '0', '0', '0', '20']:pred [ 5.3550262  0.         0.         0.        15.706492 ]
Sedan2Door_0_0_0_0_0_320_60_400:gt ['0', '0', '0', '0', '0']:pred [2.987721  4.2670426 0.        0.        3.9329247]
Suv_-20_20_0_0_0_80_20_400:gt ['-20', '20', '0', '0', '0']:pred [21.948948 20.        0.        0.        0.      ]
Suv_-20_20_0_20_20_0_60_450:gt ['-20', '20', '0', '20', '20']:pred [17.090189 14.554105  4.441021 20.       17.591988]
Sedan2Door_0_0_0_20_20_240_20_400:gt ['0', '0', '0', '20', '20']:pred [ 0.         2.7428017  0.        20.        20.542938 ]
Sedan2Door_-20_20_-20_20_0_160_60_400:gt ['-20', '20', '-20', '20', '0']:pred [15.068699 15.298444 20.       20.        4.596262]
Sedan2Door_-20_20_0_20_0_320_20_400:gt ['-20', '20', '0', '20', '0']:pred [20.100155 20.        0.       20.        4.565251]
Hatchback_-20_20_0_0_20_0_60_400:gt ['-20', '20', '0', '0', '20']:pred [23.82508   16.516413   6.4970465  0.        13.802925 ]
Sedan4Door_0_0_0_20_0_160_20_400:gt ['0', '0', '0', '20', '0']:pred [ 0.         3.3300242  0.        20.53085    0.       ]
Sedan4Door_0_20_0_0_20_240_60_450:gt ['0', '20', '0', '0', '20']:pred [ 4.6778274 12.419078   0.         4.758519  10.928243 ]
Suv_-20_0_-20_20_20_160_20_400:gt ['-20', '0', '-20', '20', '20']:pred [20.         3.0390983 20.        20.551842  20.       ]
Suv_0_0_-20_0_20_160_20_450:gt ['0', '0', '-20', '0', '20']:pred [ 0.         4.0821257 20.         5.7700987 20.       ]
Sedan4Door_0_20_0_20_0_160_20_400:gt ['0', '20', '0', '20', '0']:pred [ 0.       18.35493   0.       21.820206  0.      ]
Suv_0_20_0_0_0_320_20_450:gt ['0', '20', '0', '0', '0']:pred [ 2.5305972 20.         2.5866776  0.         4.274204 ]
Hybrid_-20_20_-20_20_0_80_20_450:gt ['-20', '20', '-20', '20', '0']:pred [22.889503 20.       20.       20.        0.      ]
Suv_-20_20_0_0_0_240_20_400:gt ['-20', '20', '0', '0', '0']:pred [20.        12.808337   0.         7.7606955  2.2377155]
Sedan4Door_0_0_-20_0_20_320_20_400:gt ['0', '0', '-20', '0', '20']:pred [ 2.8551323  0.        20.026402   0.        16.631432 ]
Sedan4Door_-20_20_0_20_0_80_20_400:gt ['-20', '20', '0', '20', '0']:pred [23.205832 20.        7.213921 20.        0.      ]
Suv_-20_0_0_20_0_160_20_400:gt ['-20', '0', '0', '20', '0']:pred [20.         3.6573987  0.        20.71736    0.       ]
Hatchback_0_20_0_20_0_80_20_400:gt ['0', '20', '0', '20', '0']:pred [ 3.5003386 20.         0.        20.         0.       ]
Suv_-20_0_0_20_20_0_20_450:gt ['-20', '0', '0', '20', '20']:pred [17.218353   0.         4.4562397 20.        20.       ]
Sedan2Door_0_20_-20_20_0_80_60_400:gt ['0', '20', '-20', '20', '0']:pred [ 2.6131601 17.662458  20.        20.        13.413903 ]
Sedan4Door_-20_0_-20_20_0_160_60_450:gt ['-20', '0', '-20', '20', '0']:pred [17.085852   5.1882796 20.        20.427412   4.930798 ]
Hybrid_0_0_0_0_20_240_60_450:gt ['0', '0', '0', '0', '20']:pred [ 6.2821608  3.8973694  0.         0.        16.68322  ]
Hatchback_0_0_0_0_0_320_60_450:gt ['0', '0', '0', '0', '0']:pred [2.9640641 5.4731216 5.2585297 0.        5.552519 ]
Suv_0_0_-20_0_0_80_20_400:gt ['0', '0', '-20', '0', '0']:pred [ 4.2774086  0.        17.141525   0.         0.       ]
Hatchback_-20_0_0_20_0_240_60_400:gt ['-20', '0', '0', '20', '0']:pred [19.203726   3.9995394 19.550587  20.049788   3.395075 ]
Sedan2Door_-20_0_-20_20_20_240_20_400:gt ['-20', '0', '-20', '20', '20']:pred [20.         2.6838515 20.        20.        25.58053  ]
Sedan4Door_0_0_0_20_20_80_60_400:gt ['0', '0', '0', '20', '20']:pred [ 3.980711   7.627204   6.7323804 18.177118  17.499023 ]
Suv_-20_0_-20_20_0_160_20_400:gt ['-20', '0', '-20', '20', '0']:pred [20.        3.754132 20.       20.84976   0.      ]
Suv_0_0_-20_0_0_80_60_400:gt ['0', '0', '-20', '0', '0']:pred [ 3.2682445  2.0791965 15.351983  10.921312   8.800658 ]
Suv_-20_0_-20_0_20_320_60_450:gt ['-20', '0', '-20', '0', '20']:pred [22.437511   4.8569446 19.817879   0.        16.422743 ]
Hatchback_-20_0_-20_20_0_0_60_450:gt ['-20', '0', '-20', '20', '0']:pred [20.845798   5.7744565 15.992882  20.         3.9900188]
Suv_-20_20_0_20_0_80_20_450:gt ['-20', '20', '0', '20', '0']:pred [19.75125 20.       7.8784  20.       0.     ]
Hybrid_0_20_0_0_20_160_60_450:gt ['0', '20', '0', '0', '20']:pred [ 8.858639 16.314613  0.        0.       19.094769]
Suv_-20_0_-20_0_20_0_60_400:gt ['-20', '0', '-20', '0', '20']:pred [21.064272 11.464617 16.184938  0.       15.787219]
Sedan4Door_-20_20_-20_0_0_160_60_400:gt ['-20', '20', '-20', '0', '0']:pred [22.422394  18.385935  20.         7.4260974  3.6730797]
Sedan2Door_0_20_-20_0_20_80_60_400:gt ['0', '20', '-20', '0', '20']:pred [ 2.4465313 14.835829  20.         0.        26.155891 ]
Sedan2Door_0_0_0_0_20_0_60_400:gt ['0', '0', '0', '0', '20']:pred [ 3.5893116  5.1412187  0.         0.        17.756893 ]
Hybrid_-20_0_0_20_20_160_60_450:gt ['-20', '0', '0', '20', '20']:pred [20.539825  4.874758  0.       20.       14.394477]
Hatchback_0_20_0_0_0_160_20_450:gt ['0', '20', '0', '0', '0']:pred [ 0.        15.669774   0.         6.9860525  0.       ]
Sedan4Door_-20_20_-20_20_0_160_60_450:gt ['-20', '20', '-20', '20', '0']:pred [19.532875  18.842285  20.        19.290306   7.1097083]
Sedan2Door_-20_0_-20_20_20_160_60_400:gt ['-20', '0', '-20', '20', '20']:pred [18.40586    3.2343209 20.        20.        17.301111 ]
Sedan4Door_0_20_0_20_0_80_60_450:gt ['0', '20', '0', '20', '0']:pred [ 2.4460325 17.63746    4.647372  19.468866  13.137675 ]
Sedan4Door_-20_0_-20_0_20_80_20_400:gt ['-20', '0', '-20', '0', '20']:pred [18.660608  0.       23.848852  0.       20.      ]
Sedan2Door_-20_0_-20_20_20_80_20_400:gt ['-20', '0', '-20', '20', '20']:pred [23.09287  0.      20.      20.      20.     ]
Hatchback_-20_0_0_20_20_0_20_400:gt ['-20', '0', '0', '20', '20']:pred [21.480467   0.         7.8190937 20.        20.       ]
Hybrid_0_20_0_0_0_240_60_450:gt ['0', '20', '0', '0', '0']:pred [ 6.349394 18.47464   0.        0.        3.865079]
Sedan2Door_-20_20_0_0_0_0_20_450:gt ['-20', '20', '0', '0', '0']:pred [21.181496 20.        0.        0.        0.      ]
Suv_0_20_-20_20_20_80_60_400:gt ['0', '20', '-20', '20', '20']:pred [ 2.5865848 15.560387  19.141815  28.642542  11.955729 ]
Hybrid_0_20_0_20_20_240_20_450:gt ['0', '20', '0', '20', '20']:pred [ 0.       20.736979  0.       20.       15.572425]
Hatchback_0_0_0_20_0_0_60_450:gt ['0', '0', '0', '20', '0']:pred [ 3.7811632  6.588248   6.493118  20.         3.4751244]
Sedan4Door_-20_0_0_20_20_240_20_450:gt ['-20', '0', '0', '20', '20']:pred [20.         3.6402915  0.        17.511818  13.645988 ]
Hybrid_-20_20_0_20_0_80_60_450:gt ['-20', '20', '0', '20', '0']:pred [18.929062  17.780602   0.        20.         7.8749065]
Sedan4Door_0_0_0_20_20_0_60_400:gt ['0', '0', '0', '20', '20']:pred [ 3.4050403  6.583177   3.9431496 20.        15.389698 ]
Suv_-20_20_0_0_0_80_60_450:gt ['-20', '20', '0', '0', '0']:pred [20.0108    14.6640005  7.709382  16.956808   7.102044 ]
Hybrid_-20_20_-20_0_20_320_20_400:gt ['-20', '20', '-20', '0', '20']:pred [19.138857 20.       20.        0.       18.630997]
Sedan2Door_0_20_-20_20_20_320_20_450:gt ['0', '20', '-20', '20', '20']:pred [ 3.1410482 20.        20.        20.        19.654463 ]
Hatchback_0_20_0_0_20_80_20_450:gt ['0', '20', '0', '0', '20']:pred [ 2.8299809 20.        10.034534   0.        20.       ]
Hatchback_-20_20_-20_20_0_240_60_450:gt ['-20', '20', '-20', '20', '0']:pred [17.37557   14.0457535 32.313915  22.727036   5.4747186]
Hybrid_-20_20_0_20_0_160_60_400:gt ['-20', '20', '0', '20', '0']:pred [19.68391  16.832296  0.       20.        3.017335]
Hybrid_0_0_-20_0_20_320_20_400:gt ['0', '0', '-20', '0', '20']:pred [ 4.5439386  0.        20.         0.        22.915049 ]
Sedan2Door_-20_0_-20_20_20_240_20_450:gt ['-20', '0', '-20', '20', '20']:pred [20.        3.499853 20.       20.       15.181375]
Suv_0_20_-20_0_0_0_60_400:gt ['0', '20', '-20', '0', '0']:pred [ 4.0701404 20.591827  20.482983   0.         4.987314 ]
Hybrid_0_20_0_20_0_320_60_400:gt ['0', '20', '0', '20', '0']:pred [ 4.7809715  5.632116   0.        20.         3.335969 ]
Sedan2Door_-20_0_-20_20_0_80_60_400:gt ['-20', '0', '-20', '20', '0']:pred [18.209862   2.8155684 20.        20.        13.829792 ]
Hybrid_-20_0_0_20_0_240_60_400:gt ['-20', '0', '0', '20', '0']:pred [ 5.939469   2.6470203  0.        20.         3.529423 ]
Suv_0_20_-20_20_20_240_60_400:gt ['0', '20', '-20', '20', '20']:pred [ 5.912731 20.149092 19.040882 27.27864  23.584785]
Sedan2Door_-20_0_0_0_20_80_20_400:gt ['-20', '0', '0', '0', '20']:pred [21.063637  0.        0.        0.       20.      ]
Sedan4Door_0_0_-20_20_20_0_20_450:gt ['0', '0', '-20', '20', '20']:pred [ 2.743898  0.       20.524513 20.       20.      ]
Hybrid_-20_20_0_0_20_240_20_450:gt ['-20', '20', '0', '0', '20']:pred [20.       16.49247   0.        0.       13.200816]
Hybrid_0_0_-20_0_0_240_60_400:gt ['0', '0', '-20', '0', '0']:pred [ 5.662048   2.5133638 20.         0.         4.200661 ]
Sedan4Door_0_20_0_20_0_320_20_400:gt ['0', '20', '0', '20', '0']:pred [ 2.8545501 20.         6.456525  20.         5.4294333]
Suv_0_20_0_20_20_80_20_450:gt ['0', '20', '0', '20', '20']:pred [ 3.2093973 20.         0.        20.        20.       ]
Sedan4Door_0_0_-20_20_0_0_20_400:gt ['0', '0', '-20', '20', '0']:pred [ 2.9766693  0.        17.201344  20.         0.       ]
Sedan4Door_-20_20_0_20_20_80_20_450:gt ['-20', '20', '0', '20', '20']:pred [19.20528  20.        8.411874 20.       20.      ]
Sedan4Door_-20_0_0_0_0_320_20_450:gt ['-20', '0', '0', '0', '0']:pred [19.71984    0.         6.2357264  0.         6.7070704]
Suv_0_20_0_0_20_160_60_400:gt ['0', '20', '0', '0', '20']:pred [ 6.952363 16.131495  0.        6.852478 19.235477]
Suv_-20_20_-20_0_0_160_60_400:gt ['-20', '20', '-20', '0', '0']:pred [22.175903  14.901117  20.         8.273957   3.5646825]
Hybrid_-20_20_-20_0_20_0_20_450:gt ['-20', '20', '-20', '0', '20']:pred [19.022139 20.       20.        0.       20.      ]
Hybrid_-20_0_-20_0_0_160_20_450:gt ['-20', '0', '-20', '0', '0']:pred [20.         4.1841273 20.         0.         0.       ]
Sedan2Door_-20_0_0_20_0_240_20_450:gt ['-20', '0', '0', '20', '0']:pred [20.         4.047812   0.        20.         3.7711864]
Sedan4Door_0_20_-20_0_20_320_20_450:gt ['0', '20', '-20', '0', '20']:pred [ 3.8138988 20.        20.681612   0.        12.783194 ]
Sedan4Door_0_0_-20_20_20_160_20_400:gt ['0', '0', '-20', '20', '20']:pred [ 0.        3.44052  20.       20.613525 20.      ]
Hatchback_0_0_0_0_20_320_60_400:gt ['0', '0', '0', '0', '20']:pred [ 3.5188394  3.9440641  6.9203405  0.        15.456617 ]
Hatchback_0_20_-20_20_0_160_20_400:gt ['0', '20', '-20', '20', '0']:pred [ 0.       16.668772 20.       21.964657  0.      ]
Suv_-20_0_0_20_0_160_20_450:gt ['-20', '0', '0', '20', '0']:pred [20.         3.2570255  0.        21.924952   0.       ]
Hybrid_-20_20_-20_0_0_240_60_450:gt ['-20', '20', '-20', '0', '0']:pred [22.081648 19.73269  20.        0.        4.814338]
Suv_0_0_0_20_0_160_60_450:gt ['0', '0', '0', '20', '0']:pred [ 5.53149   4.458192  0.       21.688658  4.903447]
Hatchback_0_0_0_20_0_240_60_450:gt ['0', '0', '0', '20', '0']:pred [ 5.1688128  6.4682274  0.        21.496658   8.444113 ]
Hybrid_-20_20_-20_20_20_320_60_400:gt ['-20', '20', '-20', '20', '20']:pred [19.249172 16.322453 20.       20.       19.569954]
Sedan4Door_0_20_0_0_20_0_20_450:gt ['0', '20', '0', '0', '20']:pred [ 2.6479006 20.         7.1469045  0.        20.       ]
Sedan2Door_-20_0_-20_20_0_0_20_450:gt ['-20', '0', '-20', '20', '0']:pred [21.35013  0.      20.      20.       0.     ]
Sedan4Door_-20_0_-20_0_20_320_60_400:gt ['-20', '0', '-20', '0', '20']:pred [20.943983   4.5754886 20.9585     0.        28.190254 ]
Hybrid_0_0_-20_0_20_160_60_450:gt ['0', '0', '-20', '0', '20']:pred [10.488867  4.347134 20.        0.       19.765795]
Sedan4Door_0_0_-20_20_0_320_20_400:gt ['0', '0', '-20', '20', '0']:pred [ 3.3600368  0.        22.144115  20.         6.1772113]
Sedan2Door_0_20_0_20_20_320_20_400:gt ['0', '20', '0', '20', '20']:pred [ 3.2844074 20.         0.        20.        21.755064 ]
Hatchback_-20_20_-20_0_0_80_20_400:gt ['-20', '20', '-20', '0', '0']:pred [17.43774  20.       25.026525  0.        0.      ]
Hatchback_-20_20_-20_0_0_240_20_400:gt ['-20', '20', '-20', '0', '0']:pred [20.       14.159582 20.        8.561853  2.237712]
Sedan4Door_-20_20_0_0_20_160_20_450:gt ['-20', '20', '0', '0', '20']:pred [20.       15.253288  0.        8.245755 20.      ]
Sedan4Door_0_20_-20_20_20_160_60_400:gt ['0', '20', '-20', '20', '20']:pred [ 5.83964  15.334699 20.       21.990355 16.265812]
Sedan4Door_-20_0_0_0_0_240_20_450:gt ['-20', '0', '0', '0', '0']:pred [20.         3.6581337  0.         6.0985413  5.285162 ]
Sedan4Door_-20_0_-20_0_0_320_20_400:gt ['-20', '0', '-20', '0', '0']:pred [16.46015    0.        20.177263   0.         4.4445314]
Hybrid_-20_20_0_20_20_240_20_450:gt ['-20', '20', '0', '20', '20']:pred [20.       17.779686  0.       20.       14.277199]
Hatchback_-20_0_-20_0_0_0_60_450:gt ['-20', '0', '-20', '0', '0']:pred [20.477867   5.9237127 16.396828   0.         3.8996758]
Hybrid_-20_0_-20_0_0_80_60_450:gt ['-20', '0', '-20', '0', '0']:pred [21.297226   4.9969587 20.         0.        11.438921 ]
Sedan2Door_0_0_-20_0_0_160_60_450:gt ['0', '0', '-20', '0', '0']:pred [ 8.450512   2.6257234 20.         0.         4.5352073]
Hybrid_-20_0_-20_0_0_320_20_400:gt ['-20', '0', '-20', '0', '0']:pred [21.779442   0.        20.         0.         4.6904798]
Sedan4Door_0_20_0_0_0_80_20_400:gt ['0', '20', '0', '0', '0']:pred [ 3.4111192 20.         0.         0.         0.       ]
Hatchback_0_20_-20_20_20_80_20_400:gt ['0', '20', '-20', '20', '20']:pred [ 3.7552621 20.        26.752157  20.        20.       ]
Hatchback_-20_0_0_0_0_240_60_450:gt ['-20', '0', '0', '0', '0']:pred [19.71344   3.336845  0.        7.89375   6.206182]
Hybrid_0_0_0_20_0_240_20_450:gt ['0', '0', '0', '20', '0']:pred [ 0.         4.567039   0.        20.         5.7756143]
Sedan4Door_-20_20_-20_20_0_0_60_450:gt ['-20', '20', '-20', '20', '0']:pred [21.2926   14.333705 17.683743 20.        4.315016]
Sedan4Door_0_0_0_20_0_240_20_450:gt ['0', '0', '0', '20', '0']:pred [ 0.         3.8492422  0.        16.487864   7.6355734]
Suv_-20_0_0_20_0_160_60_450:gt ['-20', '0', '0', '20', '0']:pred [17.54005   4.590361  0.       20.45094   3.710288]
Hatchback_-20_0_0_0_0_240_20_450:gt ['-20', '0', '0', '0', '0']:pred [20.         5.74586    0.         6.9208126  5.6028996]
Hatchback_0_20_-20_20_0_80_20_450:gt ['0', '20', '-20', '20', '0']:pred [ 4.1996474 20.        25.86063   20.         0.       ]
Suv_-20_20_-20_20_20_320_20_450:gt ['-20', '20', '-20', '20', '20']:pred [17.9161   20.       25.456503 20.       11.273143]
Suv_-20_20_0_20_20_80_20_400:gt ['-20', '20', '0', '20', '20']:pred [18.257513 20.        0.       20.       20.      ]
Suv_0_0_0_20_20_80_60_450:gt ['0', '0', '0', '20', '20']:pred [ 3.5244284  4.511386   4.900766  24.760471  10.911165 ]
Hybrid_-20_20_-20_0_20_160_20_450:gt ['-20', '20', '-20', '0', '20']:pred [20.       15.857688 20.        0.       20.      ]
Hatchback_-20_0_-20_20_20_320_20_400:gt ['-20', '0', '-20', '20', '20']:pred [17.941652  0.       23.471186 20.       12.944903]
Hatchback_0_20_-20_20_20_160_20_450:gt ['0', '20', '-20', '20', '20']:pred [ 0.       12.103463 20.       23.583551 20.      ]
Sedan4Door_-20_0_0_0_0_0_60_450:gt ['-20', '0', '0', '0', '0']:pred [20.683754   5.1527042  6.343219   0.         4.6098175]
Sedan2Door_0_0_-20_0_0_0_20_450:gt ['0', '0', '-20', '0', '0']:pred [ 3.4658566  0.        20.         0.         0.       ]
Suv_0_20_-20_0_20_80_20_400:gt ['0', '20', '-20', '0', '20']:pred [ 3.3479269 20.        18.302462   0.        20.       ]
Suv_-20_0_0_0_20_240_60_400:gt ['-20', '0', '0', '0', '20']:pred [ 4.021196   1.8085227  0.         2.742067  18.014788 ]
Sedan4Door_0_0_-20_20_0_0_20_450:gt ['0', '0', '-20', '20', '0']:pred [ 2.722711  0.       24.0911   20.        0.      ]
