Sedan2Door_-20_20_0_20_0_160_60_450:gt ['-20', '20', '0', '20', '0']:pred [26.792864   6.47869    0.        31.790073   6.5915446]
Hybrid_-20_20_-20_20_20_320_20_400:gt ['-20', '20', '-20', '20', '20']:pred [18.297756 20.       20.       20.       18.965143]
Hatchback_-20_20_0_20_20_80_60_450:gt ['-20', '20', '0', '20', '20']:pred [12.9683895 22.530891  10.7931595 31.285225  14.570727 ]
Sedan2Door_0_0_0_20_0_160_60_450:gt ['0', '0', '0', '20', '0']:pred [ 5.1578846  15.507597   11.015833    6.2064342   0.46960807]
Suv_-20_20_0_0_20_160_20_450:gt ['-20', '20', '0', '0', '20']:pred [20.        9.18605   0.       11.247304 20.      ]
Hatchback_-20_0_-20_0_0_160_20_450:gt ['-20', '0', '-20', '0', '0']:pred [20.        9.017122 20.        9.468689 25.655508]
Sedan2Door_-20_0_0_0_20_0_20_450:gt ['-20', '0', '0', '0', '20']:pred [19.498306  0.        0.        0.       20.      ]
Hatchback_0_0_-20_20_20_320_20_400:gt ['0', '0', '-20', '20', '20']:pred [ 3.0016797  0.        25.278536  20.        32.375977 ]
Hybrid_-20_0_0_20_0_320_20_400:gt ['-20', '0', '0', '20', '0']:pred [20.077188  0.        0.       20.       11.433441]
Sedan4Door_0_20_-20_20_20_240_20_400:gt ['0', '20', '-20', '20', '20']:pred [ 0.       24.262636 20.       43.45806  40.494244]
Hybrid_0_0_-20_20_20_320_60_450:gt ['0', '0', '-20', '20', '20']:pred [ 4.3822   39.671124 20.       20.       18.170568]
Hybrid_0_20_-20_20_20_240_20_450:gt ['0', '20', '-20', '20', '20']:pred [ 0.       26.486923 20.       20.       12.578537]
Hatchback_0_20_-20_0_20_80_60_400:gt ['0', '20', '-20', '0', '20']:pred [ 2.9994946 11.023407  13.701652  23.46986   52.89406  ]
Suv_-20_20_0_20_20_240_60_450:gt ['-20', '20', '0', '20', '20']:pred [20.787756  8.360023 18.73042  18.771032 17.87164 ]
Sedan2Door_-20_0_0_20_20_80_60_400:gt ['-20', '0', '0', '20', '20']:pred [10.13554    5.0869884 19.155071  27.920998  33.166904 ]
Suv_-20_20_0_20_20_80_20_450:gt ['-20', '20', '0', '20', '20']:pred [ 8.476942 20.        0.       20.       20.      ]
Sedan2Door_-20_0_0_0_0_320_60_450:gt ['-20', '0', '0', '0', '0']:pred [ 7.5755124 31.15157   20.541477  25.220345  17.759968 ]
Sedan4Door_0_20_0_0_0_160_60_400:gt ['0', '20', '0', '0', '0']:pred [ 2.148149  18.803848  10.676909  12.9919195  9.881065 ]
Sedan4Door_0_20_-20_0_0_320_60_450:gt ['0', '20', '-20', '0', '0']:pred [ 1.250849 41.20158  12.954076 19.312193 37.90438 ]
Sedan4Door_-20_20_0_20_20_0_60_450:gt ['-20', '20', '0', '20', '20']:pred [14.575986 33.367443 13.878568 38.14211  33.595947]
Hatchback_0_20_0_0_20_320_20_400:gt ['0', '20', '0', '0', '20']:pred [ 3.0797594 20.         1.1274588  0.        21.477415 ]
Hybrid_0_0_-20_20_0_160_60_450:gt ['0', '0', '-20', '20', '0']:pred [12.515131 16.441654 20.       10.715718 11.905043]
Suv_-20_0_0_20_0_240_20_400:gt ['-20', '0', '0', '20', '0']:pred [20.        8.073876  0.       40.90192  36.00468 ]
Hybrid_0_20_0_20_20_160_20_400:gt ['0', '20', '0', '20', '20']:pred [ 0.       36.261784  0.       20.       20.      ]
Hatchback_0_20_0_20_0_80_60_400:gt ['0', '20', '0', '20', '0']:pred [ 2.3928876  5.960505   5.145286  27.188103  36.403828 ]
Suv_-20_20_-20_0_20_240_20_400:gt ['-20', '20', '-20', '0', '20']:pred [20.       22.689503 20.       35.625713 37.412777]
Suv_-20_20_0_20_20_80_60_400:gt ['-20', '20', '0', '20', '20']:pred [18.434114   7.031917   2.4004145 29.528063  33.720276 ]
Sedan4Door_-20_0_0_20_0_0_20_450:gt ['-20', '0', '0', '20', '0']:pred [32.979332   0.         3.7443905 20.         0.       ]
Sedan4Door_0_20_0_0_0_240_20_450:gt ['0', '20', '0', '0', '0']:pred [ 0.       23.840046  0.       13.46949  17.157028]
Hybrid_0_0_0_0_20_0_60_400:gt ['0', '0', '0', '0', '20']:pred [ 6.8299856  0.        17.793972  19.706867   5.938585 ]
Hybrid_0_20_-20_20_0_160_20_450:gt ['0', '20', '-20', '20', '0']:pred [ 0.       29.290056 20.       20.        0.      ]
Sedan2Door_-20_20_0_0_0_160_60_450:gt ['-20', '20', '0', '0', '0']:pred [ 5.0833187  6.630065   5.988389   6.7971754 13.186004 ]
Sedan4Door_0_0_-20_0_0_80_20_450:gt ['0', '0', '-20', '0', '0']:pred [ 1.7036562  0.        18.874502   0.         0.       ]
Sedan4Door_0_0_-20_20_0_320_60_400:gt ['0', '0', '-20', '20', '0']:pred [10.496189 32.51909  26.921785 41.201675 14.839103]
Suv_0_0_-20_20_0_320_60_450:gt ['0', '0', '-20', '20', '0']:pred [ 1.4120619 34.01962   16.326052  50.868664  11.842759 ]
Sedan2Door_-20_20_0_20_20_160_20_400:gt ['-20', '20', '0', '20', '20']:pred [20.       20.335793  0.       14.41842  20.      ]
Hatchback_-20_20_-20_20_0_160_60_450:gt ['-20', '20', '-20', '20', '0']:pred [26.167747 24.503819 20.       19.443756 21.760296]
Sedan2Door_0_0_0_0_20_0_20_450:gt ['0', '0', '0', '0', '20']:pred [ 4.989032    0.          0.35975218  0.         20.        ]
Sedan4Door_0_20_0_0_20_320_20_450:gt ['0', '20', '0', '0', '20']:pred [ 8.886083  20.         6.8527555  0.        14.633745 ]
Hybrid_-20_0_0_0_0_80_20_400:gt ['-20', '0', '0', '0', '0']:pred [29.637821  0.        0.        0.        0.      ]
Hatchback_0_0_0_20_20_80_60_400:gt ['0', '0', '0', '20', '20']:pred [ 1.5522811  3.4263268  1.2934086 32.945534  22.43109  ]
Sedan2Door_-20_0_0_20_0_320_60_450:gt ['-20', '0', '0', '20', '0']:pred [ 1.3298589 17.526936   3.161747  19.297781   9.085049 ]
Suv_-20_20_0_0_20_0_60_400:gt ['-20', '20', '0', '0', '20']:pred [13.281511 27.855242  9.962832 24.794634 17.168686]
Sedan4Door_-20_20_-20_20_20_80_60_400:gt ['-20', '20', '-20', '20', '20']:pred [12.226237 11.592571 26.051702 31.903023 36.306232]
Hatchback_0_0_0_20_20_0_60_400:gt ['0', '0', '0', '20', '20']:pred [ 5.594538 16.43742  14.024655 19.891663 13.962153]
Hatchback_0_20_0_20_20_0_60_450:gt ['0', '20', '0', '20', '20']:pred [ 3.390832  35.04171    8.0720005 14.730944  10.544573 ]
Sedan2Door_0_0_0_0_20_160_60_450:gt ['0', '0', '0', '0', '20']:pred [ 7.5841   10.58699   9.022053 10.520504 36.941124]
Sedan4Door_-20_20_0_20_0_320_20_450:gt ['-20', '20', '0', '20', '0']:pred [10.90151   20.         0.8234321 20.         1.420854 ]
Suv_-20_0_0_0_0_320_20_400:gt ['-20', '0', '0', '0', '0']:pred [11.746964   0.         2.7582562  0.         9.341871 ]
Hatchback_0_0_0_20_0_0_60_450:gt ['0', '0', '0', '20', '0']:pred [ 3.1677432 23.068914  13.145641  23.314137   5.2139816]
Sedan4Door_0_20_0_20_20_160_60_400:gt ['0', '20', '0', '20', '20']:pred [18.897804 24.333931  0.       39.995914 17.46208 ]
Sedan4Door_0_20_0_0_20_80_20_400:gt ['0', '20', '0', '0', '20']:pred [ 1.6967825 20.         0.         0.        20.       ]
Hybrid_0_0_0_20_0_240_60_450:gt ['0', '0', '0', '20', '0']:pred [ 6.4668946 18.51842   18.455584  13.612565   6.058712 ]
Sedan2Door_0_20_0_20_20_240_20_450:gt ['0', '20', '0', '20', '20']:pred [ 0.       18.077188  0.       19.527626 38.12113 ]
Suv_0_0_-20_20_20_240_20_400:gt ['0', '0', '-20', '20', '20']:pred [ 0.       18.528788 20.       40.04929  40.382534]
Sedan4Door_0_20_0_20_20_240_20_450:gt ['0', '20', '0', '20', '20']:pred [ 0.         7.469013   0.         7.0514674 28.922865 ]
Sedan4Door_-20_0_-20_0_0_0_60_450:gt ['-20', '0', '-20', '0', '0']:pred [ 7.4160094 14.882147  21.310337  21.034622  19.431871 ]
Hatchback_0_20_-20_20_0_320_20_400:gt ['0', '20', '-20', '20', '0']:pred [ 5.1792226 20.        36.107956  20.        29.878813 ]
Sedan2Door_0_0_0_0_20_80_20_450:gt ['0', '0', '0', '0', '20']:pred [ 2.07976    0.         0.         6.6274176 20.       ]
Hybrid_0_20_0_20_0_320_60_400:gt ['0', '20', '0', '20', '0']:pred [ 1.2905163 20.         3.5948465 42.661835   1.9272234]
Sedan4Door_0_0_-20_20_20_320_60_450:gt ['0', '0', '-20', '20', '20']:pred [ 3.6284957 36.135498  27.600836  31.869267  17.469933 ]
Sedan2Door_0_20_0_20_20_80_60_400:gt ['0', '20', '0', '20', '20']:pred [ 0.83227354  9.166538   10.826098   19.339983   22.04582   ]
Suv_0_20_-20_0_20_320_20_400:gt ['0', '20', '-20', '0', '20']:pred [ 3.4205928 20.        21.685537   0.        23.835331 ]
Hybrid_-20_0_-20_20_20_80_20_400:gt ['-20', '0', '-20', '20', '20']:pred [14.373332  0.       20.       20.       20.      ]
Suv_-20_20_0_0_20_240_20_400:gt ['-20', '20', '0', '0', '20']:pred [20.       39.615494  0.       16.034874 36.06541 ]
Sedan4Door_-20_20_-20_20_0_320_20_450:gt ['-20', '20', '-20', '20', '0']:pred [14.132487 20.       19.825766 20.       31.660955]
Sedan4Door_0_0_-20_0_20_320_20_400:gt ['0', '0', '-20', '0', '20']:pred [ 6.444278  0.       20.837439  0.        9.624187]
Suv_0_20_0_0_20_320_60_450:gt ['0', '20', '0', '0', '20']:pred [ 6.7445126 20.         2.7914364  0.        11.416024 ]
Hybrid_-20_0_0_20_0_0_60_450:gt ['-20', '0', '0', '20', '0']:pred [13.929602 17.637287  0.       13.515204 18.13341 ]
Hatchback_0_20_0_0_0_0_20_400:gt ['0', '20', '0', '0', '0']:pred [ 0.77940714 20.          2.1032183   0.          0.        ]
Sedan4Door_0_0_0_0_0_80_60_450:gt ['0', '0', '0', '0', '0']:pred [ 4.0722904  4.725221   0.7679989 26.690056  14.455189 ]
Hatchback_-20_0_0_20_0_0_20_450:gt ['-20', '0', '0', '20', '0']:pred [11.291565   0.         3.7312312 20.         0.       ]
Hatchback_-20_20_0_0_0_240_20_400:gt ['-20', '20', '0', '0', '0']:pred [20.       30.01209   0.       10.076351 24.886324]
Sedan4Door_0_0_0_0_0_0_60_400:gt ['0', '0', '0', '0', '0']:pred [ 6.1476207 11.295068   9.207339  30.423403   1.2778536]
Sedan2Door_0_0_-20_20_0_240_20_400:gt ['0', '0', '-20', '20', '0']:pred [ 0.        6.350809 13.937695 18.241293 20.702208]
Hatchback_0_20_0_20_0_80_20_400:gt ['0', '20', '0', '20', '0']:pred [ 0.48206902 20.          0.         20.          0.        ]
Hatchback_-20_20_-20_20_0_80_60_450:gt ['-20', '20', '-20', '20', '0']:pred [ 9.771438  13.7810135 11.589553  15.270291   7.826928 ]
Sedan4Door_-20_20_0_20_20_160_20_450:gt ['-20', '20', '0', '20', '20']:pred [20.       33.195263  0.       13.844153 20.      ]
Sedan2Door_0_0_-20_0_20_80_60_450:gt ['0', '0', '-20', '0', '20']:pred [ 2.1103811  4.1064153 17.407133  19.314724  40.560665 ]
Sedan4Door_-20_20_0_0_0_80_20_400:gt ['-20', '20', '0', '0', '0']:pred [19.232801 20.        8.142175  0.        0.      ]
Sedan2Door_0_20_-20_0_20_80_20_400:gt ['0', '20', '-20', '0', '20']:pred [ 3.2920763 20.        20.         0.        20.       ]
Sedan4Door_0_20_0_20_20_0_60_400:gt ['0', '20', '0', '20', '20']:pred [ 7.2809825 31.001808  15.87335   24.018158  11.104159 ]
Sedan4Door_0_0_0_0_20_80_20_400:gt ['0', '0', '0', '0', '20']:pred [ 4.7173696  0.         0.         0.        20.       ]
Suv_-20_20_0_0_0_80_60_450:gt ['-20', '20', '0', '0', '0']:pred [ 5.138804   7.291345   1.8208655 33.933277  15.208391 ]
Hatchback_0_20_-20_20_20_80_20_400:gt ['0', '20', '-20', '20', '20']:pred [ 2.571521 20.       17.032673 20.       20.      ]
Hatchback_0_0_-20_0_0_240_60_450:gt ['0', '0', '-20', '0', '0']:pred [29.886286   7.7949777 17.082066  29.228857   4.642759 ]
Hybrid_0_20_-20_0_0_160_60_450:gt ['0', '20', '-20', '0', '0']:pred [ 3.8589528 27.379704  20.         1.5420209 40.55393  ]
Hatchback_-20_0_0_0_0_0_60_400:gt ['-20', '0', '0', '0', '0']:pred [30.413658 19.117218  4.63268   0.       16.9808  ]
Hybrid_0_0_-20_0_20_320_20_400:gt ['0', '0', '-20', '0', '20']:pred [ 7.9928613  0.        20.         0.        40.497025 ]
Sedan2Door_0_20_-20_0_0_80_60_400:gt ['0', '20', '-20', '0', '0']:pred [ 2.153468   9.243083   7.6030736 19.263865  30.772923 ]
Sedan2Door_0_20_0_0_0_320_20_450:gt ['0', '20', '0', '0', '0']:pred [ 6.9590316  20.          0.          0.          0.55101997]
Hybrid_0_20_0_0_20_0_20_450:gt ['0', '20', '0', '0', '20']:pred [ 2.5511937 20.         0.         0.        20.       ]
Suv_0_0_-20_0_0_240_20_400:gt ['0', '0', '-20', '0', '0']:pred [ 0.        16.238836  20.         4.6815686  3.7301996]
Suv_-20_20_-20_0_20_0_20_400:gt ['-20', '20', '-20', '0', '20']:pred [20.855766 20.        9.474628  0.       20.      ]
Hatchback_-20_0_0_0_20_320_60_450:gt ['-20', '0', '0', '0', '20']:pred [ 6.6616836 26.113758   6.012008  33.33634   34.711754 ]
Hybrid_-20_20_0_0_20_240_60_400:gt ['-20', '20', '0', '0', '20']:pred [ 3.362823   7.491628   6.153277  26.216688   5.4906096]
Sedan4Door_0_20_0_0_20_320_20_400:gt ['0', '20', '0', '0', '20']:pred [ 5.8957057  20.          0.93838245  0.         43.90661   ]
Hatchback_0_20_0_20_20_80_60_400:gt ['0', '20', '0', '20', '20']:pred [ 1.2521678  4.6321235  5.432405  13.590851  45.313698 ]
Hatchback_-20_0_-20_0_20_80_20_400:gt ['-20', '0', '-20', '0', '20']:pred [20.724277  0.       11.27198   0.       20.      ]
Suv_-20_0_-20_20_0_320_20_400:gt ['-20', '0', '-20', '20', '0']:pred [15.392851  0.       24.613495 20.       16.189592]
Hatchback_-20_20_0_0_20_240_60_400:gt ['-20', '20', '0', '0', '20']:pred [22.91463  19.463123  0.       23.544464 35.287163]
Suv_0_0_0_0_0_160_60_400:gt ['0', '0', '0', '0', '0']:pred [ 8.013087  18.3984    22.74314    7.8833528  8.82098  ]
Hatchback_-20_0_-20_20_0_0_20_450:gt ['-20', '0', '-20', '20', '0']:pred [11.253643  0.       13.011698 20.        0.      ]
Sedan4Door_-20_20_-20_0_0_320_60_450:gt ['-20', '20', '-20', '0', '0']:pred [ 5.0171356 28.223263  16.21465   40.262188  30.07345  ]
Sedan2Door_0_20_0_20_20_320_20_450:gt ['0', '20', '0', '20', '20']:pred [ 6.932503 20.        0.       20.       11.856129]
Sedan2Door_0_0_-20_20_20_320_20_400:gt ['0', '0', '-20', '20', '20']:pred [ 2.7812667   0.          0.81529856 20.         30.307663  ]
Suv_-20_20_-20_0_0_160_20_400:gt ['-20', '20', '-20', '0', '0']:pred [20.       12.909009 20.       35.00997   0.      ]
Hybrid_0_20_0_0_0_240_60_400:gt ['0', '20', '0', '0', '0']:pred [24.913597 15.809101 33.360905 18.366299 11.84462 ]
Sedan4Door_-20_20_0_20_20_0_20_450:gt ['-20', '20', '0', '20', '20']:pred [18.738415  20.         3.4930372 20.        20.       ]
Suv_-20_0_-20_0_20_240_60_450:gt ['-20', '0', '-20', '0', '20']:pred [26.441216  4.513918 17.61017  10.385613  7.009023]
Hybrid_0_20_-20_20_20_240_60_400:gt ['0', '20', '-20', '20', '20']:pred [15.054198  13.042394  20.        35.076687   1.4789978]
Sedan4Door_-20_0_-20_20_20_320_60_400:gt ['-20', '0', '-20', '20', '20']:pred [12.023899  14.2064705 27.753895  35.384663  35.276237 ]
Sedan2Door_0_20_0_0_0_240_20_400:gt ['0', '20', '0', '0', '0']:pred [ 0.        8.478897  0.        0.       12.008128]
Hybrid_0_20_0_0_0_160_60_450:gt ['0', '20', '0', '0', '0']:pred [ 5.167421   5.7116446  4.5640106  0.        20.395796 ]
Sedan4Door_-20_0_-20_0_0_80_60_450:gt ['-20', '0', '-20', '0', '0']:pred [12.013273   6.0847926  5.774377  40.454018  27.338877 ]
Sedan4Door_-20_0_0_20_0_320_60_400:gt ['-20', '0', '0', '20', '0']:pred [25.198399  21.054102   5.5911202 39.828197  37.37676  ]
Suv_-20_20_0_20_20_0_60_450:gt ['-20', '20', '0', '20', '20']:pred [11.970185  38.44371    5.1048837 20.        18.777027 ]
Suv_-20_0_-20_20_0_0_60_400:gt ['-20', '0', '-20', '20', '0']:pred [27.770199 25.191227 13.253785  8.352696 14.492198]
Suv_0_0_0_20_0_0_60_400:gt ['0', '0', '0', '20', '0']:pred [ 2.3753343 27.743277   9.289087  15.185985   4.0269938]
Suv_0_0_-20_20_0_320_20_400:gt ['0', '0', '-20', '20', '0']:pred [ 5.7629557  0.        24.608187  20.        10.429447 ]
Sedan4Door_-20_20_-20_0_0_240_20_450:gt ['-20', '20', '-20', '0', '0']:pred [20.       31.424257 20.       18.437933 21.67255 ]
Suv_-20_20_-20_0_20_80_20_400:gt ['-20', '20', '-20', '0', '20']:pred [21.663294 20.       21.899729  0.       20.      ]
Hatchback_-20_0_0_0_20_240_20_400:gt ['-20', '0', '0', '0', '20']:pred [20.         3.865502   0.        15.5761385 48.215534 ]
Hatchback_0_20_0_20_20_320_60_450:gt ['0', '20', '0', '20', '20']:pred [ 2.6577156 41.73509    1.9155966 32.538185  10.313005 ]
Sedan2Door_0_0_0_20_20_80_60_400:gt ['0', '0', '0', '20', '20']:pred [ 4.1571636  5.9073515  7.827591  13.854951  47.329857 ]
Suv_0_20_-20_0_0_160_60_450:gt ['0', '20', '-20', '0', '0']:pred [27.881592 27.791344 20.       13.441128 15.313554]
Hybrid_-20_0_0_0_0_80_60_400:gt ['-20', '0', '0', '0', '0']:pred [ 5.247844 15.928806 10.637878 25.563797 29.590302]
Suv_0_0_-20_20_20_80_20_400:gt ['0', '0', '-20', '20', '20']:pred [ 2.5916958  0.        25.614132  20.        20.       ]
Hatchback_-20_20_-20_0_0_0_20_450:gt ['-20', '20', '-20', '0', '0']:pred [ 9.719603 20.       29.021961  0.        0.      ]
Suv_0_20_0_0_20_160_20_450:gt ['0', '20', '0', '0', '20']:pred [ 0.        21.930582  11.4359045  4.8885574 51.045593 ]
Suv_0_0_0_20_0_240_20_400:gt ['0', '0', '0', '20', '0']:pred [ 0.        9.928037  0.       20.001179 32.113697]
Sedan2Door_0_20_0_0_20_240_20_450:gt ['0', '20', '0', '0', '20']:pred [ 0.       13.17552   0.        0.       31.253197]
Hatchback_-20_0_-20_20_0_320_60_400:gt ['-20', '0', '-20', '20', '0']:pred [11.522572 20.606329 24.43832  47.48456  17.328056]
Sedan2Door_-20_20_0_20_20_80_20_400:gt ['-20', '20', '0', '20', '20']:pred [39.13546  20.        0.       27.620234 20.      ]
Sedan4Door_-20_0_-20_20_0_80_20_400:gt ['-20', '0', '-20', '20', '0']:pred [34.537743  0.       29.978796 20.        0.      ]
Sedan2Door_-20_0_-20_0_0_240_60_450:gt ['-20', '0', '-20', '0', '0']:pred [10.161496   8.013349  20.09745   28.6182     4.0275116]
Suv_-20_20_0_0_0_240_20_450:gt ['-20', '20', '0', '0', '0']:pred [ 4.4882402  5.086093  32.304848  11.576469  42.9538   ]
Sedan2Door_-20_20_0_0_0_80_20_400:gt ['-20', '20', '0', '0', '0']:pred [ 3.199229 20.       25.563118 31.949919  5.89816 ]
Hatchback_0_20_0_0_0_0_60_450:gt ['0', '20', '0', '0', '0']:pred [ 4.1455617 28.137379   7.265798  18.921535  15.031187 ]
Suv_0_20_-20_0_0_320_60_400:gt ['0', '20', '-20', '0', '0']:pred [ 0.7818161 21.316196  18.127542   5.9638176 22.195255 ]
Hatchback_0_0_0_0_20_0_60_450:gt ['0', '0', '0', '0', '20']:pred [ 0.7926559 19.786871   3.567296  11.7046585  4.7290254]
Hybrid_-20_20_-20_20_20_240_20_400:gt ['-20', '20', '-20', '20', '20']:pred [20.       23.186432 20.       18.049114 23.855158]
Hybrid_0_0_-20_0_0_80_60_450:gt ['0', '0', '-20', '0', '0']:pred [ 2.3477452 13.639693  20.        37.123436  12.063198 ]
Sedan4Door_0_20_-20_0_0_160_20_450:gt ['0', '20', '-20', '0', '0']:pred [ 0.       25.834276 20.       20.340986 20.947676]
Sedan4Door_-20_20_0_0_20_320_60_450:gt ['-20', '20', '0', '0', '20']:pred [ 6.5619783 35.682247   3.6392725  0.        13.433683 ]
Sedan2Door_-20_0_-20_0_20_80_20_400:gt ['-20', '0', '-20', '0', '20']:pred [19.216259  0.       27.215523 23.024033 20.      ]
Hybrid_0_0_0_0_0_0_20_400:gt ['0', '0', '0', '0', '0']:pred [2.492041 0.       0.       0.       0.      ]
Sedan4Door_0_20_0_20_0_160_20_450:gt ['0', '20', '0', '20', '0']:pred [ 0.       23.295465  0.       20.689838  0.      ]
Hybrid_0_0_-20_0_20_320_60_450:gt ['0', '0', '-20', '0', '20']:pred [ 1.1964953  0.        20.         0.        23.585136 ]
Suv_-20_0_-20_0_0_320_20_450:gt ['-20', '0', '-20', '0', '0']:pred [29.744242  0.       24.245697  0.       13.359372]
Hybrid_-20_20_0_0_0_240_20_400:gt ['-20', '20', '0', '0', '0']:pred [12.802242 17.404348  0.       19.37713  26.130144]
Hatchback_-20_0_-20_20_20_0_60_400:gt ['-20', '0', '-20', '20', '20']:pred [ 5.852948 11.809011 23.458687 20.       26.336617]
Hybrid_-20_0_-20_0_0_80_60_400:gt ['-20', '0', '-20', '0', '0']:pred [13.076066   7.1801767 20.        14.553418  37.36388  ]
Hybrid_-20_0_-20_0_20_160_60_400:gt ['-20', '0', '-20', '0', '20']:pred [ 8.99885    5.8278284 18.560339  14.662924  33.16076  ]
Hybrid_-20_20_-20_0_20_160_60_400:gt ['-20', '20', '-20', '0', '20']:pred [10.985914  18.218853   5.477289  15.025132   0.2987676]
Hatchback_0_20_0_20_0_160_60_450:gt ['0', '20', '0', '20', '0']:pred [ 8.604773 22.846634  0.       44.722576 36.705856]
Hybrid_-20_20_-20_0_20_320_20_400:gt ['-20', '20', '-20', '0', '20']:pred [19.418833 20.       20.        0.       30.146778]
Suv_-20_0_0_0_20_240_20_450:gt ['-20', '0', '0', '0', '20']:pred [20.         4.4993606 38.09828   24.298067  47.34719  ]
Suv_-20_0_0_20_20_320_60_450:gt ['-20', '0', '0', '20', '20']:pred [ 8.233584  0.        8.842853 22.16644  20.151823]
Sedan4Door_0_20_-20_20_0_240_20_400:gt ['0', '20', '-20', '20', '0']:pred [ 0.       16.305143 20.       28.886671 24.760284]
Suv_0_0_0_0_20_240_60_400:gt ['0', '0', '0', '0', '20']:pred [ 6.214049  12.553885  37.89188   20.862638   2.7670321]
Sedan2Door_-20_20_-20_0_0_80_60_400:gt ['-20', '20', '-20', '0', '0']:pred [ 9.457515 21.909992 30.534683 28.149036 27.872704]
Sedan4Door_0_20_-20_20_20_320_20_400:gt ['0', '20', '-20', '20', '20']:pred [ 3.5074978 20.        12.866353  20.        19.918848 ]
Sedan2Door_0_20_0_20_20_320_60_450:gt ['0', '20', '0', '20', '20']:pred [ 1.9967769 35.206226   2.050072  26.059877   7.634741 ]
Hatchback_0_20_-20_0_20_0_20_450:gt ['0', '20', '-20', '0', '20']:pred [ 2.0602677 20.        10.71971    0.        15.027002 ]
Sedan2Door_-20_20_0_0_0_160_20_450:gt ['-20', '20', '0', '0', '0']:pred [20.       25.048126  0.       15.910304 43.44223 ]
Sedan4Door_-20_20_-20_20_20_80_60_450:gt ['-20', '20', '-20', '20', '20']:pred [ 9.111778 39.444187 19.527363 17.63797  11.392914]
Sedan2Door_0_20_-20_0_0_160_60_450:gt ['0', '20', '-20', '0', '0']:pred [31.567501  21.567028  20.         5.864397   1.6059788]
Sedan4Door_0_0_-20_0_0_320_20_450:gt ['0', '0', '-20', '0', '0']:pred [ 4.735427  0.       34.756355  0.       21.459452]
Hybrid_0_20_0_20_20_160_60_400:gt ['0', '20', '0', '20', '20']:pred [33.61103  18.18285   0.        9.487017 23.579227]
Hatchback_-20_0_-20_20_20_160_60_400:gt ['-20', '0', '-20', '20', '20']:pred [22.22872  27.788391 20.       42.174133 31.863457]
