7dac31838b627748eb631ba05bd8dfe_40_40_20_20_40_80_80_400:gt ['40', '40', '20', '20', '40']:pred [13.406195 21.326334 20.       20.       40.      ]
d72ffa185738bccd10b75223b5be6dbb_20_40_20_20_40_80_80_400:gt ['20', '40', '20', '20', '40']:pred [16.691866  3.426929 20.       20.       40.      ]
5ec3322293a39816ad7e7cea4034d226_20_20_20_40_20_240_40_400:gt ['20', '20', '20', '40', '20']:pred [20.          0.53861874 20.         40.          0.1426239 ]
9d2b7938d426633b28044fe9244db50a_40_20_20_20_40_160_40_400:gt ['40', '20', '20', '20', '40']:pred [40. 20. 20. 20. 40.]
7c46bfff2f90f11044592db9be5db5c8_40_40_40_40_20_240_40_400:gt ['40', '40', '40', '40', '20']:pred [40.       39.70207  40.       40.       23.978514]
1790131f5f74b1ed973aff268eb6b00c_40_20_20_20_40_160_80_400:gt ['40', '20', '20', '20', '40']:pred [12.307285  10.7045145  5.8560257 10.834408  40.       ]
9c827e532de4967285089a13cc567dbd_20_40_20_20_40_160_40_400:gt ['20', '40', '20', '20', '40']:pred [20.       37.220676 20.       20.       40.      ]
d72ffa185738bccd10b75223b5be6dbb_20_40_20_40_40_160_80_400:gt ['20', '40', '20', '40', '40']:pred [20.317078  5.741006 20.       40.       40.      ]
5ec3322293a39816ad7e7cea4034d226_20_40_40_20_20_160_80_400:gt ['20', '40', '40', '20', '20']:pred [20.376938   25.170605   40.         20.          0.42366922]
ac3585c59a80b822b4d8eb72d337b2e3_20_40_40_40_40_160_40_400:gt ['20', '40', '40', '40', '40']:pred [20.       36.250515 40.       40.       24.938549]
4ac021653126a29e98618a1ba17f086b_40_40_40_20_40_240_80_400:gt ['40', '40', '40', '20', '40']:pred [28.405254 39.657    40.       20.       30.094315]
ac3585c59a80b822b4d8eb72d337b2e3_40_40_20_40_20_80_40_400:gt ['40', '40', '20', '40', '20']:pred [40.      25.66449 20.      40.      20.     ]
425ba801e904cb50f3aaed7e86215c7b_20_20_40_20_20_80_40_400:gt ['20', '20', '40', '20', '20']:pred [30.265331 19.824615 40.       20.       20.      ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_20_20_20_20_40_160_80_400:gt ['20', '20', '20', '20', '40']:pred [ 5.5797195 41.335648   6.8667464  3.3550253 27.151144 ]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_20_20_40_40_240_80_400:gt ['20', '20', '20', '40', '40']:pred [20.888208 27.273607 20.       40.       40.      ]
2f7cf2c2d170e3c936f37029483b3e41_20_40_20_20_40_160_40_400:gt ['20', '40', '20', '20', '40']:pred [20.       25.806654 20.       20.       45.466026]
216d910f71942f205df3c6413d40ccb2_40_40_40_40_20_160_40_400:gt ['40', '40', '40', '40', '20']:pred [40.       30.942944 40.       40.       20.      ]
70e27da90dec2de49604bf8c981ad1eb_40_40_20_40_40_240_40_400:gt ['40', '40', '20', '40', '40']:pred [40.        8.662358 20.       40.       23.363445]
4458ed2a746e61a3b11647ffa4306609_40_20_40_20_20_160_80_400:gt ['40', '20', '40', '20', '20']:pred [15.654302 31.240437 40.       20.       20.      ]
9c827e532de4967285089a13cc567dbd_20_40_40_20_40_80_40_400:gt ['20', '40', '40', '20', '40']:pred [ 9.821957 25.311676 40.       20.       40.      ]
425ba801e904cb50f3aaed7e86215c7b_40_20_20_20_20_160_40_400:gt ['40', '20', '20', '20', '20']:pred [40.      20.      20.      20.      27.58765]
825fb860d71c78a477c771b4b7eed82c_20_40_20_40_20_160_80_400:gt ['20', '40', '20', '40', '20']:pred [26.221151 16.071157 20.       40.       17.89866 ]
7dac31838b627748eb631ba05bd8dfe_20_20_40_40_40_160_80_400:gt ['20', '20', '40', '40', '40']:pred [16.804571  9.000123 40.       40.       40.      ]
9c827e532de4967285089a13cc567dbd_40_20_40_20_40_80_80_400:gt ['40', '20', '40', '20', '40']:pred [ 2.8222759 10.922189  40.        20.        40.       ]
923007b377bb1cab473f10e6caaeca56_20_40_20_40_20_160_80_400:gt ['20', '40', '20', '40', '20']:pred [19.376024 16.76084  20.       40.       20.      ]
ac3585c59a80b822b4d8eb72d337b2e3_40_20_20_20_20_80_40_400:gt ['40', '20', '20', '20', '20']:pred [40.       18.402466 20.       20.       20.      ]
c61ec8875746ab78227375499b768057_20_20_40_40_20_240_40_400:gt ['20', '20', '40', '40', '20']:pred [20.        13.913456  40.        40.         6.8448076]
fabcb04fc015f822ca8bf2993ca245b_20_20_20_20_40_80_80_400:gt ['20', '20', '20', '20', '40']:pred [20. 20. 20. 20. 40.]
d2592adba4e8e62648368c1a2f71c5f3_20_20_40_40_20_160_40_400:gt ['20', '20', '40', '40', '20']:pred [20.       41.019657 40.       27.415215 25.351667]
ffe0a5b165461eb66a2345809e2bb169_20_20_40_20_40_80_80_400:gt ['20', '20', '40', '20', '40']:pred [24.591436    2.5471497   0.62586945 15.487845   40.        ]
3d693af6fbae47f9cfb661f69a0dfbbd_20_40_20_20_40_240_80_400:gt ['20', '40', '20', '20', '40']:pred [25.77169  10.671452 20.       20.       18.7912  ]
c4941d6a2266813c3a2b1a2e5e169910_20_20_40_40_20_240_40_400:gt ['20', '20', '40', '40', '20']:pred [20.         5.1223083 40.        40.         7.2460556]
72ba2195087f80d8b7e8c57d131d2ca7_20_40_20_40_40_240_80_400:gt ['20', '40', '20', '40', '40']:pred [31.617218 29.093554 22.570366 20.771032 31.435179]
216d910f71942f205df3c6413d40ccb2_40_40_40_20_40_160_40_400:gt ['40', '40', '40', '20', '40']:pred [40.      31.60147 40.      20.      40.     ]
cde88b5900e8dfba725a7749daae1afa_20_40_40_20_40_240_40_400:gt ['20', '40', '40', '20', '40']:pred [20.         7.6546435 40.        20.        40.       ]
3d693af6fbae47f9cfb661f69a0dfbbd_20_20_40_40_20_80_40_400:gt ['20', '20', '40', '40', '20']:pred [21.65284 33.08285 40.      40.      20.     ]
a387407d49e209fdeea60824a43a0b_40_20_20_40_40_80_40_400:gt ['40', '20', '20', '40', '40']:pred [34.83136  32.03602  29.288849 40.       40.      ]
86c8a3137a716d70e742b0b5e87bec54_20_20_20_20_20_240_80_400:gt ['20', '20', '20', '20', '20']:pred [42.994877 38.733433 24.61813  15.195107 10.198297]
12f2905dc029f59a2479fbc7da5ed22b_20_40_20_40_20_160_80_400:gt ['20', '40', '20', '40', '20']:pred [13.739036 12.66594  20.       40.       14.456504]
c61ec8875746ab78227375499b768057_40_40_20_20_40_240_80_400:gt ['40', '40', '20', '20', '40']:pred [24.471903   7.3998003 20.        20.        23.024605 ]
d0cf2f187acda5736be7348aa770e4ca_20_40_20_40_20_80_80_400:gt ['20', '40', '20', '40', '20']:pred [13.142002  27.450106   1.6090634 30.277988  20.       ]
9c827e532de4967285089a13cc567dbd_40_40_40_20_40_160_40_400:gt ['40', '40', '40', '20', '40']:pred [40.      36.30418 40.      20.      40.     ]
72ba2195087f80d8b7e8c57d131d2ca7_40_20_20_40_40_240_40_400:gt ['40', '20', '20', '40', '40']:pred [40.         2.0775578 20.        20.832008  17.950554 ]
86c8a3137a716d70e742b0b5e87bec54_40_20_20_40_40_240_80_400:gt ['40', '20', '20', '40', '40']:pred [36.531036 25.416449  8.831245 27.48703  18.570421]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_40_40_20_40_80_80_400:gt ['40', '40', '40', '20', '40']:pred [31.348919 27.240486  9.046115 31.139513 40.      ]
216d910f71942f205df3c6413d40ccb2_20_20_40_40_20_160_40_400:gt ['20', '20', '40', '40', '20']:pred [20.      27.73225 40.      40.      20.     ]
4ac021653126a29e98618a1ba17f086b_40_40_40_20_20_80_40_400:gt ['40', '40', '40', '20', '20']:pred [15.465288 20.695711 40.       20.       20.      ]
b9786e1b059a1712ca92a4cdad802b45_40_20_40_20_40_240_40_400:gt ['40', '20', '40', '20', '40']:pred [40.         5.0624504 40.        20.        20.39756  ]
ffe0a5b165461eb66a2345809e2bb169_20_20_40_20_40_240_80_400:gt ['20', '20', '40', '20', '40']:pred [19.540577   1.2319372  4.1300116  8.157936  14.291634 ]
72ba2195087f80d8b7e8c57d131d2ca7_40_20_20_20_20_240_40_400:gt ['40', '20', '20', '20', '20']:pred [40.        4.027987 20.       21.166842 11.773931]
4f17af1ca7ae689d409b2c4484d833cc_40_20_20_20_20_160_80_400:gt ['40', '20', '20', '20', '20']:pred [15.940148  8.368515 20.       20.       23.976063]
fabcb04fc015f822ca8bf2993ca245b_40_20_40_20_20_160_80_400:gt ['40', '20', '40', '20', '20']:pred [16.429142 24.473133 41.792595 20.59781  26.262995]
2f7cf2c2d170e3c936f37029483b3e41_20_40_20_40_40_160_80_400:gt ['20', '40', '20', '40', '40']:pred [24.32531  31.11881  20.       40.       42.890152]
aa9f41bc3925ffc4be9358e8c18dc481_20_20_20_20_20_80_40_400:gt ['20', '20', '20', '20', '20']:pred [20. 20. 20. 20. 20.]
4f17af1ca7ae689d409b2c4484d833cc_40_40_20_40_40_80_80_400:gt ['40', '40', '20', '40', '40']:pred [24.629585  2.676696 20.       40.       40.      ]
a115d534edec6f89afe1d4530f4c6e24_40_20_40_40_20_160_40_400:gt ['40', '20', '40', '40', '20']:pred [40.       21.131723 40.       40.       21.53185 ]
a88d69e53a01aab9ff1370452e3a0154_40_20_40_20_20_80_80_400:gt ['40', '20', '40', '20', '20']:pred [10.374381  20.50174    1.8183247 21.9496    20.       ]
b9786e1b059a1712ca92a4cdad802b45_20_40_20_20_20_240_80_400:gt ['20', '40', '20', '20', '20']:pred [25.753782  8.781372 20.       20.       27.322159]
ac3585c59a80b822b4d8eb72d337b2e3_20_20_20_20_40_80_80_400:gt ['20', '20', '20', '20', '40']:pred [20. 20. 20. 20. 40.]
a387407d49e209fdeea60824a43a0b_40_20_40_20_20_80_80_400:gt ['40', '20', '40', '20', '20']:pred [28.390848 14.473816  6.973175 44.48718  20.      ]
aa9f41bc3925ffc4be9358e8c18dc481_20_20_20_40_20_160_80_400:gt ['20', '20', '20', '40', '20']:pred [ 3.434679 34.72848  20.       40.       20.      ]
1790131f5f74b1ed973aff268eb6b00c_40_40_40_40_40_240_80_400:gt ['40', '40', '40', '40', '40']:pred [23.63595   8.744493  5.935051 26.073574 40.      ]
7c46bfff2f90f11044592db9be5db5c8_40_20_40_20_40_160_80_400:gt ['40', '20', '40', '20', '40']:pred [31.751732 27.517706 40.       20.       27.039022]
4ac021653126a29e98618a1ba17f086b_40_20_40_40_40_160_80_400:gt ['40', '20', '40', '40', '40']:pred [20.550133 26.219181 40.       40.       30.467916]
70e27da90dec2de49604bf8c981ad1eb_40_40_40_20_20_80_40_400:gt ['40', '40', '40', '20', '20']:pred [16.195396 16.971714 40.       20.       20.      ]
86c8a3137a716d70e742b0b5e87bec54_20_40_40_20_20_160_80_400:gt ['20', '40', '40', '20', '20']:pred [18.912098 28.30154  19.313663 29.712425 26.594902]
9d2b7938d426633b28044fe9244db50a_20_40_40_20_40_160_80_400:gt ['20', '40', '40', '20', '40']:pred [20. 40. 40. 20. 40.]
2f7cf2c2d170e3c936f37029483b3e41_40_40_20_20_40_80_80_400:gt ['40', '40', '20', '20', '40']:pred [25.15369 34.48674 20.      20.      40.     ]
5e87b04efd58cc8922412d2a728de1d5_40_40_40_20_20_80_80_400:gt ['40', '40', '40', '20', '20']:pred [21.779224  6.237899  4.238804 48.68374  20.      ]
86c8a3137a716d70e742b0b5e87bec54_20_20_40_40_20_240_40_400:gt ['20', '20', '40', '40', '20']:pred [20.       12.680044 40.       11.041242 14.912805]
d0cf2f187acda5736be7348aa770e4ca_20_20_20_40_20_240_40_400:gt ['20', '20', '20', '40', '20']:pred [20.       18.36694  20.       21.785887 20.      ]
ffe0a5b165461eb66a2345809e2bb169_40_40_40_20_40_160_40_400:gt ['40', '40', '40', '20', '40']:pred [40.       38.261726 40.       36.722378 12.41777 ]
7c46bfff2f90f11044592db9be5db5c8_20_20_20_20_20_240_40_400:gt ['20', '20', '20', '20', '20']:pred [20.        7.878094 20.       20.       20.212479]
fabcb04fc015f822ca8bf2993ca245b_20_40_20_40_40_160_80_400:gt ['20', '40', '20', '40', '40']:pred [29.315935 17.27921  17.356138 40.       30.428654]
923007b377bb1cab473f10e6caaeca56_20_20_40_20_40_80_80_400:gt ['20', '20', '40', '20', '40']:pred [16.09977 40.62771 40.      20.      40.     ]
5ec3322293a39816ad7e7cea4034d226_20_20_20_40_40_160_80_400:gt ['20', '20', '20', '40', '40']:pred [ 7.142366   10.105118   20.         40.          0.39091545]
a88d69e53a01aab9ff1370452e3a0154_20_40_40_40_40_160_80_400:gt ['20', '40', '40', '40', '40']:pred [15.199803   19.607973    0.60507035 14.096155   10.948382  ]
c61ec8875746ab78227375499b768057_20_20_40_40_40_240_80_400:gt ['20', '20', '40', '40', '40']:pred [18.162483  2.229733 40.       40.       17.36242 ]
12f2905dc029f59a2479fbc7da5ed22b_20_40_40_20_20_240_80_400:gt ['20', '40', '40', '20', '20']:pred [24.90797  11.239308 40.       20.       18.3193  ]
a51b3b0cbd9c24f3a7fd25564c2e888e_40_20_20_20_20_160_80_400:gt ['40', '20', '20', '20', '20']:pred [29.709564 31.427063 20.       20.       20.      ]
a115d534edec6f89afe1d4530f4c6e24_20_20_40_20_20_80_80_400:gt ['20', '20', '40', '20', '20']:pred [28.462305  2.000434 40.       20.       20.      ]
5ec3322293a39816ad7e7cea4034d226_20_20_40_40_40_80_80_400:gt ['20', '20', '40', '40', '40']:pred [27.118309   5.9414444 40.        40.        40.       ]
1a64bf1e658652ddb11647ffa4306609_20_40_20_20_40_80_80_400:gt ['20', '40', '20', '20', '40']:pred [23.67418    8.723023   1.5905848 32.21486   40.       ]
9d2b7938d426633b28044fe9244db50a_20_40_40_20_40_160_40_400:gt ['20', '40', '40', '20', '40']:pred [20. 40. 40. 20. 40.]
425ba801e904cb50f3aaed7e86215c7b_20_20_20_40_40_160_40_400:gt ['20', '20', '20', '40', '40']:pred [20.      20.      20.      40.      18.45347]
c4941d6a2266813c3a2b1a2e5e169910_20_40_20_20_40_160_40_400:gt ['20', '40', '20', '20', '40']:pred [20.       14.485211 20.       20.       13.909764]
7c46bfff2f90f11044592db9be5db5c8_20_20_40_20_40_240_80_400:gt ['20', '20', '40', '20', '40']:pred [36.970467 33.96138  40.       20.       28.905167]
a51b3b0cbd9c24f3a7fd25564c2e888e_40_20_40_20_20_160_80_400:gt ['40', '20', '40', '20', '20']:pred [30.169884 30.456001 40.       20.       20.      ]
d0cf2f187acda5736be7348aa770e4ca_40_20_20_20_20_160_80_400:gt ['40', '20', '20', '20', '20']:pred [17.00793   9.359813  2.178465 15.368156 20.      ]
c4941d6a2266813c3a2b1a2e5e169910_40_40_40_40_40_160_80_400:gt ['40', '40', '40', '40', '40']:pred [21.462063  23.681416  40.        40.        13.6130085]
fa1b3bcdbda309a439cc19d48e3f4f5_20_40_40_20_40_160_40_400:gt ['20', '40', '40', '20', '40']:pred [20.       22.358797 40.       20.       40.      ]
a387407d49e209fdeea60824a43a0b_20_40_20_40_40_80_80_400:gt ['20', '40', '20', '40', '40']:pred [24.663265 17.792553  7.635964 43.61141  40.      ]
1a64bf1e658652ddb11647ffa4306609_20_20_40_40_20_80_40_400:gt ['20', '20', '40', '40', '20']:pred [37.43955  18.537153 15.608724 40.       20.      ]
12f2905dc029f59a2479fbc7da5ed22b_20_20_40_40_20_240_40_400:gt ['20', '20', '40', '40', '20']:pred [20.         0.9115745 40.        40.        12.092163 ]
d72ffa185738bccd10b75223b5be6dbb_40_40_20_40_20_240_40_400:gt ['40', '40', '20', '40', '20']:pred [40.       10.397804 20.       40.       20.      ]
d2592adba4e8e62648368c1a2f71c5f3_20_20_20_40_20_160_80_400:gt ['20', '20', '20', '40', '20']:pred [12.398641 24.758951 16.681229 18.94197  28.41663 ]
7ccdf7bc2af0b068e43ab89cb5563740_40_20_40_40_40_160_80_400:gt ['40', '20', '40', '40', '40']:pred [22.038313  14.8560095 30.861115  28.150717  29.662474 ]
ba0ac1d1e25d3fad63f2c3a55558a78f_20_40_20_20_40_80_80_400:gt ['20', '40', '20', '20', '40']:pred [32.34567  38.692883 20.       20.       40.      ]
9c827e532de4967285089a13cc567dbd_40_20_20_20_20_80_80_400:gt ['40', '20', '20', '20', '20']:pred [ 2.6017818 11.144307  20.        20.        20.       ]
ffe0a5b165461eb66a2345809e2bb169_40_40_40_20_40_240_80_400:gt ['40', '40', '40', '20', '40']:pred [24.05276    3.2371473  2.7139916 12.9440365 17.153378 ]
72ba2195087f80d8b7e8c57d131d2ca7_20_20_20_40_20_80_40_400:gt ['20', '20', '20', '40', '20']:pred [21.160181 43.17799  28.302149 40.       20.      ]
c4941d6a2266813c3a2b1a2e5e169910_40_40_40_40_20_160_40_400:gt ['40', '40', '40', '40', '20']:pred [40.       25.629753 40.       40.       16.126385]
9c827e532de4967285089a13cc567dbd_40_20_40_40_40_240_80_400:gt ['40', '20', '40', '40', '40']:pred [12.391534 19.058111 40.       40.       40.      ]
6265f0745d3f40546bcd32c43682e841_20_40_40_20_20_240_40_400:gt ['20', '40', '40', '20', '20']:pred [20.       16.606829 40.       20.       20.      ]
d72ffa185738bccd10b75223b5be6dbb_40_20_40_40_40_80_80_400:gt ['40', '20', '40', '40', '40']:pred [13.620686   0.6354822 40.        40.        40.       ]
5e87b04efd58cc8922412d2a728de1d5_20_20_20_20_20_80_80_400:gt ['20', '20', '20', '20', '20']:pred [14.569674 15.728676  9.593369 34.873882 20.      ]
923007b377bb1cab473f10e6caaeca56_40_20_40_20_20_240_40_400:gt ['40', '20', '40', '20', '20']:pred [40.       16.925367 40.       20.       20.      ]
6265f0745d3f40546bcd32c43682e841_20_40_40_20_20_160_80_400:gt ['20', '40', '40', '20', '20']:pred [27.996176 21.604744 40.       20.       20.      ]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_20_20_40_20_160_40_400:gt ['20', '20', '20', '40', '20']:pred [20.       31.247835 20.       40.       20.      ]
6265f0745d3f40546bcd32c43682e841_40_20_40_40_20_240_40_400:gt ['40', '20', '40', '40', '20']:pred [40.       16.771124 40.       40.       20.      ]
7ccdf7bc2af0b068e43ab89cb5563740_20_40_40_20_20_80_80_400:gt ['20', '40', '40', '20', '20']:pred [23.175524   1.0448705  6.440965  42.772152  20.       ]
b9786e1b059a1712ca92a4cdad802b45_20_40_40_20_20_80_80_400:gt ['20', '40', '40', '20', '20']:pred [21.933737 10.856502 40.       20.       20.      ]
6265f0745d3f40546bcd32c43682e841_20_40_40_40_20_160_80_400:gt ['20', '40', '40', '40', '20']:pred [27.536238 21.676834 40.       40.       20.      ]
2f7cf2c2d170e3c936f37029483b3e41_20_40_20_20_40_240_80_400:gt ['20', '40', '20', '20', '40']:pred [25.251274 23.729464 20.       20.       33.413498]
425ba801e904cb50f3aaed7e86215c7b_40_20_40_20_40_160_80_400:gt ['40', '20', '40', '20', '40']:pred [ 9.598324  6.103715 40.       20.       37.82041 ]
a115d534edec6f89afe1d4530f4c6e24_40_40_20_20_40_240_80_400:gt ['40', '40', '20', '20', '40']:pred [25.332935 10.48889  20.       20.       22.414839]
9c827e532de4967285089a13cc567dbd_40_20_40_40_40_160_80_400:gt ['40', '20', '40', '40', '40']:pred [ 5.0253596 31.25292   40.        40.        40.       ]
dfa6c32dec07727ee9d8921ebe6d5b8e_40_20_40_40_20_80_40_400:gt ['40', '20', '40', '40', '20']:pred [16.066212 24.093836 40.       40.       20.      ]
a115d534edec6f89afe1d4530f4c6e24_20_20_20_40_40_240_40_400:gt ['20', '20', '20', '40', '40']:pred [20.        1.992139 20.       40.       16.261734]
a115d534edec6f89afe1d4530f4c6e24_40_20_40_20_20_160_80_400:gt ['40', '20', '40', '20', '20']:pred [14.33395  17.210028 40.       20.       25.704699]
70e27da90dec2de49604bf8c981ad1eb_20_20_40_40_20_80_40_400:gt ['20', '20', '40', '40', '20']:pred [ 2.661291 21.646833 40.       40.       20.      ]
923007b377bb1cab473f10e6caaeca56_40_20_40_20_20_80_40_400:gt ['40', '20', '40', '20', '20']:pred [17.593948 29.528315 40.       20.       20.      ]
c61ec8875746ab78227375499b768057_20_40_40_40_20_160_40_400:gt ['20', '40', '40', '40', '20']:pred [20.       30.065907 40.       40.       13.733407]
ffe0a5b165461eb66a2345809e2bb169_20_20_20_20_40_80_80_400:gt ['20', '20', '20', '20', '40']:pred [39.921017 44.14822   6.587016 21.442085 40.      ]
1790131f5f74b1ed973aff268eb6b00c_20_20_20_40_40_240_80_400:gt ['20', '20', '20', '40', '40']:pred [25.45225  15.479384  9.667333 18.12188  40.      ]
1790131f5f74b1ed973aff268eb6b00c_20_20_20_20_40_80_80_400:gt ['20', '20', '20', '20', '40']:pred [ 6.5038967 11.420057  20.        20.872366  40.       ]
fabcb04fc015f822ca8bf2993ca245b_40_40_40_20_40_80_80_400:gt ['40', '40', '40', '20', '40']:pred [40. 40. 40. 20. 40.]
d2592adba4e8e62648368c1a2f71c5f3_20_40_20_20_40_240_40_400:gt ['20', '40', '20', '20', '40']:pred [20.        8.003618 20.       20.       19.85953 ]
216d910f71942f205df3c6413d40ccb2_40_40_40_20_20_240_80_400:gt ['40', '40', '40', '20', '20']:pred [26.492134 25.728788 40.       20.       20.      ]
d72ffa185738bccd10b75223b5be6dbb_20_40_20_20_20_160_80_400:gt ['20', '40', '20', '20', '20']:pred [20.466906   6.0361724 20.        20.        20.       ]
c4941d6a2266813c3a2b1a2e5e169910_20_20_20_20_20_240_40_400:gt ['20', '20', '20', '20', '20']:pred [20.       28.023037 20.       20.        9.930482]
825fb860d71c78a477c771b4b7eed82c_20_20_40_20_40_240_40_400:gt ['20', '20', '40', '20', '40']:pred [20.         1.9056004 40.        20.         9.34517  ]
d72ffa185738bccd10b75223b5be6dbb_20_40_40_40_40_160_40_400:gt ['20', '40', '40', '40', '40']:pred [20.       13.182781 40.       40.       40.      ]
9d2b7938d426633b28044fe9244db50a_20_20_40_20_20_80_80_400:gt ['20', '20', '40', '20', '20']:pred [20. 20. 40. 20. 20.]
