70e27da90dec2de49604bf8c981ad1eb_40_40_40_40_20_240_80_400:gt ['40', '40', '40', '40', '20']:pred [33.386055   7.6558614 40.        40.        14.459921 ]
6265f0745d3f40546bcd32c43682e841_40_40_20_20_40_240_80_400:gt ['40', '40', '20', '20', '40']:pred [14.743768   7.7765303 20.        20.        40.       ]
4ac021653126a29e98618a1ba17f086b_40_20_40_20_20_80_80_400:gt ['40', '20', '40', '20', '20']:pred [20.548489 22.480618 40.       20.       20.      ]
825fb860d71c78a477c771b4b7eed82c_40_20_20_20_20_240_40_400:gt ['40', '20', '20', '20', '20']:pred [40.         1.9154899 20.        20.         6.230798 ]
12f2905dc029f59a2479fbc7da5ed22b_20_20_20_40_40_240_40_400:gt ['20', '20', '20', '40', '40']:pred [20.         3.7984223 20.        40.         6.6482735]
c4941d6a2266813c3a2b1a2e5e169910_20_40_40_20_40_160_80_400:gt ['20', '40', '40', '20', '40']:pred [30.857403 10.197022 40.       20.       21.263641]
dfa6c32dec07727ee9d8921ebe6d5b8e_40_20_20_20_40_80_80_400:gt ['40', '20', '20', '20', '40']:pred [14.245982   0.9528987 20.        20.        40.       ]
ac3585c59a80b822b4d8eb72d337b2e3_40_40_40_40_20_80_40_400:gt ['40', '40', '40', '40', '20']:pred [40.       26.423437 40.       40.       20.      ]
12f2905dc029f59a2479fbc7da5ed22b_40_20_40_40_20_240_40_400:gt ['40', '20', '40', '40', '20']:pred [40.       10.422683 40.       40.        6.598152]
c4941d6a2266813c3a2b1a2e5e169910_20_40_20_20_40_240_40_400:gt ['20', '40', '20', '20', '40']:pred [20.         4.245006  20.        20.         5.7009897]
86c8a3137a716d70e742b0b5e87bec54_20_40_40_20_20_240_40_400:gt ['20', '40', '40', '20', '20']:pred [20.        20.536264  40.        20.         2.4064827]
7c46bfff2f90f11044592db9be5db5c8_20_20_40_40_20_160_40_400:gt ['20', '20', '40', '40', '20']:pred [20.       27.657135 40.       40.       40.777657]
fabcb04fc015f822ca8bf2993ca245b_40_20_40_20_20_80_80_400:gt ['40', '20', '40', '20', '20']:pred [22.658514 19.850723 31.68379  24.602722 20.      ]
216d910f71942f205df3c6413d40ccb2_40_40_20_20_20_240_80_400:gt ['40', '40', '20', '20', '20']:pred [16.357763 17.852991 20.       20.       20.      ]
b9786e1b059a1712ca92a4cdad802b45_20_20_40_40_40_240_40_400:gt ['20', '20', '40', '40', '40']:pred [20.          1.3724105  40.         40.          0.44345716]
d2592adba4e8e62648368c1a2f71c5f3_40_20_40_40_20_160_80_400:gt ['40', '20', '40', '40', '20']:pred [20.918165 24.1308   22.265106 12.781826 12.115669]
a115d534edec6f89afe1d4530f4c6e24_20_20_20_20_40_160_80_400:gt ['20', '20', '20', '20', '40']:pred [ 8.918232   6.6571326 20.        20.        30.233913 ]
86c8a3137a716d70e742b0b5e87bec54_20_40_40_40_40_80_80_400:gt ['20', '40', '40', '40', '40']:pred [22.288445 22.8725   29.301096 16.72959  40.      ]
4ac021653126a29e98618a1ba17f086b_40_40_20_40_20_160_80_400:gt ['40', '40', '20', '40', '20']:pred [28.727867 41.194664 20.       40.       31.81171 ]
12f2905dc029f59a2479fbc7da5ed22b_40_40_20_20_20_240_40_400:gt ['40', '40', '20', '20', '20']:pred [40.       18.180367 20.       20.        7.633328]
dfa6c32dec07727ee9d8921ebe6d5b8e_20_20_40_40_40_160_80_400:gt ['20', '20', '40', '40', '40']:pred [10.366475   0.9871086 40.        40.        40.       ]
d2592adba4e8e62648368c1a2f71c5f3_20_20_20_20_20_80_80_400:gt ['20', '20', '20', '20', '20']:pred [15.28919  10.46631  21.4365   13.112858 20.      ]
a387407d49e209fdeea60824a43a0b_40_40_40_40_20_240_40_400:gt ['40', '40', '40', '40', '20']:pred [40.       19.073126 40.       15.643698  8.9221  ]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_20_40_40_20_240_80_400:gt ['20', '20', '40', '40', '20']:pred [11.606874  8.859608 40.       40.       20.      ]
c4941d6a2266813c3a2b1a2e5e169910_40_20_40_40_40_80_40_400:gt ['40', '20', '40', '40', '40']:pred [24.520323 23.394314 40.       40.       40.      ]
9c827e532de4967285089a13cc567dbd_20_20_40_20_40_240_80_400:gt ['20', '20', '40', '20', '40']:pred [ 0.79189384  8.269562   40.         20.         40.        ]
1790131f5f74b1ed973aff268eb6b00c_20_40_40_20_40_240_80_400:gt ['20', '40', '40', '20', '40']:pred [ 9.318595   4.7503276  6.418043   0.2391669 40.       ]
dfa6c32dec07727ee9d8921ebe6d5b8e_20_20_40_40_20_240_40_400:gt ['20', '20', '40', '40', '20']:pred [20. 20. 40. 40. 20.]
825fb860d71c78a477c771b4b7eed82c_40_20_40_20_20_160_80_400:gt ['40', '20', '40', '20', '20']:pred [ 7.640369 28.762909 40.       20.       17.819035]
12f2905dc029f59a2479fbc7da5ed22b_40_40_40_20_40_160_80_400:gt ['40', '40', '40', '20', '40']:pred [30.641424 36.771084 40.       20.       30.533155]
923007b377bb1cab473f10e6caaeca56_20_20_40_20_20_160_40_400:gt ['20', '20', '40', '20', '20']:pred [20.        7.277042 40.       20.       20.      ]
70e27da90dec2de49604bf8c981ad1eb_40_20_40_20_20_160_40_400:gt ['40', '20', '40', '20', '20']:pred [40.       18.688677 40.       20.       27.457846]
5ec3322293a39816ad7e7cea4034d226_20_40_40_20_40_240_80_400:gt ['20', '40', '40', '20', '40']:pred [22.40835  14.854878 40.       20.        4.762859]
5ec3322293a39816ad7e7cea4034d226_20_40_20_40_20_80_40_400:gt ['20', '40', '20', '40', '20']:pred [27.977186 24.845682 20.       40.       20.      ]
ba0ac1d1e25d3fad63f2c3a55558a78f_20_40_40_20_20_80_40_400:gt ['20', '40', '40', '20', '20']:pred [25.27283  32.961914 40.       20.       20.      ]
ffe0a5b165461eb66a2345809e2bb169_20_40_20_20_40_80_40_400:gt ['20', '40', '20', '20', '40']:pred [27.052006 31.611732 17.255629 20.       40.      ]
7ccdf7bc2af0b068e43ab89cb5563740_20_20_40_20_40_160_40_400:gt ['20', '20', '40', '20', '40']:pred [20.         4.1458435 40.        11.699745  18.228876 ]
9c827e532de4967285089a13cc567dbd_40_20_20_20_20_80_40_400:gt ['40', '20', '20', '20', '20']:pred [18.823847   2.2839072 20.        20.        20.       ]
ac3585c59a80b822b4d8eb72d337b2e3_40_20_40_40_20_80_80_400:gt ['40', '20', '40', '40', '20']:pred [21.100029 13.025758 40.       40.       20.      ]
dfa6c32dec07727ee9d8921ebe6d5b8e_40_40_20_20_40_240_40_400:gt ['40', '40', '20', '20', '40']:pred [40. 40. 20. 20. 40.]
4ac021653126a29e98618a1ba17f086b_20_40_40_40_40_80_80_400:gt ['20', '40', '40', '40', '40']:pred [24.70821   8.026384 40.       40.       40.      ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_20_40_20_20_80_40_400:gt ['40', '20', '40', '20', '20']:pred [19.39642  25.417128 28.311714 20.       20.      ]
216d910f71942f205df3c6413d40ccb2_40_40_40_20_40_240_40_400:gt ['40', '40', '40', '20', '40']:pred [40.        14.3616085 40.        20.        40.       ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_40_40_20_20_240_40_400:gt ['40', '40', '40', '20', '20']:pred [40.       20.969246 40.       20.       41.90801 ]
aa9f41bc3925ffc4be9358e8c18dc481_20_40_40_20_40_240_80_400:gt ['20', '40', '40', '20', '40']:pred [19.678526    0.63261944 40.         20.         40.        ]
ac3585c59a80b822b4d8eb72d337b2e3_20_40_20_40_20_160_80_400:gt ['20', '40', '20', '40', '20']:pred [23.925816   5.8676996 20.        40.        28.404295 ]
425ba801e904cb50f3aaed7e86215c7b_40_20_40_20_20_160_80_400:gt ['40', '20', '40', '20', '20']:pred [12.637278   7.1847997 40.        20.        33.64943  ]
9c827e532de4967285089a13cc567dbd_40_20_20_40_20_80_40_400:gt ['40', '20', '20', '40', '20']:pred [19.377157   2.2077215 20.        40.        20.       ]
2f7cf2c2d170e3c936f37029483b3e41_20_20_20_40_20_240_40_400:gt ['20', '20', '20', '40', '20']:pred [20.         7.481825  20.        40.         2.5001533]
825fb860d71c78a477c771b4b7eed82c_20_20_40_20_20_240_40_400:gt ['20', '20', '40', '20', '20']:pred [20.         2.0947213 40.        20.         7.3603206]
c4941d6a2266813c3a2b1a2e5e169910_20_40_20_40_40_80_40_400:gt ['20', '40', '20', '40', '40']:pred [30.102007 29.409248 20.       40.       40.      ]
9d2b7938d426633b28044fe9244db50a_40_20_20_40_40_160_40_400:gt ['40', '20', '20', '40', '40']:pred [40. 20. 20. 40. 40.]
a387407d49e209fdeea60824a43a0b_40_40_40_20_40_80_40_400:gt ['40', '40', '40', '20', '40']:pred [26.129187 37.898357 28.372656 20.       40.      ]
4f17af1ca7ae689d409b2c4484d833cc_40_40_40_20_20_240_40_400:gt ['40', '40', '40', '20', '20']:pred [40.       16.617039 40.       20.       27.241318]
923007b377bb1cab473f10e6caaeca56_20_40_20_20_20_80_40_400:gt ['20', '40', '20', '20', '20']:pred [34.209686 36.737083 20.       20.       20.      ]
a115d534edec6f89afe1d4530f4c6e24_20_40_20_40_20_160_40_400:gt ['20', '40', '20', '40', '20']:pred [20.        9.229378 20.       40.       19.313787]
cde88b5900e8dfba725a7749daae1afa_20_40_20_20_40_160_80_400:gt ['20', '40', '20', '20', '40']:pred [25.48212  17.470087 20.       20.       40.      ]
a51b3b0cbd9c24f3a7fd25564c2e888e_40_20_40_20_20_160_40_400:gt ['40', '20', '40', '20', '20']:pred [40.      27.21932 40.      20.      20.     ]
aa9f41bc3925ffc4be9358e8c18dc481_20_20_20_20_20_240_40_400:gt ['20', '20', '20', '20', '20']:pred [20.       14.779393 20.       20.       20.      ]
6265f0745d3f40546bcd32c43682e841_20_40_20_20_20_80_80_400:gt ['20', '40', '20', '20', '20']:pred [19.487667   0.6055633 20.        20.        20.       ]
4ac021653126a29e98618a1ba17f086b_40_20_20_40_40_80_40_400:gt ['40', '20', '20', '40', '40']:pred [27.360044 23.009418 20.       40.       40.      ]
1790131f5f74b1ed973aff268eb6b00c_40_20_40_20_40_240_80_400:gt ['40', '20', '40', '20', '40']:pred [10.159112   3.652653   4.494484   3.0022554 40.       ]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_20_20_40_40_160_80_400:gt ['20', '20', '20', '40', '40']:pred [18.682821 23.835964 20.       40.       40.      ]
7ccdf7bc2af0b068e43ab89cb5563740_40_40_40_20_40_160_80_400:gt ['40', '40', '40', '20', '40']:pred [37.0415   39.009975 14.110656 13.304617 14.822881]
b9786e1b059a1712ca92a4cdad802b45_40_40_20_20_20_240_40_400:gt ['40', '40', '20', '20', '20']:pred [40.         17.409756   20.         20.          0.42792833]
a115d534edec6f89afe1d4530f4c6e24_20_20_20_20_40_80_40_400:gt ['20', '20', '20', '20', '40']:pred [16.759417   5.5681467 20.        20.        40.       ]
a115d534edec6f89afe1d4530f4c6e24_40_40_20_20_40_80_40_400:gt ['40', '40', '20', '20', '40']:pred [23.357964 19.044333 20.       20.       40.      ]
4ac021653126a29e98618a1ba17f086b_20_20_40_40_40_80_40_400:gt ['20', '20', '40', '40', '40']:pred [21.737741   4.5690145 40.        40.        40.       ]
4458ed2a746e61a3b11647ffa4306609_20_40_20_40_20_160_80_400:gt ['20', '40', '20', '40', '20']:pred [26.594652 29.094652 20.       40.       20.      ]
a88d69e53a01aab9ff1370452e3a0154_20_20_40_20_40_80_80_400:gt ['20', '20', '40', '20', '40']:pred [19.793827 11.263003 27.090845  9.816636 40.      ]
dfa6c32dec07727ee9d8921ebe6d5b8e_40_20_40_40_20_80_40_400:gt ['40', '20', '40', '40', '20']:pred [ 2.112418   1.6750335 40.        40.        20.       ]
72ba2195087f80d8b7e8c57d131d2ca7_40_40_20_20_40_240_80_400:gt ['40', '40', '20', '20', '40']:pred [18.67885   24.334452   9.18252    3.0224996 20.90506  ]
6265f0745d3f40546bcd32c43682e841_40_40_20_40_20_240_80_400:gt ['40', '40', '20', '40', '20']:pred [14.258881   7.6844144 20.        40.        20.       ]
1790131f5f74b1ed973aff268eb6b00c_40_20_20_20_40_240_80_400:gt ['40', '20', '20', '20', '40']:pred [ 8.819008   1.3315208  3.326097   1.3891888 40.       ]
5e87b04efd58cc8922412d2a728de1d5_20_20_20_20_20_240_80_400:gt ['20', '20', '20', '20', '20']:pred [ 2.4485002 11.593516   1.1589018  4.694628  16.498505 ]
9d2b7938d426633b28044fe9244db50a_40_20_40_20_40_160_80_400:gt ['40', '20', '40', '20', '40']:pred [40. 20. 40. 20. 40.]
4f17af1ca7ae689d409b2c4484d833cc_40_40_20_40_20_80_80_400:gt ['40', '40', '20', '40', '20']:pred [25.548237 26.397926 20.       40.       20.      ]
fa1b3bcdbda309a439cc19d48e3f4f5_40_40_20_40_20_80_40_400:gt ['40', '40', '20', '40', '20']:pred [33.607433 33.950127 20.       40.       20.      ]
5e87b04efd58cc8922412d2a728de1d5_40_20_40_40_20_240_80_400:gt ['40', '20', '40', '40', '20']:pred [ 8.172324 17.445656  8.986552 19.987915 15.309872]
c4941d6a2266813c3a2b1a2e5e169910_20_40_20_20_20_160_40_400:gt ['20', '40', '20', '20', '20']:pred [20.       15.037524 20.       20.       29.143166]
70e27da90dec2de49604bf8c981ad1eb_40_20_20_20_40_80_80_400:gt ['40', '20', '20', '20', '40']:pred [19.592451   3.4590373 20.        20.        40.       ]
b9786e1b059a1712ca92a4cdad802b45_40_40_40_20_40_240_40_400:gt ['40', '40', '40', '20', '40']:pred [40.        17.721838  40.        20.         0.6238456]
425ba801e904cb50f3aaed7e86215c7b_20_40_40_40_40_160_40_400:gt ['20', '40', '40', '40', '40']:pred [20.       40.       40.       40.       34.083652]
7dac31838b627748eb631ba05bd8dfe_20_40_40_20_40_80_40_400:gt ['20', '40', '40', '20', '40']:pred [ 9.4943   20.540356 40.       20.       40.      ]
b9786e1b059a1712ca92a4cdad802b45_40_20_20_40_20_240_80_400:gt ['40', '20', '20', '40', '20']:pred [16.460867 20.04379  20.       40.        5.343239]
b9786e1b059a1712ca92a4cdad802b45_40_40_40_20_40_160_80_400:gt ['40', '40', '40', '20', '40']:pred [27.875458 39.77584  40.       20.       18.304028]
86c8a3137a716d70e742b0b5e87bec54_40_40_40_20_40_80_40_400:gt ['40', '40', '40', '20', '40']:pred [38.050655 41.061043 37.578247 20.       40.      ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_20_40_20_40_20_160_40_400:gt ['20', '40', '20', '40', '20']:pred [20.         5.5090094 20.         1.3626536 32.163433 ]
9d2b7938d426633b28044fe9244db50a_40_20_40_20_20_80_80_400:gt ['40', '20', '40', '20', '20']:pred [40. 20. 40. 20. 20.]
70e27da90dec2de49604bf8c981ad1eb_20_20_40_40_20_80_40_400:gt ['20', '20', '40', '40', '20']:pred [17.648365  2.264646 40.       40.       20.      ]
3d693af6fbae47f9cfb661f69a0dfbbd_40_40_20_20_20_240_40_400:gt ['40', '40', '20', '20', '20']:pred [40.        23.117514  20.        20.         4.9669647]
aa9f41bc3925ffc4be9358e8c18dc481_20_40_20_20_20_80_80_400:gt ['20', '40', '20', '20', '20']:pred [13.2103     0.4000017 20.        20.        20.       ]
b9786e1b059a1712ca92a4cdad802b45_20_40_20_40_20_240_80_400:gt ['20', '40', '20', '40', '20']:pred [24.799242  13.063235  20.        40.         3.9751573]
ffe0a5b165461eb66a2345809e2bb169_20_20_40_40_40_80_80_400:gt ['20', '20', '40', '40', '40']:pred [24.51592    2.8290539 13.591386   2.6387625 40.       ]
a88d69e53a01aab9ff1370452e3a0154_40_20_20_40_40_160_80_400:gt ['40', '20', '20', '40', '40']:pred [17.918283 21.297737 18.93794  11.024867 20.78684 ]
3d693af6fbae47f9cfb661f69a0dfbbd_20_20_20_40_40_80_40_400:gt ['20', '20', '20', '40', '40']:pred [27.802681 28.165287 20.       40.       40.      ]
216d910f71942f205df3c6413d40ccb2_20_40_40_20_40_240_40_400:gt ['20', '40', '40', '20', '40']:pred [20.         7.1611767 40.        20.        40.       ]
a115d534edec6f89afe1d4530f4c6e24_40_20_20_40_40_160_80_400:gt ['40', '20', '20', '40', '40']:pred [12.155981 20.508986 20.       40.       33.67545 ]
12f2905dc029f59a2479fbc7da5ed22b_20_20_20_20_40_240_80_400:gt ['20', '20', '20', '20', '40']:pred [ 4.842796   4.0631514 20.        20.        37.778572 ]
9d2b7938d426633b28044fe9244db50a_20_40_40_20_20_160_80_400:gt ['20', '40', '40', '20', '20']:pred [20. 40. 40. 20. 20.]
923007b377bb1cab473f10e6caaeca56_20_40_40_20_40_240_40_400:gt ['20', '40', '40', '20', '40']:pred [20.       15.348285 40.       20.       40.      ]
2f7cf2c2d170e3c936f37029483b3e41_20_20_20_40_40_160_40_400:gt ['20', '20', '20', '40', '40']:pred [20.       22.153746 20.       40.       38.264435]
c4941d6a2266813c3a2b1a2e5e169910_20_20_20_20_40_80_80_400:gt ['20', '20', '20', '20', '40']:pred [10.584726  8.804167 20.       20.       40.      ]
5ec3322293a39816ad7e7cea4034d226_20_20_20_20_40_240_80_400:gt ['20', '20', '20', '20', '40']:pred [ 5.3690486  6.396359  20.        20.        10.991618 ]
dfa6c32dec07727ee9d8921ebe6d5b8e_20_40_40_20_40_160_80_400:gt ['20', '40', '40', '20', '40']:pred [ 7.761521   1.4534122 40.        20.        40.       ]
a115d534edec6f89afe1d4530f4c6e24_20_20_40_40_20_160_40_400:gt ['20', '20', '40', '40', '20']:pred [20.        8.340091 40.       40.       14.888007]
1a64bf1e658652ddb11647ffa4306609_20_40_20_20_40_160_40_400:gt ['20', '40', '20', '20', '40']:pred [20.       16.555645 20.       16.392017 27.13959 ]
7ccdf7bc2af0b068e43ab89cb5563740_40_40_20_40_20_240_80_400:gt ['40', '40', '20', '40', '20']:pred [22.918274 29.244652 18.40622  10.895127  9.220604]
ac3585c59a80b822b4d8eb72d337b2e3_20_20_20_40_40_80_40_400:gt ['20', '20', '20', '40', '40']:pred [15.218596 15.156893 20.       40.       40.      ]
72ba2195087f80d8b7e8c57d131d2ca7_40_20_40_40_20_160_40_400:gt ['40', '20', '40', '40', '20']:pred [40.       27.344995 40.        8.468354 33.31923 ]
72ba2195087f80d8b7e8c57d131d2ca7_40_20_40_40_20_240_80_400:gt ['40', '20', '40', '40', '20']:pred [ 9.387009 17.574205 10.597616 16.558867 10.669978]
aa9f41bc3925ffc4be9358e8c18dc481_20_40_20_40_20_160_80_400:gt ['20', '40', '20', '40', '20']:pred [17.40503    2.3911734 20.        40.        20.       ]
5e87b04efd58cc8922412d2a728de1d5_20_20_20_20_20_160_80_400:gt ['20', '20', '20', '20', '20']:pred [ 3.5087323  4.5206027  7.1581964  1.0661551 15.018388 ]
7c46bfff2f90f11044592db9be5db5c8_20_20_40_40_40_160_40_400:gt ['20', '20', '40', '40', '40']:pred [20.       28.098686 40.       40.       27.544767]
1a64bf1e658652ddb11647ffa4306609_40_40_40_20_40_80_40_400:gt ['40', '40', '40', '20', '40']:pred [30.814222 38.29462  31.173412 20.       40.      ]
425ba801e904cb50f3aaed7e86215c7b_20_40_20_40_20_80_80_400:gt ['20', '40', '20', '40', '20']:pred [16.663939  3.032257 20.       40.       20.      ]
cde88b5900e8dfba725a7749daae1afa_20_20_40_40_20_160_80_400:gt ['20', '20', '40', '40', '20']:pred [11.874403 15.708561 40.       40.       20.      ]
5ec3322293a39816ad7e7cea4034d226_40_40_40_20_40_80_80_400:gt ['40', '40', '40', '20', '40']:pred [26.722841 24.198805 40.       20.       40.      ]
7c46bfff2f90f11044592db9be5db5c8_40_20_20_20_20_240_40_400:gt ['40', '20', '20', '20', '20']:pred [40.         7.0799804 20.        20.        34.311512 ]
ac3585c59a80b822b4d8eb72d337b2e3_40_20_20_40_40_160_40_400:gt ['40', '20', '20', '40', '40']:pred [40.      26.46108 20.      40.      36.85297]
9d2b7938d426633b28044fe9244db50a_40_20_40_20_20_240_80_400:gt ['40', '20', '40', '20', '20']:pred [40. 20. 40. 20. 20.]
86c8a3137a716d70e742b0b5e87bec54_40_20_20_40_20_160_40_400:gt ['40', '20', '20', '40', '20']:pred [40.       28.344559 20.       16.800375 28.027817]
825fb860d71c78a477c771b4b7eed82c_20_40_20_40_20_160_80_400:gt ['20', '40', '20', '40', '20']:pred [24.42329    6.2681456 20.        40.        17.59364  ]
1790131f5f74b1ed973aff268eb6b00c_20_40_20_40_40_160_40_400:gt ['20', '40', '20', '40', '40']:pred [20.       10.829882 20.       40.       40.      ]
4ac021653126a29e98618a1ba17f086b_20_20_20_20_40_240_80_400:gt ['20', '20', '20', '20', '40']:pred [ 0.90916544  2.6573963  20.         20.         42.410477  ]
4458ed2a746e61a3b11647ffa4306609_20_20_20_20_40_240_40_400:gt ['20', '20', '20', '20', '40']:pred [20.        9.443514 20.       20.       40.      ]
86c8a3137a716d70e742b0b5e87bec54_40_40_40_20_40_160_40_400:gt ['40', '40', '40', '20', '40']:pred [40.       29.371758 40.       17.619366 33.099125]
5e87b04efd58cc8922412d2a728de1d5_40_40_20_20_20_80_80_400:gt ['40', '40', '20', '20', '20']:pred [23.245455 20.655285 23.884619 25.645006 20.      ]
923007b377bb1cab473f10e6caaeca56_20_40_40_40_40_240_40_400:gt ['20', '40', '40', '40', '40']:pred [20.       15.837048 40.       40.       40.      ]
cde88b5900e8dfba725a7749daae1afa_20_20_20_40_20_80_40_400:gt ['20', '20', '20', '40', '20']:pred [25.717506 12.400741 20.       40.       20.      ]
2f7cf2c2d170e3c936f37029483b3e41_40_40_20_40_40_240_80_400:gt ['40', '40', '20', '40', '40']:pred [26.283375 19.646544 20.       40.        9.302824]
3d693af6fbae47f9cfb661f69a0dfbbd_40_40_40_20_40_240_80_400:gt ['40', '40', '40', '20', '40']:pred [22.954277 23.901802 40.       20.       30.851727]
fabcb04fc015f822ca8bf2993ca245b_40_20_20_20_20_80_40_400:gt ['40', '20', '20', '20', '20']:pred [40.       28.634811 18.07429  20.       20.      ]
9c827e532de4967285089a13cc567dbd_40_20_40_20_20_240_40_400:gt ['40', '20', '40', '20', '20']:pred [40.       17.245066 40.       20.       20.      ]
