hybrid_0_0_-20_20_40_240_40_450:gt ['0', '0', '-20', '20', '40']:pred [ 8.109364  0.       11.737897 13.848763 40.      ]
sedan2door_-20_0_-40_40_20_160_40_450:gt ['-20', '0', '-40', '40', '20']:pred [14.646931  0.       17.801899  8.264818 20.      ]
hybrid_-40_20_0_20_20_0_40_400:gt ['-40', '20', '0', '20', '20']:pred [40.        13.697069  26.591255   6.7540607 20.       ]
hatchback_-20_40_0_0_40_0_20_450:gt ['-20', '40', '0', '0', '40']:pred [20.       10.340048  0.        4.519907 48.46026 ]
sedan4door_0_0_0_20_0_40_80_450:gt ['0', '0', '0', '20', '0']:pred [ 0.  0.  0. 20.  0.]
suv_-20_0_0_0_20_80_40_450:gt ['-20', '0', '0', '0', '20']:pred [20.        0.        0.        7.469101  8.847897]
hybrid_0_40_-40_20_40_240_40_450:gt ['0', '40', '-40', '20', '40']:pred [10.368817 40.       19.587303 16.465303 40.      ]
suv_0_0_-40_20_40_280_80_450:gt ['0', '0', '-40', '20', '40']:pred [ 0.  0. 40. 20. 40.]
hybrid_-40_20_-40_20_20_200_60_450:gt ['-40', '20', '-40', '20', '20']:pred [40.       20.       11.836475 26.333769 20.      ]
sedan4door_-40_20_-40_0_20_320_40_450:gt ['-40', '20', '-40', '0', '20']:pred [40.        9.288327 40.        9.717442 20.      ]
hatchback_0_20_-40_20_40_320_20_450:gt ['0', '20', '-40', '20', '40']:pred [ 0.       18.766552 40.       10.822344 40.      ]
sedan2door_-20_20_0_20_0_0_60_400:gt ['-20', '20', '0', '20', '0']:pred [20.        20.        21.608494   7.5713773  0.       ]
sedan2door_-20_20_-40_40_0_240_40_400:gt ['-20', '20', '-40', '40', '0']:pred [23.679102 20.       20.13522  18.007475  0.      ]
hybrid_-20_0_-20_40_20_240_20_400:gt ['-20', '0', '-20', '40', '20']:pred [31.947838  0.        9.257392 16.033298 20.      ]
suv_-20_0_-40_20_20_0_20_450:gt ['-20', '0', '-40', '20', '20']:pred [20.         5.2913604 40.         1.6242731 17.02454  ]
sedan2door_0_0_-40_20_40_360_80_400:gt ['0', '0', '-40', '20', '40']:pred [ 0.        0.       29.959978  9.745005 40.      ]
sedan4door_-20_0_-40_20_20_80_20_400:gt ['-20', '0', '-40', '20', '20']:pred [20.         5.7675076 40.        19.59846    1.9234443]
sedan4door_-20_40_0_40_20_360_80_400:gt ['-20', '40', '0', '40', '20']:pred [20. 40.  0. 40. 20.]
hybrid_-40_40_-40_40_20_0_40_450:gt ['-40', '40', '-40', '40', '20']:pred [40.       44.183163 14.244685 11.397131 20.      ]
hybrid_-20_40_0_20_40_280_80_400:gt ['-20', '40', '0', '20', '40']:pred [20.       40.       31.424406 35.72     40.      ]
hybrid_-40_20_-40_0_40_40_80_450:gt ['-40', '20', '-40', '0', '40']:pred [40.       20.       36.855305 37.408028 40.      ]
hybrid_-40_0_0_40_20_120_60_400:gt ['-40', '0', '0', '40', '20']:pred [40.        0.       34.855156 35.949245 20.      ]
hatchback_-20_20_0_0_0_40_40_400:gt ['-20', '20', '0', '0', '0']:pred [20.       33.960323  0.       17.565996  0.      ]
sedan4door_-40_40_0_0_40_0_40_400:gt ['-40', '40', '0', '0', '40']:pred [40.        33.07428    0.         4.6068554 40.       ]
hybrid_0_0_-40_20_0_360_40_450:gt ['0', '0', '-40', '20', '0']:pred [ 0.        11.01864   20.046894   2.8014514  0.       ]
suv_-20_0_0_20_20_240_20_400:gt ['-20', '0', '0', '20', '20']:pred [13.118815   0.         1.8059784 20.        20.       ]
hybrid_-40_20_-20_0_20_320_40_450:gt ['-40', '20', '-20', '0', '20']:pred [40.       10.952816 15.582592  6.685477 20.      ]
sedan2door_-20_0_-40_0_40_0_20_400:gt ['-20', '0', '-40', '0', '40']:pred [20.         6.4613347 14.810667   2.1372323 45.29461  ]
sedan2door_-40_20_0_40_20_360_80_450:gt ['-40', '20', '0', '40', '20']:pred [40.       20.       28.349285 22.628515 20.      ]
hatchback_0_20_0_0_40_200_80_450:gt ['0', '20', '0', '0', '40']:pred [ 0. 20.  0.  0. 40.]
sedan2door_-20_40_-40_40_0_200_80_400:gt ['-20', '40', '-40', '40', '0']:pred [20.       40.       37.73762  31.206547  0.      ]
sedan2door_0_40_-20_40_0_160_60_400:gt ['0', '40', '-20', '40', '0']:pred [ 0.       40.       14.377277  8.987437  0.      ]
sedan2door_-20_40_-20_0_0_0_80_450:gt ['-20', '40', '-20', '0', '0']:pred [20.       40.       14.945357 20.055109  0.      ]
sedan4door_-20_0_-40_40_0_360_40_450:gt ['-20', '0', '-40', '40', '0']:pred [20.       11.179911 40.       13.278955  0.      ]
sedan4door_0_0_-40_20_0_80_60_400:gt ['0', '0', '-40', '20', '0']:pred [ 0.  0. 40. 20.  0.]
hatchback_-40_0_-20_0_20_320_20_400:gt ['-40', '0', '-20', '0', '20']:pred [40.       16.26247  20.       10.851758 20.      ]
sedan4door_0_20_-40_20_20_40_40_450:gt ['0', '20', '-40', '20', '20']:pred [ 0.       36.15497  40.       15.014509 20.      ]
hybrid_-40_0_-20_40_0_80_40_400:gt ['-40', '0', '-20', '40', '0']:pred [40.         9.932577  28.359642  18.067095   2.2050886]
suv_0_20_-20_0_40_240_60_400:gt ['0', '20', '-20', '0', '40']:pred [ 0. 20. 20.  0. 40.]
sedan4door_-20_20_-40_0_0_160_40_450:gt ['-20', '20', '-40', '0', '0']:pred [21.87346  20.       25.588322  0.        0.      ]
hybrid_0_20_0_40_0_360_20_400:gt ['0', '20', '0', '40', '0']:pred [ 0.          6.4997997  10.456594    3.7528815   0.63221455]
sedan4door_-40_40_-40_20_20_360_20_400:gt ['-40', '40', '-40', '20', '20']:pred [40.       11.82371  40.        3.696241 21.239288]
hatchback_-20_20_-20_40_0_80_20_400:gt ['-20', '20', '-20', '40', '0']:pred [20.        12.375769  20.        25.381208   2.2571414]
sedan4door_-40_40_-20_20_0_0_20_450:gt ['-40', '40', '-20', '20', '0']:pred [40.         6.7511306 20.         3.5678263  7.6859756]
hatchback_-40_20_-20_0_20_360_40_400:gt ['-40', '20', '-20', '0', '20']:pred [40.        23.696312  20.         3.9298542 20.       ]
sedan2door_0_0_-40_0_20_280_60_400:gt ['0', '0', '-40', '0', '20']:pred [ 0.       0.      31.32579 15.31045 20.     ]
sedan2door_-20_0_0_20_20_360_40_450:gt ['-20', '0', '0', '20', '20']:pred [20.         5.7526817 17.696571   3.759844  20.       ]
hybrid_-40_40_0_40_0_120_80_400:gt ['-40', '40', '0', '40', '0']:pred [40.       40.       37.364014 27.991299  0.      ]
sedan4door_-40_40_-20_0_40_240_40_450:gt ['-40', '40', '-20', '0', '40']:pred [22.635023 40.       26.907562  0.       40.      ]
suv_0_20_-20_0_0_120_20_400:gt ['0', '20', '-20', '0', '0']:pred [20.548338  20.        32.052982  26.35618    1.5550044]
sedan2door_-20_0_-20_40_0_360_20_450:gt ['-20', '0', '-20', '40', '0']:pred [20.         3.0628028 13.054498   2.6037521  2.2664123]
sedan4door_0_0_-40_0_0_80_60_450:gt ['0', '0', '-40', '0', '0']:pred [ 0.  0. 40.  0.  0.]
hybrid_-40_20_-20_40_0_280_40_450:gt ['-40', '20', '-20', '40', '0']:pred [40.       20.       18.513767 14.718991  0.      ]
suv_-40_20_0_40_0_320_60_450:gt ['-40', '20', '0', '40', '0']:pred [40. 20.  0. 40.  0.]
sedan2door_-40_40_-40_0_20_200_80_400:gt ['-40', '40', '-40', '0', '20']:pred [40.       40.       38.29793  28.538515 20.      ]
hybrid_0_0_-20_0_40_120_80_450:gt ['0', '0', '-20', '0', '40']:pred [ 0.        0.       29.523252  7.509146 40.      ]
suv_-40_20_0_40_20_240_40_400:gt ['-40', '20', '0', '40', '20']:pred [15.062262 20.       22.193071 40.       20.      ]
suv_-40_20_-20_0_20_240_20_400:gt ['-40', '20', '-20', '0', '20']:pred [30.590588 20.        9.082111  0.       20.      ]
hybrid_-20_0_0_20_0_200_40_450:gt ['-20', '0', '0', '20', '0']:pred [15.297894   0.        20.481428   2.9156792  0.       ]
hatchback_-20_0_-20_20_20_160_20_450:gt ['-20', '0', '-20', '20', '20']:pred [ 9.651857  0.       12.217561 20.        8.591309]
suv_0_20_-20_0_20_80_40_450:gt ['0', '20', '-20', '0', '20']:pred [ 0.        20.        20.         9.1254225 10.571011 ]
sedan4door_-20_0_0_40_40_0_40_400:gt ['-20', '0', '0', '40', '40']:pred [20.        2.756791  0.        9.120496 40.      ]
sedan2door_-20_40_0_20_0_360_60_400:gt ['-20', '40', '0', '20', '0']:pred [20.        40.        18.83206   13.9537945  0.       ]
sedan4door_-20_40_-40_0_0_360_80_400:gt ['-20', '40', '-40', '0', '0']:pred [20. 40. 40.  0.  0.]
sedan4door_0_20_-40_40_0_200_40_400:gt ['0', '20', '-40', '40', '0']:pred [26.912937 20.       21.748579 40.        0.      ]
sedan2door_0_40_-40_20_20_280_80_400:gt ['0', '40', '-40', '20', '20']:pred [ 0.       40.       45.324333 21.357204 20.      ]
hybrid_-20_0_-20_0_0_320_80_450:gt ['-20', '0', '-20', '0', '0']:pred [20.        0.       11.206832 10.287524  0.      ]
hatchback_-20_0_-20_40_20_160_40_450:gt ['-20', '0', '-20', '40', '20']:pred [14.699359  0.       19.954828 40.       20.      ]
hybrid_-20_20_-40_0_20_80_40_450:gt ['-20', '20', '-40', '0', '20']:pred [20.       20.       30.288555 14.201546 10.206346]
sedan2door_-40_20_-20_40_0_280_20_450:gt ['-40', '20', '-20', '40', '0']:pred [40.       27.8945   24.714994 10.183836  0.      ]
hybrid_-40_0_-20_20_20_320_40_400:gt ['-40', '0', '-20', '20', '20']:pred [40.        7.277262 20.663248  8.743464 20.      ]
sedan4door_0_20_-40_40_0_240_60_450:gt ['0', '20', '-40', '40', '0']:pred [ 0. 20. 40. 40.  0.]
suv_0_40_0_40_40_40_40_400:gt ['0', '40', '0', '40', '40']:pred [ 0.       39.50131   0.       19.426212 40.      ]
hybrid_-40_0_-20_0_40_320_80_400:gt ['-40', '0', '-20', '0', '40']:pred [40.        0.       32.176914 10.032276 40.      ]
sedan2door_0_40_-20_20_20_240_80_450:gt ['0', '40', '-20', '20', '20']:pred [ 0.       40.       23.329336 14.954731 20.      ]
hatchback_-20_0_0_20_0_240_40_400:gt ['-20', '0', '0', '20', '0']:pred [18.244379  0.        5.617426 20.        0.      ]
sedan4door_0_0_-40_0_20_200_60_400:gt ['0', '0', '-40', '0', '20']:pred [ 0.       0.      32.05099  0.      20.     ]
suv_-40_40_-20_0_0_160_60_400:gt ['-40', '40', '-20', '0', '0']:pred [40.       40.       21.147936  0.        0.      ]
suv_0_40_-20_40_0_240_40_450:gt ['0', '40', '-20', '40', '0']:pred [12.796724 40.       23.561367 40.        0.      ]
suv_-40_0_0_0_0_200_20_400:gt ['-40', '0', '0', '0', '0']:pred [24.67216   0.       18.337408  0.        0.      ]
suv_-20_40_0_20_20_320_60_400:gt ['-20', '40', '0', '20', '20']:pred [20. 40.  0. 20. 20.]
hybrid_-20_20_-40_40_40_0_60_400:gt ['-20', '20', '-40', '40', '40']:pred [20.       20.       24.477148 13.248881 40.      ]
sedan4door_-20_0_-40_20_40_240_80_450:gt ['-20', '0', '-40', '20', '40']:pred [20.  0. 40. 20. 40.]
sedan2door_-20_40_-20_40_40_320_80_400:gt ['-20', '40', '-20', '40', '40']:pred [20.       40.       23.530396 16.795717 40.      ]
suv_-40_0_-20_40_0_240_40_450:gt ['-40', '0', '-20', '40', '0']:pred [22.28311  0.      32.67992 40.       0.     ]
hatchback_-40_40_0_0_0_160_20_450:gt ['-40', '40', '0', '0', '0']:pred [28.56429  40.        9.281831  0.        6.244008]
sedan4door_-20_0_-40_40_40_280_40_400:gt ['-20', '0', '-40', '40', '40']:pred [20.       26.003796 40.       40.       40.      ]
suv_-40_0_-20_40_20_160_40_450:gt ['-40', '0', '-20', '40', '20']:pred [20.184307  0.       21.801905 40.       20.      ]
hatchback_-40_0_0_40_40_120_80_400:gt ['-40', '0', '0', '40', '40']:pred [40.  0.  0. 40. 40.]
sedan2door_0_20_0_0_0_280_40_450:gt ['0', '20', '0', '0', '0']:pred [ 0.       20.       29.645935 12.181567  0.      ]
sedan4door_0_0_-20_20_20_200_60_450:gt ['0', '0', '-20', '20', '20']:pred [ 0.        0.       38.456413 20.       20.      ]
hybrid_-20_40_-20_20_20_0_20_400:gt ['-20', '40', '-20', '20', '20']:pred [20.        15.806476  11.4642515  4.7345386 19.734514 ]
hatchback_0_40_-40_0_40_120_40_450:gt ['0', '40', '-40', '0', '40']:pred [21.19802  40.       35.170444  0.       34.962143]
hybrid_-40_0_-20_0_0_0_60_400:gt ['-40', '0', '-20', '0', '0']:pred [40.       33.376633 15.532704 10.223669  0.      ]
hybrid_-40_40_0_20_40_80_80_450:gt ['-40', '40', '0', '20', '40']:pred [40.       40.       39.615387 16.577917 27.830511]
sedan2door_0_0_0_20_20_40_80_450:gt ['0', '0', '0', '20', '20']:pred [ 0.        0.       28.98478  12.561301 20.      ]
sedan2door_-20_40_-20_40_0_0_40_450:gt ['-20', '40', '-20', '40', '0']:pred [20.        35.579826  21.502924   2.6941938  0.       ]
hatchback_0_20_-40_20_20_360_40_450:gt ['0', '20', '-40', '20', '20']:pred [ 0.       18.60361  40.        6.671652 20.      ]
hatchback_-40_40_0_40_20_240_40_400:gt ['-40', '40', '0', '40', '20']:pred [27.242138  40.         5.2739716 40.        20.       ]
hybrid_-20_0_-20_20_0_80_80_450:gt ['-20', '0', '-20', '20', '0']:pred [20.         0.        39.740948  19.52513    2.1978216]
suv_-40_0_0_20_0_200_20_400:gt ['-40', '0', '0', '20', '0']:pred [14.5298395  0.        23.428005  20.         0.       ]
hatchback_-40_0_-40_40_20_0_80_450:gt ['-40', '0', '-40', '40', '20']:pred [40.  0. 40. 40. 20.]
hatchback_0_20_-40_40_40_160_80_400:gt ['0', '20', '-40', '40', '40']:pred [ 0. 20. 40. 40. 40.]
hatchback_-20_40_0_20_40_320_80_450:gt ['-20', '40', '0', '20', '40']:pred [20. 40.  0. 20. 40.]
hatchback_0_20_0_0_20_360_20_450:gt ['0', '20', '0', '0', '20']:pred [ 0.        10.1047735  0.         1.243903  23.652508 ]
hatchback_0_20_-40_40_0_240_20_400:gt ['0', '20', '-40', '40', '0']:pred [ 6.649775  20.         5.1399117 40.         0.       ]
sedan4door_0_20_0_40_0_40_80_400:gt ['0', '20', '0', '40', '0']:pred [ 0. 20.  0. 40.  0.]
hybrid_-20_20_0_0_40_120_80_450:gt ['-20', '20', '0', '0', '40']:pred [20.       20.       34.678444 28.596039 40.      ]
hybrid_-20_20_-20_20_40_120_60_450:gt ['-20', '20', '-20', '20', '40']:pred [20.       20.       30.04771  36.311573 40.      ]
hybrid_-40_0_-40_0_20_360_80_400:gt ['-40', '0', '-40', '0', '20']:pred [40.        0.       26.959787 11.985943 20.      ]
suv_-40_0_0_40_40_160_40_400:gt ['-40', '0', '0', '40', '40']:pred [14.291908  0.       10.358006 40.       40.      ]
sedan2door_-20_40_-40_20_20_80_80_450:gt ['-20', '40', '-40', '20', '20']:pred [20.       40.       45.275818 18.0657   38.596905]
sedan4door_-20_40_-40_0_20_80_40_400:gt ['-20', '40', '-40', '0', '20']:pred [20.        40.        40.         4.4717865 17.687197 ]
sedan2door_-40_40_-40_40_0_80_80_400:gt ['-40', '40', '-40', '40', '0']:pred [40.       40.       32.430176 13.153703  9.977292]
suv_-40_40_0_40_0_360_80_450:gt ['-40', '40', '0', '40', '0']:pred [40. 40.  0. 40.  0.]
hybrid_-40_20_-40_40_0_280_20_400:gt ['-40', '20', '-40', '40', '0']:pred [40.       20.778927  6.774898  5.816924  0.      ]
hybrid_0_40_-40_20_40_0_40_400:gt ['0', '40', '-40', '20', '40']:pred [ 0.       33.167274 20.210938  4.757015 40.      ]
hybrid_-20_20_-20_20_40_160_80_400:gt ['-20', '20', '-20', '20', '40']:pred [20.       20.       13.935126  8.494795 40.      ]
sedan4door_0_40_-20_0_40_0_40_400:gt ['0', '40', '-20', '0', '40']:pred [ 0.        32.556633  20.         1.7289779 40.       ]
hatchback_0_20_0_0_40_320_60_400:gt ['0', '20', '0', '0', '40']:pred [ 0.       20.        0.        4.318267 40.      ]
hybrid_-40_40_0_40_0_320_40_450:gt ['-40', '40', '0', '40', '0']:pred [40.       14.216836 17.830015 10.980185  0.      ]
hatchback_-20_0_-40_0_40_280_60_400:gt ['-20', '0', '-40', '0', '40']:pred [20.  0. 40.  0. 40.]
hatchback_0_20_-20_40_0_80_40_400:gt ['0', '20', '-20', '40', '0']:pred [ 0.       20.       20.       24.165699  4.10746 ]
hatchback_-20_40_0_20_20_320_20_450:gt ['-20', '40', '0', '20', '20']:pred [20.       25.509825  0.       10.271035 20.      ]
hybrid_-40_20_-20_0_0_200_60_450:gt ['-40', '20', '-20', '0', '0']:pred [40.       20.        9.944297 31.018188  0.      ]
hybrid_-40_40_-40_0_20_320_20_400:gt ['-40', '40', '-40', '0', '20']:pred [40.       31.557785 33.976215 13.397578 20.      ]
sedan2door_-40_20_-40_20_40_0_20_450:gt ['-40', '20', '-40', '20', '40']:pred [40.        6.391631 18.40715   4.209024 43.765404]
suv_0_20_0_0_0_120_20_400:gt ['0', '20', '0', '0', '0']:pred [22.152792  20.        35.06856   23.482048   1.4872888]
suv_-40_20_-20_0_0_0_80_400:gt ['-40', '20', '-20', '0', '0']:pred [40.        20.        20.         7.7199903  0.       ]
hatchback_-20_20_0_0_20_80_20_450:gt ['-20', '20', '0', '0', '20']:pred [20.       19.572256 23.416405 23.271978  5.913006]
hybrid_-20_20_-20_20_40_280_40_400:gt ['-20', '20', '-20', '20', '40']:pred [20.        20.         9.161904  10.2435055 40.       ]
suv_-40_40_-40_40_40_240_40_450:gt ['-40', '40', '-40', '40', '40']:pred [27.646708 40.       39.912415 40.       40.      ]
suv_-20_0_-20_0_0_280_80_400:gt ['-20', '0', '-20', '0', '0']:pred [20.  0. 20.  0.  0.]
sedan4door_-40_40_0_0_20_200_20_400:gt ['-40', '40', '0', '0', '20']:pred [11.396177 40.       31.366096  0.       20.      ]
hatchback_-20_0_0_20_0_160_40_400:gt ['-20', '0', '0', '20', '0']:pred [ 9.986449  0.       18.460985 20.        0.      ]
suv_-40_20_-20_0_20_120_20_400:gt ['-40', '20', '-20', '0', '20']:pred [22.34975   20.        36.632996  27.509832   1.8141325]
hatchback_-40_40_-20_0_0_240_40_450:gt ['-40', '40', '-20', '0', '0']:pred [24.293192 40.       17.671534  0.        0.      ]
hybrid_0_0_-40_20_0_120_80_450:gt ['0', '0', '-40', '20', '0']:pred [ 0.        0.       21.814507 19.281849  0.      ]
hybrid_-20_0_-20_40_0_320_80_400:gt ['-20', '0', '-20', '40', '0']:pred [20.         0.        29.894356   6.6308618  0.       ]
sedan4door_-40_40_0_40_20_320_40_450:gt ['-40', '40', '0', '40', '20']:pred [40.       18.8269    0.       16.968098 20.      ]
suv_-40_40_-40_40_20_0_60_400:gt ['-40', '40', '-40', '40', '20']:pred [40.       40.       40.       19.806288 20.      ]
hatchback_-20_0_-40_40_20_360_40_400:gt ['-20', '0', '-40', '40', '20']:pred [20.        6.776711 40.       15.494043 20.      ]
hybrid_-20_20_-40_20_20_200_40_400:gt ['-20', '20', '-40', '20', '20']:pred [18.676985 20.       18.843126 12.62982  20.      ]
sedan2door_0_20_0_20_0_40_20_450:gt ['0', '20', '0', '20', '0']:pred [ 0.        34.968643  31.176125  12.974435   6.7888827]
hatchback_-40_20_-20_0_0_160_40_450:gt ['-40', '20', '-20', '0', '0']:pred [16.301237 20.       19.352154  0.        0.      ]
sedan4door_-40_20_-20_0_40_0_60_450:gt ['-40', '20', '-20', '0', '40']:pred [40.       20.       20.        6.788877 40.      ]
suv_0_20_0_0_20_0_20_450:gt ['0', '20', '0', '0', '20']:pred [0.        6.2579412 0.        0.9551761 9.882408 ]
sedan2door_0_40_-40_40_40_80_40_400:gt ['0', '40', '-40', '40', '40']:pred [ 0.       40.       18.717573  6.845053 32.953053]
hybrid_0_40_-40_40_40_360_60_450:gt ['0', '40', '-40', '40', '40']:pred [ 0.       40.       14.687708  9.69408  40.      ]
hatchback_0_20_-40_20_0_280_80_450:gt ['0', '20', '-40', '20', '0']:pred [ 0. 20. 40. 20.  0.]
hybrid_-40_20_-20_0_0_120_20_400:gt ['-40', '20', '-20', '0', '0']:pred [33.171265 20.       22.031218 22.367092  2.23367 ]
suv_-40_40_-20_20_0_0_40_450:gt ['-40', '40', '-20', '20', '0']:pred [40.       39.659767 20.        5.36824   0.      ]
suv_-40_20_-40_20_20_280_60_450:gt ['-40', '20', '-40', '20', '20']:pred [40. 20. 40. 20. 20.]
suv_-20_20_-40_40_0_360_40_450:gt ['-20', '20', '-40', '40', '0']:pred [20.       12.933892 40.        8.46062   0.      ]
hatchback_-40_20_-40_0_40_120_40_400:gt ['-40', '20', '-40', '0', '40']:pred [18.679377 20.       30.322388  0.       15.140178]
suv_-20_0_-40_20_0_80_20_400:gt ['-20', '0', '-40', '20', '0']:pred [20.         10.750567   40.          7.0825133   0.64454794]
sedan2door_-20_0_-40_40_40_40_20_400:gt ['-20', '0', '-40', '40', '40']:pred [20.       21.317171 24.5178   25.238161 18.228987]
hatchback_-20_40_0_40_0_40_60_450:gt ['-20', '40', '0', '40', '0']:pred [20.      40.       0.      20.66069  0.     ]
sedan4door_-40_0_-20_20_20_200_60_450:gt ['-40', '0', '-20', '20', '20']:pred [40.        0.       42.453148 20.       20.      ]
suv_-40_0_0_20_20_40_20_450:gt ['-40', '0', '0', '20', '20']:pred [40.       12.27883   0.       14.804011  5.916321]
sedan2door_0_0_0_0_0_280_40_400:gt ['0', '0', '0', '0', '0']:pred [ 0.        0.       21.906527  9.09912   0.      ]
sedan2door_0_20_-20_40_0_0_20_450:gt ['0', '20', '-20', '40', '0']:pred [0.        2.2944207 9.60217   2.6210048 1.9910835]
sedan2door_0_0_-40_20_40_360_40_400:gt ['0', '0', '-40', '20', '40']:pred [ 0.        5.685982 21.681746  7.500285 40.      ]
sedan2door_-40_0_-40_40_40_360_60_400:gt ['-40', '0', '-40', '40', '40']:pred [40.        0.       27.042149 19.518229 40.      ]
hatchback_-40_20_0_40_0_320_20_400:gt ['-40', '20', '0', '40', '0']:pred [40.       12.807091  0.       12.462592  0.      ]
suv_-40_20_-40_0_20_360_40_400:gt ['-40', '20', '-40', '0', '20']:pred [40.         5.3897977 40.         3.924138  20.       ]
hybrid_0_0_-40_0_20_240_80_450:gt ['0', '0', '-40', '0', '20']:pred [ 0.        0.       16.006144  7.090492 20.      ]
sedan2door_0_20_-40_0_40_360_60_450:gt ['0', '20', '-40', '0', '40']:pred [ 0.       20.       23.878227  9.642937 40.      ]
hybrid_-20_0_-20_20_0_360_60_450:gt ['-20', '0', '-20', '20', '0']:pred [20.       27.267128 32.123318  9.276539  0.      ]
