72ba2195087f80d8b7e8c57d131d2ca7_40_40_40_40_20_80_40_400:gt ['40', '40', '40', '40', '20']:pred [20.350142 13.29652  41.6518   27.796968 45.43686 ]
c4941d6a2266813c3a2b1a2e5e169910_40_20_20_20_40_160_80_400:gt ['40', '20', '20', '20', '40']:pred [20.750195  18.325031  18.55561    8.5169525  7.489964 ]
216d910f71942f205df3c6413d40ccb2_20_20_40_20_20_160_80_400:gt ['20', '20', '40', '20', '20']:pred [36.17583  14.559373 17.741617 11.720186 38.343246]
825fb860d71c78a477c771b4b7eed82c_40_40_40_20_20_80_40_400:gt ['40', '40', '40', '20', '20']:pred [29.556019 19.154942  8.110136 23.14673  48.346336]
a88d69e53a01aab9ff1370452e3a0154_20_40_40_40_40_80_80_400:gt ['20', '40', '40', '40', '40']:pred [ 8.50616   11.5122175  9.9205885  2.0229025 22.926739 ]
dfa6c32dec07727ee9d8921ebe6d5b8e_20_40_20_40_20_240_40_400:gt ['20', '40', '20', '40', '20']:pred [29.820343  8.119501 36.988026 18.360615 11.514922]
9c827e532de4967285089a13cc567dbd_20_40_20_40_40_240_80_400:gt ['20', '40', '20', '40', '40']:pred [24.506866  16.48976    9.6249895 13.682445  22.133371 ]
a51b3b0cbd9c24f3a7fd25564c2e888e_40_20_40_40_40_160_80_400:gt ['40', '20', '40', '40', '40']:pred [24.636885  9.435145 28.882898 29.771006 40.119926]
ac3585c59a80b822b4d8eb72d337b2e3_20_40_20_20_40_80_40_400:gt ['20', '40', '20', '20', '40']:pred [29.034042 26.384525 22.957945 36.36282  53.51484 ]
d72ffa185738bccd10b75223b5be6dbb_20_20_40_40_20_80_40_400:gt ['20', '20', '40', '40', '20']:pred [29.201698   9.066717   6.7217817 47.530796  41.34205  ]
7ccdf7bc2af0b068e43ab89cb5563740_40_20_20_40_20_80_40_400:gt ['40', '20', '20', '40', '20']:pred [25.087206  7.800495 28.896122  8.143112 14.950958]
d0cf2f187acda5736be7348aa770e4ca_40_20_40_40_40_240_40_400:gt ['40', '20', '40', '40', '40']:pred [19.078499   1.1859455  6.750243   9.063708   8.939673 ]
c61ec8875746ab78227375499b768057_20_20_20_20_20_80_40_400:gt ['20', '20', '20', '20', '20']:pred [17.847149 14.456547 11.979922 50.266792 41.72158 ]
425ba801e904cb50f3aaed7e86215c7b_40_40_40_40_20_160_40_400:gt ['40', '40', '40', '40', '20']:pred [ 9.4086     1.7271012 29.080883  40.53504    7.3855267]
5e87b04efd58cc8922412d2a728de1d5_20_40_20_40_20_240_80_400:gt ['20', '40', '20', '40', '20']:pred [ 6.915094   4.4098372 14.183891  12.358451  26.754389 ]
d0cf2f187acda5736be7348aa770e4ca_40_40_40_40_40_160_40_400:gt ['40', '40', '40', '40', '40']:pred [27.400051  5.463455 24.20499  11.09084  36.343807]
ffe0a5b165461eb66a2345809e2bb169_20_20_20_40_20_80_40_400:gt ['20', '20', '20', '40', '20']:pred [17.49454  22.321264 10.641672 30.137787 39.724808]
d72ffa185738bccd10b75223b5be6dbb_40_40_20_40_20_240_40_400:gt ['40', '40', '20', '40', '20']:pred [12.746689  7.460305 22.05346  31.237017 10.515235]
d72ffa185738bccd10b75223b5be6dbb_40_40_20_20_40_240_80_400:gt ['40', '40', '20', '20', '40']:pred [20.5913    20.569082   4.7556524 15.677648   8.62554  ]
4458ed2a746e61a3b11647ffa4306609_20_20_40_20_20_240_80_400:gt ['20', '20', '40', '20', '20']:pred [ 9.569127  24.97618    2.83369    4.1899724  6.7519803]
fabcb04fc015f822ca8bf2993ca245b_20_20_20_40_20_80_40_400:gt ['20', '20', '20', '40', '20']:pred [24.431833 19.77495  46.162094 45.70361  45.54826 ]
7c46bfff2f90f11044592db9be5db5c8_20_20_40_20_20_80_80_400:gt ['20', '20', '40', '20', '20']:pred [10.82869  11.451825 18.964489 13.033233 38.1953  ]
70e27da90dec2de49604bf8c981ad1eb_20_40_40_20_40_160_40_400:gt ['20', '40', '40', '20', '40']:pred [21.951597 21.68632  35.108612  7.657805 34.53172 ]
ba0ac1d1e25d3fad63f2c3a55558a78f_40_40_20_20_40_80_80_400:gt ['40', '40', '20', '20', '40']:pred [35.517117 23.823332 20.915699 23.179928  8.504491]
3d693af6fbae47f9cfb661f69a0dfbbd_20_40_20_40_40_160_80_400:gt ['20', '40', '20', '40', '40']:pred [17.27535   8.351015 15.688559 32.08961  47.49793 ]
fabcb04fc015f822ca8bf2993ca245b_40_40_40_40_40_80_80_400:gt ['40', '40', '40', '40', '40']:pred [34.243187  10.400735  23.647236  37.586193   3.9876437]
216d910f71942f205df3c6413d40ccb2_40_40_20_20_20_160_80_400:gt ['40', '40', '20', '20', '20']:pred [25.856934  14.045185   3.1874447 12.5293865 27.635504 ]
70e27da90dec2de49604bf8c981ad1eb_20_40_40_20_20_80_80_400:gt ['20', '40', '40', '20', '20']:pred [12.270112  20.289724  23.696905   2.2935262 16.4811   ]
a88d69e53a01aab9ff1370452e3a0154_20_20_40_20_20_160_80_400:gt ['20', '20', '40', '20', '20']:pred [14.889537  11.887926  10.049088   3.4777598 13.680316 ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_20_40_20_40_40_240_40_400:gt ['20', '40', '20', '40', '40']:pred [45.56581    4.7155867 37.138115  19.218332  41.340553 ]
425ba801e904cb50f3aaed7e86215c7b_40_20_20_40_20_160_80_400:gt ['40', '20', '20', '40', '20']:pred [15.824572   3.3186843  4.051864   6.928182  41.903347 ]
fa1b3bcdbda309a439cc19d48e3f4f5_20_40_40_40_20_80_40_400:gt ['20', '40', '40', '40', '20']:pred [27.658934  24.187866   3.0981205 42.316727  20.910559 ]
6265f0745d3f40546bcd32c43682e841_20_40_40_40_20_160_80_400:gt ['20', '40', '40', '40', '20']:pred [13.902061  10.169989   4.6462717  1.2979879 32.31418  ]
b9786e1b059a1712ca92a4cdad802b45_20_20_40_40_20_80_40_400:gt ['20', '20', '40', '40', '20']:pred [23.291319  8.961968 35.101315 32.218784 25.584677]
ac3585c59a80b822b4d8eb72d337b2e3_40_20_40_40_20_80_40_400:gt ['40', '20', '40', '40', '20']:pred [22.370848 13.928771  9.344489 46.841278 49.578823]
d0cf2f187acda5736be7348aa770e4ca_20_20_40_20_40_240_80_400:gt ['20', '20', '40', '20', '40']:pred [ 3.946626   4.1675825 11.184636   1.4889815 11.377295 ]
72ba2195087f80d8b7e8c57d131d2ca7_20_40_40_40_20_240_40_400:gt ['20', '40', '40', '40', '20']:pred [15.270551   7.2514095 29.311632  30.657503  21.662502 ]
72ba2195087f80d8b7e8c57d131d2ca7_20_20_40_40_40_80_40_400:gt ['20', '20', '40', '40', '40']:pred [21.59886  23.636137 47.4903   30.03907  46.342052]
fa1b3bcdbda309a439cc19d48e3f4f5_40_40_40_20_20_160_40_400:gt ['40', '40', '40', '20', '20']:pred [18.801079 15.38656  11.669142 32.93888  35.151825]
12f2905dc029f59a2479fbc7da5ed22b_40_40_20_40_20_80_80_400:gt ['40', '40', '20', '40', '20']:pred [43.57481   18.670977   2.7359853 14.078556  41.26622  ]
6265f0745d3f40546bcd32c43682e841_20_40_40_20_20_240_80_400:gt ['20', '40', '40', '20', '20']:pred [13.348887  13.811252   7.691846   3.2055545 37.788155 ]
a51b3b0cbd9c24f3a7fd25564c2e888e_40_40_40_20_40_240_80_400:gt ['40', '40', '40', '20', '40']:pred [11.46298  12.080052 11.284552 25.37537  36.754353]
d72ffa185738bccd10b75223b5be6dbb_40_20_20_40_20_80_80_400:gt ['40', '20', '20', '40', '20']:pred [29.731777   4.8783484  5.2442627 32.657578  22.833843 ]
4f17af1ca7ae689d409b2c4484d833cc_40_40_40_20_20_240_80_400:gt ['40', '40', '40', '20', '20']:pred [15.817617  18.49349    7.9908504  6.6693106  2.2071288]
cde88b5900e8dfba725a7749daae1afa_20_20_40_40_20_80_80_400:gt ['20', '20', '40', '40', '20']:pred [11.976404    7.3211985   0.95324266  5.8911576  42.254433  ]
3d693af6fbae47f9cfb661f69a0dfbbd_40_20_40_40_40_160_40_400:gt ['40', '20', '40', '40', '40']:pred [12.932342  8.003582 34.232567 19.518967 39.29863 ]
6265f0745d3f40546bcd32c43682e841_20_20_40_20_40_160_40_400:gt ['20', '20', '40', '20', '40']:pred [ 6.430609 14.748701 33.93651  37.21704  42.721375]
d2592adba4e8e62648368c1a2f71c5f3_20_20_20_20_20_160_40_400:gt ['20', '20', '20', '20', '20']:pred [26.596235 13.253756 37.86527  40.396244 35.94508 ]
70e27da90dec2de49604bf8c981ad1eb_20_40_40_20_40_80_80_400:gt ['20', '40', '40', '20', '40']:pred [11.623814 19.585674 21.172836  2.69232  15.664623]
923007b377bb1cab473f10e6caaeca56_20_20_40_20_40_240_80_400:gt ['20', '20', '40', '20', '40']:pred [13.20078   9.917529 10.559262 25.992771 12.562419]
923007b377bb1cab473f10e6caaeca56_40_40_20_20_20_160_40_400:gt ['40', '40', '20', '20', '20']:pred [24.984632   5.8726716  2.9595356 17.682487  23.178518 ]
b9786e1b059a1712ca92a4cdad802b45_20_20_20_20_20_240_80_400:gt ['20', '20', '20', '20', '20']:pred [32.128017 18.80034   7.681588 30.353981 12.829006]
1a64bf1e658652ddb11647ffa4306609_40_20_20_20_20_160_40_400:gt ['40', '20', '20', '20', '20']:pred [32.54418   9.506612 39.91126  31.776882 34.038334]
3d693af6fbae47f9cfb661f69a0dfbbd_40_20_40_20_40_240_40_400:gt ['40', '20', '40', '20', '40']:pred [26.034435 11.482408 11.343027 13.329712  9.476915]
923007b377bb1cab473f10e6caaeca56_20_20_20_20_20_240_40_400:gt ['20', '20', '20', '20', '20']:pred [19.363092   2.7177835  3.7780406 14.237634  17.419939 ]
a387407d49e209fdeea60824a43a0b_20_20_40_20_20_80_80_400:gt ['20', '20', '40', '20', '20']:pred [ 9.008271 10.340484 21.694063 13.111434 26.00758 ]
d72ffa185738bccd10b75223b5be6dbb_20_40_40_40_20_80_80_400:gt ['20', '40', '40', '40', '20']:pred [22.598356   8.63018    1.8958921 25.009182  15.838158 ]
fa1b3bcdbda309a439cc19d48e3f4f5_20_20_20_20_20_240_40_400:gt ['20', '20', '20', '20', '20']:pred [16.06978    3.5131977  5.656575  31.391788   6.4288383]
72ba2195087f80d8b7e8c57d131d2ca7_40_40_20_20_40_240_40_400:gt ['40', '40', '20', '20', '40']:pred [24.589294   4.7125697 28.577394  24.301373  14.437843 ]
dfa6c32dec07727ee9d8921ebe6d5b8e_40_20_40_40_40_80_80_400:gt ['40', '20', '40', '40', '40']:pred [18.368818  22.872286   1.8305373 12.303983  51.96005  ]
c61ec8875746ab78227375499b768057_20_40_20_20_40_240_40_400:gt ['20', '40', '20', '20', '40']:pred [18.583324   2.0401258 18.66201   10.500758  26.706911 ]
5ec3322293a39816ad7e7cea4034d226_40_20_20_40_40_80_80_400:gt ['40', '20', '20', '40', '40']:pred [ 9.100627  7.713731 11.437205 20.363733 11.415317]
4ac021653126a29e98618a1ba17f086b_20_40_40_20_20_240_80_400:gt ['20', '40', '40', '20', '20']:pred [24.806633  5.395358 12.991843  5.225009 23.348534]
7c46bfff2f90f11044592db9be5db5c8_40_40_20_20_40_80_40_400:gt ['40', '40', '20', '20', '40']:pred [11.457623 40.368725 13.779941 19.830452 38.102085]
2f7cf2c2d170e3c936f37029483b3e41_40_40_40_40_20_240_40_400:gt ['40', '40', '40', '40', '20']:pred [27.965427 19.223442 14.626576  7.357893 10.488907]
b9786e1b059a1712ca92a4cdad802b45_40_20_20_40_20_240_40_400:gt ['40', '20', '20', '40', '20']:pred [13.352837   2.0523598  6.917224   8.830784   2.1599221]
1790131f5f74b1ed973aff268eb6b00c_20_20_20_40_40_160_80_400:gt ['20', '20', '20', '40', '40']:pred [18.463264   6.793459   6.7112784 24.226303  27.47343  ]
2f7cf2c2d170e3c936f37029483b3e41_20_40_20_20_40_160_40_400:gt ['20', '40', '20', '20', '40']:pred [18.376568 12.230174 33.622314 24.470737 38.006836]
fabcb04fc015f822ca8bf2993ca245b_40_20_40_40_40_80_80_400:gt ['40', '20', '40', '40', '40']:pred [33.763924 10.438879 22.277416 38.302647  3.719584]
6265f0745d3f40546bcd32c43682e841_20_40_20_20_20_240_80_400:gt ['20', '40', '20', '20', '20']:pred [15.031432   6.7878766  8.114689  13.224134  31.335629 ]
d2592adba4e8e62648368c1a2f71c5f3_20_20_40_20_20_240_80_400:gt ['20', '20', '40', '20', '20']:pred [ 8.49733  14.816965 13.883654 25.027586 26.790417]
ffe0a5b165461eb66a2345809e2bb169_40_40_40_20_20_240_80_400:gt ['40', '40', '40', '20', '20']:pred [14.734517   6.054041   8.734201   7.7032223 12.612137 ]
6265f0745d3f40546bcd32c43682e841_40_20_40_20_40_80_40_400:gt ['40', '20', '40', '20', '40']:pred [11.417769   6.8200126 13.6680155  7.0692234 41.7185   ]
4ac021653126a29e98618a1ba17f086b_40_20_20_20_20_160_40_400:gt ['40', '20', '20', '20', '20']:pred [27.688324  8.729057 29.97166   6.654628 38.218563]
ac3585c59a80b822b4d8eb72d337b2e3_40_40_20_20_20_240_80_400:gt ['40', '40', '20', '20', '20']:pred [12.227743 27.140614  5.417626 32.38828  39.423687]
3d693af6fbae47f9cfb661f69a0dfbbd_40_20_40_20_20_80_80_400:gt ['40', '20', '40', '20', '20']:pred [42.829163 20.833263 18.807043 14.922968 28.310606]
1790131f5f74b1ed973aff268eb6b00c_40_40_40_20_40_80_80_400:gt ['40', '40', '40', '20', '40']:pred [13.529368  8.619494  8.300741 12.047511 52.41705 ]
c61ec8875746ab78227375499b768057_20_20_20_20_20_240_80_400:gt ['20', '20', '20', '20', '20']:pred [10.996628  8.301523 15.473188 25.112867 24.854023]
d72ffa185738bccd10b75223b5be6dbb_40_40_40_40_40_160_80_400:gt ['40', '40', '40', '40', '40']:pred [11.521123 11.57329  10.876222 23.00531  38.54903 ]
216d910f71942f205df3c6413d40ccb2_40_20_20_20_20_80_40_400:gt ['40', '20', '20', '20', '20']:pred [31.252266 10.298131 12.439153 15.760891 49.23658 ]
fabcb04fc015f822ca8bf2993ca245b_20_40_20_20_40_160_40_400:gt ['20', '40', '20', '20', '40']:pred [34.75806  19.514477 37.216244 17.834295 33.680634]
5ec3322293a39816ad7e7cea4034d226_40_40_20_40_20_80_80_400:gt ['40', '40', '20', '40', '20']:pred [12.130869  6.947256 13.170752 13.133943 24.042152]
923007b377bb1cab473f10e6caaeca56_40_40_20_40_40_240_40_400:gt ['40', '40', '20', '40', '40']:pred [25.516575   7.842719   2.8288853  1.929458  23.991636 ]
ac3585c59a80b822b4d8eb72d337b2e3_40_40_40_40_20_160_40_400:gt ['40', '40', '40', '40', '20']:pred [33.100864 19.23669  13.102562 35.93588  41.593155]
72ba2195087f80d8b7e8c57d131d2ca7_20_40_20_20_20_80_40_400:gt ['20', '40', '20', '20', '20']:pred [20.279026 32.04343  35.94509  37.822315 51.799107]
a115d534edec6f89afe1d4530f4c6e24_40_40_20_40_20_240_80_400:gt ['40', '40', '20', '40', '20']:pred [28.911463 18.718348  7.416121 12.802829  9.38768 ]
9c827e532de4967285089a13cc567dbd_40_20_20_40_40_160_80_400:gt ['40', '20', '20', '40', '40']:pred [20.794794   9.285463   4.3750033 38.6491    35.06135  ]
9c827e532de4967285089a13cc567dbd_40_20_40_20_20_240_40_400:gt ['40', '20', '40', '20', '20']:pred [28.009905   1.9245726 40.78589   38.63823   29.201023 ]
a88d69e53a01aab9ff1370452e3a0154_40_20_40_20_20_240_40_400:gt ['40', '20', '40', '20', '20']:pred [22.662819 13.292554 24.782152  5.729802 33.46357 ]
b9786e1b059a1712ca92a4cdad802b45_40_20_40_40_40_80_40_400:gt ['40', '20', '40', '40', '40']:pred [27.30534    4.748977   4.5134354 24.541443  36.47028  ]
a115d534edec6f89afe1d4530f4c6e24_20_40_40_40_20_80_40_400:gt ['20', '40', '40', '40', '20']:pred [29.262402 20.473145  2.141749 22.00861  54.0754  ]
7dac31838b627748eb631ba05bd8dfe_40_40_40_20_40_80_80_400:gt ['40', '40', '40', '20', '40']:pred [26.980026  10.654327   2.9011898 14.672448  15.667198 ]
425ba801e904cb50f3aaed7e86215c7b_40_40_40_20_40_80_80_400:gt ['40', '40', '40', '20', '40']:pred [23.269547   1.9661672  3.2902818  4.55781   38.97209  ]
425ba801e904cb50f3aaed7e86215c7b_20_40_40_20_40_80_80_400:gt ['20', '40', '40', '20', '40']:pred [16.245083   1.4438131  7.881547   7.477608  37.95836  ]
d2592adba4e8e62648368c1a2f71c5f3_40_20_40_40_40_240_80_400:gt ['40', '20', '40', '40', '40']:pred [11.145632   7.4488564 18.91461   34.79027   21.845736 ]
b9786e1b059a1712ca92a4cdad802b45_20_40_20_20_40_240_40_400:gt ['20', '40', '20', '20', '40']:pred [24.474524   3.2298727 13.918148  10.155143   2.9269435]
6265f0745d3f40546bcd32c43682e841_40_40_40_40_40_80_40_400:gt ['40', '40', '40', '40', '40']:pred [13.32219   10.871546  16.441856   7.0407815 44.23105  ]
ffe0a5b165461eb66a2345809e2bb169_20_40_40_20_20_80_40_400:gt ['20', '40', '40', '20', '20']:pred [10.3414755 14.363179  45.062088  41.72455   39.727226 ]
a115d534edec6f89afe1d4530f4c6e24_40_20_40_20_40_160_80_400:gt ['40', '20', '40', '20', '40']:pred [40.637833  17.584356   1.3483381  9.423482  43.921833 ]
2f7cf2c2d170e3c936f37029483b3e41_20_20_20_40_20_240_40_400:gt ['20', '20', '20', '40', '20']:pred [29.677225   5.296695  35.367023  25.781382   6.6474223]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_40_40_40_40_240_80_400:gt ['20', '40', '40', '40', '40']:pred [11.368666 10.930467  8.900251 24.80459  36.53852 ]
d2592adba4e8e62648368c1a2f71c5f3_20_20_40_20_40_160_80_400:gt ['20', '20', '40', '20', '40']:pred [ 8.358497  11.404526  14.9578495 14.831515  41.947746 ]
fa1b3bcdbda309a439cc19d48e3f4f5_40_20_40_40_40_240_40_400:gt ['40', '20', '40', '40', '40']:pred [11.558611   4.5510454 14.636263  27.544872   8.096065 ]
ac3585c59a80b822b4d8eb72d337b2e3_20_40_40_40_20_160_80_400:gt ['20', '40', '40', '40', '20']:pred [46.241085 11.180574  9.797405 15.683858 37.10649 ]
ffe0a5b165461eb66a2345809e2bb169_20_20_40_20_40_80_40_400:gt ['20', '20', '40', '20', '40']:pred [14.941251   3.0178332 36.800545  35.331463  39.840813 ]
4ac021653126a29e98618a1ba17f086b_40_40_40_20_20_80_40_400:gt ['40', '40', '40', '20', '20']:pred [15.325615 11.006594 32.91265   7.146619 45.69813 ]
6265f0745d3f40546bcd32c43682e841_40_20_20_40_40_80_40_400:gt ['40', '20', '20', '40', '40']:pred [11.305295   6.721303  13.836675   7.0188084 42.12263  ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_20_20_20_40_160_80_400:gt ['40', '20', '20', '20', '40']:pred [24.912786   7.8188486 24.096622  28.76607   44.548172 ]
b9786e1b059a1712ca92a4cdad802b45_20_40_20_40_40_240_80_400:gt ['20', '40', '20', '40', '40']:pred [31.66203    9.961855   9.600095   3.3112419 19.047243 ]
7dac31838b627748eb631ba05bd8dfe_40_40_40_20_40_160_80_400:gt ['40', '40', '40', '20', '40']:pred [13.190366  21.418955   2.729814  33.65563    3.7169583]
fa1b3bcdbda309a439cc19d48e3f4f5_20_40_20_20_40_160_40_400:gt ['20', '40', '20', '20', '40']:pred [ 7.4210505 14.555149   6.905234  36.38265   29.62409  ]
7ccdf7bc2af0b068e43ab89cb5563740_40_20_40_40_40_160_80_400:gt ['40', '20', '40', '40', '40']:pred [11.81462    7.2243643 15.1185055  8.628124  35.300854 ]
86c8a3137a716d70e742b0b5e87bec54_40_40_20_40_20_240_40_400:gt ['40', '40', '20', '40', '20']:pred [33.110123   7.0864067 15.841409   9.491953  13.541101 ]
7ccdf7bc2af0b068e43ab89cb5563740_20_20_40_40_20_240_40_400:gt ['20', '20', '40', '40', '20']:pred [27.198269   5.6062984  7.5085473  5.1293545 34.08017  ]
a115d534edec6f89afe1d4530f4c6e24_20_40_20_20_20_80_80_400:gt ['20', '40', '20', '20', '20']:pred [19.531075   15.526484    0.84660065  4.0367594  43.494698  ]
4ac021653126a29e98618a1ba17f086b_40_40_40_40_40_160_80_400:gt ['40', '40', '40', '40', '40']:pred [26.457928  17.258026   8.335926   6.4009123 33.737564 ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_20_40_40_20_240_40_400:gt ['40', '20', '40', '40', '20']:pred [34.777676 11.949362 45.57424  24.861553 43.107235]
aa9f41bc3925ffc4be9358e8c18dc481_20_20_40_40_40_160_80_400:gt ['20', '20', '40', '40', '40']:pred [17.473063  8.669155 27.233234 16.246489 41.312225]
7dac31838b627748eb631ba05bd8dfe_40_40_40_40_40_240_40_400:gt ['40', '40', '40', '40', '40']:pred [11.704541   4.101247  31.61931   21.266932   1.2060688]
4ac021653126a29e98618a1ba17f086b_40_20_40_20_20_160_40_400:gt ['40', '20', '40', '20', '20']:pred [27.622292   8.487175  30.557205   6.7719593 38.7768   ]
4f17af1ca7ae689d409b2c4484d833cc_20_20_20_20_40_160_40_400:gt ['20', '20', '20', '20', '40']:pred [11.356528 24.812178 28.491104 47.183506 40.36134 ]
923007b377bb1cab473f10e6caaeca56_40_40_40_20_40_80_40_400:gt ['40', '40', '40', '20', '40']:pred [10.899116  21.543844   5.3656545 16.288752   5.283751 ]
72ba2195087f80d8b7e8c57d131d2ca7_20_20_40_20_20_160_80_400:gt ['20', '20', '40', '20', '20']:pred [20.864285 10.205853 30.369183 25.430264 12.868938]
86c8a3137a716d70e742b0b5e87bec54_40_20_40_20_20_160_40_400:gt ['40', '20', '40', '20', '20']:pred [25.58106   6.163161 43.68229  17.623755 33.825855]
aa9f41bc3925ffc4be9358e8c18dc481_40_40_20_40_40_80_40_400:gt ['40', '40', '20', '40', '40']:pred [14.538654  12.536118   2.9373808 10.686725  35.38353  ]
4ac021653126a29e98618a1ba17f086b_40_40_40_20_20_240_40_400:gt ['40', '40', '40', '20', '20']:pred [23.449644  10.808088  15.074495   2.0718658 28.074024 ]
216d910f71942f205df3c6413d40ccb2_40_40_20_20_40_240_80_400:gt ['40', '40', '20', '20', '40']:pred [22.695135  13.65258   10.006299   5.0946903  9.801914 ]
2f7cf2c2d170e3c936f37029483b3e41_40_20_20_40_40_160_80_400:gt ['40', '20', '20', '40', '40']:pred [33.10368   15.7902355 12.452189  24.266596  35.038345 ]
2f7cf2c2d170e3c936f37029483b3e41_20_40_20_40_40_80_40_400:gt ['20', '40', '20', '40', '40']:pred [31.407251 30.536274 26.328066 43.868816 43.37654 ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_20_20_20_40_40_160_80_400:gt ['20', '20', '20', '40', '40']:pred [24.260393 16.746033 15.784628 29.517775 42.864704]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_20_40_20_40_160_40_400:gt ['40', '20', '40', '20', '40']:pred [26.611746  8.037782 18.23916  40.683044 37.40734 ]
6265f0745d3f40546bcd32c43682e841_20_40_40_40_20_160_40_400:gt ['20', '40', '40', '40', '20']:pred [27.284311  6.447589 10.489613  8.830872 36.35118 ]
d2592adba4e8e62648368c1a2f71c5f3_20_20_40_20_20_160_40_400:gt ['20', '20', '40', '20', '20']:pred [24.212906 10.96432  34.100677 44.953537 35.655563]
a51b3b0cbd9c24f3a7fd25564c2e888e_40_40_40_40_20_160_80_400:gt ['40', '40', '40', '40', '20']:pred [23.389683 16.447418 29.788668 44.94317  38.49385 ]
a51b3b0cbd9c24f3a7fd25564c2e888e_40_40_20_20_40_240_80_400:gt ['40', '40', '20', '20', '40']:pred [11.819093 12.586477 10.749883 26.280924 37.471596]
7c46bfff2f90f11044592db9be5db5c8_20_40_20_40_40_240_80_400:gt ['20', '40', '20', '40', '40']:pred [ 8.975937  11.032145   1.1240252  1.7415631 41.15696  ]
c4941d6a2266813c3a2b1a2e5e169910_20_20_20_40_20_160_40_400:gt ['20', '20', '20', '40', '20']:pred [17.780329 32.631577 21.713203 44.96583  39.139744]
1a64bf1e658652ddb11647ffa4306609_20_40_40_40_40_80_40_400:gt ['20', '40', '40', '40', '40']:pred [41.366356 17.834244 24.805855 29.390545 45.306065]
ac3585c59a80b822b4d8eb72d337b2e3_40_40_40_20_20_160_80_400:gt ['40', '40', '40', '20', '20']:pred [48.533676 12.020046  6.306705 20.961597 37.840405]
425ba801e904cb50f3aaed7e86215c7b_20_40_20_20_20_160_40_400:gt ['20', '40', '20', '20', '20']:pred [21.7353     3.4040105 33.17662   45.36693    7.758807 ]
