Hybrid_0_20_0_20_0_160_20_450:gt ['0', '20', '0', '20', '0']:pred [ 0.       25.299646  0.       20.        0.      ]
Hybrid_0_20_-20_20_0_320_60_400:gt ['0', '20', '-20', '20', '0']:pred [ 1.8116379 20.        20.        20.        15.601199 ]
Sedan2Door_-20_20_0_0_20_80_20_400:gt ['-20', '20', '0', '0', '20']:pred [17.673805 20.        0.        0.       20.      ]
Sedan2Door_-20_0_0_20_20_0_20_450:gt ['-20', '0', '0', '20', '20']:pred [13.849959  0.        0.       20.       20.      ]
Sedan4Door_-20_20_0_20_20_80_20_450:gt ['-20', '20', '0', '20', '20']:pred [27.054901 20.        4.723808 20.       20.      ]
Hatchback_-20_20_-20_20_0_320_20_450:gt ['-20', '20', '-20', '20', '0']:pred [18.918121 20.       31.206121 20.       12.918764]
Suv_-20_20_0_20_20_0_20_450:gt ['-20', '20', '0', '20', '20']:pred [14.661579  20.         2.0224755 20.        20.       ]
Sedan4Door_0_0_-20_0_20_0_60_400:gt ['0', '0', '-20', '0', '20']:pred [ 2.746348 10.358782 45.96806   0.       19.373014]
Hatchback_-20_20_0_0_0_320_60_400:gt ['-20', '20', '0', '0', '0']:pred [39.54244  38.232506  3.99361   0.       35.319805]
Sedan4Door_-20_20_-20_0_20_240_20_450:gt ['-20', '20', '-20', '0', '20']:pred [20.       18.548458 20.       20.285782 31.10163 ]
Sedan4Door_0_0_-20_20_20_0_60_400:gt ['0', '0', '-20', '20', '20']:pred [15.047675   9.51778    5.1498456 20.        41.178593 ]
Sedan4Door_0_20_-20_20_0_240_60_450:gt ['0', '20', '-20', '20', '0']:pred [11.139896   5.5056367 35.562626   4.246071  17.14849  ]
Sedan2Door_0_20_-20_20_20_160_20_450:gt ['0', '20', '-20', '20', '20']:pred [ 0.        8.588439 20.       20.       20.      ]
Hybrid_-20_0_0_0_20_320_60_400:gt ['-20', '0', '0', '0', '20']:pred [13.602127  0.        0.        0.       20.738564]
Sedan4Door_0_0_-20_20_0_80_60_450:gt ['0', '0', '-20', '20', '0']:pred [ 2.562924 12.318838 12.317869 18.507635  0.      ]
Hatchback_0_20_-20_0_0_320_20_450:gt ['0', '20', '-20', '0', '0']:pred [ 2.7233686 20.        23.94648    0.         5.937568 ]
Suv_-20_0_-20_0_0_320_60_450:gt ['-20', '0', '-20', '0', '0']:pred [23.318686  0.       19.37255   0.        5.03956 ]
Sedan2Door_-20_0_-20_20_0_80_60_400:gt ['-20', '0', '-20', '20', '0']:pred [25.920084 48.487675 20.       20.        0.      ]
Hybrid_-20_20_-20_0_20_160_20_450:gt ['-20', '20', '-20', '0', '20']:pred [20.       15.454878 20.        0.       20.      ]
Sedan2Door_-20_20_-20_0_20_240_60_450:gt ['-20', '20', '-20', '0', '20']:pred [15.941269 16.861198 20.        0.       24.109877]
Hatchback_0_0_-20_0_20_160_60_400:gt ['0', '0', '-20', '0', '20']:pred [26.578112  10.2812395 20.        13.039283  18.225197 ]
Hatchback_-20_0_-20_0_0_80_20_450:gt ['-20', '0', '-20', '0', '0']:pred [27.466536  0.       12.666338  0.        0.      ]
Sedan2Door_-20_20_0_20_0_320_60_400:gt ['-20', '20', '0', '20', '0']:pred [13.088644 56.54975   0.       20.       50.565144]
Suv_0_0_-20_20_0_80_20_400:gt ['0', '0', '-20', '20', '0']:pred [ 9.170788  0.       16.139765 20.        0.      ]
Hatchback_0_0_0_20_20_80_20_400:gt ['0', '0', '0', '20', '20']:pred [ 4.140747  0.        0.       20.       20.      ]
Hatchback_0_0_-20_20_20_0_20_400:gt ['0', '0', '-20', '20', '20']:pred [ 1.7536833  0.        26.241182  20.        20.       ]
Sedan2Door_-20_20_0_0_0_0_20_400:gt ['-20', '20', '0', '0', '0']:pred [13.997362 20.        0.        0.        0.      ]
Suv_-20_0_0_0_20_0_20_400:gt ['-20', '0', '0', '0', '20']:pred [ 9.773993   0.         2.8505063  0.        20.       ]
Hybrid_-20_0_-20_20_20_80_20_450:gt ['-20', '0', '-20', '20', '20']:pred [23.762968  0.       20.       20.       20.      ]
Suv_0_0_-20_20_20_320_20_450:gt ['0', '0', '-20', '20', '20']:pred [ 2.4744449  0.        27.394258  20.         7.9659033]
Hybrid_0_0_0_20_20_240_20_400:gt ['0', '0', '0', '20', '20']:pred [ 0.       26.254406  0.       20.       30.895578]
Sedan4Door_-20_0_0_0_20_80_60_450:gt ['-20', '0', '0', '0', '20']:pred [30.859762   3.365364   2.8917544  2.1239312 20.       ]
Hatchback_-20_20_-20_20_0_80_20_400:gt ['-20', '20', '-20', '20', '0']:pred [19.364706 20.       27.06467  20.        0.      ]
Hatchback_0_20_-20_20_0_80_60_400:gt ['0', '20', '-20', '20', '0']:pred [ 4.035646  34.454647   9.300804   3.4447374 12.807987 ]
Hybrid_-20_20_0_0_0_320_20_400:gt ['-20', '20', '0', '0', '0']:pred [20.264378 20.        0.        0.       29.06685 ]
Sedan4Door_-20_0_-20_0_0_160_60_400:gt ['-20', '0', '-20', '0', '0']:pred [23.53616    1.401704  20.         3.3869848 27.828785 ]
Sedan2Door_0_20_-20_20_20_320_60_450:gt ['0', '20', '-20', '20', '20']:pred [20.47686  10.928682 20.       20.       45.956367]
Hybrid_0_20_0_20_0_0_60_400:gt ['0', '20', '0', '20', '0']:pred [ 3.1471765 51.397015   0.        20.        12.806112 ]
Suv_0_0_0_20_20_160_20_400:gt ['0', '0', '0', '20', '20']:pred [ 0.       14.711195  0.       32.825    20.      ]
Suv_-20_0_0_0_0_320_60_450:gt ['-20', '0', '0', '0', '0']:pred [29.969118  0.        6.018943  0.       55.717834]
Hatchback_-20_0_-20_0_20_160_20_450:gt ['-20', '0', '-20', '0', '20']:pred [20.        2.941863 20.        9.282855 20.      ]
Hybrid_-20_20_0_0_20_0_20_450:gt ['-20', '20', '0', '0', '20']:pred [25.794952 20.        0.        0.       20.      ]
Hatchback_0_0_0_20_0_240_60_450:gt ['0', '0', '0', '20', '0']:pred [12.804079  8.893067  0.       15.603663 56.276367]
Hybrid_-20_20_0_0_20_80_60_400:gt ['-20', '20', '0', '0', '20']:pred [25.436117  9.438326  0.        0.       32.029   ]
Hybrid_-20_20_-20_0_0_320_60_400:gt ['-20', '20', '-20', '0', '0']:pred [25.53207  44.141933 20.        0.       24.218208]
Suv_0_0_-20_20_0_160_20_400:gt ['0', '0', '-20', '20', '0']:pred [ 0.         3.9667265 20.        34.85335    0.       ]
Sedan4Door_-20_0_-20_20_0_320_60_450:gt ['-20', '0', '-20', '20', '0']:pred [42.06118    6.6297326  8.00419   34.978725  58.774788 ]
Sedan2Door_0_0_-20_20_20_80_20_400:gt ['0', '0', '-20', '20', '20']:pred [ 2.082623  0.       20.       20.       20.      ]
Hatchback_-20_0_0_0_0_0_60_400:gt ['-20', '0', '0', '0', '0']:pred [23.228558 17.250353  2.439527  0.       20.863708]
Sedan4Door_-20_20_-20_20_0_240_60_400:gt ['-20', '20', '-20', '20', '0']:pred [30.547525  13.946464   7.8538227 12.235593  56.06175  ]
Suv_-20_0_-20_0_20_160_60_400:gt ['-20', '0', '-20', '0', '20']:pred [25.595297   4.3555174 20.         3.6168578 36.139442 ]
Suv_0_0_-20_20_20_240_20_400:gt ['0', '0', '-20', '20', '20']:pred [ 0.       11.158683 20.        9.589894 58.15159 ]
Suv_-20_0_0_0_20_320_60_450:gt ['-20', '0', '0', '0', '20']:pred [12.601266  0.        4.395918  0.       42.168514]
Suv_0_0_-20_0_20_160_20_400:gt ['0', '0', '-20', '0', '20']:pred [ 0.         2.5702484 20.        12.736806  20.       ]
Sedan2Door_0_0_-20_0_20_160_60_400:gt ['0', '0', '-20', '0', '20']:pred [11.485356  3.075213 20.        0.       40.40475 ]
Sedan4Door_0_0_-20_20_0_320_60_450:gt ['0', '0', '-20', '20', '0']:pred [ 2.6521091 10.671246  14.305865  34.205708  54.442303 ]
Suv_-20_20_0_20_20_240_20_400:gt ['-20', '20', '0', '20', '20']:pred [20.      25.77198  0.      31.12941 41.33209]
Hybrid_-20_0_0_0_0_320_60_400:gt ['-20', '0', '0', '0', '0']:pred [30.403028  0.        0.        0.       30.433825]
Suv_-20_0_-20_20_0_160_60_450:gt ['-20', '0', '-20', '20', '0']:pred [11.006771   3.7527993 20.         6.6785083 31.801811 ]
Sedan4Door_0_0_0_20_20_240_20_450:gt ['0', '0', '0', '20', '20']:pred [ 0.        5.932956  0.       19.243637 42.404793]
Hybrid_-20_0_-20_20_0_0_20_400:gt ['-20', '0', '-20', '20', '0']:pred [14.481902  0.       20.       20.        0.      ]
Suv_-20_20_0_0_20_320_20_400:gt ['-20', '20', '0', '0', '20']:pred [12.096111  20.         4.5265703  0.        51.295715 ]
Sedan4Door_-20_0_0_20_0_80_60_400:gt ['-20', '0', '0', '20', '0']:pred [24.617802   5.481228   2.128285   4.9903936  0.       ]
Sedan4Door_0_0_-20_20_20_0_20_400:gt ['0', '0', '-20', '20', '20']:pred [ 0.8340298  0.        15.352308  20.        20.       ]
Hatchback_-20_20_0_0_0_320_20_400:gt ['-20', '20', '0', '0', '0']:pred [26.49442  20.       10.745924  0.        8.911238]
Hybrid_0_20_0_20_20_80_60_400:gt ['0', '20', '0', '20', '20']:pred [ 4.829549  8.82537   0.       20.       41.70696 ]
Hybrid_-20_0_0_20_20_80_20_450:gt ['-20', '0', '0', '20', '20']:pred [20.018612  0.        0.       20.       20.      ]
Suv_-20_0_0_20_20_0_20_400:gt ['-20', '0', '0', '20', '20']:pred [11.451359   0.         3.6667907 20.        20.       ]
Sedan2Door_-20_0_-20_20_0_240_60_450:gt ['-20', '0', '-20', '20', '0']:pred [17.955608   1.9796991 20.        20.        53.53719  ]
Sedan2Door_0_20_0_0_20_0_20_400:gt ['0', '20', '0', '0', '20']:pred [ 0.5871933 20.         0.         0.        20.       ]
Sedan4Door_-20_0_-20_20_0_160_60_450:gt ['-20', '0', '-20', '20', '0']:pred [19.910044  6.780116 20.       14.340137 57.122993]
Hatchback_0_0_0_20_20_0_60_400:gt ['0', '0', '0', '20', '20']:pred [ 6.995307  42.487995   6.1303034 20.        33.80866  ]
Hybrid_0_0_0_0_0_80_20_400:gt ['0', '0', '0', '0', '0']:pred [4.791168 0.       0.       0.       0.      ]
Sedan2Door_-20_20_0_20_0_240_20_400:gt ['-20', '20', '0', '20', '0']:pred [20.       32.608643  0.       20.       19.001808]
Hybrid_-20_0_-20_0_0_160_20_400:gt ['-20', '0', '-20', '0', '0']:pred [20.        7.089094 20.        0.        0.      ]
Sedan4Door_0_0_0_0_20_80_60_400:gt ['0', '0', '0', '0', '20']:pred [ 7.954815   4.505386   3.0473297  3.7080126 20.       ]
Sedan2Door_0_0_-20_20_20_160_20_450:gt ['0', '0', '-20', '20', '20']:pred [ 0.         3.0629034 20.        20.        20.       ]
Hybrid_-20_20_-20_20_20_320_60_400:gt ['-20', '20', '-20', '20', '20']:pred [25.399504 57.981125 20.       20.       23.810455]
Hybrid_-20_20_0_0_0_320_60_450:gt ['-20', '20', '0', '0', '0']:pred [23.880857 39.582077  0.        0.       26.184614]
Sedan2Door_0_0_-20_20_0_0_20_450:gt ['0', '0', '-20', '20', '0']:pred [ 1.7181576  0.        20.        20.         0.       ]
Hatchback_-20_0_0_0_0_160_60_450:gt ['-20', '0', '0', '0', '0']:pred [22.232086   7.707045   0.         7.8155046 57.993732 ]
Sedan2Door_0_0_0_20_20_0_60_450:gt ['0', '0', '0', '20', '20']:pred [ 2.2311447  4.9136467  0.        20.        31.86293  ]
Hybrid_-20_0_0_0_0_80_20_450:gt ['-20', '0', '0', '0', '0']:pred [19.456867  0.        0.        0.        0.      ]
Sedan2Door_0_20_0_20_0_80_60_450:gt ['0', '20', '0', '20', '0']:pred [11.876468 26.408346  0.       20.        0.      ]
Hybrid_-20_0_-20_0_0_80_20_450:gt ['-20', '0', '-20', '0', '0']:pred [25.113453  0.       20.        0.        0.      ]
Suv_-20_0_0_0_0_320_20_400:gt ['-20', '0', '0', '0', '0']:pred [13.527377  0.        2.730143  0.       23.63261 ]
Suv_0_20_0_0_0_160_60_400:gt ['0', '20', '0', '0', '0']:pred [11.799424   7.6056104  0.        13.303539  59.846363 ]
Sedan2Door_0_20_-20_0_20_160_20_450:gt ['0', '20', '-20', '0', '20']:pred [ 0.       16.592743 20.        0.       20.      ]
Hatchback_-20_20_0_0_0_160_60_400:gt ['-20', '20', '0', '0', '0']:pred [45.14787  15.357991  0.        4.838468 46.749004]
Hatchback_0_20_-20_0_0_0_60_400:gt ['0', '20', '-20', '0', '0']:pred [ 3.6876228 22.658344  16.996773   0.        22.05501  ]
Suv_0_0_0_20_0_240_20_450:gt ['0', '0', '0', '20', '0']:pred [ 0.        24.618448   0.        16.857307   8.6601095]
Sedan2Door_-20_0_-20_0_20_0_60_450:gt ['-20', '0', '-20', '0', '20']:pred [17.216183   6.8449597 20.         0.        57.18632  ]
Sedan4Door_-20_20_0_0_20_320_60_400:gt ['-20', '20', '0', '0', '20']:pred [45.698994  20.         0.6488911  0.        58.822205 ]
Hybrid_-20_0_-20_20_0_0_60_450:gt ['-20', '0', '-20', '20', '0']:pred [30.304441  0.       20.       20.       28.63277 ]
Sedan4Door_-20_0_0_20_0_160_60_450:gt ['-20', '0', '0', '20', '0']:pred [20.61443   4.358707  0.       14.546575 44.878273]
Sedan2Door_-20_0_0_0_0_80_20_450:gt ['-20', '0', '0', '0', '0']:pred [24.400251  0.        0.        0.        0.      ]
Hybrid_-20_20_0_20_20_0_20_400:gt ['-20', '20', '0', '20', '20']:pred [ 9.589817 20.        0.       20.       20.      ]
Hatchback_-20_0_0_0_0_160_20_450:gt ['-20', '0', '0', '0', '0']:pred [20.         5.780415   0.        11.5804825  0.       ]
Hatchback_-20_0_0_0_20_160_60_400:gt ['-20', '0', '0', '0', '20']:pred [14.661216 10.673203  0.        6.115855 58.80867 ]
Hatchback_-20_0_0_20_0_240_60_400:gt ['-20', '0', '0', '20', '0']:pred [12.48607    4.0198803  0.        18.455786  15.803347 ]
Suv_-20_0_0_0_20_0_60_400:gt ['-20', '0', '0', '0', '20']:pred [22.096813  0.        7.610044  0.       36.329636]
Sedan2Door_0_20_0_20_20_240_60_450:gt ['0', '20', '0', '20', '20']:pred [ 7.988587  5.858966  0.       20.       50.836613]
Sedan2Door_0_0_0_20_20_320_60_450:gt ['0', '0', '0', '20', '20']:pred [ 3.8969831 10.294711   0.        20.        39.909157 ]
Suv_-20_0_0_20_20_240_60_450:gt ['-20', '0', '0', '20', '20']:pred [40.07384    2.3067193  0.        17.71986   51.769573 ]
Suv_-20_0_-20_20_20_240_60_400:gt ['-20', '0', '-20', '20', '20']:pred [24.390465   3.3698473  8.103114   4.960954  56.51557  ]
Suv_-20_0_-20_0_0_0_60_450:gt ['-20', '0', '-20', '0', '0']:pred [14.084759  0.       15.563069  0.       47.097885]
Hybrid_0_0_0_20_20_80_60_400:gt ['0', '0', '0', '20', '20']:pred [ 3.7202601 17.1553     0.        20.        48.38958  ]
Sedan4Door_-20_0_-20_20_20_240_60_450:gt ['-20', '0', '-20', '20', '20']:pred [17.117086   1.8698323  3.623198  10.582287  55.00869  ]
Sedan2Door_-20_20_-20_20_20_0_20_450:gt ['-20', '20', '-20', '20', '20']:pred [13.037963 20.       20.       20.       20.      ]
Sedan2Door_0_20_-20_0_0_240_20_400:gt ['0', '20', '-20', '0', '0']:pred [ 0.         7.0772676 20.         0.        31.526058 ]
Hatchback_0_0_0_0_20_240_20_400:gt ['0', '0', '0', '0', '20']:pred [ 0.       16.51075   0.        6.277705 38.85221 ]
Suv_-20_20_-20_0_20_160_20_450:gt ['-20', '20', '-20', '0', '20']:pred [20.       24.635675 20.        8.782143 20.      ]
Sedan2Door_0_20_0_0_0_0_60_450:gt ['0', '20', '0', '0', '0']:pred [21.10014  18.139416  0.        0.       56.339127]
Suv_0_0_-20_0_20_240_60_450:gt ['0', '0', '-20', '0', '20']:pred [20.557201   6.5498667 14.217181   4.5498834 59.538452 ]
Hybrid_0_0_-20_20_20_160_60_400:gt ['0', '0', '-20', '20', '20']:pred [ 0.         4.7020564 20.        20.        48.120056 ]
Hybrid_0_20_-20_20_20_240_20_450:gt ['0', '20', '-20', '20', '20']:pred [ 0.       15.24482  20.       20.       29.492256]
Sedan2Door_-20_0_-20_0_20_80_60_450:gt ['-20', '0', '-20', '0', '20']:pred [23.286509 12.564066 20.        0.       52.931   ]
Hatchback_0_0_-20_0_0_80_20_450:gt ['0', '0', '-20', '0', '0']:pred [ 3.4785182  0.        20.846174   0.         0.       ]
Hybrid_0_20_-20_0_20_160_60_400:gt ['0', '20', '-20', '0', '20']:pred [ 0.         5.5057564 20.         0.        53.096287 ]
Hatchback_0_0_0_0_20_160_20_450:gt ['0', '0', '0', '0', '20']:pred [ 0.       16.261303  0.       34.859722 20.      ]
Hatchback_-20_20_-20_0_0_240_60_450:gt ['-20', '20', '-20', '0', '0']:pred [15.250611   5.1939125 16.032757  10.935714  33.00976  ]
Hybrid_-20_0_0_0_0_80_20_400:gt ['-20', '0', '0', '0', '0']:pred [22.073236  0.        0.        0.        0.      ]
Sedan4Door_0_20_0_0_20_80_20_450:gt ['0', '20', '0', '0', '20']:pred [ 2.081194 20.        0.        0.       20.      ]
Suv_-20_20_-20_0_20_160_60_400:gt ['-20', '20', '-20', '0', '20']:pred [34.1736   47.412426 20.       45.111374 18.477186]
Sedan4Door_-20_20_0_20_0_80_20_450:gt ['-20', '20', '0', '20', '0']:pred [17.613138 20.        6.161882 20.        0.      ]
Suv_-20_20_-20_20_0_320_60_400:gt ['-20', '20', '-20', '20', '0']:pred [42.63446  34.155968 30.745132 12.056718 43.534878]
Sedan4Door_0_0_0_0_20_160_60_400:gt ['0', '0', '0', '0', '20']:pred [ 5.1646733  4.0235715  0.        12.953849  12.416424 ]
Hybrid_0_0_0_0_0_160_20_400:gt ['0', '0', '0', '0', '0']:pred [ 0.        11.3737135  0.         0.         0.       ]
Sedan4Door_-20_0_0_0_0_160_60_400:gt ['-20', '0', '0', '0', '0']:pred [24.401752 21.088177  0.        2.578603 46.345   ]
Sedan4Door_-20_20_-20_0_0_320_20_400:gt ['-20', '20', '-20', '0', '0']:pred [11.217912 20.       19.244915  0.       43.522846]
Hybrid_-20_20_-20_20_0_0_20_450:gt ['-20', '20', '-20', '20', '0']:pred [23.510868 20.       20.       20.        0.      ]
Hybrid_-20_20_-20_0_20_320_20_450:gt ['-20', '20', '-20', '0', '20']:pred [21.42306 20.      20.       0.      38.0213 ]
Hybrid_-20_20_0_0_0_240_20_400:gt ['-20', '20', '0', '0', '0']:pred [20.       26.078558  0.        0.       38.30082 ]
Suv_0_0_0_20_0_240_20_400:gt ['0', '0', '0', '20', '0']:pred [ 0.       15.843237  0.       25.846922 49.03284 ]
Hatchback_0_20_-20_0_20_160_20_450:gt ['0', '20', '-20', '0', '20']:pred [ 0.       10.487488 20.       18.449686 20.      ]
Suv_0_20_0_20_0_240_20_400:gt ['0', '20', '0', '20', '0']:pred [ 0.       20.597305  0.       28.83375  10.522374]
Suv_0_20_-20_0_0_320_60_400:gt ['0', '20', '-20', '0', '0']:pred [ 3.250719 16.382662 21.958439  0.       11.477314]
Hybrid_0_20_0_20_0_320_60_450:gt ['0', '20', '0', '20', '0']:pred [ 6.097317 10.775273  0.       20.       28.56713 ]
Suv_0_20_-20_0_0_240_60_400:gt ['0', '20', '-20', '0', '0']:pred [ 0.        24.726805  20.         7.0057898 52.214615 ]
Sedan4Door_0_0_0_20_0_240_20_400:gt ['0', '0', '0', '20', '0']:pred [ 0.        5.216473  0.       10.081562 22.826931]
Sedan2Door_-20_20_0_0_0_320_60_450:gt ['-20', '20', '0', '0', '0']:pred [23.412846 43.39403   0.        0.       20.923563]
Sedan4Door_-20_0_0_20_20_0_20_450:gt ['-20', '0', '0', '20', '20']:pred [22.83189   0.        2.109436 20.       20.      ]
Hybrid_-20_0_0_20_0_160_60_400:gt ['-20', '0', '0', '20', '0']:pred [16.577457   2.5052385  0.        20.        42.891937 ]
Sedan4Door_-20_20_0_0_20_0_60_400:gt ['-20', '20', '0', '0', '20']:pred [19.074684  56.4245     2.3212895  0.        41.643158 ]
Hatchback_0_0_-20_0_0_80_20_400:gt ['0', '0', '-20', '0', '0']:pred [ 2.606409  0.       27.391186  0.        0.      ]
Sedan4Door_0_20_0_0_20_320_60_450:gt ['0', '20', '0', '0', '20']:pred [ 4.0036435 17.224588   1.9724112  0.        49.680798 ]
Sedan4Door_-20_20_0_0_20_320_20_450:gt ['-20', '20', '0', '0', '20']:pred [22.313375 20.        8.678404  0.       11.919972]
Hatchback_0_0_0_0_20_0_60_400:gt ['0', '0', '0', '0', '20']:pred [ 3.860229  20.122257   1.2257113  0.        39.92987  ]
Suv_0_0_0_0_0_160_20_450:gt ['0', '0', '0', '0', '0']:pred [ 0.        5.736717  0.       15.333234  0.      ]
Hybrid_-20_20_0_0_20_320_60_400:gt ['-20', '20', '0', '0', '20']:pred [28.329504 47.91539   0.        0.       45.07717 ]
Sedan4Door_0_0_-20_0_20_80_20_450:gt ['0', '0', '-20', '0', '20']:pred [ 5.4492455  0.        11.157321   0.        20.       ]
Sedan2Door_0_0_-20_0_0_160_20_450:gt ['0', '0', '-20', '0', '0']:pred [ 0.         3.9597962 20.         0.         0.       ]
Hatchback_0_20_-20_20_20_320_20_450:gt ['0', '20', '-20', '20', '20']:pred [ 5.2429285 20.        22.558208  20.        14.53599  ]
Hatchback_0_20_0_0_0_320_20_450:gt ['0', '20', '0', '0', '0']:pred [ 1.6833695 20.         4.144121   0.         5.106511 ]
Sedan2Door_-20_20_0_0_0_320_60_400:gt ['-20', '20', '0', '0', '0']:pred [26.341635 38.757103  0.        0.       46.839222]
Hybrid_0_0_-20_20_20_320_20_400:gt ['0', '0', '-20', '20', '20']:pred [ 1.4312531  0.        20.        20.        36.81356  ]
Sedan4Door_0_0_0_0_20_0_20_450:gt ['0', '0', '0', '0', '20']:pred [ 1.5441504  0.         2.9424152  0.        20.       ]
Hatchback_0_20_-20_0_0_320_60_450:gt ['0', '20', '-20', '0', '0']:pred [ 8.518444 32.358105 22.998379  0.       34.92385 ]
Hatchback_0_0_0_0_20_160_60_400:gt ['0', '0', '0', '0', '20']:pred [18.477234 13.430657  0.        5.732979 20.953405]
Sedan4Door_-20_20_0_0_0_0_60_450:gt ['-20', '20', '0', '0', '0']:pred [34.035385  52.46733    4.7501554  0.        22.401096 ]
Hybrid_-20_0_-20_20_20_160_20_450:gt ['-20', '0', '-20', '20', '20']:pred [20.         4.4526596 20.        20.        20.       ]
Hatchback_-20_20_0_0_0_80_60_450:gt ['-20', '20', '0', '0', '0']:pred [27.337837 34.53417   3.345717  8.654782 30.617556]
Hybrid_0_0_0_20_20_160_20_400:gt ['0', '0', '0', '20', '20']:pred [ 0.         5.9440827  0.        20.        20.       ]
Hatchback_-20_0_0_20_20_160_60_450:gt ['-20', '0', '0', '20', '20']:pred [ 7.493165  4.657093  0.       10.70014  37.12617 ]
Hybrid_-20_20_0_20_0_320_20_450:gt ['-20', '20', '0', '20', '0']:pred [20.653074 20.        0.       20.       15.260784]
Sedan4Door_0_0_-20_0_20_240_20_450:gt ['0', '0', '-20', '0', '20']:pred [ 0.       17.221952 20.       12.285296 16.378035]
Sedan4Door_-20_20_-20_20_0_80_60_450:gt ['-20', '20', '-20', '20', '0']:pred [24.242672  27.690657   7.494634   7.7019453  0.       ]
