hybrid_0_0_-20_40_20_80_80_450:gt ['0', '0', '-20', '40', '20']:pred [ 2.1112869  2.5594208 20.        40.        20.       ]
hatchback_0_0_-40_0_0_0_60_450:gt ['0', '0', '-40', '0', '0']:pred [ 2.5675678  2.5686362 43.62502    0.         1.764721 ]
hybrid_-40_20_-40_20_20_160_60_450:gt ['-40', '20', '-40', '20', '20']:pred [42.56998  19.812643 40.       20.       19.256865]
hybrid_0_0_-20_40_0_320_80_400:gt ['0', '0', '-20', '40', '0']:pred [ 2.2545147  2.3416955 20.        40.         2.1818419]
suv_-40_20_-40_20_20_320_60_400:gt ['-40', '20', '-40', '20', '20']:pred [39.33017  19.182821 46.560837 14.596821 20.23843 ]
suv_-40_0_-40_40_20_80_60_400:gt ['-40', '0', '-40', '40', '20']:pred [39.97999    3.8039217 43.335083  41.807186  16.754776 ]
hybrid_-40_40_-20_40_0_80_40_450:gt ['-40', '40', '-20', '40', '0']:pred [40.91168 40.27252 20.      40.       0.     ]
sedan2door_0_40_-20_0_20_80_20_450:gt ['0', '40', '-20', '0', '20']:pred [ 2.1207027 40.        20.         0.        20.       ]
sedan2door_-20_20_0_40_40_320_60_450:gt ['-20', '20', '0', '40', '40']:pred [18.926016 17.069523  0.       40.       42.040752]
sedan2door_0_40_-40_20_40_80_20_400:gt ['0', '40', '-40', '20', '40']:pred [ 2.0216122 40.        40.        20.        40.       ]
sedan4door_-40_40_0_0_20_0_80_450:gt ['-40', '40', '0', '0', '20']:pred [40.32151   38.280964   3.4376144  3.1425023 20.185581 ]
sedan2door_-20_40_-40_0_20_320_60_400:gt ['-20', '40', '-40', '0', '20']:pred [18.68851  41.061783 40.        0.       18.507828]
sedan2door_-20_40_-40_20_0_160_40_450:gt ['-20', '40', '-40', '20', '0']:pred [20.        43.118073  40.        20.         2.2829657]
hatchback_-20_40_-40_0_20_160_20_400:gt ['-20', '40', '-40', '0', '20']:pred [20.        42.355743  40.         1.8308319 20.       ]
sedan4door_-20_40_-40_20_0_80_80_450:gt ['-20', '40', '-40', '20', '0']:pred [16.034567 41.84239  43.044205 17.817574  0.      ]
hybrid_-20_40_-20_20_20_320_60_400:gt ['-20', '40', '-20', '20', '20']:pred [18.863415 43.13403  20.       20.       21.01087 ]
hatchback_-40_0_-40_0_40_240_40_450:gt ['-40', '0', '-40', '0', '40']:pred [40.         3.3386378 40.         2.8759112 42.471573 ]
sedan4door_0_20_-40_0_0_160_40_400:gt ['0', '20', '-40', '0', '0']:pred [ 0.        22.706963  40.         2.06809    2.2615428]
sedan4door_-40_0_-20_40_40_80_80_450:gt ['-40', '0', '-20', '40', '40']:pred [41.91636    4.4901986 16.822474  41.484566  40.       ]
sedan4door_0_20_-20_40_40_0_80_450:gt ['0', '20', '-20', '40', '40']:pred [ 2.6729584 17.009407  21.302568  41.39766   43.718765 ]
sedan4door_-20_0_-20_40_0_320_40_450:gt ['-20', '0', '-20', '40', '0']:pred [17.882776   0.        18.952368  40.         1.8354499]
sedan4door_0_40_0_0_0_80_60_450:gt ['0', '40', '0', '0', '0']:pred [ 2.9850588 42.857655   2.7227488  2.6283715  3.8017957]
hatchback_-20_0_-20_40_20_160_60_450:gt ['-20', '0', '-20', '40', '20']:pred [16.371088   2.1071148 20.        45.812244  19.088064 ]
sedan2door_-20_20_-20_40_20_160_40_450:gt ['-20', '20', '-20', '40', '20']:pred [20.       19.023775 20.       40.       19.121468]
sedan2door_0_20_-40_40_0_160_40_450:gt ['0', '20', '-40', '40', '0']:pred [ 0.        19.15362   40.        40.         1.5535696]
hybrid_0_0_-40_20_0_80_20_450:gt ['0', '0', '-40', '20', '0']:pred [ 2.3855228  0.        40.        20.         0.       ]
hybrid_0_40_0_40_40_0_40_450:gt ['0', '40', '0', '40', '40']:pred [ 1.4426138 40.         0.        40.        48.850624 ]
hybrid_-40_0_-20_20_20_80_40_400:gt ['-40', '0', '-20', '20', '20']:pred [41.247578  0.       20.       20.       20.      ]
sedan2door_0_20_-40_20_40_160_60_400:gt ['0', '20', '-40', '20', '40']:pred [ 3.087083 16.95523  40.       20.       41.93347 ]
sedan4door_0_0_-20_40_0_160_40_400:gt ['0', '0', '-20', '40', '0']:pred [ 0.         3.7789235 20.        44.664505   3.3587062]
hybrid_0_40_0_40_0_80_40_450:gt ['0', '40', '0', '40', '0']:pred [ 2.2525027 44.257267   0.        40.         0.       ]
sedan2door_-20_40_0_40_20_320_20_400:gt ['-20', '40', '0', '40', '20']:pred [15.962221 40.        0.       40.       18.051151]
sedan4door_0_0_0_20_20_320_60_400:gt ['0', '0', '0', '20', '20']:pred [ 1.0723783  1.5595993  2.3430617 20.54711   23.296741 ]
hybrid_-20_20_-20_0_0_320_40_450:gt ['-20', '20', '-20', '0', '0']:pred [18.54468  20.       20.        0.        2.238304]
sedan4door_-20_40_0_40_0_240_80_400:gt ['-20', '40', '0', '40', '0']:pred [19.159752 42.22049   4.235872 42.1819    2.545139]
hatchback_-40_40_-20_20_20_240_80_450:gt ['-40', '40', '-20', '20', '20']:pred [43.095295 42.35833  20.653084 19.88927  23.623575]
suv_0_20_-20_0_0_0_80_450:gt ['0', '20', '-20', '0', '0']:pred [ 2.2086139 18.251099  17.872282   0.         2.787305 ]
sedan2door_-20_0_-40_40_20_320_40_450:gt ['-20', '0', '-40', '40', '20']:pred [20.640976  0.       40.       40.       18.203014]
hatchback_-20_20_-40_0_40_80_60_400:gt ['-20', '20', '-40', '0', '40']:pred [20.320505  24.960064  36.835827   5.5775094 42.999268 ]
hatchback_-40_40_-20_0_20_0_40_400:gt ['-40', '40', '-20', '0', '20']:pred [41.96552  40.       17.544008  0.       21.833824]
suv_-40_20_0_0_40_160_40_450:gt ['-40', '20', '0', '0', '40']:pred [40.        18.60778    0.         2.6096423 44.026707 ]
hatchback_0_20_0_0_40_80_20_450:gt ['0', '20', '0', '0', '40']:pred [ 1.4902748 20.         2.2332792  0.        40.       ]
hybrid_-20_0_-40_20_40_160_60_450:gt ['-20', '0', '-40', '20', '40']:pred [19.837208   3.1594136 40.        20.        42.857944 ]
sedan4door_-20_40_0_40_40_160_60_450:gt ['-20', '40', '0', '40', '40']:pred [18.265522 39.29243   0.       41.685257 39.775856]
suv_0_0_0_40_20_0_20_400:gt ['0', '0', '0', '40', '20']:pred [ 1.9083143  0.         3.0098917 40.        20.       ]
suv_-40_20_-40_20_0_240_20_400:gt ['-40', '20', '-40', '20', '0']:pred [40.        17.941406  40.        17.811726   1.3154684]
suv_-20_40_-20_40_40_80_20_400:gt ['-20', '40', '-20', '40', '40']:pred [16.369253 40.       19.485996 40.       40.      ]
suv_0_20_-40_0_0_0_20_450:gt ['0', '20', '-40', '0', '0']:pred [ 3.8774545 20.        44.49369    0.         0.       ]
sedan4door_-20_20_-40_20_20_160_20_450:gt ['-20', '20', '-40', '20', '20']:pred [20.      18.53197 40.      16.60573 20.     ]
sedan2door_-40_20_-20_0_20_0_40_400:gt ['-40', '20', '-20', '0', '20']:pred [42.687    20.       20.        0.       21.232008]
hatchback_-20_20_-20_40_20_320_60_450:gt ['-20', '20', '-20', '40', '20']:pred [17.227463 19.963745 19.842384 41.09649  20.873194]
suv_-40_40_-40_20_0_240_60_400:gt ['-40', '40', '-40', '20', '0']:pred [42.444077  42.023746  42.10785   17.625954   3.2748907]
hybrid_-20_40_-40_20_0_80_40_400:gt ['-20', '40', '-40', '20', '0']:pred [19.544905 43.730534 40.       20.        0.      ]
hybrid_0_20_-40_40_0_0_60_400:gt ['0', '20', '-40', '40', '0']:pred [ 1.6158212 17.942858  40.        40.         1.9325216]
suv_-40_0_-40_0_0_80_20_450:gt ['-40', '0', '-40', '0', '0']:pred [44.806087  0.       46.510044  0.        0.      ]
hybrid_-40_0_-40_40_20_160_20_450:gt ['-40', '0', '-40', '40', '20']:pred [40.         1.4136728 40.        40.        20.       ]
hatchback_-40_20_-20_20_20_320_20_450:gt ['-40', '20', '-20', '20', '20']:pred [41.55861  20.       21.360943 20.       23.712517]
sedan2door_0_20_-20_40_0_160_80_450:gt ['0', '20', '-20', '40', '0']:pred [ 2.7380939 19.509445  20.        40.         2.090842 ]
suv_-20_40_-40_20_0_0_80_450:gt ['-20', '40', '-40', '20', '0']:pred [17.085987 39.48044  41.730423 16.11675   4.474526]
suv_0_40_-20_20_20_160_40_450:gt ['0', '40', '-20', '20', '20']:pred [ 0.       42.14767  20.       20.698322 18.632105]
suv_0_0_-40_0_20_160_80_400:gt ['0', '0', '-40', '0', '20']:pred [ 3.4025624  2.1760285 47.55664    1.5047302 20.790924 ]
suv_0_40_0_20_0_160_80_450:gt ['0', '40', '0', '20', '0']:pred [ 2.9800732 47.693188   0.        19.693748   2.6692715]
hybrid_-40_20_0_40_40_240_60_400:gt ['-40', '20', '0', '40', '40']:pred [42.43821  17.52877   0.       40.       40.122944]
suv_-40_0_-40_20_20_160_60_400:gt ['-40', '0', '-40', '20', '20']:pred [44.4889     2.2875106 40.        18.630775  17.126429 ]
sedan4door_-20_40_0_0_20_80_40_450:gt ['-20', '40', '0', '0', '20']:pred [20.914577  46.691532   2.3786075  0.        20.       ]
sedan4door_0_40_-20_20_20_320_60_400:gt ['0', '40', '-20', '20', '20']:pred [ 2.3860533 43.191856  20.43491   15.547788  19.523262 ]
sedan4door_-20_40_0_40_0_160_40_400:gt ['-20', '40', '0', '40', '0']:pred [20.       42.629635  0.       39.280994  4.466852]
sedan4door_-20_0_-40_0_40_240_20_450:gt ['-20', '0', '-40', '0', '40']:pred [20.         3.9448597 40.         1.8047777 46.434547 ]
hybrid_0_0_-20_0_0_240_80_400:gt ['0', '0', '-20', '0', '0']:pred [ 2.0150409  2.7581315 20.         0.         1.713834 ]
hatchback_-20_40_-40_20_0_160_80_400:gt ['-20', '40', '-40', '20', '0']:pred [18.569906  40.84378   40.307144  19.061277   2.9181232]
hatchback_-40_0_-40_0_0_80_40_400:gt ['-40', '0', '-40', '0', '0']:pred [41.909924  3.404286 45.221546  0.        0.      ]
sedan4door_-20_0_0_0_20_80_60_450:gt ['-20', '0', '0', '0', '20']:pred [21.06514    1.9288363  2.4896843  1.752371  22.20716  ]
sedan4door_-40_0_0_20_0_0_40_450:gt ['-40', '0', '0', '20', '0']:pred [41.31524    0.         2.2444856 20.         2.4168758]
hatchback_0_0_-40_40_40_160_60_450:gt ['0', '0', '-40', '40', '40']:pred [ 3.9595296  2.840708  40.        45.432976  40.12093  ]
sedan2door_-40_0_-40_20_0_0_80_450:gt ['-40', '0', '-40', '20', '0']:pred [42.857464   2.743061  40.        20.         2.2522292]
hybrid_-20_20_-20_0_40_80_20_400:gt ['-20', '20', '-20', '0', '40']:pred [19.540531 20.       20.        0.       40.      ]
hybrid_0_20_0_40_40_320_60_450:gt ['0', '20', '0', '40', '40']:pred [ 1.7538886 19.550648   0.        40.        45.468937 ]
sedan2door_0_40_-40_40_0_0_80_400:gt ['0', '40', '-40', '40', '0']:pred [ 2.2924206 45.42473   40.        40.         2.6128113]
hybrid_-20_20_-20_20_0_160_40_450:gt ['-20', '20', '-20', '20', '0']:pred [20.        18.04663   20.        20.         2.1275387]
suv_-20_20_0_40_20_160_40_400:gt ['-20', '20', '0', '40', '20']:pred [20.       22.158934  0.       42.402824 19.231367]
hybrid_0_0_-20_20_40_80_20_400:gt ['0', '0', '-20', '20', '40']:pred [ 1.9645025  0.        20.        20.        40.       ]
hybrid_-20_0_0_20_20_240_40_450:gt ['-20', '0', '0', '20', '20']:pred [20.         2.8728132  0.        20.        21.254986 ]
suv_-20_0_-40_40_20_0_80_450:gt ['-20', '0', '-40', '40', '20']:pred [17.37738   4.585201 44.90421  39.656094 17.493402]
sedan4door_0_40_-20_0_40_320_80_450:gt ['0', '40', '-20', '0', '40']:pred [ 2.4914875 43.873238  22.144762   2.6545234 39.626293 ]
sedan4door_-40_0_-20_0_0_0_40_400:gt ['-40', '0', '-20', '0', '0']:pred [41.939346   0.        21.506159   0.         1.5531502]
sedan4door_0_0_0_0_40_160_80_450:gt ['0', '0', '0', '0', '40']:pred [ 1.5965796  1.9078285  3.21303    1.7016805 43.62774  ]
sedan2door_0_0_-20_0_40_320_20_400:gt ['0', '0', '-20', '0', '40']:pred [ 2.1153893  0.        20.         0.        44.472935 ]
sedan2door_-20_40_0_40_40_160_20_450:gt ['-20', '40', '0', '40', '40']:pred [20.       41.590816  0.       40.       40.      ]
sedan4door_-40_40_0_40_20_320_80_400:gt ['-40', '40', '0', '40', '20']:pred [41.973274 39.06312   2.256443 39.89906  19.985607]
sedan4door_0_0_-40_40_0_240_60_450:gt ['0', '0', '-40', '40', '0']:pred [ 4.3246355  3.9481022 38.087906  44.151695   2.7824595]
hatchback_0_20_-40_20_40_160_60_400:gt ['0', '20', '-40', '20', '40']:pred [ 3.8125844 22.53128   40.        18.750832  41.90262  ]
hatchback_-40_0_0_0_40_80_80_400:gt ['-40', '0', '0', '0', '40']:pred [42.810196   1.9880832  2.4338474  1.1321709 40.       ]
sedan2door_-40_20_-20_0_20_160_20_400:gt ['-40', '20', '-20', '0', '20']:pred [40.       17.949875 20.        0.       20.      ]
sedan2door_0_40_-20_20_20_240_80_400:gt ['0', '40', '-20', '20', '20']:pred [ 2.387395 44.708492 20.       20.       21.069172]
suv_0_40_-20_0_40_160_20_450:gt ['0', '40', '-20', '0', '40']:pred [ 0.        48.780987  20.         1.6359223 40.       ]
hybrid_-20_20_0_20_0_160_40_400:gt ['-20', '20', '0', '20', '0']:pred [20.        20.20955    0.        20.         2.1326666]
sedan2door_-40_40_-20_40_0_160_60_450:gt ['-40', '40', '-20', '40', '0']:pred [43.77399  41.715992 20.       40.        2.231898]
sedan4door_-20_20_0_0_20_160_80_400:gt ['-20', '20', '0', '0', '20']:pred [19.48089   16.972948   3.9571023  2.6561487 18.151508 ]
sedan2door_-40_20_0_40_0_0_60_450:gt ['-40', '20', '0', '40', '0']:pred [42.368484  17.362309   0.        40.         3.0584395]
suv_-40_0_-20_20_40_80_20_400:gt ['-40', '0', '-20', '20', '40']:pred [44.36308  0.      16.63531 20.      40.     ]
suv_-20_0_0_20_20_320_40_400:gt ['-20', '0', '0', '20', '20']:pred [18.015755   0.         1.8810741 20.        19.030632 ]
hybrid_0_0_-40_20_40_320_60_450:gt ['0', '0', '-40', '20', '40']:pred [ 1.5767204  0.        40.        20.        44.748116 ]
sedan2door_0_0_0_40_0_0_20_400:gt ['0', '0', '0', '40', '0']:pred [ 0.99148786  0.          0.         40.          0.        ]
sedan2door_-20_40_-20_0_0_240_40_400:gt ['-20', '40', '-20', '0', '0']:pred [20.        40.981075  20.         0.         3.0068474]
hatchback_-20_0_-20_40_40_80_20_400:gt ['-20', '0', '-20', '40', '40']:pred [17.855547  0.       21.5755   40.       40.      ]
hatchback_0_20_-20_0_40_80_20_450:gt ['0', '20', '-20', '0', '40']:pred [ 2.0549653 20.        19.237013   0.        40.       ]
hybrid_-40_0_-40_20_20_80_80_450:gt ['-40', '0', '-40', '20', '20']:pred [45.743706   3.5840437 40.        20.        20.       ]
sedan4door_-40_20_-40_40_40_160_80_450:gt ['-40', '20', '-40', '40', '40']:pred [38.51629  18.322948 44.378895 43.853764 40.043476]
suv_-20_40_-20_20_20_80_60_450:gt ['-20', '40', '-20', '20', '20']:pred [18.950901 43.20848  17.597275 16.736235 15.209204]
hatchback_0_40_-40_20_40_240_60_450:gt ['0', '40', '-40', '20', '40']:pred [ 3.7464137 38.511982  39.753056  19.082409  40.1217   ]
sedan4door_-40_0_0_20_20_0_80_400:gt ['-40', '0', '0', '20', '20']:pred [42.128807  1.422204  2.770156 18.29774  21.187021]
suv_0_40_-40_0_0_80_80_450:gt ['0', '40', '-40', '0', '0']:pred [ 2.7386267 44.35827   47.695835   3.2057638  0.       ]
hybrid_-20_20_-20_20_0_160_40_450:gt ['-20', '20', '-20', '20', '0']:pred [20.        18.04663   20.        20.         2.1275387]
hybrid_-40_0_-40_0_40_80_20_450:gt ['-40', '0', '-40', '0', '40']:pred [43.030113  0.       40.        0.       40.      ]
sedan2door_-40_20_-40_0_0_160_40_450:gt ['-40', '20', '-40', '0', '0']:pred [40.        21.948078  40.         0.         1.7328554]
sedan4door_-40_20_0_20_20_80_40_400:gt ['-40', '20', '0', '20', '20']:pred [43.031292 16.820961  2.05518  20.       20.      ]
hatchback_-40_40_-20_40_20_80_20_450:gt ['-40', '40', '-20', '40', '20']:pred [41.73829  40.       17.288069 40.       20.      ]
hatchback_-40_40_-40_20_40_160_60_450:gt ['-40', '40', '-40', '20', '40']:pred [41.598713 37.781784 40.       19.465647 42.284035]
hatchback_0_20_0_20_0_320_60_400:gt ['0', '20', '0', '20', '0']:pred [ 1.8316553 14.812899   2.4626682 15.637568   3.0516047]
sedan2door_0_20_0_20_40_160_60_450:gt ['0', '20', '0', '20', '40']:pred [ 3.1155887 19.259466   0.        20.        38.857475 ]
sedan4door_-20_40_-40_40_0_80_40_400:gt ['-20', '40', '-40', '40', '0']:pred [16.73829 39.13875 41.98103 40.       0.     ]
sedan2door_0_0_-40_40_20_80_80_400:gt ['0', '0', '-40', '40', '20']:pred [ 1.6586504  2.3675773 40.        40.        20.       ]
hatchback_0_20_-40_20_0_160_40_400:gt ['0', '20', '-40', '20', '0']:pred [ 0.        22.691595  40.        22.105778   2.9454107]
sedan2door_-20_20_0_40_40_0_80_450:gt ['-20', '20', '0', '40', '40']:pred [20.0962  16.79132  0.      40.      41.66528]
hybrid_-20_0_-40_0_20_160_20_400:gt ['-20', '0', '-40', '0', '20']:pred [20.         1.6060655 40.         0.        20.       ]
hybrid_-20_0_-20_20_20_0_80_400:gt ['-20', '0', '-20', '20', '20']:pred [18.035906  2.67491  20.       20.       21.174229]
suv_0_40_-20_0_0_240_20_450:gt ['0', '40', '-20', '0', '0']:pred [ 0.        47.037384  20.         1.6323938  2.2424493]
hybrid_0_0_-20_40_0_160_80_400:gt ['0', '0', '-20', '40', '0']:pred [ 3.3881357  2.1510882 20.        40.         1.8397714]
hatchback_-40_0_-20_0_0_320_60_400:gt ['-40', '0', '-20', '0', '0']:pred [43.195168   3.344393  24.214188   0.         1.6075687]
suv_0_0_-20_40_20_320_80_450:gt ['0', '0', '-20', '40', '20']:pred [ 2.1685903  3.1123006 21.592524  43.29908   19.49602  ]
sedan2door_-20_20_-40_0_40_320_20_450:gt ['-20', '20', '-40', '0', '40']:pred [18.144604 20.       40.        0.       43.629414]
hatchback_0_20_0_20_20_320_20_450:gt ['0', '20', '0', '20', '20']:pred [ 1.5001048 20.         2.3259492 20.        19.15354  ]
suv_0_20_-40_20_20_240_20_400:gt ['0', '20', '-40', '20', '20']:pred [ 0.       15.284741 40.       16.713327 16.139118]
hatchback_-40_20_-40_20_40_240_80_400:gt ['-40', '20', '-40', '20', '40']:pred [40.450207 19.103016 43.854763 19.356646 42.931717]
hybrid_-40_40_-40_40_40_160_40_450:gt ['-40', '40', '-40', '40', '40']:pred [40.      41.72656 40.      40.      41.41743]
sedan4door_-40_40_0_20_0_0_40_450:gt ['-40', '40', '0', '20', '0']:pred [41.421444  40.         1.7418058 20.         2.1861877]
sedan4door_0_0_-40_0_40_240_20_400:gt ['0', '0', '-40', '0', '40']:pred [ 0.         2.3710191 40.         3.5608828 41.056015 ]
hatchback_0_0_0_20_20_240_40_450:gt ['0', '0', '0', '20', '20']:pred [ 0.         2.3835511  0.        18.929367  14.63463  ]
sedan2door_-40_0_0_0_20_80_80_450:gt ['-40', '0', '0', '0', '20']:pred [44.595863   1.8304976  0.         0.        20.       ]
hybrid_-40_20_0_0_0_160_20_450:gt ['-40', '20', '0', '0', '0']:pred [40.       16.576166  0.        0.        0.      ]
suv_0_40_-20_0_0_240_20_450:gt ['0', '40', '-20', '0', '0']:pred [ 0.        47.037384  20.         1.6323938  2.2424493]
suv_-40_20_-40_0_40_320_80_400:gt ['-40', '20', '-40', '0', '40']:pred [43.000443 17.571417 46.913673  0.       40.549725]
sedan4door_-20_40_0_40_20_80_80_450:gt ['-20', '40', '0', '40', '20']:pred [16.414148 41.157787  2.139965 43.827545 20.      ]
sedan2door_-20_0_-40_20_40_160_40_450:gt ['-20', '0', '-40', '20', '40']:pred [20.         2.7952068 40.        20.        42.3289   ]
hybrid_0_20_-40_40_20_160_80_400:gt ['0', '20', '-40', '40', '20']:pred [ 2.637896 21.817993 40.       40.       20.353954]
sedan2door_-20_0_-20_0_20_240_80_400:gt ['-20', '0', '-20', '0', '20']:pred [20.91567    2.2754629 20.         0.        21.62794  ]
hatchback_0_20_-40_0_20_160_80_450:gt ['0', '20', '-40', '0', '20']:pred [ 4.0910006 18.984135  44.725185   2.474655  22.85876  ]
hybrid_-40_0_0_0_40_320_20_450:gt ['-40', '0', '0', '0', '40']:pred [42.10813   0.        0.        0.       41.662415]
sedan2door_-40_20_0_0_40_160_60_400:gt ['-40', '20', '0', '0', '40']:pred [44.801247 18.26582   0.        0.       41.196316]
sedan4door_-20_20_-20_0_20_80_20_450:gt ['-20', '20', '-20', '0', '20']:pred [18.784588 20.       18.471415  0.       20.      ]
hatchback_-20_40_0_0_20_80_80_450:gt ['-20', '40', '0', '0', '20']:pred [19.395897  43.140953   2.5829546  1.9982935 20.       ]
suv_-20_20_-40_40_0_0_60_450:gt ['-20', '20', '-40', '40', '0']:pred [18.267212  17.144865  44.2244    40.         2.7534657]
sedan2door_-40_40_-20_20_0_160_80_400:gt ['-40', '40', '-20', '20', '0']:pred [39.44683  41.385826 20.       20.        2.333224]
sedan4door_-20_0_-40_40_20_240_60_400:gt ['-20', '0', '-40', '40', '20']:pred [20.227076   3.4304817 42.98727   42.471943  17.605133 ]
suv_-20_40_0_0_0_240_80_450:gt ['-20', '40', '0', '0', '0']:pred [19.006584  47.14573    2.3570778  2.4094813  2.39828  ]
sedan4door_-40_0_-20_40_40_240_80_450:gt ['-40', '0', '-20', '40', '40']:pred [40.489243   3.2319598 20.368391  41.829872  39.339317 ]
hatchback_-40_20_-40_20_40_80_80_450:gt ['-40', '20', '-40', '20', '40']:pred [39.088634 19.389797 41.35872  17.08669  40.      ]
hybrid_-20_0_0_20_20_240_20_450:gt ['-20', '0', '0', '20', '20']:pred [20.         2.1673002  0.        20.        18.421328 ]
