sedan4door_-30_15_-4_48_46_230_70_420:gt ['-30', '15', '-4', '48', '46']:pred [26.375069 15.676088 20.162632 40.890896  9.895099]
sedan2door_-17_15_-36_48_15_230_30_420:gt ['-17', '15', '-36', '48', '15']:pred [17.        4.472416 36.       48.        5.221381]
hybrid_-30_15_-36_10_28_20_70_420:gt ['-30', '15', '-36', '10', '28']:pred [19.387571   4.4899626 36.        10.        16.394762 ]
hybrid_-17_15_-36_35_46_230_30_420:gt ['-17', '15', '-36', '35', '46']:pred [17.        2.830836 36.       35.       37.55695 ]
hybrid_-30_45_-22_10_15_20_70_420:gt ['-30', '45', '-22', '10', '15']:pred [23.098593  24.379114  22.        10.         5.3333635]
sedan2door_-17_15_-36_10_15_230_70_420:gt ['-17', '15', '-36', '10', '15']:pred [ 4.678184  8.439759 36.       10.        3.462092]
sedan2door_-50_45_-4_48_46_20_70_420:gt ['-50', '45', '-4', '48', '46']:pred [31.30933  30.55564   4.       48.       13.730547]
suv_-50_23_-36_10_15_50_30_420:gt ['-50', '23', '-36', '10', '15']:pred [43.005554 23.       43.07422  10.       15.      ]
sedan2door_-50_15_-4_48_46_140_30_420:gt ['-50', '15', '-4', '48', '46']:pred [50.        8.278401  4.       48.       46.      ]
sedan4door_-17_15_-36_35_15_140_70_420:gt ['-17', '15', '-36', '35', '15']:pred [ 8.854942   8.501311  36.        31.457731   3.7403755]
sedan2door_-50_45_-4_10_28_140_70_420:gt ['-50', '45', '-4', '10', '28']:pred [35.581642 49.88192   4.       10.       14.493853]
suv_-50_45_-36_10_28_140_30_420:gt ['-50', '45', '-36', '10', '28']:pred [50.       25.223032 36.        5.847957 28.      ]
hatchback_-17_15_-4_10_15_20_30_420:gt ['-17', '15', '-4', '10', '15']:pred [10.47148   15.         6.280489  10.         3.2330234]
sedan2door_-50_23_-22_35_46_230_30_420:gt ['-50', '23', '-22', '35', '46']:pred [50.       15.934326 22.       35.       26.369562]
hatchback_-50_23_-4_10_15_230_70_420:gt ['-50', '23', '-4', '10', '15']:pred [41.37206   22.646927  17.8896    11.852271   3.7021565]
hatchback_-17_45_-4_35_15_20_30_420:gt ['-17', '45', '-4', '35', '15']:pred [12.218184  45.         5.819875  35.         2.7194145]
sedan4door_-30_15_-36_35_15_140_70_420:gt ['-30', '15', '-36', '35', '15']:pred [21.551943   9.308705  36.        35.15736    4.6892586]
sedan4door_-30_45_-36_35_46_140_70_420:gt ['-30', '45', '-36', '35', '46']:pred [22.395157 42.473106 26.83322  44.14661  19.352573]
sedan4door_-50_23_-22_10_46_230_70_420:gt ['-50', '23', '-22', '10', '46']:pred [37.721172 21.39938  34.115604  7.319297 14.143703]
sedan2door_-17_15_-4_48_15_20_30_420:gt ['-17', '15', '-4', '48', '15']:pred [16.143223 15.        4.       48.        4.80106 ]
hybrid_-30_15_-36_10_46_230_70_420:gt ['-30', '15', '-36', '10', '46']:pred [24.216297 12.416196 36.       10.       22.32564 ]
sedan4door_-50_15_-4_10_15_50_30_420:gt ['-50', '15', '-4', '10', '15']:pred [46.55143  15.       20.008154 10.       15.      ]
suv_-50_15_-22_48_28_230_30_420:gt ['-50', '15', '-22', '48', '28']:pred [50.        13.051422  22.        43.991043   9.8067045]
suv_-50_45_-36_48_28_230_30_420:gt ['-50', '45', '-36', '48', '28']:pred [50.       35.478043 36.       46.292282  9.878431]
hatchback_-30_23_-22_10_15_20_30_420:gt ['-30', '23', '-22', '10', '15']:pred [20.460752  23.        22.515636  10.         5.2822213]
hybrid_-50_23_-4_10_28_50_30_420:gt ['-50', '23', '-4', '10', '28']:pred [46.385155 23.        4.       10.       28.      ]
suv_-30_15_-36_35_15_140_70_420:gt ['-30', '15', '-36', '35', '15']:pred [24.842377 12.160721 19.550121 27.399193  5.979645]
sedan2door_-17_45_-4_10_28_230_70_420:gt ['-17', '45', '-4', '10', '28']:pred [ 6.7185025 34.81772    4.        10.         3.6719887]
suv_-30_23_-4_48_15_230_30_420:gt ['-30', '23', '-4', '48', '15']:pred [30.       14.637653  4.       43.118706  3.227404]
suv_-50_23_-22_48_28_50_30_420:gt ['-50', '23', '-22', '48', '28']:pred [40.74706  23.       21.181158 48.       28.      ]
suv_-17_45_-22_48_46_50_70_420:gt ['-17', '45', '-22', '48', '46']:pred [13.601901 41.73444  21.643808 34.040142 24.933685]
sedan2door_-50_23_-36_10_15_140_70_420:gt ['-50', '23', '-36', '10', '15']:pred [34.75894  32.475853 36.       10.        9.801512]
hatchback_-30_15_-36_10_28_140_30_420:gt ['-30', '15', '-36', '10', '28']:pred [30.        4.780344 36.       10.635833 28.      ]
hybrid_-30_45_-36_10_15_230_70_420:gt ['-30', '45', '-36', '10', '15']:pred [22.461048 33.370808 36.       10.        3.23571 ]
suv_-30_45_-36_35_28_140_70_420:gt ['-30', '45', '-36', '35', '28']:pred [22.896624 34.590305 24.165535 31.736595 14.903698]
suv_-30_23_-22_35_28_140_70_420:gt ['-30', '23', '-22', '35', '28']:pred [21.797405 19.38023  18.841997 24.464163 14.290372]
sedan4door_-17_45_-4_35_15_50_70_420:gt ['-17', '45', '-4', '35', '15']:pred [25.649767 38.103573  4.983914 35.        4.976224]
sedan2door_-50_15_-36_48_46_50_70_420:gt ['-50', '15', '-36', '48', '46']:pred [40.9931    8.371469 22.874681 48.       21.86604 ]
sedan4door_-50_15_-4_35_15_50_30_420:gt ['-50', '15', '-4', '35', '15']:pred [45.692657 15.       19.59091  35.       15.      ]
hybrid_-17_23_-22_48_28_140_30_420:gt ['-17', '23', '-22', '48', '28']:pred [17.       10.802372 22.       48.       28.      ]
hatchback_-50_23_-22_10_28_50_30_420:gt ['-50', '23', '-22', '10', '28']:pred [35.38827  23.       28.927113 10.       28.      ]
sedan2door_-30_45_-22_35_15_20_30_420:gt ['-30', '45', '-22', '35', '15']:pred [28.209322 45.       22.       35.        4.448081]
hybrid_-30_15_-22_48_15_20_70_420:gt ['-30', '15', '-22', '48', '15']:pred [18.463013   4.0820403 22.        48.         5.633621 ]
hybrid_-50_15_-4_10_15_140_30_420:gt ['-50', '15', '-4', '10', '15']:pred [50.        6.735205  4.       10.       15.      ]
hybrid_-17_23_-4_35_28_50_70_420:gt ['-17', '23', '-4', '35', '28']:pred [22.410042 23.59206   4.       35.       18.807095]
sedan2door_-50_15_-4_35_46_50_70_420:gt ['-50', '15', '-4', '35', '46']:pred [40.460114  8.470879 22.975086 35.       22.117392]
hybrid_-30_15_-4_35_15_20_30_420:gt ['-30', '15', '-4', '35', '15']:pred [28.44161   15.         4.        35.         4.5492105]
suv_-30_45_-36_10_28_140_70_420:gt ['-30', '45', '-36', '10', '28']:pred [26.98005  37.514065 19.379618 11.57675  16.605282]
suv_-50_23_-22_48_28_140_70_420:gt ['-50', '23', '-22', '48', '28']:pred [35.714386 15.9401   14.071345 35.053272 14.294722]
sedan4door_-17_45_-36_48_28_20_30_420:gt ['-17', '45', '-36', '48', '28']:pred [16.389698 45.       40.22719  48.       13.544536]
sedan4door_-50_15_-4_35_46_230_70_420:gt ['-50', '15', '-4', '35', '46']:pred [33.1056    12.8456545 15.126723  25.07854   11.213449 ]
suv_-50_23_-36_48_15_230_70_420:gt ['-50', '23', '-36', '48', '15']:pred [35.88934  21.532959 31.579556 28.778742  3.823269]
suv_-30_15_-36_10_46_20_70_420:gt ['-30', '15', '-36', '10', '46']:pred [26.895107   5.7939296 32.327847  10.        25.360214 ]
hatchback_-17_15_-4_48_46_230_70_420:gt ['-17', '15', '-4', '48', '46']:pred [13.537483 14.337257 15.213216 40.31047  25.092186]
hybrid_-17_15_-22_35_46_20_30_420:gt ['-17', '15', '-22', '35', '46']:pred [ 4.969053 15.       22.       35.       26.57153 ]
hybrid_-30_23_-36_48_46_140_70_420:gt ['-30', '23', '-36', '48', '46']:pred [19.294678 16.778095 36.       48.       28.575966]
sedan4door_-17_45_-4_35_28_230_70_420:gt ['-17', '45', '-4', '35', '28']:pred [ 7.142273 35.935833 19.050297 39.371807  6.56746 ]
hybrid_-17_15_-22_35_46_50_30_420:gt ['-17', '15', '-22', '35', '46']:pred [16.181858 15.       22.       35.       46.      ]
suv_-50_23_-36_10_28_50_70_420:gt ['-50', '23', '-36', '10', '28']:pred [36.864613 31.254366 39.182495 10.       21.284996]
hybrid_-30_15_-36_48_46_140_70_420:gt ['-30', '15', '-36', '48', '46']:pred [17.716036  8.48337  36.       48.       25.504692]
suv_-17_23_-4_48_28_20_30_420:gt ['-17', '23', '-4', '48', '28']:pred [23.070877  23.         3.2300925 48.        17.829418 ]
sedan2door_-17_45_-4_10_15_20_30_420:gt ['-17', '45', '-4', '10', '15']:pred [16.544783  45.         4.        10.         4.5943346]
hatchback_-30_45_-4_48_46_230_70_420:gt ['-30', '45', '-4', '48', '46']:pred [27.09825  32.036926 21.196867 39.795033 21.570278]
suv_-17_15_-36_35_28_140_70_420:gt ['-17', '15', '-36', '35', '28']:pred [14.74713  10.304555 13.604069 25.702896 11.237902]
sedan2door_-50_45_-22_48_15_140_70_420:gt ['-50', '45', '-22', '48', '15']:pred [35.86001  50.531902 22.       48.        7.462738]
sedan4door_-30_23_-22_10_46_50_30_420:gt ['-30', '23', '-22', '10', '46']:pred [34.580696 23.       35.136677 10.       46.      ]
hatchback_-30_45_-22_35_46_230_30_420:gt ['-30', '45', '-22', '35', '46']:pred [30.       27.571878 22.       43.33981  37.655514]
hatchback_-50_15_-4_48_46_230_30_420:gt ['-50', '15', '-4', '48', '46']:pred [50.         5.6352334  4.        43.66872   36.44243  ]
suv_-17_45_-36_10_46_20_70_420:gt ['-17', '45', '-36', '10', '46']:pred [18.71185  26.114462 35.344505 10.       25.430283]
hybrid_-50_15_-22_10_28_140_30_420:gt ['-50', '15', '-22', '10', '28']:pred [50.         5.3763924 22.        10.        28.       ]
sedan4door_-17_45_-36_35_28_140_30_420:gt ['-17', '45', '-36', '35', '28']:pred [17.       28.293184 36.       38.312286 28.      ]
sedan4door_-17_23_-22_48_46_20_30_420:gt ['-17', '23', '-22', '48', '46']:pred [17.236715 23.       20.727669 48.       21.104195]
sedan4door_-30_23_-22_35_28_140_70_420:gt ['-30', '23', '-22', '35', '28']:pred [22.162878 15.865876 22.       38.157463 10.275485]
hybrid_-50_23_-36_48_15_140_30_420:gt ['-50', '23', '-36', '48', '15']:pred [50.        10.3594675 36.        48.        15.       ]
suv_-50_23_-22_48_46_140_30_420:gt ['-50', '23', '-22', '48', '46']:pred [50.       12.160528 22.       48.0951   46.      ]
suv_-50_15_-22_10_46_230_70_420:gt ['-50', '15', '-22', '10', '46']:pred [40.461014 10.637656 23.430357 10.924111 16.114538]
sedan4door_-30_15_-4_35_28_230_30_420:gt ['-30', '15', '-4', '35', '28']:pred [30.        4.363423  4.       32.9046   14.692661]
sedan2door_-30_45_-4_48_28_20_30_420:gt ['-30', '45', '-4', '48', '28']:pred [30.843561 45.        4.       48.       10.474775]
sedan4door_-30_23_-22_10_15_230_70_420:gt ['-30', '23', '-22', '10', '15']:pred [24.109608  19.017702  36.82586   11.820209   3.6980243]
suv_-50_45_-36_48_15_140_30_420:gt ['-50', '45', '-36', '48', '15']:pred [50.       32.02025  36.       46.291725 15.      ]
hybrid_-30_15_-4_35_46_230_70_420:gt ['-30', '15', '-4', '35', '46']:pred [23.927711 11.930632  4.       35.       22.002642]
sedan2door_-17_45_-22_48_46_20_30_420:gt ['-17', '45', '-22', '48', '46']:pred [19.721636 45.       22.       48.       25.342   ]
sedan2door_-17_23_-4_48_15_20_70_420:gt ['-17', '23', '-4', '48', '15']:pred [16.207027  5.625093  4.       48.        7.871808]
suv_-30_23_-22_10_28_140_70_420:gt ['-30', '23', '-22', '10', '28']:pred [21.724457 20.763905 22.       10.072765 16.302265]
sedan4door_-17_23_-22_10_46_230_30_420:gt ['-17', '23', '-22', '10', '46']:pred [17.       13.020896 22.        5.277196 39.695263]
sedan2door_-50_15_-4_10_46_20_30_420:gt ['-50', '15', '-4', '10', '46']:pred [32.833057 15.        4.       10.       19.142807]
hybrid_-30_23_-22_10_28_230_70_420:gt ['-30', '23', '-22', '10', '28']:pred [24.911888 16.934078 22.       10.       10.659323]
sedan4door_-50_45_-22_10_15_20_30_420:gt ['-50', '45', '-22', '10', '15']:pred [36.82759  45.       37.540413 10.       14.413033]
hatchback_-30_15_-4_10_46_140_70_420:gt ['-30', '15', '-4', '10', '46']:pred [18.588236  7.080801  4.       12.436032 36.008835]
suv_-50_45_-36_10_46_20_30_420:gt ['-50', '45', '-36', '10', '46']:pred [31.509893 45.       36.98024  10.       29.356943]
suv_-30_23_-4_10_15_50_30_420:gt ['-30', '23', '-4', '10', '15']:pred [39.126183  23.         1.2261667 10.        15.       ]
suv_-30_45_-22_10_15_140_30_420:gt ['-30', '45', '-22', '10', '15']:pred [30.        23.482862  22.         5.5496073 15.       ]
suv_-50_23_-4_48_15_20_30_420:gt ['-50', '23', '-4', '48', '15']:pred [29.239376  23.         6.7255163 48.        14.139633 ]
hatchback_-50_23_-22_10_28_50_70_420:gt ['-50', '23', '-22', '10', '28']:pred [36.895096 33.73982  26.132832 20.098152 18.551119]
sedan2door_-30_23_-22_48_15_50_30_420:gt ['-30', '23', '-22', '48', '15']:pred [41.847572 23.       22.       48.       15.      ]
hybrid_-50_45_-4_48_15_140_30_420:gt ['-50', '45', '-4', '48', '15']:pred [50. 26.  4. 48. 15.]
sedan2door_-50_23_-4_48_28_20_30_420:gt ['-50', '23', '-4', '48', '28']:pred [32.409958  23.         4.        48.         6.8855147]
hybrid_-17_23_-22_10_15_230_70_420:gt ['-17', '23', '-22', '10', '15']:pred [ 8.324768  19.002861  22.        10.         4.9946413]
sedan2door_-50_45_-22_10_46_140_70_420:gt ['-50', '45', '-22', '10', '46']:pred [32.93386  49.590645 22.       10.       21.700817]
hybrid_-17_23_-36_35_15_20_70_420:gt ['-17', '23', '-36', '35', '15']:pred [ 9.5012665  9.480412  36.        35.         7.955579 ]
hatchback_-30_15_-36_10_46_20_30_420:gt ['-30', '15', '-36', '10', '46']:pred [16.885326 15.       35.174072 10.       20.895222]
suv_-30_45_-4_10_15_20_30_420:gt ['-30', '45', '-4', '10', '15']:pred [35.490997 45.        3.881916 10.       11.925376]
sedan4door_-30_23_-4_10_46_230_30_420:gt ['-30', '23', '-4', '10', '46']:pred [30.       14.618055  4.        6.018254 43.47463 ]
hatchback_-30_45_-4_10_46_140_30_420:gt ['-30', '45', '-4', '10', '46']:pred [30.       20.68718   4.       10.444662 46.      ]
hatchback_-50_23_-4_10_46_20_30_420:gt ['-50', '23', '-4', '10', '46']:pred [33.04053  23.       17.667316 10.       22.701103]
hybrid_-17_45_-22_48_15_140_30_420:gt ['-17', '45', '-22', '48', '15']:pred [17.       26.208912 22.       48.       15.      ]
sedan2door_-30_23_-22_10_46_230_70_420:gt ['-30', '23', '-22', '10', '46']:pred [14.16561  16.158527 22.       10.        9.354112]
sedan4door_-17_23_-36_48_46_230_70_420:gt ['-17', '23', '-36', '48', '46']:pred [ 9.565805 29.109722 44.28234  45.866234 14.752222]
sedan4door_-50_45_-4_10_46_140_30_420:gt ['-50', '45', '-4', '10', '46']:pred [50.        41.691727   4.         7.2709017 46.       ]
hatchback_-50_15_-22_10_28_20_30_420:gt ['-50', '15', '-22', '10', '28']:pred [34.314907 15.       30.940948 10.       16.353592]
hybrid_-50_23_-22_35_15_20_30_420:gt ['-50', '23', '-22', '35', '15']:pred [35.699635  23.        22.        35.         6.5749636]
sedan4door_-50_15_-22_10_46_20_30_420:gt ['-50', '15', '-22', '10', '46']:pred [38.857624 15.       37.57385  10.       25.342957]
suv_-50_15_-4_48_28_140_70_420:gt ['-50', '15', '-4', '48', '28']:pred [35.199394  10.82337    6.7520947 36.294014  12.796126 ]
hybrid_-17_23_-4_48_15_230_70_420:gt ['-17', '23', '-4', '48', '15']:pred [ 7.9895988 19.158627   4.        48.         4.938297 ]
sedan4door_-17_23_-36_48_46_20_30_420:gt ['-17', '23', '-36', '48', '46']:pred [15.152573 23.       40.326237 48.       19.83468 ]
sedan4door_-30_45_-4_48_15_20_70_420:gt ['-30', '45', '-4', '48', '15']:pred [28.83716  34.180305 11.791383 43.53789   4.28681 ]
hybrid_-30_45_-36_10_15_20_70_420:gt ['-30', '45', '-36', '10', '15']:pred [23.569561 24.760244 36.       10.        5.305642]
hybrid_-50_15_-4_48_46_50_70_420:gt ['-50', '15', '-4', '48', '46']:pred [44.145077  8.354665  4.       48.       31.372269]
suv_-50_15_-22_10_15_230_70_420:gt ['-50', '15', '-22', '10', '15']:pred [37.865856 10.993838 22.558712  8.847501  3.416066]
sedan4door_-50_45_-22_48_15_140_30_420:gt ['-50', '45', '-22', '48', '15']:pred [50.       28.497547 22.       46.200573 15.      ]
hybrid_-30_15_-22_48_28_230_30_420:gt ['-30', '15', '-22', '48', '28']:pred [30.        2.994636 22.       48.        9.926922]
hatchback_-50_23_-36_48_15_230_70_420:gt ['-50', '23', '-36', '48', '15']:pred [38.8196   27.992315 38.260044 40.502293  5.865085]
sedan4door_-50_15_-4_10_28_230_30_420:gt ['-50', '15', '-4', '10', '28']:pred [50.        4.110215  4.        4.678188 14.921011]
sedan4door_-17_23_-36_48_46_140_30_420:gt ['-17', '23', '-36', '48', '46']:pred [17.       15.826882 36.       40.743134 46.      ]
sedan2door_-30_45_-4_35_15_20_30_420:gt ['-30', '45', '-4', '35', '15']:pred [29.515888 45.        4.       35.        4.936752]
hybrid_-50_23_-4_48_46_230_30_420:gt ['-50', '23', '-4', '48', '46']:pred [50.         5.0131526  4.        48.        39.477722 ]
hatchback_-30_23_-36_35_15_50_70_420:gt ['-30', '23', '-36', '35', '15']:pred [21.595001  21.660664  35.263973  26.121046   6.4100337]
suv_-17_15_-36_10_15_230_30_420:gt ['-17', '15', '-36', '10', '15']:pred [17.         4.9928117 36.         2.3380094  3.1554878]
hybrid_-17_45_-36_35_46_50_30_420:gt ['-17', '45', '-36', '35', '46']:pred [15.121103 45.       36.       35.       46.      ]
suv_-17_23_-22_35_46_140_30_420:gt ['-17', '23', '-22', '35', '46']:pred [17.        7.743928 22.       36.19093  46.      ]
hybrid_-17_45_-22_48_15_20_70_420:gt ['-17', '45', '-22', '48', '15']:pred [10.973553 26.283981 22.       48.        7.110349]
hatchback_-50_15_-22_10_15_140_30_420:gt ['-50', '15', '-22', '10', '15']:pred [50.         6.582668  22.         6.9906526 15.       ]
suv_-50_15_-4_35_46_230_70_420:gt ['-50', '15', '-4', '35', '46']:pred [38.051754 11.278014 15.690497 25.471386 15.604947]
suv_-50_15_-4_10_15_230_70_420:gt ['-50', '15', '-4', '10', '15']:pred [37.33128    8.79      12.473173  10.083075   3.9608252]
sedan4door_-50_45_-22_10_46_50_70_420:gt ['-50', '45', '-22', '10', '46']:pred [43.81667  43.274384 26.943867 11.059151 14.691576]
suv_-50_15_-22_10_28_140_70_420:gt ['-50', '15', '-22', '10', '28']:pred [29.514973   8.0734825 22.        10.037365  16.186619 ]
hybrid_-30_45_-22_48_46_230_30_420:gt ['-30', '45', '-22', '48', '46']:pred [30.       19.879417 22.       48.       42.49973 ]
sedan2door_-50_45_-4_10_46_20_70_420:gt ['-50', '45', '-4', '10', '46']:pred [31.81068  30.488226  4.       10.       13.557685]
sedan4door_-30_45_-4_48_46_20_30_420:gt ['-30', '45', '-4', '48', '46']:pred [36.487644 45.        6.023239 48.       24.578003]
hybrid_-17_23_-36_10_46_140_70_420:gt ['-17', '23', '-36', '10', '46']:pred [12.553623 14.495716 36.       10.       28.878141]
suv_-17_23_-4_10_15_140_70_420:gt ['-17', '23', '-4', '10', '15']:pred [16.270754  22.586735   4.        10.714013   4.7840743]
sedan4door_-17_15_-4_35_15_20_30_420:gt ['-17', '15', '-4', '35', '15']:pred [11.509913  15.         1.843151  35.         6.4413877]
sedan4door_-50_45_-22_48_28_50_30_420:gt ['-50', '45', '-22', '48', '28']:pred [39.31766 45.      38.18495 48.      28.     ]
sedan2door_-50_23_-36_35_46_20_30_420:gt ['-50', '23', '-36', '35', '46']:pred [32.849377 23.       36.       35.       20.125166]
suv_-30_15_-22_35_28_20_70_420:gt ['-30', '15', '-22', '35', '28']:pred [30.592861  5.021681 22.241634 35.       21.329315]
hybrid_-50_23_-36_48_28_140_30_420:gt ['-50', '23', '-36', '48', '28']:pred [50.       10.897752 36.       48.       28.      ]
suv_-30_45_-4_48_15_140_70_420:gt ['-30', '45', '-4', '48', '15']:pred [24.73555   36.12239   18.70542   35.562897   6.1448336]
suv_-17_23_-36_48_28_50_70_420:gt ['-17', '23', '-36', '48', '28']:pred [10.448315 22.76567  31.892506 48.       13.502772]
suv_-30_15_-22_48_46_230_70_420:gt ['-30', '15', '-22', '48', '46']:pred [25.47943  10.263281 27.244568 29.287834 13.284975]
hybrid_-17_45_-36_10_28_20_30_420:gt ['-17', '45', '-36', '10', '28']:pred [ 6.5191946 45.        36.        10.        15.14696  ]
hatchback_-17_45_-22_35_28_230_70_420:gt ['-17', '45', '-22', '35', '28']:pred [10.748186 36.464905 29.244797 36.577164 11.353015]
