425ba801e904cb50f3aaed7e86215c7b_20_20_40_40_20_240_80_400:gt ['20', '20', '40', '40', '20']:pred [ 8.53187    8.6063595 40.        40.        31.950634 ]
7dac31838b627748eb631ba05bd8dfe_20_40_20_40_20_80_40_400:gt ['20', '40', '20', '40', '20']:pred [ 6.3131113 32.784275   5.9644327 40.        30.877815 ]
a88d69e53a01aab9ff1370452e3a0154_40_20_40_40_40_160_80_400:gt ['40', '20', '40', '40', '40']:pred [16.23425   7.375387  8.799284 35.142662 30.74405 ]
d2592adba4e8e62648368c1a2f71c5f3_20_40_20_20_40_240_80_400:gt ['20', '40', '20', '20', '40']:pred [25.818024 23.9656   12.200249 29.39165  22.096687]
9c827e532de4967285089a13cc567dbd_40_20_40_40_40_240_40_400:gt ['40', '20', '40', '40', '40']:pred [ 4.597806  32.910515  40.         3.1989076 56.159725 ]
72ba2195087f80d8b7e8c57d131d2ca7_40_20_40_40_20_80_40_400:gt ['40', '20', '40', '40', '20']:pred [30.19334  41.67462  27.772152 40.       46.395844]
ba0ac1d1e25d3fad63f2c3a55558a78f_20_40_40_40_40_160_40_400:gt ['20', '40', '40', '40', '40']:pred [20.        12.534165   2.7087817 19.798353  10.487158 ]
4458ed2a746e61a3b11647ffa4306609_20_20_40_40_40_160_80_400:gt ['20', '20', '40', '40', '40']:pred [15.077657 19.738384 12.993734 33.296986  6.265623]
d2592adba4e8e62648368c1a2f71c5f3_20_40_20_40_40_240_80_400:gt ['20', '40', '20', '40', '40']:pred [27.82698  23.392035 12.235948 29.91117  23.255291]
fa1b3bcdbda309a439cc19d48e3f4f5_40_40_20_20_20_240_40_400:gt ['40', '40', '20', '20', '20']:pred [40.         1.5994424 20.         0.9060888 25.694258 ]
425ba801e904cb50f3aaed7e86215c7b_20_20_40_40_20_240_40_400:gt ['20', '20', '40', '40', '20']:pred [20.        9.310064 40.       13.740743 15.927431]
5e87b04efd58cc8922412d2a728de1d5_20_20_40_20_40_160_80_400:gt ['20', '20', '40', '20', '40']:pred [ 8.2250595  6.4952703 16.587198  19.942572  32.5835   ]
d0cf2f187acda5736be7348aa770e4ca_40_40_20_40_20_160_40_400:gt ['40', '40', '20', '40', '20']:pred [40.       12.986327 20.       27.758509 15.885866]
d2592adba4e8e62648368c1a2f71c5f3_40_40_40_40_40_80_80_400:gt ['40', '40', '40', '40', '40']:pred [17.06806  42.206394 18.311604 17.74737  48.541847]
4f17af1ca7ae689d409b2c4484d833cc_20_20_20_40_20_240_80_400:gt ['20', '20', '20', '40', '20']:pred [ 9.336222   7.0338664  6.781287   3.9885077 40.643066 ]
7dac31838b627748eb631ba05bd8dfe_20_40_40_40_40_240_80_400:gt ['20', '40', '40', '40', '40']:pred [14.692684   7.9029026 12.42146   40.        12.081257 ]
4ac021653126a29e98618a1ba17f086b_40_40_40_20_40_160_80_400:gt ['40', '40', '40', '20', '40']:pred [17.876366  28.305119   1.9863273 35.72186   52.345512 ]
c4941d6a2266813c3a2b1a2e5e169910_40_40_20_40_40_240_40_400:gt ['40', '40', '20', '40', '40']:pred [40.         9.934673   1.5311667 18.247972  30.747202 ]
6265f0745d3f40546bcd32c43682e841_20_40_20_20_40_160_40_400:gt ['20', '40', '20', '20', '40']:pred [20.        8.160816 20.        8.990086 18.012428]
ffe0a5b165461eb66a2345809e2bb169_20_40_40_20_20_160_40_400:gt ['20', '40', '40', '20', '20']:pred [23.699137 10.878491 18.108658 25.142994 29.534412]
7c46bfff2f90f11044592db9be5db5c8_40_20_20_20_40_80_40_400:gt ['40', '20', '20', '20', '40']:pred [16.795843 10.461712  8.388415 20.       40.      ]
1a64bf1e658652ddb11647ffa4306609_20_40_20_40_40_160_40_400:gt ['20', '40', '20', '40', '40']:pred [20.       28.305752 20.       39.87737  43.91509 ]
1790131f5f74b1ed973aff268eb6b00c_40_20_20_20_20_160_40_400:gt ['40', '20', '20', '20', '20']:pred [23.539543 20.117424 20.       32.586655 23.86086 ]
825fb860d71c78a477c771b4b7eed82c_40_40_40_20_20_160_40_400:gt ['40', '40', '40', '20', '20']:pred [40.       16.95902  27.751217 15.464317 44.670444]
1790131f5f74b1ed973aff268eb6b00c_20_40_40_20_20_160_40_400:gt ['20', '40', '40', '20', '20']:pred [17.791107 13.147931 40.       38.184242 17.946774]
9c827e532de4967285089a13cc567dbd_40_40_20_20_20_160_80_400:gt ['40', '40', '20', '20', '20']:pred [19.789246 43.93436  20.       25.086292 40.391068]
cde88b5900e8dfba725a7749daae1afa_20_20_40_20_20_240_40_400:gt ['20', '20', '40', '20', '20']:pred [17.418047 27.641945 40.       17.282763 32.877132]
86c8a3137a716d70e742b0b5e87bec54_20_40_40_20_40_160_40_400:gt ['20', '40', '40', '20', '40']:pred [20.       14.054633  4.765005 32.344902 15.860585]
ac3585c59a80b822b4d8eb72d337b2e3_20_40_20_20_20_80_40_400:gt ['20', '40', '20', '20', '20']:pred [14.434154 37.55573  14.428176 20.       20.      ]
d2592adba4e8e62648368c1a2f71c5f3_20_40_40_20_40_240_80_400:gt ['20', '40', '40', '20', '40']:pred [22.809965  14.028259   9.9038515 34.977924  39.65419  ]
2f7cf2c2d170e3c936f37029483b3e41_40_20_40_40_40_160_80_400:gt ['40', '20', '40', '40', '40']:pred [15.872392  19.36468    4.0282726 25.302656  56.486572 ]
a88d69e53a01aab9ff1370452e3a0154_40_20_40_40_20_80_40_400:gt ['40', '20', '40', '40', '20']:pred [24.055721 11.067882 15.110146 34.265205 25.138323]
4458ed2a746e61a3b11647ffa4306609_20_40_40_40_20_160_40_400:gt ['20', '40', '40', '40', '20']:pred [20.        24.296303  40.        16.693892   4.2949944]
5ec3322293a39816ad7e7cea4034d226_20_40_20_20_20_240_80_400:gt ['20', '40', '20', '20', '20']:pred [18.315369   5.4146686 10.626758  20.        14.963922 ]
7ccdf7bc2af0b068e43ab89cb5563740_40_40_40_40_20_80_40_400:gt ['40', '40', '40', '40', '20']:pred [30.021246 39.652157 23.743826 40.       34.73356 ]
4458ed2a746e61a3b11647ffa4306609_40_40_40_40_20_160_40_400:gt ['40', '40', '40', '40', '20']:pred [40.        17.118244  40.        27.370722   5.7163744]
72ba2195087f80d8b7e8c57d131d2ca7_40_20_20_20_40_240_80_400:gt ['40', '20', '20', '20', '40']:pred [27.927336 24.976925 17.558378 20.961311 43.749805]
ba0ac1d1e25d3fad63f2c3a55558a78f_40_20_40_20_20_80_80_400:gt ['40', '20', '40', '20', '20']:pred [20.40367  16.28428  11.470877 41.40543  36.43518 ]
9c827e532de4967285089a13cc567dbd_40_20_20_40_40_240_40_400:gt ['40', '20', '20', '40', '40']:pred [ 4.1282663 33.32817   20.         3.51055   56.248444 ]
72ba2195087f80d8b7e8c57d131d2ca7_40_20_40_20_20_160_80_400:gt ['40', '20', '40', '20', '20']:pred [18.92528  34.659233 15.575944 27.440844 31.796457]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_20_20_40_20_240_80_400:gt ['20', '20', '20', '40', '20']:pred [13.077384 20.794863 20.       40.       24.302727]
9d2b7938d426633b28044fe9244db50a_20_20_20_40_20_160_40_400:gt ['20', '20', '20', '40', '20']:pred [20.34376    3.6614165  5.161438  40.         7.661156 ]
fa1b3bcdbda309a439cc19d48e3f4f5_20_40_40_20_20_240_40_400:gt ['20', '40', '40', '20', '20']:pred [ 3.3252406   0.76527923 40.          0.73574305 13.357809  ]
70e27da90dec2de49604bf8c981ad1eb_20_20_20_20_20_160_40_400:gt ['20', '20', '20', '20', '20']:pred [20.        26.406702  20.         3.8627758 38.363884 ]
86c8a3137a716d70e742b0b5e87bec54_40_40_20_40_20_240_40_400:gt ['40', '40', '20', '40', '20']:pred [ 9.22423    6.955873   1.1298102 17.271816  16.796143 ]
fabcb04fc015f822ca8bf2993ca245b_40_40_40_20_40_80_80_400:gt ['40', '40', '40', '20', '40']:pred [20.124516 17.777092 20.317781 30.497765 11.828755]
c61ec8875746ab78227375499b768057_20_20_20_20_20_160_40_400:gt ['20', '20', '20', '20', '20']:pred [20.       16.879004 20.        8.854526 10.005115]
ac3585c59a80b822b4d8eb72d337b2e3_20_40_20_40_20_160_40_400:gt ['20', '40', '20', '40', '20']:pred [20.       25.045412 20.       25.962505 38.87296 ]
fabcb04fc015f822ca8bf2993ca245b_20_20_40_20_40_160_80_400:gt ['20', '20', '40', '20', '40']:pred [26.650251 25.923975 10.390313 32.46079  50.449074]
70e27da90dec2de49604bf8c981ad1eb_20_40_40_20_20_80_80_400:gt ['20', '40', '40', '20', '20']:pred [10.396542  10.632219   6.6725025 37.144516  26.909885 ]
825fb860d71c78a477c771b4b7eed82c_20_20_20_40_20_80_40_400:gt ['20', '20', '20', '40', '20']:pred [10.930937 40.88977   8.443725 40.       56.334797]
2f7cf2c2d170e3c936f37029483b3e41_40_20_20_40_40_80_40_400:gt ['40', '20', '20', '40', '40']:pred [22.948307 29.136845 26.83355  40.       45.748722]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_20_20_20_20_160_40_400:gt ['40', '20', '20', '20', '20']:pred [40.       36.241177 20.       18.963238 40.60206 ]
72ba2195087f80d8b7e8c57d131d2ca7_20_20_20_20_40_240_80_400:gt ['20', '20', '20', '20', '40']:pred [22.861715 43.432816  7.778497 21.581673  8.142434]
7dac31838b627748eb631ba05bd8dfe_40_40_20_20_20_80_80_400:gt ['40', '40', '20', '20', '20']:pred [ 5.807018  30.93661    5.252312   6.9734087 18.31939  ]
86c8a3137a716d70e742b0b5e87bec54_20_40_20_20_20_80_80_400:gt ['20', '40', '20', '20', '20']:pred [ 8.085559 19.432608 16.244116 31.89421   9.875136]
fa1b3bcdbda309a439cc19d48e3f4f5_20_40_20_20_20_80_80_400:gt ['20', '40', '20', '20', '20']:pred [ 9.519198 17.912785  8.838659  9.353073 12.240612]
b9786e1b059a1712ca92a4cdad802b45_20_20_40_20_20_240_40_400:gt ['20', '20', '40', '20', '20']:pred [13.802158   2.0458264  6.1853704  4.7907357 19.67783  ]
c4941d6a2266813c3a2b1a2e5e169910_20_40_40_40_20_160_40_400:gt ['20', '40', '40', '40', '20']:pred [20.         8.728655   4.8766494 28.011335  17.471083 ]
d72ffa185738bccd10b75223b5be6dbb_20_40_40_40_20_240_40_400:gt ['20', '40', '40', '40', '20']:pred [ 8.152143   1.1149412 40.         3.0037274 21.238436 ]
5e87b04efd58cc8922412d2a728de1d5_20_20_40_40_20_80_80_400:gt ['20', '20', '40', '40', '20']:pred [10.760223   7.4996586 27.926386  29.878914  20.       ]
1a64bf1e658652ddb11647ffa4306609_20_40_40_20_40_80_80_400:gt ['20', '40', '40', '20', '40']:pred [ 8.2280245 24.477665  40.742237   9.323674  36.42939  ]
70e27da90dec2de49604bf8c981ad1eb_40_40_20_40_40_80_40_400:gt ['40', '40', '20', '40', '40']:pred [15.98905  24.667385  4.234331 40.       40.954998]
425ba801e904cb50f3aaed7e86215c7b_20_40_20_20_20_80_80_400:gt ['20', '40', '20', '20', '20']:pred [ 4.1384377 15.093631   4.9986014 20.        23.577768 ]
6265f0745d3f40546bcd32c43682e841_20_40_40_20_40_160_40_400:gt ['20', '40', '40', '20', '40']:pred [20.         5.1443787  9.239104  15.978239  14.72361  ]
d72ffa185738bccd10b75223b5be6dbb_40_40_40_20_20_160_40_400:gt ['40', '40', '40', '20', '20']:pred [40.       31.171846 40.       22.45513  21.480486]
425ba801e904cb50f3aaed7e86215c7b_40_40_20_20_40_160_80_400:gt ['40', '40', '20', '20', '40']:pred [11.415722   5.703805   4.6579223  2.9765306 55.849472 ]
c61ec8875746ab78227375499b768057_40_20_20_40_40_240_40_400:gt ['40', '20', '20', '40', '40']:pred [ 4.0409913 12.246902  20.         2.2771447 18.914505 ]
c4941d6a2266813c3a2b1a2e5e169910_20_40_20_20_40_240_40_400:gt ['20', '40', '20', '20', '40']:pred [20.          8.984904    0.84946465 24.297152   19.812832  ]
c4941d6a2266813c3a2b1a2e5e169910_20_40_20_40_40_80_80_400:gt ['20', '40', '20', '40', '40']:pred [ 7.9599156 15.283501   6.501049  20.653938  35.78661  ]
6265f0745d3f40546bcd32c43682e841_40_40_20_20_20_80_80_400:gt ['40', '40', '20', '20', '20']:pred [ 8.426546  6.863197  8.811981 22.372046 16.564999]
4458ed2a746e61a3b11647ffa4306609_20_40_20_20_20_160_80_400:gt ['20', '40', '20', '20', '20']:pred [20.54074   27.118536  13.589744  32.62213    6.5502567]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_20_40_20_40_160_80_400:gt ['20', '20', '40', '20', '40']:pred [16.54845  25.820662 40.       36.21524  49.863377]
fa1b3bcdbda309a439cc19d48e3f4f5_40_40_20_40_40_160_40_400:gt ['40', '40', '20', '40', '40']:pred [12.186906 31.827168 20.       16.904015 23.765812]
3d693af6fbae47f9cfb661f69a0dfbbd_40_20_20_40_20_80_80_400:gt ['40', '20', '20', '40', '20']:pred [13.646715 23.323229  5.635672 35.24168  23.849287]
a88d69e53a01aab9ff1370452e3a0154_20_20_40_40_20_80_80_400:gt ['20', '20', '40', '40', '20']:pred [17.128109  3.14346   8.644107 37.843544 37.731827]
825fb860d71c78a477c771b4b7eed82c_20_20_40_20_20_160_40_400:gt ['20', '20', '40', '20', '20']:pred [20.       27.526226 40.       23.894688 54.17937 ]
ba0ac1d1e25d3fad63f2c3a55558a78f_40_40_40_20_20_160_40_400:gt ['40', '40', '40', '20', '20']:pred [40.       15.386708  2.654582 30.598314 12.599102]
5ec3322293a39816ad7e7cea4034d226_20_20_20_20_20_160_80_400:gt ['20', '20', '20', '20', '20']:pred [17.647974   5.2748055 20.        20.        36.769394 ]
9c827e532de4967285089a13cc567dbd_20_40_40_40_40_80_40_400:gt ['20', '40', '40', '40', '40']:pred [13.586022 38.643066 18.365332 40.       24.088743]
d72ffa185738bccd10b75223b5be6dbb_40_40_40_40_40_80_80_400:gt ['40', '40', '40', '40', '40']:pred [ 5.0584464  9.734686   2.0411673 24.686237  17.193104 ]
c61ec8875746ab78227375499b768057_40_40_20_20_20_80_80_400:gt ['40', '40', '20', '20', '20']:pred [ 7.1978097 37.78288   14.445971  30.224894  17.982676 ]
825fb860d71c78a477c771b4b7eed82c_20_20_40_40_20_240_80_400:gt ['20', '20', '40', '40', '20']:pred [15.093684   7.2453933  9.543935  40.        17.071583 ]
1a64bf1e658652ddb11647ffa4306609_20_40_20_20_20_80_40_400:gt ['20', '40', '20', '20', '20']:pred [22.835194 34.205414 28.870518 20.       28.946781]
d72ffa185738bccd10b75223b5be6dbb_20_20_20_20_20_240_40_400:gt ['20', '20', '20', '20', '20']:pred [ 4.0411425   0.61482793  2.8961759   0.49203515 34.439537  ]
9d2b7938d426633b28044fe9244db50a_20_40_40_20_20_240_40_400:gt ['20', '40', '40', '20', '20']:pred [15.389439   2.2552247  4.2010956 20.         9.203407 ]
4f17af1ca7ae689d409b2c4484d833cc_40_40_20_20_40_80_80_400:gt ['40', '40', '20', '20', '40']:pred [17.086216   6.7343597  7.5410957 33.813377  44.45474  ]
2f7cf2c2d170e3c936f37029483b3e41_40_20_40_40_20_80_80_400:gt ['40', '20', '40', '40', '20']:pred [12.528209 22.594948 14.762369 39.220325 45.767784]
425ba801e904cb50f3aaed7e86215c7b_20_40_40_20_20_80_80_400:gt ['20', '40', '40', '20', '20']:pred [ 4.564909  15.433136   4.5947413 20.        27.014032 ]
7c46bfff2f90f11044592db9be5db5c8_20_20_20_20_40_80_80_400:gt ['20', '20', '20', '20', '40']:pred [15.530037 31.632578 16.152405 46.170876 32.32627 ]
a115d534edec6f89afe1d4530f4c6e24_20_40_40_20_40_160_40_400:gt ['20', '40', '40', '20', '40']:pred [33.258312 13.893087 40.       33.36793  39.753754]
3d693af6fbae47f9cfb661f69a0dfbbd_40_40_20_20_40_80_40_400:gt ['40', '40', '20', '20', '40']:pred [22.593945 51.80454  20.       20.       25.047884]
9d2b7938d426633b28044fe9244db50a_20_40_40_20_40_160_80_400:gt ['20', '40', '40', '20', '40']:pred [16.022877   4.2957807  5.1106534 24.088974  11.198827 ]
7ccdf7bc2af0b068e43ab89cb5563740_20_20_40_20_40_80_80_400:gt ['20', '20', '40', '20', '40']:pred [ 9.96454  11.153606 30.232107 39.49844  19.873808]
72ba2195087f80d8b7e8c57d131d2ca7_40_40_20_40_40_240_40_400:gt ['40', '40', '20', '40', '40']:pred [30.941006 20.261969 20.       12.151591 45.133495]
a115d534edec6f89afe1d4530f4c6e24_40_20_20_40_20_160_40_400:gt ['40', '20', '20', '40', '20']:pred [31.668655 16.304787 20.       35.767265 37.569977]
7dac31838b627748eb631ba05bd8dfe_20_20_40_40_20_80_40_400:gt ['20', '20', '40', '40', '20']:pred [ 7.3312826 18.762526   2.793961  40.        19.818064 ]
3d693af6fbae47f9cfb661f69a0dfbbd_40_40_20_20_20_80_80_400:gt ['40', '40', '20', '20', '20']:pred [17.698061 38.442753 20.       24.249798 17.166565]
3d693af6fbae47f9cfb661f69a0dfbbd_40_20_20_40_20_160_40_400:gt ['40', '20', '20', '40', '20']:pred [39.052048 22.328981 20.       32.367813 41.145344]
a51b3b0cbd9c24f3a7fd25564c2e888e_40_40_20_20_20_80_80_400:gt ['40', '40', '20', '20', '20']:pred [29.399015 38.03683  32.096294 45.677944 41.951324]
c61ec8875746ab78227375499b768057_20_40_40_20_20_240_40_400:gt ['20', '40', '40', '20', '20']:pred [ 7.2181115  8.687336   5.5770717  2.1928847 15.855781 ]
ac3585c59a80b822b4d8eb72d337b2e3_40_40_40_40_40_160_80_400:gt ['40', '40', '40', '40', '40']:pred [16.734724 21.894474 40.       17.858198 53.44134 ]
aa9f41bc3925ffc4be9358e8c18dc481_20_20_20_40_20_80_40_400:gt ['20', '20', '20', '40', '20']:pred [ 8.4319725 41.510643   9.305752  40.        44.507923 ]
ffe0a5b165461eb66a2345809e2bb169_20_40_40_20_20_80_80_400:gt ['20', '40', '40', '20', '20']:pred [12.6969795 14.746546   5.2348475  6.6622615 15.566793 ]
5ec3322293a39816ad7e7cea4034d226_20_40_20_40_40_240_80_400:gt ['20', '40', '20', '40', '40']:pred [25.08421    7.689372  13.265515  40.        14.0264015]
2f7cf2c2d170e3c936f37029483b3e41_40_40_40_40_40_80_80_400:gt ['40', '40', '40', '40', '40']:pred [13.291347 29.150877 16.55003  36.64337  40.36493 ]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_40_20_40_40_160_40_400:gt ['20', '40', '20', '40', '40']:pred [20.       31.119179 20.       24.209524 25.322992]
dfa6c32dec07727ee9d8921ebe6d5b8e_20_40_40_20_20_240_40_400:gt ['20', '40', '40', '20', '20']:pred [ 8.01239   17.322401  40.         5.2547174 56.98295  ]
5ec3322293a39816ad7e7cea4034d226_20_20_40_20_20_80_80_400:gt ['20', '20', '40', '20', '20']:pred [16.762363   2.3395638 40.        20.        20.       ]
a88d69e53a01aab9ff1370452e3a0154_40_20_40_40_40_240_40_400:gt ['40', '20', '40', '40', '40']:pred [ 4.908955  5.183026 40.       30.15345  26.287424]
86c8a3137a716d70e742b0b5e87bec54_40_40_40_20_40_240_80_400:gt ['40', '40', '40', '20', '40']:pred [15.362377  24.872618   5.8091903 27.064116  23.157047 ]
b9786e1b059a1712ca92a4cdad802b45_20_40_40_20_40_80_80_400:gt ['20', '40', '40', '20', '40']:pred [ 8.276254 27.995705 23.636623 38.53572  32.14093 ]
d0cf2f187acda5736be7348aa770e4ca_20_40_40_40_20_240_40_400:gt ['20', '40', '40', '40', '20']:pred [16.125391   2.7950015  1.1766182  7.6802874 13.023532 ]
ac3585c59a80b822b4d8eb72d337b2e3_40_40_40_20_40_80_40_400:gt ['40', '40', '40', '20', '40']:pred [40.380882  48.92564    5.5080056 20.        40.       ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_20_40_40_40_40_80_80_400:gt ['20', '40', '40', '40', '40']:pred [12.694036 51.793118 27.264912 12.85386  50.698235]
72ba2195087f80d8b7e8c57d131d2ca7_20_40_20_40_40_240_40_400:gt ['20', '40', '20', '40', '40']:pred [31.959518 13.549871 20.       10.984107 35.533478]
d2592adba4e8e62648368c1a2f71c5f3_20_40_20_40_40_80_80_400:gt ['20', '40', '20', '40', '40']:pred [14.881532 42.021248 31.396801  7.737648 56.29327 ]
d0cf2f187acda5736be7348aa770e4ca_40_40_40_20_40_80_40_400:gt ['40', '40', '40', '20', '40']:pred [22.755688  38.467876   6.1053057 20.        41.116745 ]
c4941d6a2266813c3a2b1a2e5e169910_40_20_20_20_20_80_80_400:gt ['40', '20', '20', '20', '20']:pred [ 9.055056 14.715641  5.632135 12.509785 35.91808 ]
4f17af1ca7ae689d409b2c4484d833cc_20_20_20_40_40_240_40_400:gt ['20', '20', '20', '40', '40']:pred [15.929029   1.6804509  2.3132942 10.14595   41.742355 ]
2f7cf2c2d170e3c936f37029483b3e41_20_20_20_40_20_160_40_400:gt ['20', '20', '20', '40', '20']:pred [24.89856  43.842186 20.       40.       44.605446]
7ccdf7bc2af0b068e43ab89cb5563740_20_20_20_20_40_160_80_400:gt ['20', '20', '20', '20', '40']:pred [12.067734 21.919983 18.7684   30.054785 31.031416]
70e27da90dec2de49604bf8c981ad1eb_40_40_20_20_20_160_80_400:gt ['40', '40', '20', '20', '20']:pred [ 7.61645   14.092842   2.1913545 40.67829   20.20595  ]
923007b377bb1cab473f10e6caaeca56_20_40_40_40_20_160_40_400:gt ['20', '40', '40', '40', '20']:pred [20.       11.040791 40.       20.988255  6.718257]
d72ffa185738bccd10b75223b5be6dbb_20_20_40_40_40_240_40_400:gt ['20', '20', '40', '40', '40']:pred [ 6.4576964   0.80888873 40.          3.348186   14.806243  ]
4f17af1ca7ae689d409b2c4484d833cc_40_40_20_20_40_80_40_400:gt ['40', '40', '20', '20', '40']:pred [15.670211  19.052914   3.5636077 20.        55.848633 ]
cde88b5900e8dfba725a7749daae1afa_40_40_40_20_40_160_40_400:gt ['40', '40', '40', '20', '40']:pred [40.       15.238744 40.       29.294914 41.425465]
5e87b04efd58cc8922412d2a728de1d5_40_20_40_20_20_240_80_400:gt ['40', '20', '40', '20', '20']:pred [14.688026 22.792837 43.191372 25.761328 26.291214]
fabcb04fc015f822ca8bf2993ca245b_20_20_20_20_40_80_40_400:gt ['20', '20', '20', '20', '40']:pred [26.65547  46.90185  47.961895 20.       48.387608]
5ec3322293a39816ad7e7cea4034d226_40_40_40_40_20_160_80_400:gt ['40', '40', '40', '40', '20']:pred [29.532808 16.777412 40.       39.019566 30.659702]
c4941d6a2266813c3a2b1a2e5e169910_40_40_20_40_20_80_40_400:gt ['40', '40', '20', '40', '20']:pred [16.389069  22.18055    4.6187797 34.489197  46.01196  ]
2f7cf2c2d170e3c936f37029483b3e41_40_40_40_40_40_80_40_400:gt ['40', '40', '40', '40', '40']:pred [24.301718 38.12237  28.581272 32.494244 41.30355 ]
1a64bf1e658652ddb11647ffa4306609_40_20_20_20_40_160_40_400:gt ['40', '20', '20', '20', '40']:pred [40.       21.785713 20.       38.877804 45.073193]
a115d534edec6f89afe1d4530f4c6e24_40_20_40_40_20_80_40_400:gt ['40', '20', '40', '40', '20']:pred [22.831877 26.723572 11.980101 40.       39.52268 ]
216d910f71942f205df3c6413d40ccb2_40_20_20_20_20_240_80_400:gt ['40', '20', '20', '20', '20']:pred [17.39262  17.573324 16.691    28.023603 27.425215]
9c827e532de4967285089a13cc567dbd_40_20_20_20_20_160_80_400:gt ['40', '20', '20', '20', '20']:pred [13.57602  28.89751   9.512396 12.47505  41.63331 ]
cde88b5900e8dfba725a7749daae1afa_20_40_20_40_20_240_40_400:gt ['20', '40', '20', '40', '20']:pred [20.017149 14.812058 20.        9.426672 37.3279  ]
c4941d6a2266813c3a2b1a2e5e169910_40_40_40_40_40_80_80_400:gt ['40', '40', '40', '40', '40']:pred [ 9.895399  23.117977   6.6923404 13.817609  36.226093 ]
a51b3b0cbd9c24f3a7fd25564c2e888e_40_20_20_40_40_80_40_400:gt ['40', '20', '20', '40', '40']:pred [20.145567 49.738014 34.3484   40.       18.402338]
70e27da90dec2de49604bf8c981ad1eb_40_20_40_40_20_80_40_400:gt ['40', '20', '40', '40', '20']:pred [13.688481 20.56838   6.167432 40.       34.98787 ]
