sedan2door_-30_23_-4_48_15_20_30_420:gt ['-30', '23', '-4', '48', '15']:pred [30.666483 23.        4.       48.        8.111878]
sedan2door_-30_23_-22_10_28_50_30_420:gt ['-30', '23', '-22', '10', '28']:pred [44.60156 23.      22.      10.      28.     ]
sedan4door_-17_45_-4_48_15_140_70_420:gt ['-17', '45', '-4', '48', '15']:pred [35.28373  33.729374  4.       33.75574  25.934984]
suv_-30_15_-4_35_46_20_70_420:gt ['-30', '15', '-4', '35', '46']:pred [35.600815  15.012928   7.9671755 41.67266   40.22378  ]
sedan4door_-17_15_-22_48_15_50_70_420:gt ['-17', '15', '-22', '48', '15']:pred [40.1021   19.679676 25.108992 30.760792  5.985308]
suv_-17_15_-4_35_28_140_30_420:gt ['-17', '15', '-4', '35', '28']:pred [17.       14.95554   4.       23.69585  13.055834]
hybrid_-17_23_-22_10_15_230_70_420:gt ['-17', '23', '-22', '10', '15']:pred [21.958538 10.181528 22.       10.       11.821059]
hatchback_-17_45_-36_48_15_230_70_420:gt ['-17', '45', '-36', '48', '15']:pred [22.968283 48.954544 41.51915  43.764164 11.30215 ]
hatchback_-17_15_-36_10_15_20_30_420:gt ['-17', '15', '-36', '10', '15']:pred [35.457344 15.       29.061863 10.       13.654249]
hatchback_-30_45_-36_35_15_20_30_420:gt ['-30', '45', '-36', '35', '15']:pred [42.852192 45.       29.470242 35.       17.433958]
sedan4door_-17_23_-36_35_46_140_30_420:gt ['-17', '23', '-36', '35', '46']:pred [17.       13.666191 36.       28.000431 11.819247]
suv_-50_45_-22_10_15_140_70_420:gt ['-50', '45', '-22', '10', '15']:pred [26.686987 45.05747  22.       35.595985 18.984148]
hybrid_-17_45_-22_10_15_20_70_420:gt ['-17', '45', '-22', '10', '15']:pred [17.99683  23.739319 22.       10.       13.525578]
hybrid_-50_45_-36_10_46_20_70_420:gt ['-50', '45', '-36', '10', '46']:pred [35.77249  25.188612 36.       10.       35.206707]
hybrid_-17_15_-22_35_15_50_30_420:gt ['-17', '15', '-22', '35', '15']:pred [29.340786 15.       22.       35.       15.      ]
sedan4door_-30_45_-4_48_28_20_70_420:gt ['-30', '45', '-4', '48', '28']:pred [34.769653  39.758995   7.4300456 40.86693   13.779001 ]
sedan2door_-17_15_-36_10_15_230_30_420:gt ['-17', '15', '-36', '10', '15']:pred [17.         9.289363  36.        10.        12.0320215]
sedan4door_-17_23_-22_10_28_20_70_420:gt ['-17', '23', '-22', '10', '28']:pred [32.06639  19.997105 19.282804 32.591084 13.842386]
hybrid_-30_45_-22_10_46_20_30_420:gt ['-30', '45', '-22', '10', '46']:pred [41.093266 45.       22.       10.       28.280252]
hatchback_-50_45_-36_48_15_230_30_420:gt ['-50', '45', '-36', '48', '15']:pred [50.       37.725315 36.       44.85223  14.883162]
hybrid_-17_23_-22_35_28_140_30_420:gt ['-17', '23', '-22', '35', '28']:pred [17.       21.595531 22.       35.        9.161132]
sedan4door_-30_23_-36_10_46_230_70_420:gt ['-30', '23', '-36', '10', '46']:pred [36.95097  13.320069 29.745262 17.577482 49.24765 ]
hatchback_-17_15_-36_48_46_230_70_420:gt ['-17', '15', '-36', '48', '46']:pred [25.908955  12.6059475 41.44272   37.935383  52.078743 ]
hatchback_-17_15_-22_10_28_140_70_420:gt ['-17', '15', '-22', '10', '28']:pred [26.517956  5.425562 22.       14.52714  53.275394]
hatchback_-50_15_-22_10_15_230_70_420:gt ['-50', '15', '-22', '10', '15']:pred [45.026466 10.812292 29.0948   19.55056  11.607782]
hybrid_-50_23_-36_10_28_140_30_420:gt ['-50', '23', '-36', '10', '28']:pred [50.        22.669615  36.        10.         9.7770195]
suv_-50_23_-22_10_46_50_70_420:gt ['-50', '23', '-22', '10', '46']:pred [40.156555 29.673634 27.38295  34.405197 23.740063]
suv_-17_45_-4_10_28_50_70_420:gt ['-17', '45', '-4', '10', '28']:pred [37.378002 19.791235 12.460947 31.87818   9.202033]
suv_-17_23_-36_35_28_20_70_420:gt ['-17', '23', '-36', '35', '28']:pred [26.569817 35.45891  28.944519 40.337276 18.444567]
hatchback_-50_15_-22_48_46_50_70_420:gt ['-50', '15', '-22', '48', '46']:pred [29.948112 13.035131 19.473562 34.472374 37.041046]
hatchback_-30_45_-36_48_15_20_70_420:gt ['-30', '45', '-36', '48', '15']:pred [24.201012 48.04423  24.85728  48.       18.47385 ]
sedan4door_-17_15_-36_48_28_230_70_420:gt ['-17', '15', '-36', '48', '28']:pred [22.887335 11.663366 38.08869  50.68216  32.450085]
sedan4door_-30_45_-36_35_28_50_70_420:gt ['-30', '45', '-36', '35', '28']:pred [40.465446  41.416378  41.07267   30.549349   4.5672374]
sedan4door_-50_45_-22_35_28_20_70_420:gt ['-50', '45', '-22', '35', '28']:pred [42.487286 39.40596  16.037773 39.18101  15.46006 ]
hybrid_-30_15_-36_48_46_140_30_420:gt ['-30', '15', '-36', '48', '46']:pred [30.       14.16117  36.       48.       13.024007]
sedan2door_-50_23_-36_35_46_230_70_420:gt ['-50', '23', '-36', '35', '46']:pred [37.33962  21.1443   36.       35.       51.041065]
sedan2door_-30_15_-36_10_28_230_30_420:gt ['-30', '15', '-36', '10', '28']:pred [30.       10.26432  36.       10.       32.866547]
sedan2door_-50_45_-36_48_28_140_30_420:gt ['-50', '45', '-36', '48', '28']:pred [50.       35.971382 36.       48.       12.126684]
suv_-30_15_-36_48_28_50_70_420:gt ['-30', '15', '-36', '48', '28']:pred [42.666187 15.76461  28.141287 39.586582 11.701252]
sedan4door_-50_45_-4_48_28_230_30_420:gt ['-50', '45', '-4', '48', '28']:pred [50.       52.28425   4.       50.003834 40.230343]
suv_-50_23_-22_35_46_140_30_420:gt ['-50', '23', '-22', '35', '46']:pred [50.       21.894794 22.       23.128416 19.975525]
sedan2door_-17_23_-22_10_46_140_30_420:gt ['-17', '23', '-22', '10', '46']:pred [17.       15.099383 22.       10.       10.734922]
suv_-17_23_-22_48_46_20_30_420:gt ['-17', '23', '-22', '48', '46']:pred [26.042017 23.       29.308764 48.       29.281155]
sedan2door_-17_45_-22_10_46_20_70_420:gt ['-17', '45', '-22', '10', '46']:pred [24.181715 40.009228 22.       10.       29.138453]
sedan2door_-30_23_-4_10_46_230_70_420:gt ['-30', '23', '-4', '10', '46']:pred [36.66168 16.7392   4.      10.      50.25085]
suv_-30_23_-36_10_28_50_70_420:gt ['-30', '23', '-36', '10', '28']:pred [36.954502 15.535646 27.173136 36.097813 11.106736]
hybrid_-50_15_-4_10_15_230_30_420:gt ['-50', '15', '-4', '10', '15']:pred [50.         6.1102834  4.        10.         8.586182 ]
hybrid_-17_23_-4_35_15_140_70_420:gt ['-17', '23', '-4', '35', '15']:pred [28.778006   4.5094757  4.        35.        23.217047 ]
hybrid_-30_23_-4_48_28_50_70_420:gt ['-30', '23', '-4', '48', '28']:pred [25.824308 19.620354  4.       48.       10.181241]
sedan4door_-50_23_-22_35_46_50_30_420:gt ['-50', '23', '-22', '35', '46']:pred [34.607677 23.       31.942123 35.       46.      ]
hatchback_-17_15_-36_10_28_20_30_420:gt ['-17', '15', '-36', '10', '28']:pred [32.51838  15.       31.150743 10.       18.62407 ]
sedan2door_-50_45_-4_35_28_20_70_420:gt ['-50', '45', '-4', '35', '28']:pred [41.378582 43.665684  4.       35.       25.871458]
hybrid_-17_45_-22_48_15_50_70_420:gt ['-17', '45', '-22', '48', '15']:pred [26.960684 23.059614 22.       48.        8.829828]
sedan2door_-50_15_-4_35_46_50_70_420:gt ['-50', '15', '-4', '35', '46']:pred [35.873417 23.99223   4.       35.       17.055937]
sedan2door_-30_15_-22_48_28_20_30_420:gt ['-30', '15', '-22', '48', '28']:pred [32.47625  15.       22.       48.       10.051181]
suv_-17_15_-4_10_15_140_70_420:gt ['-17', '15', '-4', '10', '15']:pred [29.599915  5.465137  4.       15.343615 31.412132]
sedan4door_-17_23_-22_48_46_20_30_420:gt ['-17', '23', '-22', '48', '46']:pred [25.541481 23.       24.347607 48.       15.677072]
sedan4door_-30_45_-22_10_28_20_30_420:gt ['-30', '45', '-22', '10', '28']:pred [41.019745 45.       31.105095 10.       13.905109]
suv_-50_23_-36_48_46_20_70_420:gt ['-50', '23', '-36', '48', '46']:pred [50.266975 39.65821  19.536375 43.062347 44.889717]
sedan4door_-30_23_-4_35_15_20_30_420:gt ['-30', '23', '-4', '35', '15']:pred [40.779636  23.         8.4837055 35.        13.531914 ]
sedan2door_-17_15_-36_35_28_50_30_420:gt ['-17', '15', '-36', '35', '28']:pred [40.958744 15.       36.       35.       28.      ]
hatchback_-17_45_-22_35_46_20_70_420:gt ['-17', '45', '-22', '35', '46']:pred [23.297482 43.57883  17.01546  52.37951  42.92976 ]
sedan4door_-17_15_-22_35_15_50_70_420:gt ['-17', '15', '-22', '35', '15']:pred [38.383377  17.415785  25.024017  23.377022   5.1015368]
sedan4door_-50_23_-36_48_46_230_70_420:gt ['-50', '23', '-36', '48', '46']:pred [32.067734 32.07573  34.739937 51.239235 50.886543]
hatchback_-30_45_-36_35_46_140_30_420:gt ['-30', '45', '-36', '35', '46']:pred [30.       36.947304 36.       23.929493 22.238747]
sedan4door_-50_23_-36_10_28_50_30_420:gt ['-50', '23', '-36', '10', '28']:pred [33.187675 23.       35.79825  10.       28.      ]
hybrid_-30_45_-4_48_15_20_30_420:gt ['-30', '45', '-4', '48', '15']:pred [44.595577 45.        4.       48.       11.863733]
sedan4door_-50_23_-36_10_28_20_70_420:gt ['-50', '23', '-36', '10', '28']:pred [41.519016 27.352842 22.456097 38.592014 17.215826]
hatchback_-50_23_-36_48_46_140_70_420:gt ['-50', '23', '-36', '48', '46']:pred [30.682426 27.924652 36.       37.75384  52.13761 ]
sedan4door_-30_15_-4_35_46_230_30_420:gt ['-30', '15', '-4', '35', '46']:pred [30.       16.1868    4.       40.02305  54.542736]
sedan2door_-50_45_-4_10_46_50_70_420:gt ['-50', '45', '-4', '10', '46']:pred [32.721462 34.941673  4.       10.       16.620012]
hybrid_-17_15_-4_10_28_20_30_420:gt ['-17', '15', '-4', '10', '28']:pred [26.419044 15.        4.       10.       15.556732]
sedan2door_-50_15_-22_35_15_50_70_420:gt ['-50', '15', '-22', '35', '15']:pred [35.222492 24.109304 22.       35.        9.749531]
suv_-30_15_-4_48_28_230_70_420:gt ['-30', '15', '-4', '48', '28']:pred [38.240643 15.51941  21.968218 45.056328 33.944088]
hatchback_-50_45_-22_35_46_20_70_420:gt ['-50', '45', '-22', '35', '46']:pred [45.42587  41.110283 14.651814 51.571342 44.24797 ]
hatchback_-17_45_-4_35_15_230_70_420:gt ['-17', '45', '-4', '35', '15']:pred [21.846806 48.524635 21.676683 36.217556 12.54364 ]
hybrid_-50_45_-22_35_28_50_30_420:gt ['-50', '45', '-22', '35', '28']:pred [39.936073 45.       22.       35.       28.      ]
sedan4door_-50_45_-36_48_28_230_30_420:gt ['-50', '45', '-36', '48', '28']:pred [50.       52.420994 36.       49.309147 41.74909 ]
suv_-50_15_-36_35_46_140_30_420:gt ['-50', '15', '-36', '35', '46']:pred [50.       14.29302  36.       23.805262 20.018183]
sedan4door_-50_23_-36_10_46_230_30_420:gt ['-50', '23', '-36', '10', '46']:pred [50.       24.93544  36.       28.15643  51.300182]
sedan2door_-50_15_-4_10_15_230_70_420:gt ['-50', '15', '-4', '10', '15']:pred [38.068203  8.688493  4.       10.       11.196205]
sedan4door_-30_45_-4_35_46_50_70_420:gt ['-30', '45', '-4', '35', '46']:pred [42.748425  31.772339  19.476412  32.54009    5.6246552]
suv_-30_45_-22_48_28_140_30_420:gt ['-30', '45', '-22', '48', '28']:pred [30.       46.544132 22.       28.573603 14.803154]
hatchback_-50_23_-22_35_28_20_70_420:gt ['-50', '23', '-22', '35', '28']:pred [41.90061  25.681759 16.519993 42.937828 37.997547]
suv_-17_45_-4_48_46_20_70_420:gt ['-17', '45', '-4', '48', '46']:pred [25.110395  37.812157   5.6947637 43.827003  37.323334 ]
hatchback_-50_23_-22_35_46_230_30_420:gt ['-50', '23', '-22', '35', '46']:pred [50.        9.119263 22.       26.82584  42.91279 ]
hatchback_-50_23_-4_35_15_20_30_420:gt ['-50', '23', '-4', '35', '15']:pred [51.060192 23.        8.053531 35.       13.099509]
hatchback_-50_15_-4_48_46_50_70_420:gt ['-50', '15', '-4', '48', '46']:pred [27.75675   10.3734255 17.816463  36.62416   39.350086 ]
hybrid_-50_23_-22_48_28_230_30_420:gt ['-50', '23', '-22', '48', '28']:pred [50.        8.979543 22.       48.       24.60686 ]
suv_-50_15_-36_48_15_50_30_420:gt ['-50', '15', '-36', '48', '15']:pred [34.765873 15.       41.46776  48.       15.      ]
hatchback_-30_45_-22_35_28_140_30_420:gt ['-30', '45', '-22', '35', '28']:pred [30.       38.45211  22.       23.621164 16.46082 ]
sedan4door_-17_15_-4_35_28_20_30_420:gt ['-17', '15', '-4', '35', '28']:pred [19.831144 15.        4.888391 35.       11.189766]
sedan2door_-50_23_-22_35_28_230_30_420:gt ['-50', '23', '-22', '35', '28']:pred [50.       19.822668 22.       35.       34.178234]
hatchback_-30_15_-36_10_46_50_70_420:gt ['-30', '15', '-36', '10', '46']:pred [24.085318 12.505444 24.879465 32.472927 42.165592]
hybrid_-17_23_-4_10_15_50_30_420:gt ['-17', '23', '-4', '10', '15']:pred [30.873556 23.        4.       10.       15.      ]
suv_-30_45_-4_10_15_50_30_420:gt ['-30', '45', '-4', '10', '15']:pred [27.452082 45.       12.899302 10.       15.      ]
hybrid_-17_15_-22_35_15_230_70_420:gt ['-17', '15', '-22', '35', '15']:pred [23.850697   6.3818264 22.        35.        11.988608 ]
hybrid_-50_15_-36_48_15_230_30_420:gt ['-50', '15', '-36', '48', '15']:pred [50.        6.05574  36.       48.        8.284258]
sedan2door_-50_45_-22_35_15_20_70_420:gt ['-50', '45', '-22', '35', '15']:pred [42.943207 44.8661   22.       35.       14.784078]
sedan4door_-17_23_-22_48_46_50_30_420:gt ['-17', '23', '-22', '48', '46']:pred [37.91129  23.       28.265644 48.       46.      ]
sedan4door_-50_15_-36_35_28_50_30_420:gt ['-50', '15', '-36', '35', '28']:pred [31.86896  15.       35.953556 35.       28.      ]
hybrid_-50_45_-36_10_28_50_70_420:gt ['-50', '45', '-36', '10', '28']:pred [24.320536 36.949238 36.       10.       10.413437]
sedan4door_-30_15_-22_10_46_230_70_420:gt ['-30', '15', '-22', '10', '46']:pred [38.210854   5.8752513 24.92066   16.255058  48.05351  ]
sedan2door_-30_23_-4_35_15_140_30_420:gt ['-30', '23', '-4', '35', '15']:pred [30.       16.989515  4.       35.        8.289564]
sedan4door_-17_23_-4_35_15_230_30_420:gt ['-17', '23', '-4', '35', '15']:pred [17.       25.661186  4.       34.70471  21.69178 ]
sedan4door_-50_15_-36_48_46_20_70_420:gt ['-50', '15', '-36', '48', '46']:pred [35.559433 37.288692 19.926697 43.48779  39.688995]
sedan2door_-30_45_-4_35_15_50_30_420:gt ['-30', '45', '-4', '35', '15']:pred [45.542244 45.        4.       35.       15.      ]
sedan4door_-30_15_-22_35_15_50_70_420:gt ['-30', '15', '-22', '35', '15']:pred [41.37325  20.83573  24.941574 24.534388  4.438151]
suv_-50_23_-22_48_46_50_30_420:gt ['-50', '23', '-22', '48', '46']:pred [42.32028  23.       44.002674 48.       46.      ]
sedan2door_-30_23_-36_10_15_230_30_420:gt ['-30', '23', '-36', '10', '15']:pred [30.       18.13632  36.       10.       11.941612]
sedan4door_-30_15_-36_35_15_230_30_420:gt ['-30', '15', '-36', '35', '15']:pred [30.       14.37034  36.       30.184221 25.163946]
hatchback_-30_15_-36_10_46_20_70_420:gt ['-30', '15', '-36', '10', '46']:pred [19.82676  29.919258 26.746624 10.       43.0717  ]
sedan4door_-17_15_-36_10_46_230_70_420:gt ['-17', '15', '-36', '10', '46']:pred [24.558455  5.239695 33.42228  16.259304 50.366913]
sedan4door_-30_45_-36_10_28_50_70_420:gt ['-30', '45', '-36', '10', '28']:pred [36.048714 31.575333 39.44454  25.922369  4.611686]
sedan2door_-50_45_-4_10_28_50_30_420:gt ['-50', '45', '-4', '10', '28']:pred [39.34842 45.       4.      10.      28.     ]
hybrid_-50_23_-22_35_46_230_30_420:gt ['-50', '23', '-22', '35', '46']:pred [50.        8.688485 22.       35.       42.24852 ]
hybrid_-17_45_-22_48_28_20_70_420:gt ['-17', '45', '-22', '48', '28']:pred [18.64261  23.657827 22.       48.       28.698439]
sedan2door_-30_23_-4_48_46_230_70_420:gt ['-30', '23', '-4', '48', '46']:pred [37.245796 16.569874  4.       48.       50.44331 ]
sedan2door_-30_15_-36_10_46_50_30_420:gt ['-30', '15', '-36', '10', '46']:pred [44.030266 15.       36.       10.       46.      ]
sedan2door_-17_45_-36_35_28_20_70_420:gt ['-17', '45', '-36', '35', '28']:pred [20.270279 40.05629  36.       35.       27.078993]
hybrid_-30_15_-4_10_15_230_70_420:gt ['-30', '15', '-4', '10', '15']:pred [38.73583   7.074813  4.       10.       10.153355]
sedan2door_-50_15_-4_35_28_50_70_420:gt ['-50', '15', '-4', '35', '28']:pred [34.873158 24.670084  4.       35.       15.733548]
hybrid_-17_45_-36_10_28_50_70_420:gt ['-17', '45', '-36', '10', '28']:pred [25.93555   22.58016   36.        10.        11.7546625]
hatchback_-30_45_-22_35_28_50_30_420:gt ['-30', '45', '-22', '35', '28']:pred [45.41754 45.      36.68961 35.      28.     ]
hybrid_-17_23_-4_35_15_50_30_420:gt ['-17', '23', '-4', '35', '15']:pred [30.574562 23.        4.       35.       15.      ]
sedan2door_-17_15_-36_35_46_230_70_420:gt ['-17', '15', '-36', '35', '46']:pred [22.381079   7.4715643 36.        35.        50.790215 ]
sedan2door_-17_45_-22_10_15_230_70_420:gt ['-17', '45', '-22', '10', '15']:pred [23.564741 40.171864 22.       10.       10.821272]
sedan2door_-17_15_-22_10_28_50_70_420:gt ['-17', '15', '-22', '10', '28']:pred [40.126884 10.022409 22.       10.       14.851117]
hybrid_-17_15_-4_48_15_50_70_420:gt ['-17', '15', '-4', '48', '15']:pred [22.933178 11.271975  4.       48.        8.9919  ]
sedan2door_-17_23_-36_48_46_140_30_420:gt ['-17', '23', '-36', '48', '46']:pred [17.       15.132954 36.       48.       10.712423]
suv_-17_23_-22_48_15_140_30_420:gt ['-17', '23', '-22', '48', '15']:pred [17.        27.344986  22.        26.334396  12.6878805]
hybrid_-30_15_-22_35_28_20_30_420:gt ['-30', '15', '-22', '35', '28']:pred [41.1766   15.       22.       35.       17.109735]
hatchback_-17_45_-36_48_28_50_30_420:gt ['-17', '45', '-36', '48', '28']:pred [46.64338  45.       35.925198 48.       28.      ]
sedan2door_-17_15_-4_35_28_20_30_420:gt ['-17', '15', '-4', '35', '28']:pred [15.964946 15.        4.       35.       12.758681]
suv_-50_23_-4_35_46_50_30_420:gt ['-50', '23', '-4', '35', '46']:pred [44.63888 23.      28.17538 35.      46.     ]
hybrid_-50_23_-4_10_28_50_30_420:gt ['-50', '23', '-4', '10', '28']:pred [38.07847 23.       4.      10.      28.     ]
sedan2door_-50_45_-36_48_46_140_30_420:gt ['-50', '45', '-36', '48', '46']:pred [50.       34.358788 36.       48.       17.010763]
sedan4door_-50_45_-22_48_28_50_70_420:gt ['-50', '45', '-22', '48', '28']:pred [39.594887 41.137035 36.752476 35.255554  4.386835]
hatchback_-50_45_-4_35_15_20_70_420:gt ['-50', '45', '-4', '35', '15']:pred [38.855335 38.108635  8.344383 43.409073 16.867863]
hybrid_-50_15_-4_35_28_140_70_420:gt ['-50', '15', '-4', '35', '28']:pred [23.302387   9.3699465  4.        35.        36.451923 ]
sedan2door_-30_45_-4_35_15_140_70_420:gt ['-30', '45', '-4', '35', '15']:pred [36.638073 32.84884   4.       35.       40.324364]
sedan4door_-50_15_-22_35_46_230_70_420:gt ['-50', '15', '-22', '35', '46']:pred [30.54623  19.772675 26.356256 43.030476 50.789623]
suv_-50_45_-22_35_46_50_30_420:gt ['-50', '45', '-22', '35', '46']:pred [43.004745 45.       44.320255 35.       46.      ]
suv_-17_45_-22_10_28_20_70_420:gt ['-17', '45', '-22', '10', '28']:pred [22.271059  27.748657  20.703278  10.        14.9438505]
suv_-30_15_-36_35_46_20_70_420:gt ['-30', '15', '-36', '35', '46']:pred [39.21123  24.55949  23.273441 39.38363  42.710693]
sedan2door_-50_45_-22_35_28_230_30_420:gt ['-50', '45', '-22', '35', '28']:pred [50.      51.92372 22.      35.      35.05317]
hybrid_-30_15_-22_48_28_140_30_420:gt ['-30', '15', '-22', '48', '28']:pred [30.       15.588831 22.       48.        9.827298]
hybrid_-30_15_-22_35_46_20_70_420:gt ['-30', '15', '-22', '35', '46']:pred [22.308292 14.289989 22.       35.       35.838097]
suv_-17_45_-22_48_28_230_70_420:gt ['-17', '45', '-22', '48', '28']:pred [22.58331  50.78028  36.829678 46.336212 30.36337 ]
sedan2door_-17_23_-4_48_46_20_70_420:gt ['-17', '23', '-4', '48', '46']:pred [24.0468   28.032885  4.       48.       34.669907]
hybrid_-50_15_-36_10_15_50_70_420:gt ['-50', '15', '-36', '10', '15']:pred [21.060175 23.422293 36.       10.        8.626165]
suv_-30_23_-22_10_46_230_30_420:gt ['-30', '23', '-22', '10', '46']:pred [30.        8.929823 22.       14.587298 51.16471 ]
hybrid_-50_15_-4_48_28_140_70_420:gt ['-50', '15', '-4', '48', '28']:pred [23.03097   9.609834  4.       48.       36.461708]
