suv_-40_20_-20_20_40_240_80_400:gt ['-40', '20', '-20', '20', '40']:pred [21.484638 23.551023 21.614264 24.023294 22.71466 ]
suv_0_20_-40_20_0_80_60_450:gt ['0', '20', '-40', '20', '0']:pred [18.56796  20.508484 18.703144 21.508791 19.60382 ]
sedan2door_0_0_-20_40_40_80_20_400:gt ['0', '0', '-20', '40', '40']:pred [15.274583  0.       20.       40.       40.      ]
sedan2door_-40_20_-20_40_40_0_20_400:gt ['-40', '20', '-20', '40', '40']:pred [22.811636 20.       16.965137 40.       40.      ]
suv_-20_20_0_20_40_320_60_450:gt ['-20', '20', '0', '20', '40']:pred [22.07405  25.491959 20.998352 29.01196  21.25436 ]
hybrid_0_40_-20_0_0_320_60_400:gt ['0', '40', '-20', '0', '0']:pred [15.469398 20.259918 17.617197  0.       16.812513]
hatchback_-40_40_-40_40_20_0_60_400:gt ['-40', '40', '-40', '40', '20']:pred [26.905762 26.046331 23.691086 40.       20.783442]
hybrid_0_20_-40_40_20_80_60_400:gt ['0', '20', '-40', '40', '20']:pred [14.431893 17.527697 40.       40.       17.222115]
sedan2door_0_20_-20_0_20_80_80_450:gt ['0', '20', '-20', '0', '20']:pred [17.310041 15.755412 20.        0.       20.      ]
sedan2door_0_0_0_40_20_320_80_400:gt ['0', '0', '0', '40', '20']:pred [13.459097 16.553741  0.       40.       20.004515]
hatchback_0_20_-20_20_0_80_80_400:gt ['0', '20', '-20', '20', '0']:pred [21.993876 21.691181 22.27854  23.363115 18.656342]
sedan4door_-20_0_0_40_20_320_20_450:gt ['-20', '0', '0', '40', '20']:pred [16.237131  0.       21.815626 40.       21.026354]
hatchback_-40_20_0_20_0_240_80_400:gt ['-40', '20', '0', '20', '0']:pred [22.954638 22.065792 21.010002 20.241133 19.970118]
sedan4door_-40_20_-40_40_0_0_20_400:gt ['-40', '20', '-40', '40', '0']:pred [23.828985 20.       20.005571 40.        0.      ]
sedan2door_-40_40_-40_20_0_160_60_450:gt ['-40', '40', '-40', '20', '0']:pred [20.55658  18.814636 40.       20.67927  19.618185]
sedan2door_-40_0_-40_40_40_240_40_450:gt ['-40', '0', '-40', '40', '40']:pred [40.       16.592516 40.       18.75377  18.105406]
hatchback_-20_20_-40_40_20_80_20_400:gt ['-20', '20', '-40', '40', '20']:pred [20.312216 20.       22.026674 40.       20.      ]
suv_-40_20_0_40_40_0_60_400:gt ['-40', '20', '0', '40', '40']:pred [27.722107 30.33579  20.617062 40.       25.875057]
sedan2door_-20_20_-20_40_20_240_20_450:gt ['-20', '20', '-20', '40', '20']:pred [20.       18.73907  20.       40.       20.061146]
hatchback_0_40_0_20_0_240_40_400:gt ['0', '40', '0', '20', '0']:pred [ 0.       18.763517  0.       19.36926  17.356014]
hatchback_-40_20_-20_40_40_320_40_400:gt ['-40', '20', '-20', '40', '40']:pred [27.402927 20.       21.660568 40.       21.001038]
suv_0_20_-40_20_20_0_60_450:gt ['0', '20', '-40', '20', '20']:pred [19.103228 26.688293 20.874786 20.       22.543648]
hatchback_-40_0_-20_20_20_240_20_450:gt ['-40', '0', '-20', '20', '20']:pred [40.       18.495237 20.       20.815842 18.431969]
hybrid_-20_40_-40_40_20_0_80_450:gt ['-20', '40', '-40', '40', '20']:pred [16.919056 21.472553 21.930038 40.       20.192259]
suv_-20_40_0_40_0_80_80_450:gt ['-20', '40', '0', '40', '0']:pred [20.539398 19.7466   19.234734 22.443672  0.      ]
hybrid_-40_20_-40_20_0_240_60_450:gt ['-40', '20', '-40', '20', '0']:pred [22.057093 17.330288 40.       20.874521 17.75123 ]
sedan2door_0_20_-20_0_0_320_80_450:gt ['0', '20', '-20', '0', '0']:pred [15.478985 15.778435 17.560411  0.       17.535519]
hybrid_-20_40_-20_40_0_80_40_450:gt ['-20', '40', '-20', '40', '0']:pred [20.114685 19.932537 20.       40.        0.      ]
sedan2door_-20_0_0_20_40_0_20_450:gt ['-20', '0', '0', '20', '40']:pred [17.76562  0.       0.      20.      40.     ]
hatchback_-20_20_0_0_40_0_80_400:gt ['-20', '20', '0', '0', '40']:pred [22.136143 23.179266 20.814497  0.       20.913635]
suv_-40_40_-20_20_40_240_80_400:gt ['-40', '40', '-20', '20', '40']:pred [23.894045 24.605755 21.760994 24.22051  22.843504]
sedan2door_-40_40_-20_0_0_80_80_450:gt ['-40', '40', '-20', '0', '0']:pred [23.066883 20.037037 20.        0.        0.      ]
hatchback_-40_0_-40_20_0_0_80_400:gt ['-40', '0', '-40', '20', '0']:pred [25.921097 21.731445 21.619955 23.382263 19.993452]
sedan2door_0_40_-20_20_20_80_80_400:gt ['0', '40', '-20', '20', '20']:pred [21.183228 17.86063  20.       20.       20.      ]
hybrid_-20_0_-40_40_40_320_60_400:gt ['-20', '0', '-40', '40', '40']:pred [20.858349 25.581726 19.86851  40.       22.78916 ]
hybrid_-40_0_-20_20_20_320_40_450:gt ['-40', '0', '-20', '20', '20']:pred [22.787386  0.       20.       20.       17.897501]
sedan2door_-20_0_-20_0_40_240_20_450:gt ['-20', '0', '-20', '0', '40']:pred [20.       19.421047 20.        0.       19.482292]
hybrid_-40_0_-40_20_40_240_40_450:gt ['-40', '0', '-40', '20', '40']:pred [40.       16.78188  40.       18.731922 16.004734]
suv_0_20_-40_20_0_160_20_450:gt ['0', '20', '-40', '20', '0']:pred [ 0.       20.25952  40.       21.290407  0.      ]
hatchback_-20_20_-40_40_0_320_20_400:gt ['-20', '20', '-40', '40', '0']:pred [21.765476 20.       24.301647 40.       18.91704 ]
sedan4door_0_40_-20_0_40_0_60_450:gt ['0', '40', '-20', '0', '40']:pred [14.45609  21.857954 19.42484   0.       20.121344]
hybrid_-20_40_-40_0_20_80_20_450:gt ['-20', '40', '-40', '0', '20']:pred [18.75334 40.      40.       0.      20.     ]
hybrid_-20_40_-40_20_0_80_40_400:gt ['-20', '40', '-40', '20', '0']:pred [18.773966 20.86047  40.       20.        0.      ]
suv_-40_40_0_0_0_0_60_450:gt ['-40', '40', '0', '0', '0']:pred [23.19704  29.3029   19.637602  0.       19.150871]
hybrid_-40_40_-40_20_0_0_80_400:gt ['-40', '40', '-40', '20', '0']:pred [21.3718   20.25715  21.025698 20.       19.95032 ]
hybrid_-40_40_-20_0_20_80_40_450:gt ['-40', '40', '-20', '0', '20']:pred [23.674206 21.604008 20.        0.       20.      ]
hybrid_-40_0_-20_40_0_240_40_400:gt ['-40', '0', '-20', '40', '0']:pred [40.       15.470056 20.       18.69573  16.789326]
hatchback_-40_20_-20_0_40_0_60_400:gt ['-40', '20', '-20', '0', '40']:pred [25.931356 26.127449 23.966936  0.       24.616983]
sedan4door_0_20_0_40_40_80_60_400:gt ['0', '20', '0', '40', '40']:pred [14.921096 15.212359 18.452372 21.246119 15.99866 ]
hybrid_-40_20_0_20_0_240_40_400:gt ['-40', '20', '0', '20', '0']:pred [40.       16.761211  0.       19.651428 17.302385]
hybrid_-40_20_0_0_20_80_80_400:gt ['-40', '20', '0', '0', '20']:pred [25.633364 22.512516 23.080475 26.303102 18.241167]
sedan4door_-20_20_-20_40_40_320_40_450:gt ['-20', '20', '-20', '40', '40']:pred [20.196486 20.       21.582287 40.       21.24295 ]
sedan4door_-40_0_0_40_20_160_60_450:gt ['-40', '0', '0', '40', '20']:pred [19.992985 17.529852  0.       20.17091  19.825583]
sedan4door_-40_40_-40_20_20_80_80_450:gt ['-40', '40', '-40', '20', '20']:pred [26.651175 23.241064 24.204813 25.29878  20.      ]
sedan4door_-40_40_0_0_20_0_20_450:gt ['-40', '40', '0', '0', '20']:pred [23.24602  40.       21.887783  0.       20.      ]
sedan2door_-40_40_-20_20_20_80_40_400:gt ['-40', '40', '-20', '20', '20']:pred [24.794167 24.919525 20.       20.       20.      ]
hybrid_-40_40_-40_40_20_0_40_450:gt ['-40', '40', '-40', '40', '20']:pred [21.894669 40.       40.       40.       20.455154]
suv_-20_20_-20_40_20_240_60_450:gt ['-20', '20', '-20', '40', '20']:pred [25.406961 21.176472 26.395048 25.173447 21.573956]
hybrid_-20_40_0_0_40_160_20_450:gt ['-20', '40', '0', '0', '40']:pred [20.       22.572374  0.        0.       40.      ]
sedan2door_-40_20_-20_0_20_320_60_400:gt ['-40', '20', '-20', '0', '20']:pred [23.856472 22.290527 16.244072  0.       22.63853 ]
suv_-20_40_-40_20_40_160_60_400:gt ['-20', '40', '-40', '20', '40']:pred [22.104912 20.842497 40.       21.67588  24.138138]
sedan4door_-20_40_-20_20_40_160_40_400:gt ['-20', '40', '-20', '20', '40']:pred [20.       25.172493 20.       21.391338 23.196419]
suv_0_20_-20_40_40_240_60_450:gt ['0', '20', '-20', '40', '40']:pred [24.038666 20.589458 28.309399 23.757092 23.731974]
hybrid_-20_20_0_0_0_0_40_400:gt ['-20', '20', '0', '0', '0']:pred [14.953979 20.       16.40223   0.       18.560413]
suv_-40_40_0_40_20_320_80_400:gt ['-40', '40', '0', '40', '20']:pred [24.603054 24.803646 19.661337 26.259254 22.900803]
sedan4door_0_40_-40_40_20_240_80_400:gt ['0', '40', '-40', '40', '20']:pred [22.768839 25.051708 24.154139 22.424337 24.00708 ]
sedan2door_-40_40_-40_40_20_240_40_400:gt ['-40', '40', '-40', '40', '20']:pred [40.       23.102901 40.       40.       21.105381]
hatchback_0_20_-40_0_20_160_80_450:gt ['0', '20', '-40', '0', '20']:pred [21.804132 17.538225 25.715282 20.049404 19.809788]
sedan2door_0_40_-20_0_0_80_40_400:gt ['0', '40', '-20', '0', '0']:pred [17.235447 21.289701 20.        0.        0.      ]
suv_-40_0_-20_0_20_0_40_400:gt ['-40', '0', '-20', '0', '20']:pred [24.074402  0.       17.711962  0.       19.830273]
sedan2door_-20_20_-40_0_40_320_20_450:gt ['-20', '20', '-40', '0', '40']:pred [16.478514 20.       21.369947  0.       20.65744 ]
sedan2door_-20_40_-40_40_0_320_40_400:gt ['-20', '40', '-40', '40', '0']:pred [17.670723 40.       16.923592 40.       17.496237]
sedan2door_-20_40_-40_40_0_80_60_450:gt ['-20', '40', '-40', '40', '0']:pred [20.335238 18.449512 40.       40.       20.126171]
sedan4door_0_20_0_40_40_80_40_450:gt ['0', '20', '0', '40', '40']:pred [17.453257 18.421179 17.828512 40.       40.      ]
hatchback_-40_40_-20_20_0_0_80_450:gt ['-40', '40', '-20', '20', '0']:pred [22.448315 20.903505 21.94335  25.174515 17.037884]
sedan2door_0_20_0_20_0_320_20_450:gt ['0', '20', '0', '20', '0']:pred [12.16705  20.        0.       20.       15.775196]
hatchback_0_20_0_40_0_320_20_400:gt ['0', '20', '0', '40', '0']:pred [14.583003 20.       19.042372 40.       17.586287]
sedan2door_0_40_0_40_40_160_40_450:gt ['0', '40', '0', '40', '40']:pred [ 0.       22.954882  0.       40.       21.32021 ]
hybrid_0_40_-20_0_40_160_20_400:gt ['0', '40', '-20', '0', '40']:pred [ 0.       21.178469 20.        0.       40.      ]
hatchback_-40_20_0_0_40_240_80_400:gt ['-40', '20', '0', '0', '40']:pred [21.794037 23.319126 21.164444 19.389444 22.790745]
sedan4door_-20_20_0_40_40_320_80_400:gt ['-20', '20', '0', '40', '40']:pred [20.138853 21.234945 19.179869 21.672037 21.867195]
sedan2door_-40_40_-20_20_0_0_60_450:gt ['-40', '40', '-20', '20', '0']:pred [24.013103 22.367615 19.441801 20.       17.762342]
sedan2door_-40_20_-20_0_40_320_40_400:gt ['-40', '20', '-20', '0', '40']:pred [23.567686 20.       18.562855  0.       21.403557]
hybrid_-40_40_0_40_40_0_60_450:gt ['-40', '40', '0', '40', '40']:pred [23.893944 26.753754 21.896828 40.       22.256142]
suv_-20_0_-40_40_40_80_60_450:gt ['-20', '0', '-40', '40', '40']:pred [16.608366 20.315262 19.384722 20.515944 22.383394]
sedan2door_-20_40_0_20_20_320_40_400:gt ['-20', '40', '0', '20', '20']:pred [16.734497 40.       17.862354 20.       19.253382]
suv_0_0_0_20_20_160_20_400:gt ['0', '0', '0', '20', '20']:pred [ 0.       19.965696  0.       22.709414 20.      ]
sedan2door_-20_20_0_20_0_320_60_400:gt ['-20', '20', '0', '20', '0']:pred [22.550217 23.361668 16.803797 20.       19.557137]
sedan4door_0_20_0_40_40_160_20_400:gt ['0', '20', '0', '40', '40']:pred [ 0.       18.4928    0.       22.122791 40.      ]
sedan4door_-20_20_-20_0_0_320_20_450:gt ['-20', '20', '-20', '0', '0']:pred [15.592498 20.       22.649158  0.       20.121944]
sedan4door_-40_20_0_20_0_0_80_400:gt ['-40', '20', '0', '20', '0']:pred [26.671242 21.961704 17.860516 22.737823 18.704777]
sedan4door_-20_20_-40_0_0_80_20_400:gt ['-20', '20', '-40', '0', '0']:pred [18.656303 20.       20.637085  0.        0.      ]
sedan4door_-20_40_-20_20_0_160_60_400:gt ['-20', '40', '-20', '20', '0']:pred [18.387232 19.07984  20.       22.039116 18.037447]
sedan2door_-40_20_-40_0_40_80_80_400:gt ['-40', '20', '-40', '0', '40']:pred [26.029665 21.307638 21.118692  0.       40.      ]
sedan4door_-20_0_-20_0_0_80_20_400:gt ['-20', '0', '-20', '0', '0']:pred [18.684444  0.       21.144499  0.        0.      ]
hybrid_-20_0_0_20_0_160_40_450:gt ['-20', '0', '0', '20', '0']:pred [20.       16.20846   0.       20.       17.321295]
hybrid_0_20_-20_20_20_0_80_400:gt ['0', '20', '-20', '20', '20']:pred [16.460562 17.478136 20.       20.       22.026262]
hybrid_0_20_-20_20_20_240_80_450:gt ['0', '20', '-20', '20', '20']:pred [16.881807 17.717243 20.       21.036867 17.685402]
suv_0_0_0_20_40_320_40_450:gt ['0', '0', '0', '20', '40']:pred [15.330563  0.       17.03353  20.       17.193533]
hybrid_0_20_0_20_40_0_20_450:gt ['0', '20', '0', '20', '40']:pred [16.181528 20.        0.       20.       40.      ]
hybrid_-40_0_0_40_40_80_40_400:gt ['-40', '0', '0', '40', '40']:pred [20.240383 23.924723  0.       40.       40.      ]
suv_-20_0_-20_20_0_320_40_450:gt ['-20', '0', '-20', '20', '0']:pred [18.930326  0.       20.103828 20.       17.989021]
sedan2door_-40_20_0_20_0_240_20_400:gt ['-40', '20', '0', '20', '0']:pred [40.       21.172344  0.       20.       19.350527]
sedan4door_-40_0_-20_0_40_240_80_450:gt ['-40', '0', '-20', '0', '40']:pred [16.931034 17.701122 18.28782  18.98986  18.793896]
hatchback_-20_40_-40_40_20_240_20_400:gt ['-20', '40', '-40', '40', '20']:pred [20.       22.83184  40.       19.988564 21.52699 ]
hatchback_-20_0_-20_40_20_160_60_450:gt ['-20', '0', '-20', '40', '20']:pred [20.014671 16.288366 20.       21.592945 16.909952]
hybrid_-20_40_-20_0_40_320_40_450:gt ['-20', '40', '-20', '0', '40']:pred [20.031773 40.       21.77935   0.       20.770065]
hatchback_-20_40_0_40_40_320_80_450:gt ['-20', '40', '0', '40', '40']:pred [21.266846 22.144276 19.860834 23.977818 21.072306]
hatchback_-40_40_-40_20_40_240_20_450:gt ['-40', '40', '-40', '20', '40']:pred [40.       21.139454 40.       22.215422 21.396408]
hatchback_-40_20_0_0_20_0_80_450:gt ['-40', '20', '0', '0', '20']:pred [21.730839 20.460228 20.86505  24.28824  18.032684]
hybrid_-20_20_0_40_0_0_40_400:gt ['-20', '20', '0', '40', '0']:pred [15.30326  20.       16.388403 40.       18.57141 ]
sedan2door_0_40_-20_40_20_80_80_450:gt ['0', '40', '-20', '40', '20']:pred [18.912802 17.859276 20.       40.       20.      ]
hybrid_-20_0_-40_40_40_320_80_450:gt ['-20', '0', '-40', '40', '40']:pred [15.732481 16.452766 20.011566 40.       20.421852]
suv_0_20_-20_20_40_0_60_450:gt ['0', '20', '-20', '20', '40']:pred [15.588416 25.151169 19.680223 20.       21.75543 ]
suv_0_40_0_20_0_160_60_450:gt ['0', '40', '0', '20', '0']:pred [20.585865 19.597687  0.       20.012764 19.122746]
hybrid_-20_40_0_0_20_0_20_450:gt ['-20', '40', '0', '0', '20']:pred [17.239424 40.        0.        0.       20.      ]
sedan2door_-40_40_0_40_40_320_60_400:gt ['-40', '40', '0', '40', '40']:pred [23.737225 23.062183 16.550138 40.       24.116508]
hybrid_-40_20_0_20_20_0_80_450:gt ['-40', '20', '0', '20', '20']:pred [20.491299 22.478483 23.529375 20.       18.807194]
hatchback_-20_20_-40_40_20_240_80_450:gt ['-20', '20', '-40', '40', '20']:pred [21.465092 20.24622  22.900126 19.526505 21.954533]
sedan2door_-20_0_-40_0_20_160_80_400:gt ['-20', '0', '-40', '0', '20']:pred [18.974916 16.783295 40.       20.529076 20.799656]
sedan4door_-20_0_-40_20_40_0_80_400:gt ['-20', '0', '-40', '20', '40']:pred [21.596397 22.887594 21.935076 24.51573  20.976454]
sedan2door_-20_40_0_40_40_320_80_450:gt ['-20', '40', '0', '40', '40']:pred [17.51103  18.714567 17.781918 40.       19.133774]
hybrid_-20_40_-20_0_20_80_20_400:gt ['-20', '40', '-20', '0', '20']:pred [19.382435 40.       20.        0.       20.      ]
suv_-20_40_0_0_40_240_40_450:gt ['-20', '40', '0', '0', '40']:pred [20.       21.174288  0.       20.66237  23.911245]
sedan4door_-40_20_-20_0_0_240_40_400:gt ['-40', '20', '-20', '0', '0']:pred [40.       19.031242 20.       19.547417 21.509241]
hatchback_-40_40_-40_40_20_160_80_450:gt ['-40', '40', '-40', '40', '20']:pred [27.871284 23.3732   26.164682 22.84223  20.718884]
suv_-20_40_-20_20_0_240_40_400:gt ['-20', '40', '-20', '20', '0']:pred [20.       21.350046 20.       20.987982 22.9761  ]
hatchback_-40_40_0_20_40_240_80_450:gt ['-40', '40', '0', '20', '40']:pred [22.400106 22.02639  21.31364  17.615963 23.779215]
sedan4door_0_0_0_40_20_320_80_450:gt ['0', '0', '0', '40', '20']:pred [13.659366 18.113638 16.766459 18.551607 16.55554 ]
sedan2door_0_40_-40_40_0_0_60_450:gt ['0', '40', '-40', '40', '0']:pred [15.899561 19.128508 17.385014 40.       17.021336]
suv_-40_20_-20_20_20_160_20_450:gt ['-40', '20', '-20', '20', '20']:pred [40.       20.723333 20.       19.919823 20.      ]
suv_-20_40_-40_0_0_80_20_400:gt ['-20', '40', '-40', '0', '0']:pred [22.52629  40.       20.291002  0.        0.      ]
hybrid_0_0_0_0_20_320_60_450:gt ['0', '0', '0', '0', '20']:pred [15.711021 20.184677 18.183578  0.       17.526627]
suv_-20_0_-40_0_40_320_80_450:gt ['-20', '0', '-40', '0', '40']:pred [20.279802 23.315979 21.362328 22.092335 22.109055]
sedan4door_-40_40_-40_40_20_0_20_400:gt ['-40', '40', '-40', '40', '20']:pred [21.958406 40.       19.438297 40.       20.      ]
sedan4door_-20_20_-40_40_40_240_60_450:gt ['-20', '20', '-40', '40', '40']:pred [24.085203 20.960546 24.621967 22.496832 20.537462]
suv_-40_40_-20_20_0_240_80_400:gt ['-40', '40', '-20', '20', '0']:pred [26.7058   26.92446  20.37175  23.214977 21.592007]
suv_-40_0_-40_40_40_320_20_450:gt ['-40', '0', '-40', '40', '40']:pred [27.822952  0.       22.91636  40.       24.350872]
suv_-20_0_0_0_40_80_80_400:gt ['-20', '0', '0', '0', '40']:pred [18.908585 18.38633  21.192272 22.636715 40.      ]
hatchback_-40_0_-20_0_40_320_40_400:gt ['-40', '0', '-20', '0', '40']:pred [27.735619  0.       21.967459  0.       22.207952]
suv_-20_0_-20_40_40_240_60_450:gt ['-20', '0', '-20', '40', '40']:pred [25.42512  20.780968 27.442556 23.989399 23.518072]
sedan4door_-40_20_0_0_40_80_80_450:gt ['-40', '20', '0', '0', '40']:pred [21.376677 19.98164  22.006542 22.711632 40.      ]
sedan4door_-40_0_-20_40_40_160_40_400:gt ['-40', '0', '-20', '40', '40']:pred [40.       20.366661 20.       22.827156 22.166262]
suv_0_40_0_0_40_0_40_400:gt ['0', '40', '0', '0', '40']:pred [16.453365 40.       15.052296  0.       18.232021]
hatchback_-40_20_0_0_0_320_80_450:gt ['-40', '20', '0', '0', '0']:pred [20.18779  19.29544  17.284395 19.322145 16.722198]
sedan2door_0_20_-20_40_20_240_20_450:gt ['0', '20', '-20', '40', '20']:pred [ 0.       19.836565 20.       40.       20.801096]
sedan4door_0_20_0_40_0_240_20_450:gt ['0', '20', '0', '40', '0']:pred [ 0.       19.381865  0.       22.517239 18.095842]
hybrid_-40_40_-20_20_40_160_20_450:gt ['-40', '40', '-20', '20', '40']:pred [40.       22.343369 20.       20.       40.      ]
hybrid_-40_20_0_0_20_160_60_450:gt ['-40', '20', '0', '0', '20']:pred [18.47153  18.035137  0.       20.568562 17.35391 ]
sedan4door_0_40_0_0_20_80_60_400:gt ['0', '40', '0', '0', '20']:pred [15.520624 17.317324 18.63995  19.987808 15.44613 ]
sedan2door_0_40_-20_0_20_80_20_450:gt ['0', '40', '-20', '0', '20']:pred [16.721468 40.       20.        0.       20.      ]
hybrid_-40_0_-40_0_20_240_60_450:gt ['-40', '0', '-40', '0', '20']:pred [19.791096 15.26102  40.       21.06772  17.64833 ]
sedan4door_-20_40_-40_20_40_240_40_400:gt ['-20', '40', '-40', '20', '40']:pred [20.       21.795456 40.       23.27005  23.38433 ]
sedan2door_0_20_0_40_0_0_20_450:gt ['0', '20', '0', '40', '0']:pred [15.275398 20.        0.       40.        0.      ]
hybrid_-20_40_-20_40_20_80_60_450:gt ['-20', '40', '-20', '40', '20']:pred [17.185368 17.934105 20.       40.       17.194044]
hybrid_-40_40_-40_0_20_160_20_400:gt ['-40', '40', '-40', '0', '20']:pred [40.       21.068766 40.        0.       20.      ]
sedan2door_0_0_0_20_20_240_60_400:gt ['0', '0', '0', '20', '20']:pred [12.2962   15.318779  0.       17.4727   18.702913]
sedan2door_-20_20_-40_40_40_80_40_400:gt ['-20', '20', '-40', '40', '40']:pred [20.435617 21.878325 40.       40.       40.      ]
sedan4door_-40_0_-20_20_0_320_60_400:gt ['-40', '0', '-20', '20', '0']:pred [28.522663 25.851875 17.86192  25.253721 20.40012 ]
sedan2door_-40_40_0_0_0_0_80_400:gt ['-40', '40', '0', '0', '0']:pred [25.824602 22.347563 19.548553  0.       20.76578 ]
suv_0_20_-20_40_40_160_40_400:gt ['0', '20', '-20', '40', '40']:pred [ 0.       21.316532 20.       23.890213 22.169916]
suv_0_20_0_20_0_80_60_450:gt ['0', '20', '0', '20', '0']:pred [15.700456 17.154993 15.615913 19.106396 17.618336]
